sample1	sample2	Gene Abundance	Group	sample1	sample2	Genus Abundance	Group	sample1	sample2	Kos Abundance	Group
HNCeC11	HNCeC14	0.728775405	Partridge ducks	HNCeC11	HNCeC14	0.325423448	Partridge ducks	HNCeC11	HNCeC14	0.125790969	Partridge ducks
HNCeC12	HNCeC14	0.603729219	Partridge ducks	HNCeC12	HNCeC14	0.274519329	Partridge ducks	HNCeC12	HNCeC14	0.110176349	Partridge ducks
HNCeC13	HNCeC14	0.660724323	Partridge ducks	HNCeC13	HNCeC14	0.329799441	Partridge ducks	HNCeC13	HNCeC14	0.122925143	Partridge ducks
HNCeC15	HNCeC14	0.693881915	Partridge ducks	HNCeC15	HNCeC14	0.315966809	Partridge ducks	HNCeC15	HNCeC14	0.113120972	Partridge ducks
HNCeC16	HNCeC14	0.675948671	Partridge ducks	HNCeC16	HNCeC14	0.305208617	Partridge ducks	HNCeC16	HNCeC14	0.118772445	Partridge ducks
HNCeC17	HNCeC14	0.679497141	Partridge ducks	HNCeC17	HNCeC14	0.321265419	Partridge ducks	HNCeC17	HNCeC14	0.128687924	Partridge ducks
HNCeC18	HNCeC14	0.733502118	Partridge ducks	HNCeC18	HNCeC14	0.307709419	Partridge ducks	HNCeC18	HNCeC14	0.125122978	Partridge ducks
HNCeC4	HNCeC14	0.71843944	Partridge ducks	HNCeC4	HNCeC14	0.371030673	Partridge ducks	HNCeC4	HNCeC14	0.147290237	Partridge ducks
HNCeC5	HNCeC14	0.695656306	Partridge ducks	HNCeC5	HNCeC14	0.34098818	Partridge ducks	HNCeC5	HNCeC14	0.152161482	Partridge ducks
HNCeC6	HNCeC14	0.699776448	Partridge ducks	HNCeC6	HNCeC14	0.307443428	Partridge ducks	HNCeC6	HNCeC14	0.122871043	Partridge ducks
HNCeC7	HNCeC14	0.704801228	Partridge ducks	HNCeC7	HNCeC14	0.309492598	Partridge ducks	HNCeC7	HNCeC14	0.111206352	Partridge ducks
HNCeC8	HNCeC14	0.702668108	Partridge ducks	HNCeC8	HNCeC14	0.297559255	Partridge ducks	HNCeC8	HNCeC14	0.101997439	Partridge ducks
SSCeC-1	HNCeC14	0.751375167	Partridge ducks	SSCeC-1	HNCeC14	0.341983263	Partridge ducks	SSCeC-1	HNCeC14	0.096054947	Partridge ducks
SSCeC-10	HNCeC14	0.80085361	Partridge ducks	SSCeC-10	HNCeC14	0.368795835	Partridge ducks	SSCeC-10	HNCeC14	0.131693936	Partridge ducks
SSCeC-2	HNCeC14	0.768290576	Partridge ducks	SSCeC-2	HNCeC14	0.346778722	Partridge ducks	SSCeC-2	HNCeC14	0.103318117	Partridge ducks
SSCeC-3	HNCeC14	0.774526609	Partridge ducks	SSCeC-3	HNCeC14	0.428617973	Partridge ducks	SSCeC-3	HNCeC14	0.126238838	Partridge ducks
SSCeC-4	HNCeC14	0.776564424	Partridge ducks	SSCeC-4	HNCeC14	0.46112534	Partridge ducks	SSCeC-4	HNCeC14	0.134005804	Partridge ducks
SSCeC-5	HNCeC14	0.768641653	Partridge ducks	SSCeC-5	HNCeC14	0.334922365	Partridge ducks	SSCeC-5	HNCeC14	0.098437571	Partridge ducks
SSCeC-6	HNCeC14	0.793009224	Partridge ducks	SSCeC-6	HNCeC14	0.367239893	Partridge ducks	SSCeC-6	HNCeC14	0.118766876	Partridge ducks
SSCeC-7	HNCeC14	0.809609637	Partridge ducks	SSCeC-7	HNCeC14	0.365121695	Partridge ducks	SSCeC-7	HNCeC14	0.118194026	Partridge ducks
SSCeC-8	HNCeC14	0.742833413	Partridge ducks	SSCeC-8	HNCeC14	0.349350593	Partridge ducks	SSCeC-8	HNCeC14	0.108192367	Partridge ducks
SSCeC-9	HNCeC14	0.85928693	Partridge ducks	SSCeC-9	HNCeC14	0.407745388	Partridge ducks	SSCeC-9	HNCeC14	0.151721616	Partridge ducks
SDQCeC1R	HNCeC14	0.699554009	Partridge ducks	SDQCeC1R	HNCeC14	0.295562882	Partridge ducks	SDQCeC1R	HNCeC14	0.097144706	Partridge ducks
SDQCeC4R	HNCeC14	0.712130623	Partridge ducks	SDQCeC4R	HNCeC14	0.323113162	Partridge ducks	SDQCeC4R	HNCeC14	0.100855817	Partridge ducks
SDQCeC5L	HNCeC14	0.834852596	Partridge ducks	SDQCeC5L	HNCeC14	0.466510077	Partridge ducks	SDQCeC5L	HNCeC14	0.190251439	Partridge ducks
SDQCeC7R	HNCeC14	0.854358073	Partridge ducks	SDQCeC7R	HNCeC14	0.559206737	Partridge ducks	SDQCeC7R	HNCeC14	0.214841171	Partridge ducks
SDQCeC8R	HNCeC14	0.735252846	Partridge ducks	SDQCeC8R	HNCeC14	0.380007721	Partridge ducks	SDQCeC8R	HNCeC14	0.120944619	Partridge ducks
SDQCeC9R	HNCeC14	0.681460499	Partridge ducks	SDQCeC9R	HNCeC14	0.32670274	Partridge ducks	SDQCeC9R	HNCeC14	0.116960389	Partridge ducks
SDQCeC10L	HNCeC14	0.743841451	Partridge ducks	SDQCeC10L	HNCeC14	0.410550151	Partridge ducks	SDQCeC10L	HNCeC14	0.124139017	Partridge ducks
SDQCeC11L	HNCeC14	0.871616588	Partridge ducks	SDQCeC11L	HNCeC14	0.333725145	Partridge ducks	SDQCeC11L	HNCeC14	0.108058637	Partridge ducks
FJCeC1	HNCeC14	0.831758685	Partridge ducks	FJCeC1	HNCeC14	0.324609703	Partridge ducks	FJCeC1	HNCeC14	0.123824661	Partridge ducks
FJCeC2	HNCeC14	0.760973403	Partridge ducks	FJCeC2	HNCeC14	0.337680806	Partridge ducks	FJCeC2	HNCeC14	0.112523574	Partridge ducks
FJCeC3	HNCeC14	0.782951012	Partridge ducks	FJCeC3	HNCeC14	0.343405816	Partridge ducks	FJCeC3	HNCeC14	0.123326495	Partridge ducks
FJCeC4	HNCeC14	0.727443845	Partridge ducks	FJCeC4	HNCeC14	0.308240056	Partridge ducks	FJCeC4	HNCeC14	0.126445671	Partridge ducks
FJCeC5	HNCeC14	0.784569207	Partridge ducks	FJCeC5	HNCeC14	0.316230843	Partridge ducks	FJCeC5	HNCeC14	0.129128893	Partridge ducks
FJCeC6	HNCeC14	0.754788559	Partridge ducks	FJCeC6	HNCeC14	0.320297765	Partridge ducks	FJCeC6	HNCeC14	0.107016205	Partridge ducks
SXCeC1	HNCeC14	0.862969954	Partridge ducks	SXCeC1	HNCeC14	0.324762926	Partridge ducks	SXCeC1	HNCeC14	0.111672029	Partridge ducks
SXCeC2	HNCeC14	0.873640022	Partridge ducks	SXCeC2	HNCeC14	0.351460761	Partridge ducks	SXCeC2	HNCeC14	0.124751102	Partridge ducks
SXCeC3	HNCeC14	0.870468831	Partridge ducks	SXCeC3	HNCeC14	0.346789159	Partridge ducks	SXCeC3	HNCeC14	0.114901724	Partridge ducks
SXCeC4	HNCeC14	0.85782594	Partridge ducks	SXCeC4	HNCeC14	0.288603342	Partridge ducks	SXCeC4	HNCeC14	0.11472133	Partridge ducks
SXCeC5	HNCeC14	0.851941072	Partridge ducks	SXCeC5	HNCeC14	0.311812298	Partridge ducks	SXCeC5	HNCeC14	0.113982011	Partridge ducks
SXCeC6	HNCeC14	0.846468918	Partridge ducks	SXCeC6	HNCeC14	0.288925899	Partridge ducks	SXCeC6	HNCeC14	0.112903852	Partridge ducks
JSCeC1	HNCeC14	0.894389272	Partridge ducks	JSCeC1	HNCeC14	0.341368892	Partridge ducks	JSCeC1	HNCeC14	0.123375556	Partridge ducks
JSCeC2	HNCeC14	0.885549827	Partridge ducks	JSCeC2	HNCeC14	0.373551987	Partridge ducks	JSCeC2	HNCeC14	0.150872468	Partridge ducks
JSCeC3	HNCeC14	0.869339672	Partridge ducks	JSCeC3	HNCeC14	0.355856493	Partridge ducks	JSCeC3	HNCeC14	0.140537266	Partridge ducks
JSCeC4	HNCeC14	0.853886609	Partridge ducks	JSCeC4	HNCeC14	0.315156115	Partridge ducks	JSCeC4	HNCeC14	0.123829902	Partridge ducks
JSCeC5	HNCeC14	0.881918169	Partridge ducks	JSCeC5	HNCeC14	0.35812812	Partridge ducks	JSCeC5	HNCeC14	0.141225319	Partridge ducks
JSCeC6	HNCeC14	0.855510827	Partridge ducks	JSCeC6	HNCeC14	0.339932356	Partridge ducks	JSCeC6	HNCeC14	0.125757133	Partridge ducks
GZCeC-10	HNCeC15	0.779822552	Partridge ducks	GZCeC-10	HNCeC15	0.325822775	Partridge ducks	GZCeC-10	HNCeC15	0.123738864	Partridge ducks
GZCeC-24	HNCeC15	0.980513908	Partridge ducks	GZCeC-24	HNCeC15	0.77330684	Partridge ducks	GZCeC-24	HNCeC15	0.608454935	Partridge ducks
GZCeC-25	HNCeC15	0.977971523	Partridge ducks	GZCeC-25	HNCeC15	0.845401907	Partridge ducks	GZCeC-25	HNCeC15	0.355939782	Partridge ducks
GZCeC-26	HNCeC15	0.792526588	Partridge ducks	GZCeC-26	HNCeC15	0.400987799	Partridge ducks	GZCeC-26	HNCeC15	0.161485561	Partridge ducks
GZCeC-27	HNCeC15	0.985053833	Partridge ducks	GZCeC-27	HNCeC15	0.808360846	Partridge ducks	GZCeC-27	HNCeC15	0.612255177	Partridge ducks
GZCeC-28	HNCeC15	0.931959078	Partridge ducks	GZCeC-28	HNCeC15	0.633213378	Partridge ducks	GZCeC-28	HNCeC15	0.256985177	Partridge ducks
GZCeC-29	HNCeC15	0.990224074	Partridge ducks	GZCeC-29	HNCeC15	0.920269447	Partridge ducks	GZCeC-29	HNCeC15	0.779447	Partridge ducks
GZCeC-30	HNCeC15	0.912771631	Partridge ducks	GZCeC-30	HNCeC15	0.464154536	Partridge ducks	GZCeC-30	HNCeC15	0.174877026	Partridge ducks
GZCeC-6	HNCeC15	0.841563852	Partridge ducks	GZCeC-6	HNCeC15	0.433257605	Partridge ducks	GZCeC-6	HNCeC15	0.191922709	Partridge ducks
GZCeC-7	HNCeC15	0.925115627	Partridge ducks	GZCeC-7	HNCeC15	0.472696439	Partridge ducks	GZCeC-7	HNCeC15	0.34137277	Partridge ducks
GZCeC-8	HNCeC15	0.922488645	Partridge ducks	GZCeC-8	HNCeC15	0.523718647	Partridge ducks	GZCeC-8	HNCeC15	0.183333646	Partridge ducks
GZCeC-9	HNCeC15	0.928901517	Partridge ducks	GZCeC-9	HNCeC15	0.730261324	Partridge ducks	GZCeC-9	HNCeC15	0.286311816	Partridge ducks
HNCeC10	HNCeC15	0.686263728	Partridge ducks	HNCeC10	HNCeC15	0.165674919	Partridge ducks	HNCeC10	HNCeC15	0.062293142	Partridge ducks
HNCeC11	HNCeC15	0.600611639	Partridge ducks	HNCeC11	HNCeC15	0.146919165	Partridge ducks	HNCeC11	HNCeC15	0.056406907	Partridge ducks
HNCeC12	HNCeC15	0.6438343	Partridge ducks	HNCeC12	HNCeC15	0.287975097	Partridge ducks	HNCeC12	HNCeC15	0.123510054	Partridge ducks
HNCeC13	HNCeC15	0.631199974	Partridge ducks	HNCeC13	HNCeC15	0.306147682	Partridge ducks	HNCeC13	HNCeC15	0.127664614	Partridge ducks
HNCeC14	HNCeC15	0.693881915	Partridge ducks	HNCeC14	HNCeC15	0.315966809	Partridge ducks	HNCeC14	HNCeC15	0.113120972	Partridge ducks
HNCeC16	HNCeC15	0.549714232	Partridge ducks	HNCeC16	HNCeC15	0.137451331	Partridge ducks	HNCeC16	HNCeC15	0.041974371	Partridge ducks
HNCeC17	HNCeC15	0.573967048	Partridge ducks	HNCeC17	HNCeC15	0.193676931	Partridge ducks	HNCeC17	HNCeC15	0.055535929	Partridge ducks
HNCeC18	HNCeC15	0.594796267	Partridge ducks	HNCeC18	HNCeC15	0.144548521	Partridge ducks	HNCeC18	HNCeC15	0.053450398	Partridge ducks
HNCeC4	HNCeC15	0.725159121	Partridge ducks	HNCeC4	HNCeC15	0.381281956	Partridge ducks	HNCeC4	HNCeC15	0.158534679	Partridge ducks
HNCeC5	HNCeC15	0.665058622	Partridge ducks	HNCeC5	HNCeC15	0.373207303	Partridge ducks	HNCeC5	HNCeC15	0.161683446	Partridge ducks
HNCeC6	HNCeC15	0.701106131	Partridge ducks	HNCeC6	HNCeC15	0.319718364	Partridge ducks	HNCeC6	HNCeC15	0.128538656	Partridge ducks
HNCeC7	HNCeC15	0.529643024	Partridge ducks	HNCeC7	HNCeC15	0.095211294	Partridge ducks	HNCeC7	HNCeC15	0.034165333	Partridge ducks
HNCeC8	HNCeC15	0.549238008	Partridge ducks	HNCeC8	HNCeC15	0.154151929	Partridge ducks	HNCeC8	HNCeC15	0.044094465	Partridge ducks
SSCeC-1	HNCeC15	0.671360067	Partridge ducks	SSCeC-1	HNCeC15	0.319919472	Partridge ducks	SSCeC-1	HNCeC15	0.115934759	Partridge ducks
SSCeC-10	HNCeC15	0.754912428	Partridge ducks	SSCeC-10	HNCeC15	0.315368095	Partridge ducks	SSCeC-10	HNCeC15	0.132803392	Partridge ducks
SSCeC-2	HNCeC15	0.680965451	Partridge ducks	SSCeC-2	HNCeC15	0.298741097	Partridge ducks	SSCeC-2	HNCeC15	0.112626449	Partridge ducks
SSCeC-3	HNCeC15	0.697347236	Partridge ducks	SSCeC-3	HNCeC15	0.392110341	Partridge ducks	SSCeC-3	HNCeC15	0.143702833	Partridge ducks
SSCeC-4	HNCeC15	0.683633838	Partridge ducks	SSCeC-4	HNCeC15	0.417665318	Partridge ducks	SSCeC-4	HNCeC15	0.145435124	Partridge ducks
SSCeC-5	HNCeC15	0.721144965	Partridge ducks	SSCeC-5	HNCeC15	0.333270218	Partridge ducks	SSCeC-5	HNCeC15	0.124224002	Partridge ducks
SSCeC-6	HNCeC15	0.766561318	Partridge ducks	SSCeC-6	HNCeC15	0.414551654	Partridge ducks	SSCeC-6	HNCeC15	0.169460876	Partridge ducks
SSCeC-7	HNCeC15	0.763390532	Partridge ducks	SSCeC-7	HNCeC15	0.369912975	Partridge ducks	SSCeC-7	HNCeC15	0.133328902	Partridge ducks
SSCeC-8	HNCeC15	0.69810044	Partridge ducks	SSCeC-8	HNCeC15	0.387550312	Partridge ducks	SSCeC-8	HNCeC15	0.143703678	Partridge ducks
SSCeC-9	HNCeC15	0.831237473	Partridge ducks	SSCeC-9	HNCeC15	0.399524123	Partridge ducks	SSCeC-9	HNCeC15	0.149189594	Partridge ducks
SDQCeC1R	HNCeC15	0.627419735	Partridge ducks	SDQCeC1R	HNCeC15	0.253314804	Partridge ducks	SDQCeC1R	HNCeC15	0.102658651	Partridge ducks
SDQCeC4R	HNCeC15	0.63715656	Partridge ducks	SDQCeC4R	HNCeC15	0.309831838	Partridge ducks	SDQCeC4R	HNCeC15	0.117395501	Partridge ducks
SDQCeC5L	HNCeC15	0.846564558	Partridge ducks	SDQCeC5L	HNCeC15	0.580162339	Partridge ducks	SDQCeC5L	HNCeC15	0.230644036	Partridge ducks
SDQCeC7R	HNCeC15	0.907282254	Partridge ducks	SDQCeC7R	HNCeC15	0.664068314	Partridge ducks	SDQCeC7R	HNCeC15	0.258505283	Partridge ducks
SDQCeC8R	HNCeC15	0.692715126	Partridge ducks	SDQCeC8R	HNCeC15	0.381140581	Partridge ducks	SDQCeC8R	HNCeC15	0.146059668	Partridge ducks
SDQCeC9R	HNCeC15	0.633228949	Partridge ducks	SDQCeC9R	HNCeC15	0.32241745	Partridge ducks	SDQCeC9R	HNCeC15	0.12430356	Partridge ducks
SDQCeC10L	HNCeC15	0.726266287	Partridge ducks	SDQCeC10L	HNCeC15	0.435169216	Partridge ducks	SDQCeC10L	HNCeC15	0.161150837	Partridge ducks
SDQCeC11L	HNCeC15	0.851953574	Partridge ducks	SDQCeC11L	HNCeC15	0.404740384	Partridge ducks	SDQCeC11L	HNCeC15	0.160423482	Partridge ducks
FJCeC1	HNCeC15	0.758271111	Partridge ducks	FJCeC1	HNCeC15	0.222952943	Partridge ducks	FJCeC1	HNCeC15	0.109598281	Partridge ducks
FJCeC2	HNCeC15	0.700270537	Partridge ducks	FJCeC2	HNCeC15	0.294569932	Partridge ducks	FJCeC2	HNCeC15	0.114765631	Partridge ducks
FJCeC3	HNCeC15	0.730674376	Partridge ducks	FJCeC3	HNCeC15	0.25161092	Partridge ducks	FJCeC3	HNCeC15	0.108286528	Partridge ducks
FJCeC4	HNCeC15	0.729042294	Partridge ducks	FJCeC4	HNCeC15	0.288289876	Partridge ducks	FJCeC4	HNCeC15	0.118236678	Partridge ducks
FJCeC5	HNCeC15	0.711460863	Partridge ducks	FJCeC5	HNCeC15	0.195508801	Partridge ducks	FJCeC5	HNCeC15	0.08875119	Partridge ducks
FJCeC6	HNCeC15	0.68856926	Partridge ducks	FJCeC6	HNCeC15	0.253789509	Partridge ducks	FJCeC6	HNCeC15	0.096925173	Partridge ducks
SXCeC1	HNCeC15	0.817195921	Partridge ducks	SXCeC1	HNCeC15	0.288698078	Partridge ducks	SXCeC1	HNCeC15	0.101419544	Partridge ducks
SXCeC2	HNCeC15	0.826452477	Partridge ducks	SXCeC2	HNCeC15	0.354881365	Partridge ducks	SXCeC2	HNCeC15	0.121687197	Partridge ducks
SXCeC3	HNCeC15	0.830037043	Partridge ducks	SXCeC3	HNCeC15	0.299248871	Partridge ducks	SXCeC3	HNCeC15	0.106676314	Partridge ducks
SXCeC4	HNCeC15	0.815425831	Partridge ducks	SXCeC4	HNCeC15	0.254985073	Partridge ducks	SXCeC4	HNCeC15	0.095875921	Partridge ducks
SXCeC5	HNCeC15	0.814039622	Partridge ducks	SXCeC5	HNCeC15	0.284592452	Partridge ducks	SXCeC5	HNCeC15	0.109925159	Partridge ducks
SXCeC6	HNCeC15	0.798931232	Partridge ducks	SXCeC6	HNCeC15	0.269217304	Partridge ducks	SXCeC6	HNCeC15	0.098331539	Partridge ducks
JSCeC1	HNCeC15	0.857132233	Partridge ducks	JSCeC1	HNCeC15	0.292050173	Partridge ducks	JSCeC1	HNCeC15	0.105880983	Partridge ducks
JSCeC2	HNCeC15	0.858410837	Partridge ducks	JSCeC2	HNCeC15	0.391931917	Partridge ducks	JSCeC2	HNCeC15	0.136413784	Partridge ducks
JSCeC3	HNCeC15	0.815830743	Partridge ducks	JSCeC3	HNCeC15	0.326790785	Partridge ducks	JSCeC3	HNCeC15	0.122528998	Partridge ducks
JSCeC4	HNCeC15	0.792969525	Partridge ducks	JSCeC4	HNCeC15	0.263323148	Partridge ducks	JSCeC4	HNCeC15	0.105060681	Partridge ducks
JSCeC5	HNCeC15	0.847019025	Partridge ducks	JSCeC5	HNCeC15	0.354811655	Partridge ducks	JSCeC5	HNCeC15	0.125047186	Partridge ducks
JSCeC6	HNCeC15	0.823743523	Partridge ducks	JSCeC6	HNCeC15	0.346911198	Partridge ducks	JSCeC6	HNCeC15	0.123269993	Partridge ducks
GZCeC-10	HNCeC16	0.785379914	Partridge ducks	GZCeC-10	HNCeC16	0.342843754	Partridge ducks	GZCeC-10	HNCeC16	0.129544258	Partridge ducks
GZCeC-24	HNCeC16	0.982446931	Partridge ducks	GZCeC-24	HNCeC16	0.776508333	Partridge ducks	GZCeC-24	HNCeC16	0.610417889	Partridge ducks
GZCeC-25	HNCeC16	0.980538159	Partridge ducks	GZCeC-25	HNCeC16	0.848550738	Partridge ducks	GZCeC-25	HNCeC16	0.36400125	Partridge ducks
GZCeC-26	HNCeC16	0.803066732	Partridge ducks	GZCeC-26	HNCeC16	0.411999783	Partridge ducks	GZCeC-26	HNCeC16	0.163489685	Partridge ducks
GZCeC-27	HNCeC16	0.984937126	Partridge ducks	GZCeC-27	HNCeC16	0.809169803	Partridge ducks	GZCeC-27	HNCeC16	0.613256122	Partridge ducks
GZCeC-28	HNCeC16	0.935404637	Partridge ducks	GZCeC-28	HNCeC16	0.66465601	Partridge ducks	GZCeC-28	HNCeC16	0.266510113	Partridge ducks
GZCeC-29	HNCeC16	0.991464589	Partridge ducks	GZCeC-29	HNCeC16	0.924549392	Partridge ducks	GZCeC-29	HNCeC16	0.780960624	Partridge ducks
GZCeC-30	HNCeC16	0.921307179	Partridge ducks	GZCeC-30	HNCeC16	0.507157359	Partridge ducks	GZCeC-30	HNCeC16	0.182209679	Partridge ducks
GZCeC-6	HNCeC16	0.841685036	Partridge ducks	GZCeC-6	HNCeC16	0.462406155	Partridge ducks	GZCeC-6	HNCeC16	0.19505096	Partridge ducks
GZCeC-7	HNCeC16	0.923684877	Partridge ducks	GZCeC-7	HNCeC16	0.503619274	Partridge ducks	GZCeC-7	HNCeC16	0.345864852	Partridge ducks
GZCeC-8	HNCeC16	0.92337209	Partridge ducks	GZCeC-8	HNCeC16	0.536326721	Partridge ducks	GZCeC-8	HNCeC16	0.190295142	Partridge ducks
GZCeC-9	HNCeC16	0.93156255	Partridge ducks	GZCeC-9	HNCeC16	0.736326764	Partridge ducks	GZCeC-9	HNCeC16	0.293072388	Partridge ducks
HNCeC10	HNCeC16	0.558527958	Partridge ducks	HNCeC10	HNCeC16	0.119192503	Partridge ducks	HNCeC10	HNCeC16	0.05035494	Partridge ducks
HNCeC11	HNCeC16	0.516567791	Partridge ducks	HNCeC11	HNCeC16	0.118191262	Partridge ducks	HNCeC11	HNCeC16	0.046625905	Partridge ducks
HNCeC12	HNCeC16	0.65149663	Partridge ducks	HNCeC12	HNCeC16	0.301631062	Partridge ducks	HNCeC12	HNCeC16	0.125049303	Partridge ducks
HNCeC13	HNCeC16	0.64484286	Partridge ducks	HNCeC13	HNCeC16	0.319408148	Partridge ducks	HNCeC13	HNCeC16	0.128211766	Partridge ducks
HNCeC14	HNCeC16	0.675948671	Partridge ducks	HNCeC14	HNCeC16	0.305208617	Partridge ducks	HNCeC14	HNCeC16	0.118772445	Partridge ducks
HNCeC15	HNCeC16	0.549714232	Partridge ducks	HNCeC15	HNCeC16	0.137451331	Partridge ducks	HNCeC15	HNCeC16	0.041974371	Partridge ducks
HNCeC17	HNCeC16	0.608603015	Partridge ducks	HNCeC17	HNCeC16	0.158162499	Partridge ducks	HNCeC17	HNCeC16	0.047546363	Partridge ducks
HNCeC18	HNCeC16	0.491144507	Partridge ducks	HNCeC18	HNCeC16	0.108104966	Partridge ducks	HNCeC18	HNCeC16	0.041057274	Partridge ducks
HNCeC4	HNCeC16	0.730494608	Partridge ducks	HNCeC4	HNCeC16	0.388189319	Partridge ducks	HNCeC4	HNCeC16	0.158920625	Partridge ducks
HNCeC5	HNCeC16	0.713044123	Partridge ducks	HNCeC5	HNCeC16	0.387919468	Partridge ducks	HNCeC5	HNCeC16	0.16406702	Partridge ducks
HNCeC6	HNCeC16	0.616322266	Partridge ducks	HNCeC6	HNCeC16	0.334256315	Partridge ducks	HNCeC6	HNCeC16	0.130974547	Partridge ducks
HNCeC7	HNCeC16	0.610674941	Partridge ducks	HNCeC7	HNCeC16	0.119869471	Partridge ducks	HNCeC7	HNCeC16	0.04303689	Partridge ducks
HNCeC8	HNCeC16	0.645299637	Partridge ducks	HNCeC8	HNCeC16	0.208317606	Partridge ducks	HNCeC8	HNCeC16	0.061784169	Partridge ducks
SSCeC-1	HNCeC16	0.698175974	Partridge ducks	SSCeC-1	HNCeC16	0.341908415	Partridge ducks	SSCeC-1	HNCeC16	0.126280816	Partridge ducks
SSCeC-10	HNCeC16	0.716434603	Partridge ducks	SSCeC-10	HNCeC16	0.311315375	Partridge ducks	SSCeC-10	HNCeC16	0.140213725	Partridge ducks
SSCeC-2	HNCeC16	0.691383975	Partridge ducks	SSCeC-2	HNCeC16	0.326221322	Partridge ducks	SSCeC-2	HNCeC16	0.120526307	Partridge ducks
SSCeC-3	HNCeC16	0.758058785	Partridge ducks	SSCeC-3	HNCeC16	0.429475397	Partridge ducks	SSCeC-3	HNCeC16	0.153596102	Partridge ducks
SSCeC-4	HNCeC16	0.750959277	Partridge ducks	SSCeC-4	HNCeC16	0.451262411	Partridge ducks	SSCeC-4	HNCeC16	0.156076548	Partridge ducks
SSCeC-5	HNCeC16	0.731060932	Partridge ducks	SSCeC-5	HNCeC16	0.351078573	Partridge ducks	SSCeC-5	HNCeC16	0.132693019	Partridge ducks
SSCeC-6	HNCeC16	0.794479256	Partridge ducks	SSCeC-6	HNCeC16	0.444126488	Partridge ducks	SSCeC-6	HNCeC16	0.176803336	Partridge ducks
SSCeC-7	HNCeC16	0.795253689	Partridge ducks	SSCeC-7	HNCeC16	0.388044174	Partridge ducks	SSCeC-7	HNCeC16	0.146519341	Partridge ducks
SSCeC-8	HNCeC16	0.737236976	Partridge ducks	SSCeC-8	HNCeC16	0.397951373	Partridge ducks	SSCeC-8	HNCeC16	0.151463168	Partridge ducks
SSCeC-9	HNCeC16	0.809536406	Partridge ducks	SSCeC-9	HNCeC16	0.415403363	Partridge ducks	SSCeC-9	HNCeC16	0.158743323	Partridge ducks
SDQCeC1R	HNCeC16	0.612060645	Partridge ducks	SDQCeC1R	HNCeC16	0.267206731	Partridge ducks	SDQCeC1R	HNCeC16	0.10764368	Partridge ducks
SDQCeC4R	HNCeC16	0.629499295	Partridge ducks	SDQCeC4R	HNCeC16	0.326434933	Partridge ducks	SDQCeC4R	HNCeC16	0.124589951	Partridge ducks
SDQCeC5L	HNCeC16	0.891101747	Partridge ducks	SDQCeC5L	HNCeC16	0.595140712	Partridge ducks	SDQCeC5L	HNCeC16	0.238508038	Partridge ducks
SDQCeC7R	HNCeC16	0.925953884	Partridge ducks	SDQCeC7R	HNCeC16	0.667479554	Partridge ducks	SDQCeC7R	HNCeC16	0.264707289	Partridge ducks
SDQCeC8R	HNCeC16	0.772629988	Partridge ducks	SDQCeC8R	HNCeC16	0.419439522	Partridge ducks	SDQCeC8R	HNCeC16	0.15589737	Partridge ducks
SDQCeC9R	HNCeC16	0.622407222	Partridge ducks	SDQCeC9R	HNCeC16	0.332526108	Partridge ducks	SDQCeC9R	HNCeC16	0.129612908	Partridge ducks
SDQCeC10L	HNCeC16	0.799686497	Partridge ducks	SDQCeC10L	HNCeC16	0.470922197	Partridge ducks	SDQCeC10L	HNCeC16	0.170968797	Partridge ducks
SDQCeC11L	HNCeC16	0.883511918	Partridge ducks	SDQCeC11L	HNCeC16	0.421943	Partridge ducks	SDQCeC11L	HNCeC16	0.168842302	Partridge ducks
FJCeC1	HNCeC16	0.718840337	Partridge ducks	FJCeC1	HNCeC16	0.254547888	Partridge ducks	FJCeC1	HNCeC16	0.109341903	Partridge ducks
FJCeC2	HNCeC16	0.681177927	Partridge ducks	FJCeC2	HNCeC16	0.295490529	Partridge ducks	FJCeC2	HNCeC16	0.115695974	Partridge ducks
FJCeC3	HNCeC16	0.657175775	Partridge ducks	FJCeC3	HNCeC16	0.270974597	Partridge ducks	FJCeC3	HNCeC16	0.109121606	Partridge ducks
FJCeC4	HNCeC16	0.716896135	Partridge ducks	FJCeC4	HNCeC16	0.286333251	Partridge ducks	FJCeC4	HNCeC16	0.11969912	Partridge ducks
FJCeC5	HNCeC16	0.715209609	Partridge ducks	FJCeC5	HNCeC16	0.203599013	Partridge ducks	FJCeC5	HNCeC16	0.086833623	Partridge ducks
FJCeC6	HNCeC16	0.667620131	Partridge ducks	FJCeC6	HNCeC16	0.264161201	Partridge ducks	FJCeC6	HNCeC16	0.101141898	Partridge ducks
SXCeC1	HNCeC16	0.837495048	Partridge ducks	SXCeC1	HNCeC16	0.317023488	Partridge ducks	SXCeC1	HNCeC16	0.106291645	Partridge ducks
SXCeC2	HNCeC16	0.844588196	Partridge ducks	SXCeC2	HNCeC16	0.388129198	Partridge ducks	SXCeC2	HNCeC16	0.128661322	Partridge ducks
SXCeC3	HNCeC16	0.848020092	Partridge ducks	SXCeC3	HNCeC16	0.329655984	Partridge ducks	SXCeC3	HNCeC16	0.108661603	Partridge ducks
SXCeC4	HNCeC16	0.837556425	Partridge ducks	SXCeC4	HNCeC16	0.29410643	Partridge ducks	SXCeC4	HNCeC16	0.099460217	Partridge ducks
