sample	gene Abundance	Group	sample	Genus Abundance	Group	sample	Kos Abundance	Group
Pig	13.92075442	Pig	Pig	2.292259394	Pig	Pig	7.437639992	Pig
Pig	13.81015286	Pig	Pig	1.966773406	Pig	Pig	7.432157065	Pig
Pig	13.86217134	Pig	Pig	1.458103749	Pig	Pig	7.464598716	Pig
Pig	13.79976245	Pig	Pig	1.527026386	Pig	Pig	7.42681407	Pig
Pig	13.73105846	Pig	Pig	1.527569316	Pig	Pig	7.397860923	Pig
Pig	13.70949476	Pig	Pig	2.077881209	Pig	Pig	7.4012515	Pig
Pig	13.88773304	Pig	Pig	1.864372903	Pig	Pig	7.45493201	Pig
Pig	13.91121308	Pig	Pig	1.6145027	Pig	Pig	7.410430604	Pig
Pig	13.73946851	Pig	Pig	1.751633482	Pig	Pig	7.434550206	Pig
Pig	13.87003399	Pig	Pig	1.634324184	Pig	Pig	7.449269422	Pig
Pig	13.7094317	Pig	Pig	1.819769853	Pig	Pig	7.441528001	Pig
Pig	13.77961804	Pig	Pig	2.273010031	Pig	Pig	7.427641326	Pig
Pig	13.94421404	Pig	Pig	1.416680312	Pig	Pig	7.431139702	Pig
Pig	13.80161746	Pig	Pig	1.573910915	Pig	Pig	7.431505996	Pig
Pig	13.58814008	Pig	Pig	1.780856136	Pig	Pig	7.413491594	Pig
Pig	13.1718766	Pig	Pig	2.005198836	Pig	Pig	7.392941546	Pig
Pig	13.70360489	Pig	Pig	1.377793895	Pig	Pig	7.41338	Pig
Pig	13.60244564	Pig	Pig	1.244010177	Pig	Pig	7.398291807	Pig
Pig	13.75648154	Pig	Pig	1.706900771	Pig	Pig	7.424592162	Pig
Pig	13.72506586	Pig	Pig	1.301552683	Pig	Pig	7.404226222	Pig
Pig	13.75427765	Pig	Pig	1.390164103	Pig	Pig	7.444557317	Pig
Pig	13.79125684	Pig	Pig	2.758719767	Pig	Pig	7.418820745	Pig
Pig	13.77284251	Pig	Pig	1.675955047	Pig	Pig	7.427522408	Pig
Pig	13.27926336	Pig	Pig	1.774349368	Pig	Pig	7.366227636	Pig
Pig	13.80025301	Pig	Pig	1.879195752	Pig	Pig	7.431769618	Pig
Pig	13.3255906	Pig	Pig	1.569184263	Pig	Pig	7.464987236	Pig
Pig	13.50126787	Pig	Pig	2.115407027	Pig	Pig	7.431341558	Pig
Pig	13.25613186	Pig	Pig	2.394002165	Pig	Pig	7.482244303	Pig
Pig	13.19031259	Pig	Pig	2.680641001	Pig	Pig	7.408264443	Pig
Pig	13.39025972	Pig	Pig	2.233678025	Pig	Pig	7.41592582	Pig
Pig	13.28046418	Pig	Pig	1.704260651	Pig	Pig	7.471354627	Pig
Pig	13.2295049	Pig	Pig	1.795023294	Pig	Pig	7.436233255	Pig
Pig	13.33588774	Pig	Pig	1.192889061	Pig	Pig	7.450844237	Pig
Pig	13.29685917	Pig	Pig	1.693939736	Pig	Pig	7.538212041	Pig
Pig	13.36838943	Pig	Pig	2.368556949	Pig	Pig	7.468388403	Pig
Pig	13.16537159	Pig	Pig	2.137184748	Pig	Pig	7.445224681	Pig
Pig	12.94460248	Pig	Pig	2.029975801	Pig	Pig	7.452268084	Pig
Pig	13.15990363	Pig	Pig	1.738458465	Pig	Pig	7.502136756	Pig
Pig	13.20808531	Pig	Pig	1.908536976	Pig	Pig	7.464730704	Pig
Pig	13.30072331	Pig	Pig	1.288465215	Pig	Pig	7.466569671	Pig
Pig	13.29314029	Pig	Pig	1.333133416	Pig	Pig	7.441986851	Pig
Pig	13.36821547	Pig	Pig	1.327455205	Pig	Pig	7.450008375	Pig
Pig	13.30961893	Pig	Pig	1.584794204	Pig	Pig	7.442742171	Pig
Pig	13.40644878	Pig	Pig	1.133391393	Pig	Pig	7.444749943	Pig
Pig	12.98555748	Pig	Pig	1.152202263	Pig	Pig	7.416801845	Pig
Pig	13.27225749	Pig	Pig	1.658128406	Pig	Pig	7.431353252	Pig
Pig	13.2720007	Pig	Pig	1.778015094	Pig	Pig	7.44260395	Pig
Pig	13.43680624	Pig	Pig	1.029774216	Pig	Pig	7.451793124	Pig
Pig	13.03547976	Pig	Pig	1.200617443	Pig	Pig	7.434498921	Pig
Pig	13.08516922	Pig	Pig	1.34038835	Pig	Pig	7.420893858	Pig
Pig	13.28286724	Pig	Pig	1.269100454	Pig	Pig	7.422050808	Pig
Pig	12.95929803	Pig	Pig	1.282104908	Pig	Pig	7.426354995	Pig
Pig	13.25100753	Pig	Pig	1.504504141	Pig	Pig	7.432357808	Pig
Pig	13.12361396	Pig	Pig	1.616666105	Pig	Pig	7.428409665	Pig
Chicken	12.56605153	Chicken	Chicken	1.518751436	Chicken	Chicken	5.174279355	Chicken
Chicken	12.13576555	Chicken	Chicken	1.478252472	Chicken	Chicken	5.058572515	Chicken
Chicken	12.6981994	Chicken	Chicken	1.746854259	Chicken	Chicken	5.309017084	Chicken
Chicken	13.28135197	Chicken	Chicken	1.539554165	Chicken	Chicken	5.145045545	Chicken
Chicken	12.90324188	Chicken	Chicken	1.360125215	Chicken	Chicken	5.049183744	Chicken
Chicken	13.36948872	Chicken	Chicken	1.460758184	Chicken	Chicken	5.085679148	Chicken
Chicken	12.94109511	Chicken	Chicken	1.548915444	Chicken	Chicken	5.117654985	Chicken
Chicken	10.66792784	Chicken	Chicken	1.275051212	Chicken	Chicken	3.930947957	Chicken
Chicken	10.21224483	Chicken	Chicken	1.116217309	Chicken	Chicken	2.589179194	Chicken
Chicken	10.35800572	Chicken	Chicken	1.538933587	Chicken	Chicken	4.149421827	Chicken
Chicken	10.60596405	Chicken	Chicken	1.940637206	Chicken	Chicken	5.121314719	Chicken
Chicken	9.059934732	Chicken	Chicken	1.245422468	Chicken	Chicken	5.003362552	Chicken
Chicken	10.04617667	Chicken	Chicken	1.739846995	Chicken	Chicken	5.322922723	Chicken
Chicken	8.851157365	Chicken	Chicken	1.156518408	Chicken	Chicken	4.971572859	Chicken
Chicken	12.71587308	Chicken	Chicken	1.570151136	Chicken	Chicken	5.088002979	Chicken
Chicken	11.87756203	Chicken	Chicken	1.801428313	Chicken	Chicken	4.90118678	Chicken
Chicken	9.575057192	Chicken	Chicken	1.452971068	Chicken	Chicken	5.163312306	Chicken
Chicken	12.01835246	Chicken	Chicken	1.812390585	Chicken	Chicken	5.495880527	Chicken
Chicken	8.928024597	Chicken	Chicken	1.186953595	Chicken	Chicken	5.199019388	Chicken
Chicken	9.198463839	Chicken	Chicken	1.347786341	Chicken	Chicken	5.137643047	Chicken
Chicken	9.262304962	Chicken	Chicken	1.230274557	Chicken	Chicken	5.212719893	Chicken
Chicken	11.22117065	Chicken	Chicken	1.628535056	Chicken	Chicken	4.222465917	Chicken
Chicken	11.29907095	Chicken	Chicken	1.611771383	Chicken	Chicken	4.619549533	Chicken
Chicken	10.38992171	Chicken	Chicken	1.782259248	Chicken	Chicken	5.497974769	Chicken
Chicken	9.145012557	Chicken	Chicken	1.280295746	Chicken	Chicken	5.246525899	Chicken
Chicken	8.92234334	Chicken	Chicken	1.191503166	Chicken	Chicken	5.145583531	Chicken
Chicken	9.321625231	Chicken	Chicken	1.377928772	Chicken	Chicken	5.208000972	Chicken
Chicken	9.10828764	Chicken	Chicken	1.211096323	Chicken	Chicken	5.06661635	Chicken
Chicken	11.68180807	Chicken	Chicken	1.261855315	Chicken	Chicken	4.38625832	Chicken
Chicken	12.71001932	Chicken	Chicken	1.726468417	Chicken	Chicken	5.089237842	Chicken
Chicken	12.44147125	Chicken	Chicken	1.531791462	Chicken	Chicken	5.305785397	Chicken
Chicken	13.1543503	Chicken	Chicken	1.621858351	Chicken	Chicken	5.125106518	Chicken
Chicken	13.02345242	Chicken	Chicken	1.496535474	Chicken	Chicken	4.986071483	Chicken
Chicken	12.6894524	Chicken	Chicken	1.592115441	Chicken	Chicken	5.012302966	Chicken
Chicken	9.177024644	Chicken	Chicken	1.193206507	Chicken	Chicken	5.109559686	Chicken
Chicken	12.63833332	Chicken	Chicken	1.375322746	Chicken	Chicken	5.379173199	Chicken
Chicken	11.9583485	Chicken	Chicken	1.401427971	Chicken	Chicken	5.434286496	Chicken
Chicken	13.34695173	Chicken	Chicken	1.443101773	Chicken	Chicken	5.444896535	Chicken
Chicken	13.43825844	Chicken	Chicken	1.393091729	Chicken	Chicken	5.382430754	Chicken
Chicken	13.03412704	Chicken	Chicken	1.312394274	Chicken	Chicken	5.554165427	Chicken
Chicken	12.43484151	Chicken	Chicken	1.362584457	Chicken	Chicken	5.579971968	Chicken
Chicken	12.744804	Chicken	Chicken	1.455235328	Chicken	Chicken	5.446528498	Chicken
Chicken	10.45435367	Chicken	Chicken	1.847165077	Chicken	Chicken	4.424150499	Chicken
Chicken	11.77274857	Chicken	Chicken	1.812621151	Chicken	Chicken	5.180622467	Chicken
Chicken	10.98760163	Chicken	Chicken	1.487172501	Chicken	Chicken	5.438388975	Chicken
Chicken	9.952188477	Chicken	Chicken	1.432719754	Chicken	Chicken	5.156717636	Chicken
Chicken	10.24791028	Chicken	Chicken	1.228602232	Chicken	Chicken	4.90418772	Chicken
Chicken	9.141755323	Chicken	Chicken	1.298021687	Chicken	Chicken	4.435061104	Chicken
Chicken	9.837421593	Chicken	Chicken	1.448058691	Chicken	Chicken	4.562369037	Chicken
Chicken	11.34107431	Chicken	Chicken	1.711313552	Chicken	Chicken	4.784170712	Chicken
Chicken	12.2407585	Chicken	Chicken	1.607093487	Chicken	Chicken	5.200321011	Chicken
Chicken	12.76187224	Chicken	Chicken	1.741473005	Chicken	Chicken	5.408078855	Chicken
Chicken	11.05035478	Chicken	Chicken	1.487295465	Chicken	Chicken	5.418001135	Chicken
Chicken	9.913659804	Chicken	Chicken	1.478450135	Chicken	Chicken	4.97701159	Chicken
Chicken	10.81277928	Chicken	Chicken	1.466413538	Chicken	Chicken	5.014306781	Chicken
Chicken	10.74327241	Chicken	Chicken	1.495603314	Chicken	Chicken	4.447061715	Chicken
Chicken	11.0187365	Chicken	Chicken	2.068258912	Chicken	Chicken	4.940009761	Chicken
Chicken	12.56619484	Chicken	Chicken	1.928877076	Chicken	Chicken	5.360531767	Chicken
Chicken	10.6692156	Chicken	Chicken	1.254662318	Chicken	Chicken	5.230998233	Chicken
Chicken	10.21606889	Chicken	Chicken	1.487546272	Chicken	Chicken	5.262136789	Chicken
Chicken	9.395722117	Chicken	Chicken	1.290502823	Chicken	Chicken	5.033017842	Chicken
Chicken	11.59234978	Chicken	Chicken	1.552130529	Chicken	Chicken	5.307366534	Chicken
Chicken	10.48383896	Chicken	Chicken	1.4913629	Chicken	Chicken	4.364617857	Chicken
Chicken	12.55612446	Chicken	Chicken	1.282777398	Chicken	Chicken	5.451407019	Chicken
Chicken	12.56676217	Chicken	Chicken	1.258114645	Chicken	Chicken	5.343436348	Chicken
Chicken	13.43986931	Chicken	Chicken	1.402177945	Chicken	Chicken	5.363071841	Chicken
Chicken	13.10476648	Chicken	Chicken	1.395136418	Chicken	Chicken	5.374793598	Chicken
Chicken	13.34458231	Chicken	Chicken	1.411251191	Chicken	Chicken	5.37012165	Chicken
Chicken	12.80371989	Chicken	Chicken	1.373535349	Chicken	Chicken	5.407896022	Chicken
Chicken	12.92090582	Chicken	Chicken	1.573024473	Chicken	Chicken	5.329242307	Chicken
Chicken	12.8973904	Chicken	Chicken	1.477696476	Chicken	Chicken	5.112453463	Chicken
Chicken	13.28984475	Chicken	Chicken	1.33400426	Chicken	Chicken	5.382760133	Chicken
Chicken	11.9536347	Chicken	Chicken	1.373045786	Chicken	Chicken	5.258496256	Chicken
Chicken	11.28992698	Chicken	Chicken	1.613903206	Chicken	Chicken	5.023194849	Chicken
Chicken	11.39826578	Chicken	Chicken	1.773793196	Chicken	Chicken	5.268212984	Chicken
Chicken	13.09926381	Chicken	Chicken	2.026946322	Chicken	Chicken	5.490071183	Chicken
Chicken	13.46230799	Chicken	Chicken	1.863459313	Chicken	Chicken	5.136139843	Chicken
Chicken	13.15043387	Chicken	Chicken	2.023335457	Chicken	Chicken	5.467428282	Chicken
Chicken	12.98283315	Chicken	Chicken	1.88950085	Chicken	Chicken	5.093687017	Chicken
Chicken	12.97573708	Chicken	Chicken	2.058725618	Chicken	Chicken	5.478036823	Chicken
Chicken	11.88037583	Chicken	Chicken	1.748895792	Chicken	Chicken	5.142621432	Chicken
Chicken	11.86545835	Chicken	Chicken	1.761702025	Chicken	Chicken	5.154424762	Chicken
Chicken	13.56170213	Chicken	Chicken	1.770057631	Chicken	Chicken	5.38054186	Chicken
Chicken	13.67220085	Chicken	Chicken	1.326201579	Chicken	Chicken	5.3679045	Chicken
Chicken	12.09263994	Chicken	Chicken	1.946035581	Chicken	Chicken	5.343371247	Chicken
Chicken	12.3094452	Chicken	Chicken	1.384496068	Chicken	Chicken	5.246386034	Chicken
Chicken	10.23675803	Chicken	Chicken	1.338610968	Chicken	Chicken	5.391608719	Chicken
Chicken	11.4239325	Chicken	Chicken	1.515351417	Chicken	Chicken	5.37403778	Chicken
Chicken	10.60301909	Chicken	Chicken	1.700672374	Chicken	Chicken	5.374945751	Chicken
Chicken	11.46996548	Chicken	Chicken	1.9186031	Chicken	Chicken	4.755356581	Chicken
Chicken	10.6535477	Chicken	Chicken	1.405633355	Chicken	Chicken	4.646681369	Chicken
Chicken	11.26625837	Chicken	Chicken	1.847220463	Chicken	Chicken	5.311912696	Chicken
Chicken	12.11532211	Chicken	Chicken	2.102234446	Chicken	Chicken	5.137650808	Chicken
Chicken	12.84694391	Chicken	Chicken	1.980566542	Chicken	Chicken	5.338689614	Chicken
Chicken	11.29211978	Chicken	Chicken	1.78031252	Chicken	Chicken	5.402168026	Chicken
Chicken	11.31189705	Chicken	Chicken	1.82245596	Chicken	Chicken	5.224169681	Chicken
Chicken	12.50033005	Chicken	Chicken	1.780945489	Chicken	Chicken	5.331099739	Chicken
Chicken	12.97035341	Chicken	Chicken	1.492360262	Chicken	Chicken	5.436358014	Chicken
Chicken	10.33279649	Chicken	Chicken	1.323315442	Chicken	Chicken	5.349228229	Chicken
Chicken	13.02154999	Chicken	Chicken	1.879391809	Chicken	Chicken	5.214289397	Chicken
Chicken	13.73759817	Chicken	Chicken	1.511291737	Chicken	Chicken	5.143061626	Chicken
Chicken	13.27537958	Chicken	Chicken	1.453010822	Chicken	Chicken	5.2117427	Chicken
Chicken	11.1478876	Chicken	Chicken	1.263313715	Chicken	Chicken	5.533471537	Chicken
Chicken	11.78771921	Chicken	Chicken	2.068913843	Chicken	Chicken	5.397715509	Chicken
Chicken	10.9214419	Chicken	Chicken	1.324621654	Chicken	Chicken	4.063095138	Chicken
Chicken	11.59544395	Chicken	Chicken	2.069069541	Chicken	Chicken	5.240799154	Chicken
Chicken	11.66998978	Chicken	Chicken	2.083470536	Chicken	Chicken	5.336281047	Chicken
Chicken	11.65066111	Chicken	Chicken	2.113896555	Chicken	Chicken	5.406264093	Chicken
Chicken	11.66238284	Chicken	Chicken	2.081496347	Chicken	Chicken	5.311414112	Chicken
Chicken	11.70751469	Chicken	Chicken	2.017794771	Chicken	Chicken	5.290465178	Chicken
Chicken	10.44229439	Chicken	Chicken	1.374777002	Chicken	Chicken	4.608470093	Chicken
Chicken	11.46738062	Chicken	Chicken	2.096004744	Chicken	Chicken	5.378453427	Chicken
Chicken	13.81043351	Chicken	Chicken	1.538043338	Chicken	Chicken	5.152791117	Chicken
Chicken	13.5448889	Chicken	Chicken	1.797086316	Chicken	Chicken	5.413935634	Chicken
Chicken	12.77404342	Chicken	Chicken	1.3291991	Chicken	Chicken	5.354912351	Chicken
Chicken	13.53481244	Chicken	Chicken	1.669419624	Chicken	Chicken	5.257731248	Chicken
Chicken	12.68192396	Chicken	Chicken	1.479419343	Chicken	Chicken	5.362387883	Chicken
Chicken	12.92829911	Chicken	Chicken	1.65624955	Chicken	Chicken	5.347833422	Chicken
Chicken	10.97260954	Chicken	Chicken	1.349899607	Chicken	Chicken	5.27505933	Chicken
Chicken	11.89517636	Chicken	Chicken	2.121180123	Chicken	Chicken	5.426524618	Chicken
Chicken	12.12109367	Chicken	Chicken	2.216518339	Chicken	Chicken	5.525083331	Chicken
Chicken	10.45745495	Chicken	Chicken	1.418950232	Chicken	Chicken	5.112621582	Chicken
Chicken	11.97410976	Chicken	Chicken	2.249270358	Chicken	Chicken	5.415760349	Chicken
Chicken	11.72511159	Chicken	Chicken	1.981593268	Chicken	Chicken	5.530364086	Chicken
Chicken	11.76453566	Chicken	Chicken	2.017053423	Chicken	Chicken	5.546799078	Chicken
Chicken	11.83350929	Chicken	Chicken	2.1091228	Chicken	Chicken	5.561194677	Chicken
Chicken	11.74152363	Chicken	Chicken	2.021690193	Chicken	Chicken	5.507576746	Chicken
Chicken	10.40199606	Chicken	Chicken	1.807802483	Chicken	Chicken	5.510048153	Chicken
Chicken	12.66245195	Chicken	Chicken	1.577278236	Chicken	Chicken	5.433724531	Chicken
Chicken	12.75294402	Chicken	Chicken	2.095201517	Chicken	Chicken	5.547949756	Chicken
Chicken	13.65151523	Chicken	Chicken	1.656748559	Chicken	Chicken	5.315793755	Chicken
Chicken	13.46175383	Chicken	Chicken	1.604016604	Chicken	Chicken	5.398801935	Chicken
Chicken	13.50244546	Chicken	Chicken	1.55616936	Chicken	Chicken	5.29636435	Chicken
Chicken	9.899887131	Chicken	Chicken	0.907581833	Chicken	Chicken	4.785609942	Chicken
Chicken	9.614352746	Chicken	Chicken	1.210668238	Chicken	Chicken	4.990762028	Chicken
Chicken	10.95536733	Chicken	Chicken	1.442790021	Chicken	Chicken	5.22295729	Chicken
Chicken	10.37284172	Chicken	Chicken	0.920882028	Chicken	Chicken	5.046241119	Chicken
Chicken	9.960873081	Chicken	Chicken	1.135610693	Chicken	Chicken	4.681894231	Chicken
Chicken	10.56005408	Chicken	Chicken	1.248651756	Chicken	Chicken	4.658331763	Chicken
Chicken	9.989851717	Chicken	Chicken	0.874744862	Chicken	Chicken	5.021607397	Chicken
Chicken	10.02330311	Chicken	Chicken	1.107402347	Chicken	Chicken	4.586104931	Chicken
Chicken	11.86872109	Chicken	Chicken	1.680307526	Chicken	Chicken	5.228939876	Chicken
Chicken	13.68276164	Chicken	Chicken	1.65641145	Chicken	Chicken	5.409984647	Chicken
Chicken	9.999834409	Chicken	Chicken	1.071911676	Chicken	Chicken	4.533441333	Chicken
Chicken	10.28832147	Chicken	Chicken	1.299142815	Chicken	Chicken	4.772268374	Chicken
Chicken	13.22089536	Chicken	Chicken	1.31238683	Chicken	Chicken	5.139059702	Chicken
Chicken	12.74553564	Chicken	Chicken	1.342401272	Chicken	Chicken	5.255735297	Chicken
Chicken	12.9849643	Chicken	Chicken	1.316673059	Chicken	Chicken	5.241208938	Chicken
Chicken	10.06865695	Chicken	Chicken	1.277880565	Chicken	Chicken	4.894584397	Chicken
Chicken	8.834877989	Chicken	Chicken	1.180052872	Chicken	Chicken	4.309480113	Chicken
Chicken	10.18843306	Chicken	Chicken	1.015612007	Chicken	Chicken	4.665916062	Chicken
Chicken	12.05790698	Chicken	Chicken	1.416870203	Chicken	Chicken	5.013985269	Chicken
Chicken	10.55391006	Chicken	Chicken	1.36221963	Chicken	Chicken	4.979592282	Chicken
Chicken	11.53467271	Chicken	Chicken	1.409932941	Chicken	Chicken	4.964645723	Chicken
Chicken	9.104253405	Chicken	Chicken	1.170938964	Chicken	Chicken	4.994499196	Chicken
Chicken	9.464607592	Chicken	Chicken	1.247647173	Chicken	Chicken	4.91650111	Chicken
Chicken	10.84062435	Chicken	Chicken	1.207233231	Chicken	Chicken	4.886918214	Chicken
Chicken	13.29695106	Chicken	Chicken	1.356715137	Chicken	Chicken	5.19872922	Chicken
Chicken	12.71497529	Chicken	Chicken	1.364831124	Chicken	Chicken	5.343635824	Chicken
Chicken	13.34396801	Chicken	Chicken	1.341844829	Chicken	Chicken	5.113570823	Chicken
Chicken	13.17357959	Chicken	Chicken	1.479574125	Chicken	Chicken	5.301064855	Chicken
Chicken	13.02991231	Chicken	Chicken	1.440765881	Chicken	Chicken	5.298810305	Chicken
Chicken	12.63473999	Chicken	Chicken	1.502993003	Chicken	Chicken	5.23976226	Chicken
Chicken	10.59841344	Chicken	Chicken	1.019750745	Chicken	Chicken	4.921329257	Chicken
Chicken	11.26849053	Chicken	Chicken	1.44936484	Chicken	Chicken	5.277886803	Chicken
Chicken	8.807546063	Chicken	Chicken	1.166992564	Chicken	Chicken	4.620683795	Chicken
Chicken	10.73680069	Chicken	Chicken	1.246473609	Chicken	Chicken	5.112622106	Chicken
Chicken	12.24083415	Chicken	Chicken	1.565210027	Chicken	Chicken	5.038336891	Chicken
Chicken	8.911995192	Chicken	Chicken	1.137569244	Chicken	Chicken	4.914226047	Chicken
Chicken	11.78494828	Chicken	Chicken	1.549337291	Chicken	Chicken	5.129606629	Chicken
Chicken	9.652202243	Chicken	Chicken	1.230227953	Chicken	Chicken	5.118990523	Chicken
Chicken	9.51098931	Chicken	Chicken	1.321699583	Chicken	Chicken	4.238308314	Chicken
Chicken	11.08083956	Chicken	Chicken	1.247363676	Chicken	Chicken	4.893132112	Chicken
Chicken	10.48252852	Chicken	Chicken	1.514316878	Chicken	Chicken	5.388346339	Chicken
Chicken	12.40284375	Chicken	Chicken	1.413696467	Chicken	Chicken	5.296456911	Chicken
Chicken	12.93250944	Chicken	Chicken	1.278761159	Chicken	Chicken	5.038529593	Chicken
Chicken	12.71723442	Chicken	Chicken	1.337965476	Chicken	Chicken	4.898453078	Chicken
Chicken	13.06529913	Chicken	Chicken	1.228883374	Chicken	Chicken	4.963572202	Chicken
Chicken	10.1578332	Chicken	Chicken	1.622465023	Chicken	Chicken	5.227727466	Chicken
Chicken	9.461760398	Chicken	Chicken	1.4355495	Chicken	Chicken	4.904760019	Chicken
Chicken	10.03258757	Chicken	Chicken	1.501499464	Chicken	Chicken	5.247664514	Chicken
Chicken	12.27561375	Chicken	Chicken	1.60535405	Chicken	Chicken	4.99704622	Chicken
Chicken	9.89214549	Chicken	Chicken	1.509627106	Chicken	Chicken	4.924232929	Chicken
Chicken	10.53809893	Chicken	Chicken	1.507360508	Chicken	Chicken	4.920227108	Chicken
Chicken	9.709361943	Chicken	Chicken	1.329490821	Chicken	Chicken	5.237670587	Chicken
Chicken	9.377357057	Chicken	Chicken	1.40196516	Chicken	Chicken	5.180501745	Chicken
Chicken	10.23677341	Chicken	Chicken	1.462466717	Chicken	Chicken	5.110378436	Chicken
Chicken	12.81775115	Chicken	Chicken	1.243286322	Chicken	Chicken	4.964349252	Chicken
Chicken	12.93686739	Chicken	Chicken	1.376527042	Chicken	Chicken	4.88312509	Chicken
Chicken	13.11755202	Chicken	Chicken	1.280234462	Chicken	Chicken	4.942354533	Chicken
Chicken	13.02480694	Chicken	Chicken	1.387850923	Chicken	Chicken	5.091810089	Chicken
Chicken	12.3876427	Chicken	Chicken	1.450084936	Chicken	Chicken	4.965409926	Chicken
Chicken	12.86878367	Chicken	Chicken	1.347439033	Chicken	Chicken	4.900503546	Chicken
Chicken	10.3655035	Chicken	Chicken	1.207247892	Chicken	Chicken	4.996321388	Chicken
Chicken	9.141864272	Chicken	Chicken	1.351616181	Chicken	Chicken	4.469863027	Chicken
Chicken	9.564573531	Chicken	Chicken	1.274867194	Chicken	Chicken	4.96833272	Chicken
Chicken	10.11453938	Chicken	Chicken	1.457570373	Chicken	Chicken	4.759593987	Chicken
Chicken	8.790198946	Chicken	Chicken	1.352887892	Chicken	Chicken	4.972716435	Chicken
Chicken	9.903756783	Chicken	Chicken	1.353900225	Chicken	Chicken	4.888450549	Chicken
Chicken	9.605208222	Chicken	Chicken	1.43087625	Chicken	Chicken	4.821360757	Chicken
Chicken	9.06768118	Chicken	Chicken	1.437417255	Chicken	Chicken	4.895562805	Chicken
Chicken	9.172344624	Chicken	Chicken	1.403631313	Chicken	Chicken	5.258895185	Chicken
Chicken	12.85793995	Chicken	Chicken	1.353722827	Chicken	Chicken	4.974051598	Chicken
Chicken	12.50135948	Chicken	Chicken	1.383378916	Chicken	Chicken	4.811184195	Chicken
Chicken	11.56753041	Chicken	Chicken	1.434700154	Chicken	Chicken	5.034395253	Chicken
Chicken	12.38895451	Chicken	Chicken	1.35056448	Chicken	Chicken	5.116023699	Chicken
Chicken	12.64107247	Chicken	Chicken	1.495818	Chicken	Chicken	5.262751281	Chicken
Chicken	12.67452155	Chicken	Chicken	1.687938909	Chicken	Chicken	5.34158747	Chicken
Chicken	13.39105524	Chicken	Chicken	1.583516054	Chicken	Chicken	5.114000679	Chicken
Chicken	13.06500666	Chicken	Chicken	1.447735607	Chicken	Chicken	5.072681715	Chicken
Chicken	12.77046882	Chicken	Chicken	1.665574409	Chicken	Chicken	5.349857907	Chicken
Chicken	13.23666248	Chicken	Chicken	1.304117003	Chicken	Chicken	5.16775285	Chicken
Chicken	9.968989485	Chicken	Chicken	0.900155131	Chicken	Chicken	2.117170545	Chicken
Chicken	9.976786056	Chicken	Chicken	1.028704439	Chicken	Chicken	2.346077398	Chicken
Chicken	10.55311622	Chicken	Chicken	1.338428513	Chicken	Chicken	5.062716206	Chicken
Chicken	10.96622128	Chicken	Chicken	1.653882054	Chicken	Chicken	5.395558274	Chicken
Chicken	9.754997238	Chicken	Chicken	1.298863494	Chicken	Chicken	4.397446042	Chicken
Chicken	9.512003185	Chicken	Chicken	1.204259374	Chicken	Chicken	4.531820548	Chicken
Chicken	9.450287379	Chicken	Chicken	1.462292492	Chicken	Chicken	4.55642981	Chicken
Chicken	10.71762412	Chicken	Chicken	1.432363839	Chicken	Chicken	3.644048122	Chicken
Chicken	11.22599087	Chicken	Chicken	1.697572595	Chicken	Chicken	4.690266161	Chicken
Chicken	10.82826896	Chicken	Chicken	1.537559251	Chicken	Chicken	5.263820972	Chicken
Chicken	8.88633202	Chicken	Chicken	1.196029328	Chicken	Chicken	5.088275506	Chicken
Chicken	9.169486767	Chicken	Chicken	1.206771976	Chicken	Chicken	5.097251588	Chicken
Chicken	10.15336458	Chicken	Chicken	1.684597711	Chicken	Chicken	5.167020892	Chicken
Chicken	10.48525826	Chicken	Chicken	1.505822237	Chicken	Chicken	4.980862116	Chicken
Chicken	10.19580656	Chicken	Chicken	1.177678843	Chicken	Chicken	2.979496831	Chicken
Chicken	12.35430964	Chicken	Chicken	1.600128425	Chicken	Chicken	5.071547287	Chicken
Chicken	10.24638946	Chicken	Chicken	1.072353026	Chicken	Chicken	5.080816638	Chicken
Chicken	9.906672725	Chicken	Chicken	1.296765363	Chicken	Chicken	5.215852672	Chicken
Chicken	10.02213903	Chicken	Chicken	1.512485358	Chicken	Chicken	4.461708268	Chicken
Chicken	9.765271922	Chicken	Chicken	1.071234038	Chicken	Chicken	4.952657898	Chicken
Chicken	10.44966855	Chicken	Chicken	1.686676021	Chicken	Chicken	5.553549003	Chicken
Chicken	12.50615677	Chicken	Chicken	1.377293968	Chicken	Chicken	5.088730865	Chicken
Chicken	10.11843204	Chicken	Chicken	1.532377602	Chicken	Chicken	5.211614987	Chicken
Chicken	10.58032191	Chicken	Chicken	1.708978476	Chicken	Chicken	5.505521059	Chicken
Chicken	13.30881676	Chicken	Chicken	1.465084665	Chicken	Chicken	5.065202952	Chicken
Chicken	12.40274315	Chicken	Chicken	1.622392225	Chicken	Chicken	5.322694131	Chicken
Chicken	11.74271996	Chicken	Chicken	1.913645116	Chicken	Chicken	4.863064803	Chicken
Chicken	10.58464659	Chicken	Chicken	1.674905216	Chicken	Chicken	5.948508275	Chicken
Chicken	9.786930695	Chicken	Chicken	1.660627248	Chicken	Chicken	4.418546664	Chicken
Chicken	12.02143394	Chicken	Chicken	1.567364743	Chicken	Chicken	5.177275147	Chicken
Chicken	12.84119812	Chicken	Chicken	1.663801513	Chicken	Chicken	5.46308389	Chicken
