KEGG function	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
PD70dduC5	0.980976792	0.96214226	0.896811832	0.950139637	0.99047123	0.986895265	0.791189835	0.878999282	0.812186842	0.89156852	0	0.888065077	0.841098137	0.839970401	0.841349769	0.798154706	0.755271651	0.841877861	0.70041942	0.763273595	0.734979627	0.768826503	0.829884973	0.735650127	0.835170776	0.843066982	0.840567186	0.740440194	0.855790339	0.866491087	0.785805324	0.890795959	0.86976085	0.868733443	0.762925919	0.867125768	0.909796946	0.885563908	0.877369413	0.871957545	0.892494993	0.700252188	0.873855106	0.880110263	0.85826558	0.704534224	0.855135321	0.853179938	0.850549486	0.850129092	0.851449136	0.852852444	0.849546013	0.850915001	0.85096656	0.852739205	0.853477384	0.851421345	0.850859016	0.849324072	0.859172447	0.850722238	0.84902477	0.861132304	0.86010449	0.856754528	0.856958939	0.844925034	0.861655098	0.865037297	0.858340115	0.985013766	0.95803943	0.979558666	0.963832728	0.986979654	0.982785569	0.797711029	0.779637807	0.747873422	0.793381518	0.809893412	0.778680507	0.781832118	0.830666641	0.753352568	0.816909009	0.832936377	0.864659161	0.705023735	0.728297714	0.717065361	0.740428131	0.735921411	0.766154104	0.840350037	0.691850811	0.845337495	0.847535325	0.8452519	0.844897019	0.853397949	0.84628365	0.856821057	0.854720111	0.854118773	0.842384272	0.8538988	0.865312302	0.874685258	0.886603987	0.859984374	0.877570997	0.858480692	0.895192321	0.854549805	0.870431656	0.835151304	0.869176373
PD70dduC6	0.977883933	0.949235149	0.894058945	0.954670681	0.970523121	0.980055906	0.904487415	0.850272596	0.862450617	0.819949362	0.888065077	0	0.947498148	0.945782241	0.948753234	0.927719242	0.91214513	0.945903494	0.870363196	0.906910949	0.880924436	0.904666291	0.9382261	0.862597581	0.940983922	0.873597872	0.946322069	0.841620993	0.892162322	0.959422582	0.911566716	0.964409362	0.958459924	0.95782997	0.876540837	0.956882388	0.970946078	0.963482263	0.959707881	0.958050969	0.963571108	0.873394419	0.957497636	0.959772213	0.955810644	0.872717268	0.949719021	0.955469267	0.954237947	0.954061785	0.954913268	0.955325881	0.95406307	0.954996113	0.954906029	0.955958923	0.956128575	0.95506575	0.95477146	0.954911559	0.958034127	0.955489886	0.954979215	0.958256145	0.958235691	0.958107199	0.958096887	0.953942895	0.959486182	0.959813545	0.958158748	0.99253998	0.945601483	0.982501935	0.963646305	0.987960456	0.975511453	0.891289029	0.899498902	0.880344268	0.842236843	0.898847455	0.88661807	0.914982965	0.938124824	0.898207363	0.936678971	0.94118227	0.951186962	0.877030925	0.88616465	0.899179351	0.90221111	0.865652336	0.901828095	0.946174883	0.869399226	0.953061728	0.953724539	0.947581569	0.952786181	0.956174438	0.952943606	0.956122931	0.956844404	0.956448903	0.95228809	0.954661397	0.958794842	0.960846064	0.962511304	0.956782842	0.960710603	0.958039452	0.964154963	0.955976781	0.96167064	0.950999443	0.959786756
SDQDuC1	0.995526429	0.987134716	0.96522395	0.987122631	0.996125698	0.996399097	0.827907552	0.950853432	0.920047693	0.939773918	0.841098137	0.947498148	0	0.227528591	0.120310945	0.367579724	0.444779832	0.145504525	0.654072272	0.448714001	0.523124569	0.472325938	0.398177181	0.879816765	0.354425561	0.940989814	0.3189939	0.871135089	0.93756733	0.43257149	0.658002122	0.334755582	0.435255221	0.441940949	0.696339822	0.294795506	0.408235882	0.318354996	0.28577637	0.309368186	0.379446107	0.578875816	0.296919546	0.330921049	0.262489024	0.786254418	0.359527247	0.16164457	0.168556105	0.161605104	0.168052388	0.16072656	0.163991907	0.145151137	0.147110709	0.153975212	0.156471973	0.148333253	0.148422365	0.126311514	0.17694591	0.143237642	0.137697646	0.163042404	0.15783131	0.232459539	0.224577226	0.166292086	0.24954769	0.241051917	0.230726771	0.996884726	0.984397993	0.995812276	0.989116039	0.995432631	0.994542811	0.883812967	0.687269671	0.809990795	0.896223666	0.890989377	0.665423753	0.399672789	0.181816892	0.498299803	0.273006048	0.251977975	0.285018942	0.556780661	0.539264348	0.503932156	0.490137333	0.680771487	0.443681844	0.348505059	0.798392209	0.152042733	0.164932559	0.344741894	0.151872204	0.146704189	0.191942278	0.185078177	0.153725128	0.148888878	0.190394315	0.128118045	0.174910184	0.236922591	0.30499714	0.137557702	0.267124732	0.227744732	0.332103824	0.129279957	0.295770874	0.215398816	0.180649742
SDQDuC2	0.995546728	0.986809626	0.962510907	0.986280024	0.996188691	0.996693557	0.824296303	0.946575852	0.915747553	0.934853459	0.839970401	0.945782241	0.227528591	0	0.231520505	0.363012156	0.435660212	0.222661095	0.646779783	0.462397955	0.528154285	0.468893064	0.415596839	0.870743807	0.314333194	0.938729876	0.292969239	0.861600317	0.934071406	0.437225904	0.642649785	0.33808549	0.457219047	0.449187912	0.673012136	0.328057887	0.366900548	0.344332761	0.282696179	0.351878269	0.387946239	0.570931336	0.304286142	0.351342414	0.325863907	0.773136983	0.383329395	0.281314074	0.28223795	0.277795344	0.281996241	0.280117837	0.278953638	0.269803996	0.270436764	0.277287471	0.278948984	0.271090479	0.272211686	0.25145921	0.281099503	0.265642151	0.261587685	0.271657702	0.272084929	0.324543397	0.319647118	0.273148176	0.334405623	0.327310766	0.321990786	0.996994492	0.984785561	0.995929374	0.988778785	0.995165442	0.99459769	0.875026881	0.677190104	0.798961637	0.88569528	0.884876444	0.650210308	0.401471143	0.243523329	0.477595295	0.261317422	0.253918399	0.282679748	0.550119991	0.543858045	0.499131627	0.50358029	0.669534614	0.44527469	0.314347741	0.788341427	0.265748449	0.276481092	0.31197193	0.265255629	0.264790689	0.263508826	0.250605398	0.261412145	0.267421356	0.266648238	0.227281855	0.225310714	0.275158154	0.304814166	0.240638373	0.296914504	0.318568737	0.329541142	0.242290529	0.371612151	0.279756106	0.264353809
SDQDuC3	0.995648822	0.987288197	0.964885856	0.987095675	0.996515121	0.996797816	0.828347253	0.954154296	0.920024062	0.943316275	0.841349769	0.948753234	0.120310945	0.231520505	0	0.36940698	0.45000406	0.146347169	0.656928637	0.447756058	0.521849975	0.472662865	0.399809849	0.879777337	0.352726258	0.940936349	0.318707323	0.870126585	0.937280507	0.431578441	0.652878673	0.336163035	0.436806826	0.441084271	0.696853635	0.298897141	0.416601477	0.318868825	0.29150482	0.309602114	0.387084382	0.576195987	0.297326692	0.333394634	0.258925172	0.78553962	0.354526998	0.161129012	0.165894439	0.159735629	0.168433661	0.159403344	0.161166254	0.145499921	0.146715855	0.153168938	0.156020757	0.147864544	0.148638426	0.122803505	0.174511786	0.139232701	0.133514424	0.15935834	0.153787255	0.229094972	0.22119425	0.163115536	0.245021982	0.238570482	0.227020064	0.997068328	0.984590851	0.995872832	0.989256443	0.995362022	0.994603127	0.881468806	0.682649693	0.809017386	0.895914996	0.894465601	0.665806863	0.402653746	0.184171771	0.502785818	0.279514736	0.257628964	0.294353032	0.554807197	0.536915179	0.504833098	0.48788103	0.683726546	0.441019953	0.349959905	0.79740613	0.150888658	0.16121983	0.34682218	0.151982251	0.146996595	0.196398662	0.186647815	0.153490796	0.148820235	0.190101578	0.129343576	0.173381447	0.23833544	0.308344712	0.136666297	0.270773872	0.22581344	0.333155477	0.130389558	0.291143348	0.209837302	0.1780318
SDQDuC4	0.993785021	0.981714533	0.953389675	0.981882609	0.994750963	0.995818557	0.787094242	0.928589625	0.893088434	0.920113193	0.798154706	0.927719242	0.367579724	0.363012156	0.36940698	0	0.419174376	0.358746283	0.588379363	0.440681129	0.479841986	0.437530857	0.446857726	0.840738231	0.386679434	0.918354175	0.366083138	0.828475574	0.915802456	0.462784246	0.576785286	0.460982868	0.490798301	0.467716403	0.613685331	0.43339551	0.533150877	0.416717804	0.433507739	0.455450601	0.485555452	0.518896826	0.439866362	0.445563927	0.445065893	0.710805353	0.442345974	0.403738102	0.394763811	0.396059633	0.403788655	0.402147271	0.394729426	0.395886455	0.399850867	0.404602892	0.406061176	0.400921604	0.39602299	0.395942807	0.414707287	0.399909323	0.396988473	0.412914836	0.418152645	0.445107091	0.434853801	0.395016167	0.456904914	0.451546011	0.438831936	0.995939736	0.979718131	0.993963383	0.984726594	0.993753046	0.99239473	0.851807941	0.644670826	0.754553328	0.862109092	0.853710157	0.621516858	0.412892205	0.352523073	0.424177242	0.335392716	0.345528456	0.396289862	0.488837055	0.498093325	0.451658478	0.472734702	0.61254391	0.412044424	0.402854461	0.730745799	0.388818152	0.398651837	0.410632664	0.388125278	0.40061945	0.371783418	0.386372441	0.400053802	0.402480503	0.372661068	0.378403817	0.405318336	0.399125323	0.459970437	0.385922102	0.435769931	0.442990048	0.491965187	0.396026432	0.488698831	0.386783128	0.41692893
SDQDuC5	0.991656393	0.976378506	0.934297104	0.975139629	0.992326774	0.992934791	0.742927412	0.902620368	0.863318064	0.881524827	0.755271651	0.91214513	0.444779832	0.435660212	0.45000406	0.419174376	0	0.442785744	0.506008427	0.392071707	0.397856734	0.410907408	0.489103399	0.789562872	0.445600965	0.898213	0.450509516	0.773555674	0.887544268	0.57063816	0.572009795	0.572225878	0.589927779	0.571539322	0.587749236	0.513424836	0.625328571	0.570681355	0.530594733	0.533341718	0.587092643	0.424640482	0.523651442	0.54801067	0.491601158	0.660399239	0.515713206	0.484988747	0.477428166	0.483804778	0.482274008	0.483995458	0.482476839	0.484685387	0.485001246	0.489639581	0.491450536	0.48618502	0.484611601	0.470996405	0.498357828	0.477455023	0.470909774	0.501255492	0.500328779	0.499729915	0.500042258	0.466131622	0.51324339	0.51762694	0.504638692	0.994698317	0.972173427	0.991534638	0.979753424	0.990521985	0.989078637	0.816267521	0.597314115	0.716705049	0.821239971	0.82343178	0.57669257	0.393144614	0.416435553	0.414844145	0.39503269	0.423644324	0.492635563	0.407044223	0.41803683	0.392634139	0.40272904	0.548978801	0.396108047	0.45737861	0.669462835	0.464977897	0.472486516	0.467189607	0.46446575	0.490271349	0.463755559	0.489185121	0.493992877	0.491597119	0.468241035	0.470574763	0.497098348	0.52410982	0.556215301	0.490384454	0.533129795	0.49965618	0.579653662	0.481539811	0.538014463	0.4374789	0.517430141
SDQDuC7	0.995518493	0.987209869	0.965331536	0.987172098	0.996047878	0.996620849	0.830356395	0.950377113	0.92030522	0.940142447	0.841877861	0.945903494	0.145504525	0.222661095	0.146347169	0.358746283	0.442785744	0	0.649829462	0.456449319	0.521867277	0.464753161	0.383600529	0.880663555	0.342913898	0.940818535	0.311044338	0.870280693	0.937461178	0.434887039	0.656029986	0.325154288	0.436845205	0.449202078	0.694234807	0.271302886	0.394928849	0.297412255	0.259792532	0.290563276	0.347572012	0.575197921	0.27263167	0.293521901	0.274392167	0.786519253	0.338761765	0.200283415	0.204035667	0.193342904	0.201923221	0.199090549	0.194028883	0.183898774	0.181631522	0.189025094	0.191129921	0.182109126	0.183774489	0.16860419	0.20004599	0.178125081	0.17584948	0.191000184	0.191164139	0.257524472	0.248071069	0.195753506	0.273852847	0.264609897	0.253489915	0.996886839	0.984364667	0.995976327	0.98915784	0.99547525	0.994682131	0.882359527	0.674253874	0.808901501	0.895182945	0.891137583	0.655364983	0.395142394	0.197854325	0.496288781	0.255520423	0.230102747	0.261606961	0.55316882	0.540787513	0.506688737	0.49646761	0.676911035	0.438268308	0.341100987	0.798882999	0.187446817	0.197836928	0.338893851	0.187098035	0.182541891	0.210832565	0.19867507	0.182945361	0.183857585	0.206605429	0.140982528	0.177284583	0.206957843	0.278752376	0.147776982	0.247419269	0.252320659	0.312347412	0.171747033	0.317432485	0.234765294	0.201329723
WHYDuC1	0.985509663	0.958038746	0.890836746	0.960165409	0.987526033	0.987665096	0.702050389	0.871393815	0.819701861	0.8390931	0.70041942	0.870363196	0.654072272	0.646779783	0.656928637	0.588379363	0.506008427	0.649829462	0	0.467274554	0.40844053	0.480663452	0.614363523	0.696548024	0.650271507	0.844013258	0.660333953	0.679311506	0.831486799	0.718646611	0.604501116	0.757595887	0.73028846	0.721314561	0.600609666	0.717013139	0.799949966	0.75083007	0.74054803	0.725112028	0.765754892	0.41499937	0.732583274	0.723857875	0.670216044	0.559675393	0.662656961	0.678646362	0.672791176	0.67460885	0.67321721	0.677940221	0.673130089	0.676843092	0.676282174	0.679398431	0.680907425	0.67705488	0.675992626	0.670816733	0.688193163	0.671701826	0.668521268	0.691016134	0.691285971	0.678469648	0.679839255	0.659927579	0.68783511	0.693585861	0.683280727	0.989302255	0.954573387	0.986404455	0.966402898	0.982545699	0.979857169	0.763554137	0.64277771	0.673719295	0.741551453	0.774879458	0.64675131	0.547108763	0.631673957	0.505944883	0.615939775	0.624174433	0.70167449	0.366917269	0.422352768	0.450795703	0.452200118	0.513990821	0.506507216	0.658984632	0.580703506	0.6615042	0.666429021	0.669419609	0.659727923	0.682216383	0.661960904	0.687350323	0.686891207	0.683346857	0.660849962	0.683574359	0.69902223	0.718133393	0.756309644	0.689338402	0.735981446	0.682030656	0.769937404	0.679943902	0.700866684	0.6306162	0.705023497
WHYDuC2	0.99199094	0.975658877	0.935739979	0.97648911	0.993157402	0.993772888	0.739495916	0.911560326	0.869902575	0.896601465	0.763273595	0.906910949	0.448714001	0.462397955	0.447756058	0.440681129	0.392071707	0.456449319	0.467274554	0	0.350227738	0.389239187	0.468961003	0.801442539	0.502305047	0.901505109	0.502636033	0.791471562	0.897329714	0.584765512	0.580243447	0.602966337	0.604330932	0.591447891	0.606397744	0.549998602	0.666586819	0.585559766	0.577106825	0.562948762	0.628654179	0.407439921	0.566948809	0.564429905	0.457934424	0.66943054	0.513607724	0.464113337	0.457387362	0.465868687	0.45804821	0.463158028	0.464026754	0.466753783	0.467894578	0.471608571	0.473514157	0.468749395	0.464979711	0.452036369	0.470068033	0.45043431	0.446174914	0.474845694	0.476701083	0.462247854	0.461062711	0.433331067	0.475091175	0.481512583	0.465152312	0.994386181	0.974649328	0.992551797	0.98302762	0.990825038	0.990779677	0.824110828	0.628455654	0.732904501	0.82395179	0.830091152	0.599754604	0.418413452	0.424087405	0.417248507	0.437148938	0.450665006	0.541793209	0.361508419	0.363365397	0.368368914	0.352569584	0.544378041	0.40485199	0.507773475	0.681729659	0.445617309	0.451709196	0.51956224	0.444176715	0.472822135	0.460768393	0.491240984	0.482847561	0.47409873	0.459432145	0.482717985	0.500669025	0.533620401	0.599254198	0.481932305	0.567226898	0.467199519	0.619436289	0.474243098	0.496517273	0.4026268	0.504715426
WHYDuC6	0.9901163	0.970424212	0.918815609	0.968775384	0.990962393	0.992371048	0.714742178	0.899428945	0.841329938	0.876220845	0.734979627	0.880924436	0.523124569	0.528154285	0.521849975	0.479841986	0.397856734	0.521867277	0.40844053	0.350227738	0	0.391152346	0.500607531	0.755434206	0.544464464	0.873255612	0.548513123	0.740652074	0.86733608	0.621327239	0.57925245	0.661291569	0.637969074	0.626856988	0.574603221	0.615604224	0.718043061	0.650714029	0.642509168	0.626440406	0.6829917	0.356416763	0.631224526	0.616451687	0.527869885	0.607635609	0.554703695	0.542293614	0.535221266	0.541766652	0.537340343	0.541325879	0.539637085	0.543332211	0.54408665	0.548386241	0.550148534	0.545232879	0.542427214	0.529967275	0.550087058	0.529194038	0.52578679	0.553654379	0.555431605	0.538175379	0.538448444	0.513024678	0.549435908	0.558053216	0.543458106	0.992584981	0.967200949	0.990724206	0.976412091	0.989479545	0.986671875	0.785508203	0.603867728	0.685678097	0.787485546	0.797781946	0.594204508	0.441655373	0.496448182	0.4261851	0.499703659	0.507310532	0.605109766	0.330324568	0.347518087	0.362331894	0.333253124	0.507481048	0.409070793	0.553072068	0.625776551	0.522816377	0.529368004	0.563582695	0.521506314	0.54962102	0.529335931	0.561245864	0.556362052	0.550838346	0.528152213	0.560331543	0.568305189	0.605437246	0.661890565	0.557589406	0.633760524	0.545210061	0.677375229	0.548110584	0.567194945	0.478326752	0.582370384
WHYDuC7	0.991730435	0.973862803	0.934781457	0.975968967	0.992362969	0.993325164	0.736282894	0.907708843	0.867216703	0.892128722	0.768826503	0.904666291	0.472325938	0.468893064	0.472662865	0.437530857	0.410907408	0.464753161	0.480663452	0.389239187	0.391152346	0	0.450231738	0.791088086	0.477097065	0.897431544	0.483521328	0.780990511	0.889640067	0.580291371	0.575300134	0.602177239	0.608513869	0.584029586	0.598574927	0.540846724	0.659529775	0.58143697	0.569138361	0.554976485	0.617148959	0.428103718	0.555449317	0.537084229	0.495125052	0.649780916	0.476384893	0.500564512	0.492754302	0.493611295	0.493445309	0.499457635	0.492348863	0.500874741	0.501108766	0.505402371	0.507176575	0.501411823	0.499322726	0.493012464	0.509799596	0.491730335	0.488571852	0.512823868	0.515103961	0.511462065	0.508492585	0.479497658	0.523212444	0.525780357	0.511398429	0.994921384	0.972660408	0.992478085	0.981136006	0.990982931	0.990220618	0.81642567	0.603186837	0.719548529	0.821940203	0.828878319	0.594720725	0.426350478	0.451930685	0.42138457	0.435556912	0.437612818	0.533093318	0.396573935	0.406534108	0.406924678	0.405780344	0.538590771	0.391209359	0.494245187	0.676525166	0.480455727	0.48703316	0.498155924	0.478934035	0.505441246	0.483698541	0.512333036	0.513043916	0.50720172	0.485615986	0.499784972	0.518876173	0.537683707	0.591458905	0.503505843	0.562139996	0.513712772	0.61134509	0.506131423	0.545885119	0.449282034	0.526170847
WHYDuC8	0.995596234	0.985847158	0.958408081	0.985875164	0.995773644	0.995891195	0.809625339	0.940682796	0.905986973	0.926711954	0.829884973	0.9382261	0.398177181	0.415596839	0.399809849	0.446857726	0.489103399	0.383600529	0.614363523	0.468961003	0.500607531	0.450231738	0	0.870122979	0.472809571	0.935076111	0.453466233	0.857252158	0.930140665	0.522956707	0.641537189	0.505699758	0.51715126	0.534300889	0.676701561	0.47006103	0.569153429	0.476410202	0.48423596	0.481006068	0.542523461	0.563090844	0.478493875	0.352299791	0.401689678	0.75624591	0.288879999	0.41086222	0.405956882	0.397478819	0.402175594	0.41071238	0.397625601	0.401747827	0.402735844	0.405918048	0.407079304	0.402170971	0.399690862	0.407590653	0.398381968	0.39865963	0.401334606	0.402668099	0.41150029	0.414670771	0.407427618	0.389055904	0.426065407	0.421139539	0.411236987	0.996303027	0.983290801	0.995785343	0.988041598	0.994286387	0.993885478	0.872554947	0.69141366	0.793258341	0.876806042	0.879748662	0.677509752	0.4600065	0.401352347	0.512988606	0.422988029	0.366210436	0.473406524	0.531790363	0.54094079	0.500598535	0.515107489	0.654398748	0.452426129	0.479731966	0.778618634	0.399421613	0.400759773	0.478332552	0.398579133	0.405147343	0.403089389	0.419264097	0.411629698	0.406232732	0.39594205	0.417173344	0.417732639	0.431179904	0.499200161	0.394995653	0.473728196	0.416463877	0.525091651	0.415480494	0.448424034	0.390102994	0.423708887
MD70dIlC1	0.941015195	0.87385566	0.71557415	0.857316167	0.937711799	0.950357628	0.778168393	0.846753188	0.767825809	0.813029678	0.735650127	0.862597581	0.879816765	0.870743807	0.879777337	0.840738231	0.789562872	0.880663555	0.696548024	0.801442539	0.755434206	0.791088086	0.870122979	0	0.840900829	0.609855856	0.853458515	0.406490942	0.586794867	0.882319869	0.77912529	0.904508883	0.894101366	0.883532733	0.750170067	0.89350004	0.915395104	0.911792852	0.900129112	0.898140035	0.907220154	0.712426273	0.895449922	0.900428842	0.890433581	0.518652366	0.884339066	0.896284387	0.894294547	0.893822849	0.894957243	0.896019047	0.893178054	0.894048973	0.89365798	0.895411202	0.895922918	0.894034733	0.894176992	0.891569478	0.899043619	0.892988195	0.892073386	0.899669475	0.90048434	0.897150177	0.896712639	0.889878263	0.899713842	0.903432688	0.899179813	0.9611568	0.854951653	0.939919353	0.887133726	0.927188871	0.932607625	0.758296588	0.769584181	0.720050785	0.74787934	0.79152535	0.794162634	0.811137607	0.869594785	0.767724321	0.851020675	0.865602776	0.888748217	0.716819429	0.751623326	0.749541923	0.766987921	0.693360589	0.798749882	0.849747506	0.51673014	0.889209338	0.891200085	0.853734491	0.888860033	0.895184856	0.881799691	0.892073166	0.894990825	0.895518238	0.880675854	0.889574801	0.897466851	0.905796355	0.907635259	0.895323884	0.904082577	0.899066884	0.91056305	0.892536517	0.904685669	0.878276912	0.901060706
MD70dIlC2	0.99328856	0.982596272	0.955234954	0.982384832	0.994096475	0.994385394	0.804906044	0.94100004	0.90533634	0.930279069	0.835170776	0.940983922	0.354425561	0.314333194	0.352726258	0.386679434	0.445600965	0.342913898	0.650271507	0.502305047	0.544464464	0.477097065	0.472809571	0.840900829	0	0.921077272	0.163632197	0.827927202	0.914235259	0.446833854	0.593738424	0.313499448	0.467171087	0.439726707	0.633682373	0.392246187	0.433171373	0.417667296	0.362558221	0.412453294	0.453480549	0.572725872	0.357357225	0.433051811	0.43122318	0.738811842	0.455179877	0.407765997	0.40343421	0.403496938	0.410265018	0.406452896	0.40332007	0.397718556	0.396925204	0.404049108	0.406161005	0.398218978	0.400146594	0.385687742	0.418072133	0.401800678	0.394219771	0.411515905	0.412719964	0.445582612	0.440305217	0.402888231	0.455059259	0.454507025	0.444121259	0.995438141	0.977859301	0.993300867	0.984844909	0.99357734	0.991958636	0.853918217	0.626685395	0.766006511	0.880723668	0.869214592	0.606322956	0.425517813	0.359804041	0.469551148	0.323852529	0.340853978	0.368791435	0.560219767	0.566231489	0.502794271	0.516097182	0.657735457	0.460374753	0.122285897	0.736985647	0.389294482	0.3993077	0.122698042	0.388438182	0.392361169	0.350650986	0.326529464	0.382736501	0.395365049	0.355428246	0.351500418	0.341361509	0.384434161	0.384367901	0.370201116	0.362016998	0.44055115	0.385720927	0.375673309	0.485672406	0.376844447	0.391397137
MD70dIlC3	0.894048392	0.819758233	0.691852681	0.799623763	0.918308532	0.919657667	0.861246999	0.874357549	0.847756138	0.873019717	0.843066982	0.873597872	0.940989814	0.938729876	0.940936349	0.918354175	0.898213	0.940818535	0.844013258	0.901505109	0.873255612	0.897431544	0.935076111	0.609855856	0.921077272	0	0.929076032	0.624906899	0.601994928	0.941336003	0.88525462	0.953350747	0.944550066	0.941195981	0.869382366	0.948220042	0.960244315	0.956812782	0.951661094	0.950688495	0.954920566	0.856798384	0.949806602	0.951312927	0.946946863	0.715893179	0.944381325	0.949296337	0.94826641	0.948040558	0.948624007	0.949085373	0.947766463	0.948463822	0.948142415	0.948992949	0.94926484	0.94827192	0.94841148	0.947653022	0.951215648	0.948026026	0.947569502	0.951563782	0.951964075	0.949769926	0.949354023	0.94639778	0.951041492	0.952826125	0.950695049	0.92886945	0.819957604	0.885705003	0.859368245	0.886577783	0.89841664	0.848624926	0.879082723	0.832234424	0.846746598	0.84505769	0.888187538	0.908286283	0.93667161	0.889756642	0.927508788	0.934865331	0.946189119	0.852612135	0.879239724	0.874234343	0.881016399	0.835295436	0.898715017	0.92713994	0.688864648	0.94571786	0.946693018	0.929057411	0.945573564	0.948865344	0.941787748	0.947201086	0.948893703	0.949010197	0.94169916	0.945819186	0.950425634	0.953459476	0.955224704	0.948649112	0.953243478	0.950806446	0.957210356	0.947646129	0.953041025	0.939947523	0.951500348
MD70dIlC4	0.994690724	0.984189071	0.958711383	0.983680442	0.995192066	0.995446317	0.813132391	0.946463124	0.911124584	0.934753525	0.840567186	0.946322069	0.3189939	0.292969239	0.318707323	0.366083138	0.450509516	0.311044338	0.660333953	0.502636033	0.548513123	0.483521328	0.453466233	0.853458515	0.163632197	0.929076032	0	0.843147876	0.922248163	0.377767138	0.596127006	0.258453064	0.414887355	0.371282857	0.640084829	0.391772409	0.413104613	0.372604658	0.353801105	0.411255105	0.438530298	0.585439908	0.355843294	0.41481444	0.397978945	0.746050403	0.437877226	0.360662331	0.359643618	0.361605843	0.367949193	0.359768933	0.362567386	0.351327826	0.354591907	0.36097505	0.36333639	0.356015111	0.354354676	0.339121944	0.372518407	0.356151798	0.349124695	0.36432964	0.366338713	0.406728979	0.402764934	0.360565977	0.416103509	0.413733348	0.40485877	0.996251956	0.981852772	0.994716241	0.985531061	0.994163787	0.993167946	0.865625915	0.657550111	0.771780925	0.887073495	0.880136379	0.634520948	0.4286819	0.324684783	0.471485575	0.319394356	0.325570387	0.354761285	0.575367322	0.572824528	0.509808536	0.525059004	0.668546546	0.462275094	0.161610154	0.750727133	0.344139157	0.358784715	0.163508136	0.343113191	0.339770186	0.291157793	0.255576704	0.324706363	0.343534014	0.29882103	0.315730865	0.303837253	0.345335415	0.371300068	0.328884537	0.332164026	0.400056763	0.374890334	0.328087472	0.44692954	0.338358647	0.342492501
MD70dIlC5	0.946511362	0.879141374	0.721705955	0.865801258	0.954905297	0.956372523	0.749551751	0.852174318	0.76983135	0.817615394	0.740440194	0.841620993	0.871135089	0.861600317	0.870126585	0.828475574	0.773555674	0.870280693	0.679311506	0.791471562	0.740652074	0.780990511	0.857252158	0.406490942	0.827927202	0.624906899	0.843147876	0	0.610408372	0.874589017	0.776112029	0.898509898	0.885546367	0.878150781	0.749345834	0.884736365	0.909705392	0.904724959	0.891818801	0.889892788	0.900403518	0.702536276	0.887744582	0.892417981	0.880882571	0.527094117	0.876573472	0.887608838	0.885551527	0.885012981	0.886356745	0.887316418	0.884478571	0.885399355	0.884809482	0.886543538	0.887133174	0.885210703	0.885529899	0.883281218	0.89112804	0.884335955	0.883180701	0.891852479	0.892550868	0.8887809	0.888602851	0.881157818	0.89192255	0.895633455	0.890812147	0.965761113	0.862014634	0.94909347	0.899788798	0.94318335	0.94302476	0.768610483	0.760462461	0.718842307	0.758511088	0.776619173	0.789294716	0.801029812	0.859856214	0.760134546	0.840249996	0.857271427	0.878968777	0.69721444	0.745659016	0.732546939	0.754370988	0.681375678	0.784190288	0.839279025	0.50958687	0.880144933	0.882173654	0.84313392	0.879688624	0.886879953	0.872338332	0.883806072	0.886977783	0.887089852	0.870306678	0.880829955	0.889478617	0.897832776	0.899581183	0.887066462	0.895698963	0.890571429	0.903467445	0.884706174	0.897093413	0.867990205	0.892979336
