KEGG function	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
WHYILC8	0.995876831	0.987687981	0.964663689	0.987132292	0.996665154	0.996562284	0.836592413	0.95524133	0.92337779	0.941826713	0.855135321	0.949719021	0.359527247	0.383329395	0.354526998	0.442345974	0.515713206	0.338761765	0.662656961	0.513607724	0.554703695	0.476384893	0.288879999	0.884339066	0.455179877	0.944381325	0.437877226	0.876573472	0.939145385	0.507454822	0.671452342	0.453678565	0.488287156	0.523367261	0.707349123	0.391069824	0.509535554	0.408894827	0.405637116	0.402589145	0.46399074	0.604770471	0.392434879	0.269776904	0.373596626	0.79222145	0	0.377939741	0.37625711	0.363568532	0.369668348	0.377797352	0.363436681	0.367082587	0.366396597	0.370085537	0.371348553	0.36561031	0.366408277	0.368328162	0.354989712	0.358087945	0.3617302	0.358897582	0.369156289	0.380224257	0.370994486	0.35530054	0.391115339	0.384265119	0.376864199	0.997193001	0.985056679	0.995905696	0.990633349	0.995695913	0.994547263	0.889572749	0.688870911	0.822870676	0.895195247	0.896069183	0.676062201	0.482779491	0.365285223	0.547593884	0.397544636	0.333346414	0.411327691	0.580519204	0.57706014	0.552695563	0.541956995	0.698827378	0.475406146	0.463732687	0.806539461	0.371013151	0.370065537	0.46314405	0.36881366	0.369418218	0.371959036	0.383398572	0.376449264	0.370166969	0.368243776	0.359192897	0.361242008	0.359883805	0.41807469	0.34038831	0.394541166	0.38128769	0.437368145	0.375815326	0.413966808	0.375275426	0.374750921
MD70dCeC1	0.996724737	0.989561485	0.968530833	0.988536842	0.997382474	0.997000761	0.837949347	0.961948359	0.928550477	0.948892276	0.853179938	0.955469267	0.16164457	0.281314074	0.161129012	0.403738102	0.484988747	0.200283415	0.678646362	0.464113337	0.542293614	0.500564512	0.41086222	0.896284387	0.407765997	0.949296337	0.360662331	0.887608838	0.945355553	0.45787912	0.677698834	0.367790465	0.456564866	0.462372022	0.721082225	0.341134314	0.448756303	0.340602771	0.338264709	0.349980249	0.434422106	0.604647346	0.351344148	0.364850391	0.22009417	0.802687812	0.377939741	0	0.050324707	0.090269929	0.059040601	0.012453458	0.089884436	0.07762702	0.086207448	0.077183399	0.078381793	0.085948484	0.071931485	0.102584541	0.134539848	0.107202672	0.098788116	0.125130844	0.117196281	0.168186472	0.160802263	0.115795377	0.1850673	0.179309294	0.163638317	0.997463318	0.987102539	0.996702949	0.989943488	0.996477915	0.995697933	0.893792748	0.721185666	0.827625454	0.908011661	0.904322213	0.701343251	0.441142275	0.221092521	0.538371773	0.3316368	0.302964053	0.347170159	0.585590864	0.562756901	0.529608184	0.508132338	0.706810929	0.474172536	0.393046452	0.815963807	0.067603564	0.064777284	0.389649967	0.068693493	0.084239798	0.200765134	0.189071505	0.112828873	0.083567265	0.188096754	0.168311815	0.202444723	0.271683084	0.350318656	0.151980028	0.309975141	0.163700269	0.378118551	0.129852123	0.233895673	0.177972359	0.187108246
MD70dCeC2	0.996618084	0.989283548	0.968079973	0.988303282	0.997329151	0.996931273	0.835382569	0.961003044	0.926267691	0.948178903	0.850549486	0.954237947	0.168556105	0.28223795	0.165894439	0.394763811	0.477428166	0.204035667	0.672791176	0.457387362	0.535221266	0.492754302	0.405956882	0.894294547	0.40343421	0.94826641	0.359643618	0.885551527	0.944161483	0.455721201	0.670864572	0.375639152	0.45524391	0.458464476	0.713227527	0.338472727	0.462339082	0.339838971	0.344010801	0.347761632	0.444687264	0.599341498	0.355923453	0.368243352	0.230861861	0.797940401	0.37625711	0.050324707	0	0.081052302	0.066871409	0.049389836	0.080830993	0.093706949	0.104340593	0.097760824	0.099367589	0.104830675	0.087283911	0.118122383	0.149736378	0.124941011	0.11521583	0.141178106	0.137343188	0.187040102	0.177884601	0.127513737	0.204124249	0.196040123	0.180486468	0.997402725	0.986883482	0.9965915	0.989705885	0.996398322	0.995636947	0.891706839	0.716080626	0.823625413	0.906086103	0.90203697	0.697485307	0.435376644	0.22064321	0.530081213	0.325605406	0.298584452	0.353711176	0.578797323	0.556145661	0.521533775	0.500929411	0.701029982	0.465874966	0.391452882	0.812437433	0.068086781	0.069521668	0.387882676	0.069290994	0.103441455	0.20248074	0.196938209	0.127038411	0.104576273	0.193021016	0.171768144	0.213833933	0.275439469	0.358920711	0.158672493	0.313286117	0.181076277	0.38877765	0.14102639	0.252434447	0.182123294	0.192331004
MD70dCeC3	0.996574795	0.989252587	0.967784899	0.988275362	0.997229259	0.996907237	0.834260016	0.960969564	0.926691092	0.947964084	0.850129092	0.954061785	0.161605104	0.277795344	0.159735629	0.396059633	0.483804778	0.193342904	0.67460885	0.465868687	0.541766652	0.493611295	0.397478819	0.893822849	0.403496938	0.948040558	0.361605843	0.885012981	0.944563103	0.447587175	0.670214217	0.364146	0.442270625	0.454348812	0.713338678	0.325937051	0.446139062	0.328792692	0.328079236	0.334496638	0.424331986	0.603304884	0.343591125	0.352502899	0.255265527	0.79870039	0.363568532	0.090269929	0.081052302	0	0.087148874	0.088706598	0.020076586	0.082055501	0.077446461	0.082182838	0.085150579	0.078234313	0.077878559	0.126690419	0.159478727	0.130572725	0.125269987	0.146491468	0.143989653	0.211567192	0.199591528	0.146276867	0.229421974	0.217013306	0.202843629	0.997374391	0.986833737	0.996596151	0.989686823	0.996359305	0.99558467	0.89154173	0.717433336	0.822900851	0.905582385	0.901588147	0.69621198	0.433986135	0.216289465	0.531853161	0.322922109	0.293087788	0.338163962	0.579887163	0.562162076	0.524257166	0.509737575	0.700856007	0.465908425	0.392846635	0.811842905	0.093540882	0.079768692	0.388315777	0.095409452	0.097897768	0.193611648	0.1851157	0.113082206	0.098973799	0.180972211	0.162770716	0.199474378	0.261743678	0.342480354	0.15024623	0.30101988	0.20943059	0.375391939	0.138649447	0.277884409	0.215066007	0.184873472
MD70dCeC4	0.99665831	0.989380653	0.968121045	0.988384336	0.997275032	0.996975803	0.835638256	0.961430627	0.927800194	0.948405008	0.851449136	0.954913268	0.168052388	0.281996241	0.168433661	0.403788655	0.482274008	0.201923221	0.67321721	0.45804821	0.537340343	0.493445309	0.402175594	0.894957243	0.410265018	0.948624007	0.367949193	0.886356745	0.944782668	0.461788177	0.676334219	0.377482621	0.460975454	0.467454583	0.719006819	0.338951093	0.456227026	0.345710029	0.340805532	0.349026449	0.437444821	0.600145964	0.351495466	0.361258822	0.218600361	0.801018372	0.369668348	0.059040601	0.066871409	0.087148874	0	0.058484914	0.086720044	0.093894627	0.097685889	0.094798331	0.096007747	0.097693192	0.089296863	0.116317226	0.14155309	0.114331394	0.107584435	0.13538805	0.128696955	0.170240165	0.164094154	0.11729646	0.189316135	0.182901216	0.1668068	0.997427699	0.98690545	0.996655018	0.989813078	0.996441611	0.995639229	0.893070352	0.718542976	0.826127979	0.906594212	0.902898461	0.698120398	0.438409259	0.22267456	0.535593236	0.328558374	0.299904039	0.348965414	0.579822687	0.557467222	0.524978622	0.50296109	0.703398072	0.469485807	0.397935075	0.813607193	0.052891196	0.056058997	0.393942418	0.055574265	0.105360285	0.209065733	0.20107802	0.135110401	0.104584085	0.195390539	0.177208827	0.207718317	0.274149764	0.355283469	0.160529104	0.314256949	0.167987043	0.383076887	0.146331608	0.237607783	0.180878718	0.194346691
MD70dCeC5	0.996717767	0.989538342	0.968445847	0.988504281	0.997379842	0.997008231	0.837751552	0.961767708	0.92831615	0.948652353	0.852852444	0.955325881	0.16072656	0.280117837	0.159403344	0.402147271	0.483995458	0.199090549	0.677940221	0.463158028	0.541325879	0.499457635	0.41071238	0.896019047	0.406452896	0.949085373	0.359768933	0.887316418	0.945214226	0.45687204	0.676941344	0.367397189	0.456033524	0.461090647	0.720101061	0.340945504	0.448617607	0.340272917	0.338051494	0.34967159	0.43443083	0.603773525	0.351296982	0.365194892	0.221369786	0.802117724	0.377797352	0.012453458	0.049389836	0.088706598	0.058484914	0	0.088450085	0.076363723	0.08514971	0.07738838	0.07882505	0.085170479	0.071113524	0.101897714	0.135418322	0.107022725	0.098408424	0.126121925	0.117834664	0.170121413	0.162511311	0.115787564	0.187259564	0.180863996	0.165686732	0.997459783	0.987056644	0.996695372	0.989933386	0.996470241	0.995694935	0.893379997	0.720625754	0.827058302	0.907541297	0.904076857	0.700874948	0.440581792	0.219311777	0.537324966	0.33019107	0.302155469	0.3465118	0.584491819	0.56172207	0.528499833	0.507150761	0.705988347	0.47325277	0.391891251	0.815362046	0.065815329	0.063633253	0.388210967	0.066777365	0.08374142	0.199521134	0.188504709	0.111966638	0.082984868	0.187575003	0.167364579	0.202116097	0.271336207	0.350465108	0.150814112	0.309957412	0.165193992	0.378227105	0.128786423	0.235762686	0.178012691	0.186496615
MD70dCeC6	0.996583496	0.989161991	0.96759466	0.988223792	0.997248666	0.99691112	0.833354538	0.960924639	0.926273142	0.947917763	0.849546013	0.95406307	0.163991907	0.278953638	0.161166254	0.394729426	0.482476839	0.194028883	0.673130089	0.464026754	0.539637085	0.492348863	0.397625601	0.893178054	0.40332007	0.947766463	0.362567386	0.884478571	0.944241033	0.44782054	0.668941829	0.365752089	0.443641291	0.455006257	0.712796713	0.327100406	0.447410374	0.330849896	0.329579842	0.336150058	0.424866067	0.601486826	0.344253524	0.35300062	0.254171057	0.797691851	0.363436681	0.089884436	0.080830993	0.020076586	0.086720044	0.088450085	0	0.081868531	0.076838463	0.080682125	0.083669851	0.077553746	0.077478094	0.128624807	0.160167121	0.131422719	0.126521771	0.147923432	0.145662911	0.21085984	0.199188022	0.146154921	0.229235446	0.217009714	0.202031724	0.997377102	0.986739296	0.996594272	0.989703709	0.996354293	0.99556747	0.891196476	0.717071867	0.822384388	0.90505645	0.90132246	0.694836172	0.4332864	0.216823653	0.530918848	0.323312888	0.293214428	0.339123317	0.57830332	0.560958189	0.522845376	0.507844505	0.699929102	0.465101774	0.392904593	0.810828536	0.093515266	0.077721602	0.388622842	0.095093989	0.098365114	0.194466079	0.186450794	0.114761778	0.099275679	0.181900841	0.165800767	0.202162213	0.263134949	0.344362134	0.153789669	0.302730013	0.208751382	0.376812447	0.142553792	0.276893355	0.212611088	0.187967416
PD70dCeC1	0.996630868	0.989286728	0.967909085	0.988245368	0.997407016	0.996944813	0.835550369	0.961148604	0.926850128	0.947485652	0.850915001	0.954996113	0.145151137	0.269803996	0.145499921	0.395886455	0.484685387	0.183898774	0.676843092	0.466753783	0.543332211	0.500874741	0.401747827	0.894048973	0.397718556	0.948463822	0.351327826	0.885399355	0.944231824	0.441334673	0.670569791	0.348705755	0.433448826	0.449739666	0.714912985	0.330328908	0.431577468	0.331479453	0.324919816	0.339591144	0.415997377	0.603976554	0.337716171	0.350741342	0.243429895	0.797763759	0.367082587	0.07762702	0.093706949	0.082055501	0.093894627	0.076363723	0.081868531	0	0.037625814	0.042438732	0.04550566	0.039749292	0.029059675	0.099484774	0.137499625	0.106172573	0.10311101	0.121972239	0.115472299	0.194643116	0.182628615	0.12789676	0.212095092	0.197912159	0.185995219	0.997376753	0.986911141	0.996629456	0.989752739	0.996398192	0.99554974	0.891257078	0.71880486	0.824131159	0.906009316	0.902677069	0.699500421	0.43536345	0.209246782	0.533556214	0.32210963	0.295086362	0.33106747	0.583139417	0.564582498	0.526491767	0.510445729	0.70324925	0.470462401	0.383276319	0.812277652	0.091346133	0.08792759	0.379440952	0.092514761	0.042500171	0.178887511	0.167481712	0.082925137	0.040715032	0.163473339	0.150402013	0.186038909	0.255652334	0.337843842	0.134297141	0.297245336	0.191999458	0.364018355	0.114131455	0.261026046	0.199404875	0.173956295
PD70dCeC2	0.99662901	0.989318363	0.967837731	0.988244994	0.997373128	0.996942106	0.834790143	0.961041025	0.927043108	0.947330208	0.85096656	0.954906029	0.147110709	0.270436764	0.146715855	0.399850867	0.485001246	0.181631522	0.676282174	0.467894578	0.54408665	0.501108766	0.402735844	0.89365798	0.396925204	0.948142415	0.354591907	0.884809482	0.944193487	0.443722134	0.672173585	0.346645859	0.435176511	0.452287892	0.717133839	0.327860126	0.427763013	0.331888648	0.32064874	0.336690364	0.410001154	0.604568377	0.334673414	0.347013175	0.244814229	0.798705616	0.366396597	0.086207448	0.104340593	0.077446461	0.097685889	0.08514971	0.076838463	0.037625814	0	0.03395262	0.037255431	0.012004037	0.039666171	0.10688963	0.142389358	0.110621561	0.1078274	0.127231957	0.1207364	0.197871441	0.18745743	0.134301961	0.215168582	0.203782268	0.190304823	0.997359501	0.986913806	0.996633901	0.989789083	0.996402688	0.995495309	0.891114028	0.718491013	0.8240444	0.905809043	0.902333693	0.698392055	0.43546038	0.209707414	0.533860897	0.323477484	0.2959569	0.327898456	0.582382997	0.564935718	0.527701929	0.5116085	0.703636473	0.472135926	0.383115353	0.811774556	0.097405449	0.086243781	0.379520169	0.097831883	0.054450795	0.182414041	0.168250904	0.085706617	0.051677413	0.167428571	0.153079605	0.184392323	0.254302352	0.333429716	0.138423132	0.294970085	0.196475451	0.360506583	0.122750287	0.263774958	0.204807993	0.176369045
PD70dCeC3	0.996681154	0.989447904	0.968269821	0.988408373	0.997419273	0.996984178	0.836999769	0.961543948	0.928152712	0.947921897	0.852739205	0.955958923	0.153975212	0.277287471	0.153168938	0.404602892	0.489639581	0.189025094	0.679398431	0.471608571	0.548386241	0.505402371	0.405918048	0.895411202	0.404049108	0.948992949	0.36097505	0.886543538	0.945134418	0.450173576	0.677459539	0.35276554	0.44127639	0.457907315	0.721565735	0.330249449	0.431194748	0.332549011	0.324269218	0.338929604	0.412452661	0.608437936	0.338041014	0.349608519	0.239192018	0.801071874	0.370085537	0.077183399	0.097760824	0.082182838	0.094798331	0.07738838	0.080682125	0.042438732	0.03395262	0	0.011075472	0.032133113	0.034799347	0.10896771	0.137783863	0.109093024	0.10774694	0.124982942	0.117457984	0.189057942	0.178819432	0.132260036	0.206304192	0.196392481	0.18195956	0.997416397	0.98707703	0.996677474	0.989914135	0.996441013	0.995592842	0.892699195	0.721720625	0.826637623	0.907144311	0.903583111	0.700993715	0.439373073	0.215110202	0.539130998	0.329661994	0.302425837	0.33166448	0.587253107	0.567718032	0.533029077	0.515343138	0.706854732	0.476394701	0.38970813	0.814393179	0.10034087	0.083901375	0.385449619	0.100651129	0.056381671	0.187909537	0.174566481	0.090868385	0.051927121	0.173707067	0.159586124	0.190284885	0.258502767	0.337158834	0.145419531	0.29770717	0.18729065	0.362984017	0.128706499	0.253610853	0.202511856	0.183042453
PD70dCeC4	0.996705392	0.989502228	0.968429428	0.988460376	0.997423419	0.997000274	0.837768502	0.961782419	0.928642083	0.948194704	0.853477384	0.956128575	0.156471973	0.278948984	0.156020757	0.406061176	0.491450536	0.191129921	0.680907425	0.473514157	0.550148534	0.507176575	0.407079304	0.895922918	0.406161005	0.94926484	0.36333639	0.887133174	0.945437884	0.452324858	0.67889565	0.353866747	0.442848419	0.45986864	0.72292425	0.33251163	0.431301694	0.333880253	0.325647057	0.340819718	0.413014509	0.609979291	0.339184833	0.349738951	0.238513103	0.802060514	0.371348553	0.078381793	0.099367589	0.085150579	0.096007747	0.07882505	0.083669851	0.04550566	0.037255431	0.011075472	0	0.035366732	0.037430907	0.110954426	0.137613043	0.10926874	0.109383708	0.124723794	0.116633981	0.187950197	0.17753299	0.132534054	0.204792693	0.195016466	0.180879408	0.997441836	0.987158313	0.996692625	0.989970007	0.996467567	0.995632613	0.893442682	0.72265542	0.82751111	0.907554982	0.903954062	0.702270658	0.441355549	0.217514982	0.5409633	0.332350429	0.304376882	0.333086404	0.588974891	0.569171432	0.534872721	0.517214918	0.708173191	0.478271188	0.391712015	0.815351332	0.103455523	0.085495613	0.387665747	0.103847001	0.058717164	0.189862151	0.176767605	0.092647099	0.053686709	0.175892259	0.162949476	0.191023852	0.259598479	0.337814246	0.14710997	0.299407346	0.185892639	0.363241451	0.131611002	0.251842042	0.203554834	0.18389444
PD70dCeC5	0.996649871	0.989363235	0.967937844	0.988294974	0.997375567	0.996951437	0.835205153	0.961130832	0.927218173	0.947352571	0.851421345	0.95506575	0.148333253	0.271090479	0.147864544	0.400921604	0.48618502	0.182109126	0.67705488	0.468749395	0.545232879	0.501411823	0.402170971	0.894034733	0.398218978	0.94827192	0.356015111	0.885210703	0.944398733	0.443919749	0.673208937	0.346376869	0.435052996	0.45375847	0.717925029	0.32737693	0.426708867	0.330768434	0.319542743	0.336062297	0.408264432	0.605615046	0.333895757	0.345432632	0.244103044	0.799340873	0.36561031	0.085948484	0.104830675	0.078234313	0.097693192	0.085170479	0.077553746	0.039749292	0.012004037	0.032133113	0.035366732	0	0.039936963	0.107417685	0.140709957	0.109308759	0.107286648	0.125844321	0.119927148	0.196697682	0.185760081	0.134317893	0.213892956	0.202411882	0.188520298	0.99737622	0.986939546	0.996643666	0.989825944	0.996414251	0.995515105	0.891210869	0.718898298	0.824372712	0.90612612	0.902497188	0.69826749	0.436006035	0.210500312	0.535432011	0.324270052	0.296245086	0.327202376	0.583439419	0.565592903	0.528900008	0.512675456	0.704256341	0.472855445	0.384564187	0.812429336	0.098380764	0.085960044	0.380859517	0.099062497	0.055111223	0.182925927	0.169060028	0.0865271	0.05202989	0.168277734	0.153522359	0.183850096	0.252958116	0.332423952	0.138427802	0.294130999	0.195460238	0.359406138	0.124289917	0.262132402	0.205179631	0.176609299
PD70dCeC6	0.996634466	0.989327165	0.967975448	0.988274147	0.997382654	0.996951236	0.835411124	0.961236374	0.927200659	0.947580833	0.850859016	0.95477146	0.148422365	0.272211686	0.148638426	0.39602299	0.484611601	0.183774489	0.675992626	0.464979711	0.542427214	0.499322726	0.399690862	0.894176992	0.400146594	0.94841148	0.354354676	0.885529899	0.944275834	0.442915554	0.670707199	0.353046784	0.436035547	0.451148469	0.715439525	0.328104799	0.435084335	0.3304599	0.325226081	0.338369138	0.417795153	0.60377719	0.338533443	0.348279886	0.237215288	0.798515816	0.366408277	0.071931485	0.087283911	0.077878559	0.089296863	0.071113524	0.077478094	0.029059675	0.039666171	0.034799347	0.037430907	0.039936963	0	0.101611293	0.133524722	0.105012921	0.10165912	0.119625148	0.114713444	0.189076302	0.176469905	0.123848874	0.206103762	0.192856658	0.180024237	0.997362818	0.98685108	0.996639753	0.98980116	0.996410218	0.995497736	0.891500118	0.718986055	0.824986247	0.906099	0.902533676	0.698831599	0.434787623	0.211879538	0.534030303	0.322068263	0.294391899	0.332296472	0.582458087	0.563112234	0.526062272	0.509562436	0.703305671	0.469375993	0.385992263	0.812487933	0.090246717	0.084200596	0.381975326	0.090904579	0.049314032	0.180845867	0.170898973	0.084521742	0.046699126	0.166745593	0.15467634	0.188062247	0.256385545	0.338759481	0.136228016	0.297883783	0.187168489	0.365970148	0.121346374	0.255442739	0.195802758	0.177659404
SDQCeC1L	0.996548005	0.988972136	0.967502443	0.987992946	0.997422897	0.996880394	0.835544657	0.959442499	0.926366616	0.946970433	0.849324072	0.954911559	0.126311514	0.25145921	0.122803505	0.395942807	0.470996405	0.16860419	0.670816733	0.452036369	0.529967275	0.493012464	0.407590653	0.891569478	0.385687742	0.947653022	0.339121944	0.883281218	0.943301368	0.441339645	0.672211615	0.344551051	0.443252099	0.449622085	0.714416776	0.32968722	0.424148647	0.337330992	0.317823163	0.33850002	0.414382115	0.594601399	0.326941767	0.353485251	0.2108987	0.798217765	0.368328162	0.102584541	0.118122383	0.126690419	0.116317226	0.101897714	0.128624807	0.099484774	0.10688963	0.10896771	0.110954426	0.107417685	0.101611293	0	0.105972649	0.058290822	0.039082214	0.087832355	0.0745979	0.155608925	0.152378354	0.086462568	0.174761679	0.165400912	0.154668775	0.997336233	0.986635744	0.996574219	0.989681586	0.996303822	0.995461223	0.889404745	0.712530209	0.821580197	0.905008116	0.899637121	0.694213019	0.425483763	0.1887553	0.528771262	0.314959943	0.28889993	0.32514747	0.576170931	0.550588124	0.519483905	0.49284442	0.70059629	0.463331227	0.372448551	0.81071303	0.107519646	0.117161363	0.368656503	0.10741469	0.099344537	0.195014481	0.181742854	0.117872548	0.101393277	0.185612543	0.128255079	0.167107623	0.256488884	0.331834132	0.118383267	0.294746764	0.152055293	0.353582699	0.077507539	0.225052426	0.156108837	0.160585026
SDQCeC2L	0.996824414	0.989829648	0.970015129	0.988990538	0.997552287	0.99714251	0.845214234	0.962810577	0.931438163	0.951184964	0.859172447	0.958034127	0.17694591	0.281099503	0.174511786	0.414707287	0.498357828	0.20004599	0.688193163	0.470068033	0.550087058	0.509799596	0.398381968	0.899043619	0.418072133	0.951215648	0.372518407	0.89112804	0.947233516	0.452939259	0.680280455	0.349795098	0.442469812	0.46226508	0.726160371	0.333377075	0.422837527	0.321370902	0.32026606	0.341268011	0.409932282	0.615043193	0.333679407	0.332067895	0.165313713	0.808892858	0.354989712	0.134539848	0.149736378	0.159478727	0.14155309	0.135418322	0.160167121	0.137499625	0.142389358	0.137783863	0.137613043	0.140709957	0.133524722	0.105972649	0	0.077052775	0.092344132	0.0568412	0.069273475	0.114897582	0.095467071	0.081071736	0.130079007	0.107704891	0.105246669	0.997528489	0.987709615	0.996854495	0.990464347	0.996613562	0.995812839	0.897017941	0.727543218	0.83521275	0.911863998	0.907097556	0.707604842	0.456091039	0.232194295	0.553226709	0.337224609	0.299824334	0.333345059	0.597221124	0.573251115	0.543068054	0.512057252	0.717969585	0.48882679	0.40292008	0.82329718	0.149900883	0.151097772	0.399134007	0.150924231	0.133595979	0.216388561	0.207465353	0.153968504	0.132841103	0.211160677	0.178241082	0.175536082	0.246340228	0.328885164	0.135874585	0.296985805	0.112552761	0.354739331	0.14242971	0.175897338	0.145931165	0.174317657
SDQCeC3L	0.996575306	0.989101656	0.967626089	0.988085575	0.997429531	0.996912099	0.836826267	0.96032557	0.927117185	0.947367983	0.850722238	0.955489886	0.143237642	0.265642151	0.139232701	0.399909323	0.477455023	0.178125081	0.671701826	0.45043431	0.529194038	0.491730335	0.39865963	0.892988195	0.401800678	0.948026026	0.356151798	0.884335955	0.943997316	0.442141549	0.673071063	0.34969993	0.439716218	0.451437262	0.717492881	0.33049001	0.430448604	0.33571281	0.321685687	0.338724121	0.412988614	0.595386555	0.332251362	0.346534228	0.190357298	0.798705233	0.358087945	0.107202672	0.124941011	0.130572725	0.114331394	0.107022725	0.131422719	0.106172573	0.110621561	0.109093024	0.10926874	0.109308759	0.105012921	0.058290822	0.077052775	0	0.041132482	0.060889179	0.059538805	0.131554681	0.124132453	0.063133873	0.149159458	0.14067827	0.128224207	0.997329151	0.986785995	0.99660761	0.989813752	0.996367653	0.995508951	0.89085792	0.716218771	0.825387539	0.905585654	0.90125727	0.696982305	0.433954679	0.201307611	0.532936157	0.322873197	0.293981298	0.329054541	0.576082013	0.551446876	0.520492627	0.492002737	0.702677739	0.466218263	0.388263942	0.812229321	0.118349209	0.118450313	0.384101225	0.119777287	0.109593482	0.201567283	0.190943628	0.132664304	0.109831588	0.191434204	0.152586329	0.16595733	0.254868312	0.334057084	0.124281568	0.297680119	0.133279336	0.359074912	0.110967969	0.20000576	0.149094978	0.169525475
SDQCeC4L	0.996549648	0.989027691	0.967271617	0.987905688	0.997430528	0.996873353	0.835390157	0.95949066	0.926196846	0.94668703	0.84902477	0.954979215	0.137697646	0.261587685	0.133514424	0.396988473	0.470909774	0.17584948	0.668521268	0.446174914	0.52578679	0.488571852	0.401334606	0.892073386	0.394219771	0.947569502	0.349124695	0.883180701	0.943632019	0.4459473	0.67167136	0.355429503	0.447787604	0.454380376	0.714431598	0.330616357	0.435221086	0.341646862	0.324796074	0.339707404	0.420444303	0.592137336	0.335070723	0.353299549	0.196328287	0.797204428	0.3617302	0.098788116	0.11521583	0.125269987	0.107584435	0.098408424	0.126521771	0.10311101	0.1078274	0.10774694	0.109383708	0.107286648	0.10165912	0.039082214	0.092344132	0.041132482	0	0.080691514	0.07082847	0.136452358	0.133391521	0.069413261	0.158413647	0.150156401	0.1357321	0.997308231	0.986673267	0.996566788	0.989609278	0.996316629	0.995453545	0.889319168	0.713339024	0.822855003	0.904617057	0.899470636	0.694043059	0.427620115	0.195905375	0.528360357	0.318998909	0.290759075	0.331967704	0.572336864	0.546922318	0.516768769	0.488412681	0.69882599	0.462246929	0.381936245	0.810464225	0.106630179	0.109961616	0.377862371	0.106396797	0.106533764	0.20193883	0.191724742	0.129883556	0.107810487	0.192493033	0.144645219	0.173945075	0.261808529	0.339334002	0.130554239	0.301164098	0.136525973	0.363117742	0.103224708	0.209542441	0.146219928	0.174104959
SDQCeC8L	0.996859141	0.98989962	0.970306661	0.9890508	0.997573591	0.99717216	0.847621531	0.963202898	0.931522954	0.951540545	0.861132304	0.958256145	0.163042404	0.271657702	0.15935834	0.412914836	0.501255492	0.191000184	0.691016134	0.474845694	0.553654379	0.512823868	0.402668099	0.899669475	0.411515905	0.951563782	0.36432964	0.891852479	0.947617811	0.447933986	0.683934084	0.335634771	0.438803696	0.456919761	0.728079073	0.332071997	0.412982036	0.315443552	0.313460819	0.338934714	0.403620092	0.618516862	0.327382719	0.332566157	0.182512611	0.811162671	0.358897582	0.125130844	0.141178106	0.146491468	0.13538805	0.126121925	0.147923432	0.121972239	0.127231957	0.124982942	0.124723794	0.125844321	0.119625148	0.087832355	0.0568412	0.060889179	0.080691514	0	0.041185143	0.13382041	0.120097942	0.08643314	0.144095318	0.125939738	0.121908716	0.99755233	0.987796954	0.996890002	0.990587828	0.99664382	0.995869148	0.897765685	0.729901098	0.835672664	0.912202647	0.907564068	0.709072106	0.457913415	0.222993179	0.555193106	0.335355861	0.29819829	0.327210802	0.599857859	0.577927153	0.54543281	0.518069069	0.71856172	0.487507104	0.395035301	0.824664373	0.14143766	0.143656417	0.391065641	0.142518415	0.117928743	0.210024001	0.191557111	0.133989136	0.117540921	0.201290178	0.158475927	0.154716946	0.237994201	0.31859456	0.108002221	0.289271365	0.129800284	0.341409568	0.117779211	0.189354239	0.151887275	0.14631846
