Sample1	Sample2	Gene Abundance	Group	sample1	sample2	Genus Abundance	Group	sample1	sample2	Kos Abundance	Group
PD70dIlC4	MD70dIlC1	0.990424946	Ileum	PD70dIlC4	MD70dIlC1	0.895464262	Ileum	PD70dIlC4	MD70dIlC1	0.894101366	Ileum
PD70dIlC5	MD70dIlC1	0.989449071	Ileum	PD70dIlC5	MD70dIlC1	0.895923179	Ileum	PD70dIlC5	MD70dIlC1	0.883532733	Ileum
PD70dIlC6	MD70dIlC1	0.985038456	Ileum	PD70dIlC6	MD70dIlC1	0.677445241	Ileum	PD70dIlC6	MD70dIlC1	0.750170067	Ileum
SDQILC1	MD70dIlC1	0.985707213	Ileum	SDQILC1	MD70dIlC1	0.908433947	Ileum	SDQILC1	MD70dIlC1	0.89350004	Ileum
SDQILC2	MD70dIlC1	0.983960174	Ileum	SDQILC2	MD70dIlC1	0.928809511	Ileum	SDQILC2	MD70dIlC1	0.915395104	Ileum
SDQILC4	MD70dIlC1	0.989760654	Ileum	SDQILC4	MD70dIlC1	0.918717736	Ileum	SDQILC4	MD70dIlC1	0.911792852	Ileum
SDQILC5	MD70dIlC1	0.982813624	Ileum	SDQILC5	MD70dIlC1	0.91280751	Ileum	SDQILC5	MD70dIlC1	0.900129112	Ileum
SDQILC8	MD70dIlC1	0.983725753	Ileum	SDQILC8	MD70dIlC1	0.905354236	Ileum	SDQILC8	MD70dIlC1	0.898140035	Ileum
SDQILC9	MD70dIlC1	0.993441785	Ileum	SDQILC9	MD70dIlC1	0.903330544	Ileum	SDQILC9	MD70dIlC1	0.907220154	Ileum
WHYILC1	MD70dIlC1	0.978810118	Ileum	WHYILC1	MD70dIlC1	0.774680481	Ileum	WHYILC1	MD70dIlC1	0.712426273	Ileum
WHYILC3	MD70dIlC1	0.981437348	Ileum	WHYILC3	MD70dIlC1	0.908777016	Ileum	WHYILC3	MD70dIlC1	0.895449922	Ileum
WHYILC4	MD70dIlC1	0.986806339	Ileum	WHYILC4	MD70dIlC1	0.870989715	Ileum	WHYILC4	MD70dIlC1	0.900428842	Ileum
WHYILC5	MD70dIlC1	0.979142352	Ileum	WHYILC5	MD70dIlC1	0.875410803	Ileum	WHYILC5	MD70dIlC1	0.890433581	Ileum
WHYILC6	MD70dIlC1	0.996936074	Ileum	WHYILC6	MD70dIlC1	0.944627453	Ileum	WHYILC6	MD70dIlC1	0.518652366	Ileum
WHYILC8	MD70dIlC1	0.98727077	Ileum	WHYILC8	MD70dIlC1	0.833920604	Ileum	WHYILC8	MD70dIlC1	0.884339066	Ileum
MD70dIlC1	MD70dIlC2	0.546552904	Ileum	MD70dIlC1	MD70dIlC2	0.783339932	Ileum	MD70dIlC1	MD70dIlC2	0.840900829	Ileum
MD70dIlC3	MD70dIlC2	0.586794256	Ileum	MD70dIlC3	MD70dIlC2	0.868010907	Ileum	MD70dIlC3	MD70dIlC2	0.921077272	Ileum
MD70dIlC4	MD70dIlC2	0.331475667	Ileum	MD70dIlC4	MD70dIlC2	0.291308962	Ileum	MD70dIlC4	MD70dIlC2	0.163632197	Ileum
MD70dIlC5	MD70dIlC2	0.548641636	Ileum	MD70dIlC5	MD70dIlC2	0.776314853	Ileum	MD70dIlC5	MD70dIlC2	0.827927202	Ileum
MD70dIlC7	MD70dIlC2	0.578771984	Ileum	MD70dIlC7	MD70dIlC2	0.859349412	Ileum	MD70dIlC7	MD70dIlC2	0.914235259	Ileum
PD70dIlC1	MD70dIlC2	0.908702518	Ileum	PD70dIlC1	MD70dIlC2	0.743068859	Ileum	PD70dIlC1	MD70dIlC2	0.446833854	Ileum
PD70dIlC2	MD70dIlC2	0.970583837	Ileum	PD70dIlC2	MD70dIlC2	0.73935593	Ileum	PD70dIlC2	MD70dIlC2	0.593738424	Ileum
PD70dIlC3	MD70dIlC2	0.708098049	Ileum	PD70dIlC3	MD70dIlC2	0.367526285	Ileum	PD70dIlC3	MD70dIlC2	0.313499448	Ileum
PD70dIlC4	MD70dIlC2	0.932377265	Ileum	PD70dIlC4	MD70dIlC2	0.740581616	Ileum	PD70dIlC4	MD70dIlC2	0.467171087	Ileum
PD70dIlC5	MD70dIlC2	0.906646028	Ileum	PD70dIlC5	MD70dIlC2	0.755906347	Ileum	PD70dIlC5	MD70dIlC2	0.439726707	Ileum
PD70dIlC6	MD70dIlC2	0.974800652	Ileum	PD70dIlC6	MD70dIlC2	0.757454437	Ileum	PD70dIlC6	MD70dIlC2	0.633682373	Ileum
SDQILC1	MD70dIlC2	0.960517893	Ileum	SDQILC1	MD70dIlC2	0.80400445	Ileum	SDQILC1	MD70dIlC2	0.392246187	Ileum
SDQILC2	MD70dIlC2	0.951302796	Ileum	SDQILC2	MD70dIlC2	0.86011936	Ileum	SDQILC2	MD70dIlC2	0.433171373	Ileum
SDQILC4	MD70dIlC2	0.955432988	Ileum	SDQILC4	MD70dIlC2	0.711162963	Ileum	SDQILC4	MD70dIlC2	0.417667296	Ileum
SDQILC5	MD70dIlC2	0.946636537	Ileum	SDQILC5	MD70dIlC2	0.788501827	Ileum	SDQILC5	MD70dIlC2	0.362558221	Ileum
SDQILC8	MD70dIlC2	0.95535379	Ileum	SDQILC8	MD70dIlC2	0.794319687	Ileum	SDQILC8	MD70dIlC2	0.412453294	Ileum
SDQILC9	MD70dIlC2	0.975758854	Ileum	SDQILC9	MD70dIlC2	0.837457783	Ileum	SDQILC9	MD70dIlC2	0.453480549	Ileum
WHYILC1	MD70dIlC2	0.982303147	Ileum	WHYILC1	MD70dIlC2	0.839886103	Ileum	WHYILC1	MD70dIlC2	0.572725872	Ileum
WHYILC3	MD70dIlC2	0.926921865	Ileum	WHYILC3	MD70dIlC2	0.728064907	Ileum	WHYILC3	MD70dIlC2	0.357357225	Ileum
WHYILC4	MD70dIlC2	0.971775612	Ileum	WHYILC4	MD70dIlC2	0.802658113	Ileum	WHYILC4	MD70dIlC2	0.433051811	Ileum
WHYILC5	MD70dIlC2	0.970374166	Ileum	WHYILC5	MD70dIlC2	0.874102496	Ileum	WHYILC5	MD70dIlC2	0.43122318	Ileum
WHYILC6	MD70dIlC2	0.994911978	Ileum	WHYILC6	MD70dIlC2	0.944772447	Ileum	WHYILC6	MD70dIlC2	0.738811842	Ileum
WHYILC8	MD70dIlC2	0.984569348	Ileum	WHYILC8	MD70dIlC2	0.804814961	Ileum	WHYILC8	MD70dIlC2	0.455179877	Ileum
MD70dIlC1	MD70dIlC3	0.23692408	Ileum	MD70dIlC1	MD70dIlC3	0.373564023	Ileum	MD70dIlC1	MD70dIlC3	0.609855856	Ileum
MD70dIlC2	MD70dIlC3	0.586794256	Ileum	MD70dIlC2	MD70dIlC3	0.868010907	Ileum	MD70dIlC2	MD70dIlC3	0.921077272	Ileum
MD70dIlC4	MD70dIlC3	0.607806547	Ileum	MD70dIlC4	MD70dIlC3	0.896950447	Ileum	MD70dIlC4	MD70dIlC3	0.929076032	Ileum
MD70dIlC5	MD70dIlC3	0.262957416	Ileum	MD70dIlC5	MD70dIlC3	0.37997517	Ileum	MD70dIlC5	MD70dIlC3	0.624906899	Ileum
MD70dIlC7	MD70dIlC3	0.178693067	Ileum	MD70dIlC7	MD70dIlC3	0.137752645	Ileum	MD70dIlC7	MD70dIlC3	0.601994928	Ileum
PD70dIlC1	MD70dIlC3	0.991349818	Ileum	PD70dIlC1	MD70dIlC3	0.932436629	Ileum	PD70dIlC1	MD70dIlC3	0.941336003	Ileum
PD70dIlC2	MD70dIlC3	0.988766264	Ileum	PD70dIlC2	MD70dIlC3	0.773291626	Ileum	PD70dIlC2	MD70dIlC3	0.88525462	Ileum
PD70dIlC3	MD70dIlC3	0.98927918	Ileum	PD70dIlC3	MD70dIlC3	0.94721464	Ileum	PD70dIlC3	MD70dIlC3	0.953350747	Ileum
PD70dIlC4	MD70dIlC3	0.990745962	Ileum	PD70dIlC4	MD70dIlC3	0.925222123	Ileum	PD70dIlC4	MD70dIlC3	0.944550066	Ileum
PD70dIlC5	MD70dIlC3	0.990907569	Ileum	PD70dIlC5	MD70dIlC3	0.935621554	Ileum	PD70dIlC5	MD70dIlC3	0.941195981	Ileum
PD70dIlC6	MD70dIlC3	0.987661045	Ileum	PD70dIlC6	MD70dIlC3	0.742326707	Ileum	PD70dIlC6	MD70dIlC3	0.869382366	Ileum
SDQILC1	MD70dIlC3	0.997870603	Ileum	SDQILC1	MD70dIlC3	0.961189146	Ileum	SDQILC1	MD70dIlC3	0.948220042	Ileum
SDQILC2	MD70dIlC3	0.997787142	Ileum	SDQILC2	MD70dIlC3	0.970325562	Ileum	SDQILC2	MD70dIlC3	0.960244315	Ileum
SDQILC4	MD70dIlC3	0.997586189	Ileum	SDQILC4	MD70dIlC3	0.958986399	Ileum	SDQILC4	MD70dIlC3	0.956812782	Ileum
SDQILC5	MD70dIlC3	0.997215594	Ileum	SDQILC5	MD70dIlC3	0.960980683	Ileum	SDQILC5	MD70dIlC3	0.951661094	Ileum
SDQILC8	MD70dIlC3	0.99471206	Ileum	SDQILC8	MD70dIlC3	0.954898329	Ileum	SDQILC8	MD70dIlC3	0.950688495	Ileum
SDQILC9	MD70dIlC3	0.997477343	Ileum	SDQILC9	MD70dIlC3	0.95796531	Ileum	SDQILC9	MD70dIlC3	0.954920566	Ileum
WHYILC1	MD70dIlC3	0.984274334	Ileum	WHYILC1	MD70dIlC3	0.84747478	Ileum	WHYILC1	MD70dIlC3	0.856798384	Ileum
WHYILC3	MD70dIlC3	0.99522732	Ileum	WHYILC3	MD70dIlC3	0.961271171	Ileum	WHYILC3	MD70dIlC3	0.949806602	Ileum
WHYILC4	MD70dIlC3	0.990079607	Ileum	WHYILC4	MD70dIlC3	0.931954161	Ileum	WHYILC4	MD70dIlC3	0.951312927	Ileum
WHYILC5	MD70dIlC3	0.99111461	Ileum	WHYILC5	MD70dIlC3	0.945249704	Ileum	WHYILC5	MD70dIlC3	0.946946863	Ileum
WHYILC6	MD70dIlC3	0.997887418	Ileum	WHYILC6	MD70dIlC3	0.963449752	Ileum	WHYILC6	MD70dIlC3	0.715893179	Ileum
WHYILC8	MD70dIlC3	0.989775141	Ileum	WHYILC8	MD70dIlC3	0.914984696	Ileum	WHYILC8	MD70dIlC3	0.944381325	Ileum
MD70dIlC1	MD70dIlC4	0.58708796	Ileum	MD70dIlC1	MD70dIlC4	0.812634571	Ileum	MD70dIlC1	MD70dIlC4	0.853458515	Ileum
MD70dIlC2	MD70dIlC4	0.331475667	Ileum	MD70dIlC2	MD70dIlC4	0.291308962	Ileum	MD70dIlC2	MD70dIlC4	0.163632197	Ileum
MD70dIlC3	MD70dIlC4	0.607806547	Ileum	MD70dIlC3	MD70dIlC4	0.896950447	Ileum	MD70dIlC3	MD70dIlC4	0.929076032	Ileum
MD70dIlC5	MD70dIlC4	0.590914741	Ileum	MD70dIlC5	MD70dIlC4	0.806439384	Ileum	MD70dIlC5	MD70dIlC4	0.843147876	Ileum
MD70dIlC7	MD70dIlC4	0.607273377	Ileum	MD70dIlC7	MD70dIlC4	0.891395688	Ileum	MD70dIlC7	MD70dIlC4	0.922248163	Ileum
PD70dIlC1	MD70dIlC4	0.841472212	Ileum	PD70dIlC1	MD70dIlC4	0.578468498	Ileum	PD70dIlC1	MD70dIlC4	0.377767138	Ileum
PD70dIlC2	MD70dIlC4	0.966477496	Ileum	PD70dIlC2	MD70dIlC4	0.755821712	Ileum	PD70dIlC2	MD70dIlC4	0.596127006	Ileum
PD70dIlC3	MD70dIlC4	0.645429724	Ileum	PD70dIlC3	MD70dIlC4	0.33074259	Ileum	PD70dIlC3	MD70dIlC4	0.258453064	Ileum
PD70dIlC4	MD70dIlC4	0.893503492	Ileum	PD70dIlC4	MD70dIlC4	0.648444832	Ileum	PD70dIlC4	MD70dIlC4	0.414887355	Ileum
PD70dIlC5	MD70dIlC4	0.837401971	Ileum	PD70dIlC5	MD70dIlC4	0.593173391	Ileum	PD70dIlC5	MD70dIlC4	0.371282857	Ileum
PD70dIlC6	MD70dIlC4	0.97293116	Ileum	PD70dIlC6	MD70dIlC4	0.780889326	Ileum	PD70dIlC6	MD70dIlC4	0.640084829	Ileum
SDQILC1	MD70dIlC4	0.973271622	Ileum	SDQILC1	MD70dIlC4	0.866554209	Ileum	SDQILC1	MD70dIlC4	0.391772409	Ileum
SDQILC2	MD70dIlC4	0.960773537	Ileum	SDQILC2	MD70dIlC4	0.878183265	Ileum	SDQILC2	MD70dIlC4	0.413104613	Ileum
SDQILC4	MD70dIlC4	0.95317228	Ileum	SDQILC4	MD70dIlC4	0.734708716	Ileum	SDQILC4	MD70dIlC4	0.372604658	Ileum
SDQILC5	MD70dIlC4	0.96324963	Ileum	SDQILC5	MD70dIlC4	0.861869991	Ileum	SDQILC5	MD70dIlC4	0.353801105	Ileum
SDQILC8	MD70dIlC4	0.964326083	Ileum	SDQILC8	MD70dIlC4	0.853174689	Ileum	SDQILC8	MD70dIlC4	0.411255105	Ileum
SDQILC9	MD70dIlC4	0.980400109	Ileum	SDQILC9	MD70dIlC4	0.866747217	Ileum	SDQILC9	MD70dIlC4	0.438530298	Ileum
WHYILC1	MD70dIlC4	0.989206446	Ileum	WHYILC1	MD70dIlC4	0.847033067	Ileum	WHYILC1	MD70dIlC4	0.585439908	Ileum
WHYILC3	MD70dIlC4	0.952753729	Ileum	WHYILC3	MD70dIlC4	0.796628239	Ileum	WHYILC3	MD70dIlC4	0.355843294	Ileum
WHYILC4	MD70dIlC4	0.979844301	Ileum	WHYILC4	MD70dIlC4	0.845812864	Ileum	WHYILC4	MD70dIlC4	0.41481444	Ileum
WHYILC5	MD70dIlC4	0.976138637	Ileum	WHYILC5	MD70dIlC4	0.864161129	Ileum	WHYILC5	MD70dIlC4	0.397978945	Ileum
WHYILC6	MD70dIlC4	0.995418931	Ileum	WHYILC6	MD70dIlC4	0.934914521	Ileum	WHYILC6	MD70dIlC4	0.746050403	Ileum
WHYILC8	MD70dIlC4	0.989766661	Ileum	WHYILC8	MD70dIlC4	0.843978562	Ileum	WHYILC8	MD70dIlC4	0.437877226	Ileum
MD70dIlC1	MD70dIlC5	0.184862413	Ileum	MD70dIlC1	MD70dIlC5	0.095288366	Ileum	MD70dIlC1	MD70dIlC5	0.406490942	Ileum
MD70dIlC2	MD70dIlC5	0.548641636	Ileum	MD70dIlC2	MD70dIlC5	0.776314853	Ileum	MD70dIlC2	MD70dIlC5	0.827927202	Ileum
MD70dIlC3	MD70dIlC5	0.262957416	Ileum	MD70dIlC3	MD70dIlC5	0.37997517	Ileum	MD70dIlC3	MD70dIlC5	0.624906899	Ileum
MD70dIlC4	MD70dIlC5	0.590914741	Ileum	MD70dIlC4	MD70dIlC5	0.806439384	Ileum	MD70dIlC4	MD70dIlC5	0.843147876	Ileum
MD70dIlC7	MD70dIlC5	0.247401458	Ileum	MD70dIlC7	MD70dIlC5	0.352482289	Ileum	MD70dIlC7	MD70dIlC5	0.610408372	Ileum
PD70dIlC1	MD70dIlC5	0.989323219	Ileum	PD70dIlC1	MD70dIlC5	0.881005035	Ileum	PD70dIlC1	MD70dIlC5	0.874589017	Ileum
PD70dIlC2	MD70dIlC5	0.986269071	Ileum	PD70dIlC2	MD70dIlC5	0.688945928	Ileum	PD70dIlC2	MD70dIlC5	0.776112029	Ileum
PD70dIlC3	MD70dIlC5	0.988439095	Ileum	PD70dIlC3	MD70dIlC5	0.898724362	Ileum	PD70dIlC3	MD70dIlC5	0.898509898	Ileum
PD70dIlC4	MD70dIlC5	0.990402044	Ileum	PD70dIlC4	MD70dIlC5	0.891033766	Ileum	PD70dIlC4	MD70dIlC5	0.885546367	Ileum
PD70dIlC5	MD70dIlC5	0.989654275	Ileum	PD70dIlC5	MD70dIlC5	0.892247675	Ileum	PD70dIlC5	MD70dIlC5	0.878150781	Ileum
PD70dIlC6	MD70dIlC5	0.984829333	Ileum	PD70dIlC6	MD70dIlC5	0.674228331	Ileum	PD70dIlC6	MD70dIlC5	0.749345834	Ileum
SDQILC1	MD70dIlC5	0.986000967	Ileum	SDQILC1	MD70dIlC5	0.904822192	Ileum	SDQILC1	MD70dIlC5	0.884736365	Ileum
SDQILC2	MD70dIlC5	0.98358476	Ileum	SDQILC2	MD70dIlC5	0.926601643	Ileum	SDQILC2	MD70dIlC5	0.909705392	Ileum
SDQILC4	MD70dIlC5	0.990195999	Ileum	SDQILC4	MD70dIlC5	0.913938545	Ileum	SDQILC4	MD70dIlC5	0.904724959	Ileum
SDQILC5	MD70dIlC5	0.982517209	Ileum	SDQILC5	MD70dIlC5	0.908206509	Ileum	SDQILC5	MD70dIlC5	0.891818801	Ileum
SDQILC8	MD70dIlC5	0.98422629	Ileum	SDQILC8	MD70dIlC5	0.901166691	Ileum	SDQILC8	MD70dIlC5	0.889892788	Ileum
SDQILC9	MD70dIlC5	0.993652881	Ileum	SDQILC9	MD70dIlC5	0.899435228	Ileum	SDQILC9	MD70dIlC5	0.900403518	Ileum
WHYILC1	MD70dIlC5	0.97829704	Ileum	WHYILC1	MD70dIlC5	0.764172968	Ileum	WHYILC1	MD70dIlC5	0.702536276	Ileum
WHYILC3	MD70dIlC5	0.981459704	Ileum	WHYILC3	MD70dIlC5	0.904905965	Ileum	WHYILC3	MD70dIlC5	0.887744582	Ileum
WHYILC4	MD70dIlC5	0.986556025	Ileum	WHYILC4	MD70dIlC5	0.864498631	Ileum	WHYILC4	MD70dIlC5	0.892417981	Ileum
WHYILC5	MD70dIlC5	0.97926215	Ileum	WHYILC5	MD70dIlC5	0.87175356	Ileum	WHYILC5	MD70dIlC5	0.880882571	Ileum
WHYILC6	MD70dIlC5	0.997261331	Ileum	WHYILC6	MD70dIlC5	0.942141274	Ileum	WHYILC6	MD70dIlC5	0.527094117	Ileum
WHYILC8	MD70dIlC5	0.987125599	Ileum	WHYILC8	MD70dIlC5	0.825845369	Ileum	WHYILC8	MD70dIlC5	0.876573472	Ileum
MD70dIlC1	MD70dIlC7	0.227743572	Ileum	MD70dIlC1	MD70dIlC7	0.358967653	Ileum	MD70dIlC1	MD70dIlC7	0.586794867	Ileum
MD70dIlC2	MD70dIlC7	0.578771984	Ileum	MD70dIlC2	MD70dIlC7	0.859349412	Ileum	MD70dIlC2	MD70dIlC7	0.914235259	Ileum
MD70dIlC3	MD70dIlC7	0.178693067	Ileum	MD70dIlC3	MD70dIlC7	0.137752645	Ileum	MD70dIlC3	MD70dIlC7	0.601994928	Ileum
MD70dIlC4	MD70dIlC7	0.607273377	Ileum	MD70dIlC4	MD70dIlC7	0.891395688	Ileum	MD70dIlC4	MD70dIlC7	0.922248163	Ileum
MD70dIlC5	MD70dIlC7	0.247401458	Ileum	MD70dIlC5	MD70dIlC7	0.352482289	Ileum	MD70dIlC5	MD70dIlC7	0.610408372	Ileum
PD70dIlC1	MD70dIlC7	0.990779386	Ileum	PD70dIlC1	MD70dIlC7	0.92512462	Ileum	PD70dIlC1	MD70dIlC7	0.937623883	Ileum
PD70dIlC2	MD70dIlC7	0.989456533	Ileum	PD70dIlC2	MD70dIlC7	0.753862901	Ileum	PD70dIlC2	MD70dIlC7	0.871699017	Ileum
PD70dIlC3	MD70dIlC7	0.988927056	Ileum	PD70dIlC3	MD70dIlC7	0.941944144	Ileum	PD70dIlC3	MD70dIlC7	0.949816357	Ileum
PD70dIlC4	MD70dIlC7	0.989914825	Ileum	PD70dIlC4	MD70dIlC7	0.919153195	Ileum	PD70dIlC4	MD70dIlC7	0.940807412	Ileum
PD70dIlC5	MD70dIlC7	0.99073091	Ileum	PD70dIlC5	MD70dIlC7	0.929364124	Ileum	PD70dIlC5	MD70dIlC7	0.937076663	Ileum
PD70dIlC6	MD70dIlC7	0.9886294	Ileum	PD70dIlC6	MD70dIlC7	0.727163725	Ileum	PD70dIlC6	MD70dIlC7	0.860002637	Ileum
SDQILC1	MD70dIlC7	0.99788602	Ileum	SDQILC1	MD70dIlC7	0.956611177	Ileum	SDQILC1	MD70dIlC7	0.944260361	Ileum
SDQILC2	MD70dIlC7	0.997750932	Ileum	SDQILC2	MD70dIlC7	0.968049663	Ileum	SDQILC2	MD70dIlC7	0.956876819	Ileum
SDQILC4	MD70dIlC7	0.997144952	Ileum	SDQILC4	MD70dIlC7	0.95455199	Ileum	SDQILC4	MD70dIlC7	0.953731453	Ileum
SDQILC5	MD70dIlC7	0.997199249	Ileum	SDQILC5	MD70dIlC7	0.956376313	Ileum	SDQILC5	MD70dIlC7	0.947806472	Ileum
SDQILC8	MD70dIlC7	0.994659134	Ileum	SDQILC8	MD70dIlC7	0.949916877	Ileum	SDQILC8	MD70dIlC7	0.946569782	Ileum
SDQILC9	MD70dIlC7	0.9974836	Ileum	SDQILC9	MD70dIlC7	0.953407331	Ileum	SDQILC9	MD70dIlC7	0.951153356	Ileum
WHYILC1	MD70dIlC7	0.984586697	Ileum	WHYILC1	MD70dIlC7	0.838837567	Ileum	WHYILC1	MD70dIlC7	0.844965239	Ileum
WHYILC3	MD70dIlC7	0.994968851	Ileum	WHYILC3	MD70dIlC7	0.956797584	Ileum	WHYILC3	MD70dIlC7	0.944862122	Ileum
WHYILC4	MD70dIlC7	0.989756795	Ileum	WHYILC4	MD70dIlC7	0.926130682	Ileum	WHYILC4	MD70dIlC7	0.94703405	Ileum
WHYILC5	MD70dIlC7	0.991461474	Ileum	WHYILC5	MD70dIlC7	0.940732035	Ileum	WHYILC5	MD70dIlC7	0.943435524	Ileum
WHYILC6	MD70dIlC7	0.99813875	Ileum	WHYILC6	MD70dIlC7	0.961474386	Ileum	WHYILC6	MD70dIlC7	0.707711015	Ileum
WHYILC8	MD70dIlC7	0.989791555	Ileum	WHYILC8	MD70dIlC7	0.905941004	Ileum	WHYILC8	MD70dIlC7	0.939145385	Ileum
MD70dIlC1	PD70dIlC1	0.989096954	Ileum	MD70dIlC1	PD70dIlC1	0.885201146	Ileum	MD70dIlC1	PD70dIlC1	0.882319869	Ileum
MD70dIlC2	PD70dIlC1	0.908702518	Ileum	MD70dIlC2	PD70dIlC1	0.743068859	Ileum	MD70dIlC2	PD70dIlC1	0.446833854	Ileum
MD70dIlC3	PD70dIlC1	0.991349818	Ileum	MD70dIlC3	PD70dIlC1	0.932436629	Ileum	MD70dIlC3	PD70dIlC1	0.941336003	Ileum
MD70dIlC4	PD70dIlC1	0.841472212	Ileum	MD70dIlC4	PD70dIlC1	0.578468498	Ileum	MD70dIlC4	PD70dIlC1	0.377767138	Ileum
MD70dIlC5	PD70dIlC1	0.989323219	Ileum	MD70dIlC5	PD70dIlC1	0.881005035	Ileum	MD70dIlC5	PD70dIlC1	0.874589017	Ileum
MD70dIlC7	PD70dIlC1	0.990779386	Ileum	MD70dIlC7	PD70dIlC1	0.92512462	Ileum	MD70dIlC7	PD70dIlC1	0.937623883	Ileum
PD70dIlC2	PD70dIlC1	0.785787124	Ileum	PD70dIlC2	PD70dIlC1	0.570697657	Ileum	PD70dIlC2	PD70dIlC1	0.596543228	Ileum
PD70dIlC3	PD70dIlC1	0.609985155	Ileum	PD70dIlC3	PD70dIlC1	0.439119445	Ileum	PD70dIlC3	PD70dIlC1	0.375112981	Ileum
PD70dIlC4	PD70dIlC1	0.5288737	Ileum	PD70dIlC4	PD70dIlC1	0.336349813	Ileum	PD70dIlC4	PD70dIlC1	0.307826211	Ileum
PD70dIlC5	PD70dIlC1	0.241525678	Ileum	PD70dIlC5	PD70dIlC1	0.043641303	Ileum	PD70dIlC5	PD70dIlC1	0.122396043	Ileum
PD70dIlC6	PD70dIlC1	0.805163278	Ileum	PD70dIlC6	PD70dIlC1	0.644575557	Ileum	PD70dIlC6	PD70dIlC1	0.647679203	Ileum
SDQILC1	PD70dIlC1	0.992414691	Ileum	SDQILC1	PD70dIlC1	0.907200626	Ileum	SDQILC1	PD70dIlC1	0.499477338	Ileum
SDQILC2	PD70dIlC1	0.990101753	Ileum	SDQILC2	PD70dIlC1	0.907043279	Ileum	SDQILC2	PD70dIlC1	0.541005744	Ileum
SDQILC4	PD70dIlC1	0.963755952	Ileum	SDQILC4	PD70dIlC1	0.749841589	Ileum	SDQILC4	PD70dIlC1	0.469563629	Ileum
SDQILC5	PD70dIlC1	0.99043111	Ileum	SDQILC5	PD70dIlC1	0.917035036	Ileum	SDQILC5	PD70dIlC1	0.487724567	Ileum
SDQILC8	PD70dIlC1	0.97094784	Ileum	SDQILC8	PD70dIlC1	0.902509982	Ileum	SDQILC8	PD70dIlC1	0.512754667	Ileum
SDQILC9	PD70dIlC1	0.993095765	Ileum	SDQILC9	PD70dIlC1	0.908518139	Ileum	SDQILC9	PD70dIlC1	0.525708187	Ileum
WHYILC1	PD70dIlC1	0.886259506	Ileum	WHYILC1	PD70dIlC1	0.849397211	Ileum	WHYILC1	PD70dIlC1	0.664647459	Ileum
WHYILC3	PD70dIlC1	0.986728517	Ileum	WHYILC3	PD70dIlC1	0.903448833	Ileum	WHYILC3	PD70dIlC1	0.498496928	Ileum
WHYILC4	PD70dIlC1	0.893304379	Ileum	WHYILC4	PD70dIlC1	0.879810138	Ileum	WHYILC4	PD70dIlC1	0.49807333	Ileum
WHYILC5	PD70dIlC1	0.923792704	Ileum	WHYILC5	PD70dIlC1	0.875601615	Ileum	WHYILC5	PD70dIlC1	0.495417767	Ileum
WHYILC6	PD70dIlC1	0.983191492	Ileum	WHYILC6	PD70dIlC1	0.931991278	Ileum	WHYILC6	PD70dIlC1	0.780382619	Ileum
WHYILC8	PD70dIlC1	0.891999261	Ileum	WHYILC8	PD70dIlC1	0.864915992	Ileum	WHYILC8	PD70dIlC1	0.507454822	Ileum
MD70dIlC1	PD70dIlC2	0.986562834	Ileum	MD70dIlC1	PD70dIlC2	0.700808785	Ileum	MD70dIlC1	PD70dIlC2	0.77912529	Ileum
MD70dIlC2	PD70dIlC2	0.970583837	Ileum	MD70dIlC2	PD70dIlC2	0.73935593	Ileum	MD70dIlC2	PD70dIlC2	0.593738424	Ileum
MD70dIlC3	PD70dIlC2	0.988766264	Ileum	MD70dIlC3	PD70dIlC2	0.773291626	Ileum	MD70dIlC3	PD70dIlC2	0.88525462	Ileum
MD70dIlC4	PD70dIlC2	0.966477496	Ileum	MD70dIlC4	PD70dIlC2	0.755821712	Ileum	MD70dIlC4	PD70dIlC2	0.596127006	Ileum
MD70dIlC5	PD70dIlC2	0.986269071	Ileum	MD70dIlC5	PD70dIlC2	0.688945928	Ileum	MD70dIlC5	PD70dIlC2	0.776112029	Ileum
MD70dIlC7	PD70dIlC2	0.989456533	Ileum	MD70dIlC7	PD70dIlC2	0.753862901	Ileum	MD70dIlC7	PD70dIlC2	0.871699017	Ileum
PD70dIlC1	PD70dIlC2	0.785787124	Ileum	PD70dIlC1	PD70dIlC2	0.570697657	Ileum	PD70dIlC1	PD70dIlC2	0.596543228	Ileum
PD70dIlC3	PD70dIlC2	0.883910308	Ileum	PD70dIlC3	PD70dIlC2	0.732349026	Ileum	PD70dIlC3	PD70dIlC2	0.686910327	Ileum
PD70dIlC4	PD70dIlC2	0.637830507	Ileum	PD70dIlC4	PD70dIlC2	0.552166801	Ileum	PD70dIlC4	PD70dIlC2	0.593058327	Ileum
PD70dIlC5	PD70dIlC2	0.792533118	Ileum	PD70dIlC5	PD70dIlC2	0.578660159	Ileum	PD70dIlC5	PD70dIlC2	0.59412823	Ileum
PD70dIlC6	PD70dIlC2	0.27877089	Ileum	PD70dIlC6	PD70dIlC2	0.185223222	Ileum	PD70dIlC6	PD70dIlC2	0.489774102	Ileum
SDQILC1	PD70dIlC2	0.997427902	Ileum	SDQILC1	PD70dIlC2	0.918925427	Ileum	SDQILC1	PD70dIlC2	0.693422287	Ileum
SDQILC2	PD70dIlC2	0.995176663	Ileum	SDQILC2	PD70dIlC2	0.935420836	Ileum	SDQILC2	PD70dIlC2	0.752478928	Ileum
