Sample1	Sample2	Gene Abundance	Group	sample1	sample2	Genus Abundance	Group	sample1	sample2	Kos Abundance	Group
SDQCeC3L	WHYCeC5L	0.755370447	Cecum	SDQCeC3L	WHYCeC5L	0.431529003	Cecum	SDQCeC3L	WHYCeC5L	0.14067827	Cecum
SDQCeC4L	WHYCeC5L	0.787039752	Cecum	SDQCeC4L	WHYCeC5L	0.447200838	Cecum	SDQCeC4L	WHYCeC5L	0.150156401	Cecum
SDQCeC8L	WHYCeC5L	0.637822154	Cecum	SDQCeC8L	WHYCeC5L	0.350844583	Cecum	SDQCeC8L	WHYCeC5L	0.125939738	Cecum
SDQCeC9L	WHYCeC5L	0.619269203	Cecum	SDQCeC9L	WHYCeC5L	0.38357611	Cecum	SDQCeC9L	WHYCeC5L	0.130258779	Cecum
WHYCeC1L	WHYCeC5L	0.563820787	Cecum	WHYCeC1L	WHYCeC5L	0.194825801	Cecum	WHYCeC1L	WHYCeC5L	0.060811642	Cecum
WHYCeC2L	WHYCeC5L	0.514585131	Cecum	WHYCeC2L	WHYCeC5L	0.173250229	Cecum	WHYCeC2L	WHYCeC5L	0.058765746	Cecum
WHYCeC3L	WHYCeC5L	0.601490658	Cecum	WHYCeC3L	WHYCeC5L	0.331543642	Cecum	WHYCeC3L	WHYCeC5L	0.117204802	Cecum
WHYCeC4L	WHYCeC5L	0.46410823	Cecum	WHYCeC4L	WHYCeC5L	0.137768508	Cecum	WHYCeC4L	WHYCeC5L	0.052720297	Cecum
WHYCeC7L	WHYCeC5L	0.537386055	Cecum	WHYCeC7L	WHYCeC5L	0.168457556	Cecum	WHYCeC7L	WHYCeC5L	0.059353196	Cecum
MD70dCeC1	WHYCeC7L	0.959726299	Cecum	MD70dCeC1	WHYCeC7L	0.542327412	Cecum	MD70dCeC1	WHYCeC7L	0.163638317	Cecum
MD70dCeC2	WHYCeC7L	0.965005529	Cecum	MD70dCeC2	WHYCeC7L	0.57228571	Cecum	MD70dCeC2	WHYCeC7L	0.180486468	Cecum
MD70dCeC3	WHYCeC7L	0.974640453	Cecum	MD70dCeC3	WHYCeC7L	0.680125781	Cecum	MD70dCeC3	WHYCeC7L	0.202843629	Cecum
MD70dCeC4	WHYCeC7L	0.958152595	Cecum	MD70dCeC4	WHYCeC7L	0.541951906	Cecum	MD70dCeC4	WHYCeC7L	0.1668068	Cecum
MD70dCeC5	WHYCeC7L	0.959304434	Cecum	MD70dCeC5	WHYCeC7L	0.542934088	Cecum	MD70dCeC5	WHYCeC7L	0.165686732	Cecum
MD70dCeC6	WHYCeC7L	0.975280093	Cecum	MD70dCeC6	WHYCeC7L	0.678829891	Cecum	MD70dCeC6	WHYCeC7L	0.202031724	Cecum
PD70dCeC1	WHYCeC7L	0.939782891	Cecum	PD70dCeC1	WHYCeC7L	0.658952155	Cecum	PD70dCeC1	WHYCeC7L	0.185995219	Cecum
PD70dCeC2	WHYCeC7L	0.948246466	Cecum	PD70dCeC2	WHYCeC7L	0.68542413	Cecum	PD70dCeC2	WHYCeC7L	0.190304823	Cecum
PD70dCeC3	WHYCeC7L	0.947036598	Cecum	PD70dCeC3	WHYCeC7L	0.677987737	Cecum	PD70dCeC3	WHYCeC7L	0.18195956	Cecum
PD70dCeC4	WHYCeC7L	0.947362979	Cecum	PD70dCeC4	WHYCeC7L	0.679377975	Cecum	PD70dCeC4	WHYCeC7L	0.180879408	Cecum
PD70dCeC5	WHYCeC7L	0.949041214	Cecum	PD70dCeC5	WHYCeC7L	0.686085087	Cecum	PD70dCeC5	WHYCeC7L	0.188520298	Cecum
PD70dCeC6	WHYCeC7L	0.93865627	Cecum	PD70dCeC6	WHYCeC7L	0.653877367	Cecum	PD70dCeC6	WHYCeC7L	0.180024237	Cecum
SDQCeC1L	WHYCeC7L	0.754400349	Cecum	SDQCeC1L	WHYCeC7L	0.43471316	Cecum	SDQCeC1L	WHYCeC7L	0.154668775	Cecum
SDQCeC2L	WHYCeC7L	0.571299427	Cecum	SDQCeC2L	WHYCeC7L	0.291947223	Cecum	SDQCeC2L	WHYCeC7L	0.105246669	Cecum
SDQCeC3L	WHYCeC7L	0.718142788	Cecum	SDQCeC3L	WHYCeC7L	0.37798933	Cecum	SDQCeC3L	WHYCeC7L	0.128224207	Cecum
SDQCeC4L	WHYCeC7L	0.764712634	Cecum	SDQCeC4L	WHYCeC7L	0.383531656	Cecum	SDQCeC4L	WHYCeC7L	0.1357321	Cecum
SDQCeC8L	WHYCeC7L	0.607452428	Cecum	SDQCeC8L	WHYCeC7L	0.324341928	Cecum	SDQCeC8L	WHYCeC7L	0.121908716	Cecum
SDQCeC9L	WHYCeC7L	0.591646466	Cecum	SDQCeC9L	WHYCeC7L	0.335521184	Cecum	SDQCeC9L	WHYCeC7L	0.123519152	Cecum
WHYCeC1L	WHYCeC7L	0.550792651	Cecum	WHYCeC1L	WHYCeC7L	0.162963916	Cecum	WHYCeC1L	WHYCeC7L	0.047912454	Cecum
WHYCeC2L	WHYCeC7L	0.424647808	Cecum	WHYCeC2L	WHYCeC7L	0.134435161	Cecum	WHYCeC2L	WHYCeC7L	0.037257892	Cecum
WHYCeC3L	WHYCeC7L	0.60238873	Cecum	WHYCeC3L	WHYCeC7L	0.349023151	Cecum	WHYCeC3L	WHYCeC7L	0.104364644	Cecum
WHYCeC4L	WHYCeC7L	0.447922869	Cecum	WHYCeC4L	WHYCeC7L	0.137031032	Cecum	WHYCeC4L	WHYCeC7L	0.055669731	Cecum
WHYCeC5L	WHYCeC7L	0.537386055	Cecum	WHYCeC5L	WHYCeC7L	0.168457556	Cecum	WHYCeC5L	WHYCeC7L	0.059353196	Cecum
MD70djeC2	MD70djeC1	0.175456739	Jejunum	MD70djeC2	MD70djeC1	0.222721697	Jejunum	MD70djeC2	MD70djeC1	0.806820708	Jejunum
MD70djeC3	MD70djeC1	0.167347074	Jejunum	MD70djeC3	MD70djeC1	0.156056248	Jejunum	MD70djeC3	MD70djeC1	0.659257361	Jejunum
MD70djeC4	MD70djeC1	0.186785037	Jejunum	MD70djeC4	MD70djeC1	0.257527493	Jejunum	MD70djeC4	MD70djeC1	0.775113508	Jejunum
MD70djeC5	MD70djeC1	0.136284345	Jejunum	MD70djeC5	MD70djeC1	0.121461943	Jejunum	MD70djeC5	MD70djeC1	0.629858408	Jejunum
MD70djeC6	MD70djeC1	0.164481795	Jejunum	MD70djeC6	MD70djeC1	0.173344401	Jejunum	MD70djeC6	MD70djeC1	0.670095578	Jejunum
PD70djeC1	MD70djeC1	0.991160868	Jejunum	PD70djeC1	MD70djeC1	0.792357562	Jejunum	PD70djeC1	MD70djeC1	0.993605527	Jejunum
PD70djeC2	MD70djeC1	0.990708165	Jejunum	PD70djeC2	MD70djeC1	0.888752081	Jejunum	PD70djeC2	MD70djeC1	0.994238959	Jejunum
PD70djeC3	MD70djeC1	0.990859904	Jejunum	PD70djeC3	MD70djeC1	0.839598577	Jejunum	PD70djeC3	MD70djeC1	0.988164245	Jejunum
PD70djeC4	MD70djeC1	0.990019293	Jejunum	PD70djeC4	MD70djeC1	0.789855452	Jejunum	PD70djeC4	MD70djeC1	0.986483031	Jejunum
PD70djeC5	MD70djeC1	0.990881992	Jejunum	PD70djeC5	MD70djeC1	0.785943293	Jejunum	PD70djeC5	MD70djeC1	0.989390297	Jejunum
PD70djeC6	MD70djeC1	0.991603724	Jejunum	PD70djeC6	MD70djeC1	0.90021259	Jejunum	PD70djeC6	MD70djeC1	0.994285051	Jejunum
SDQJeC1	MD70djeC1	0.989604106	Jejunum	SDQJeC1	MD70djeC1	0.946797734	Jejunum	SDQJeC1	MD70djeC1	0.995479685	Jejunum
SDQJeC2	MD70djeC1	0.991707811	Jejunum	SDQJeC2	MD70djeC1	0.967999152	Jejunum	SDQJeC2	MD70djeC1	0.996458323	Jejunum
SDQJeC4	MD70djeC1	0.988407242	Jejunum	SDQJeC4	MD70djeC1	0.930723102	Jejunum	SDQJeC4	MD70djeC1	0.994075346	Jejunum
SDQJeC5	MD70djeC1	0.990885831	Jejunum	SDQJeC5	MD70djeC1	0.960215663	Jejunum	SDQJeC5	MD70djeC1	0.996506241	Jejunum
SDQJeC7	MD70djeC1	0.990287107	Jejunum	SDQJeC7	MD70djeC1	0.962333841	Jejunum	SDQJeC7	MD70djeC1	0.996887883	Jejunum
SDQJeC9	MD70djeC1	0.993663976	Jejunum	SDQJeC9	MD70djeC1	0.970623966	Jejunum	SDQJeC9	MD70djeC1	0.997215134	Jejunum
WHYJeC1	MD70djeC1	0.987631743	Jejunum	WHYJeC1	MD70djeC1	0.933769264	Jejunum	WHYJeC1	MD70djeC1	0.991931286	Jejunum
WHYJeC2	MD70djeC1	0.988858761	Jejunum	WHYJeC2	MD70djeC1	0.929227927	Jejunum	WHYJeC2	MD70djeC1	0.992519858	Jejunum
WHYJeC3	MD70djeC1	0.987994709	Jejunum	WHYJeC3	MD70djeC1	0.917027143	Jejunum	WHYJeC3	MD70djeC1	0.993872574	Jejunum
WHYJeC5	MD70djeC1	0.987121843	Jejunum	WHYJeC5	MD70djeC1	0.927909531	Jejunum	WHYJeC5	MD70djeC1	0.993564346	Jejunum
WHYJeC7	MD70djeC1	0.988529833	Jejunum	WHYJeC7	MD70djeC1	0.867118828	Jejunum	WHYJeC7	MD70djeC1	0.990316623	Jejunum
WHYJeC8	MD70djeC1	0.988484213	Jejunum	WHYJeC8	MD70djeC1	0.932262532	Jejunum	WHYJeC8	MD70djeC1	0.994375552	Jejunum
MD70djeC1	MD70djeC2	0.175456739	Jejunum	MD70djeC1	MD70djeC2	0.222721697	Jejunum	MD70djeC1	MD70djeC2	0.806820708	Jejunum
MD70djeC3	MD70djeC2	0.169284974	Jejunum	MD70djeC3	MD70djeC2	0.250150871	Jejunum	MD70djeC3	MD70djeC2	0.788926846	Jejunum
MD70djeC4	MD70djeC2	0.171673234	Jejunum	MD70djeC4	MD70djeC2	0.311246113	Jejunum	MD70djeC4	MD70djeC2	0.824071378	Jejunum
MD70djeC5	MD70djeC2	0.181345585	Jejunum	MD70djeC5	MD70djeC2	0.217698999	Jejunum	MD70djeC5	MD70djeC2	0.800743245	Jejunum
MD70djeC6	MD70djeC2	0.175451056	Jejunum	MD70djeC6	MD70djeC2	0.242471295	Jejunum	MD70djeC6	MD70djeC2	0.836565662	Jejunum
PD70djeC1	MD70djeC2	0.990845656	Jejunum	PD70djeC1	MD70djeC2	0.74068755	Jejunum	PD70djeC1	MD70djeC2	0.956947823	Jejunum
PD70djeC2	MD70djeC2	0.990270557	Jejunum	PD70djeC2	MD70djeC2	0.863483312	Jejunum	PD70djeC2	MD70djeC2	0.963729772	Jejunum
PD70djeC3	MD70djeC2	0.990934566	Jejunum	PD70djeC3	MD70djeC2	0.799462342	Jejunum	PD70djeC3	MD70djeC2	0.958408156	Jejunum
PD70djeC4	MD70djeC2	0.990760016	Jejunum	PD70djeC4	MD70djeC2	0.752427876	Jejunum	PD70djeC4	MD70djeC2	0.946091452	Jejunum
PD70djeC5	MD70djeC2	0.990267977	Jejunum	PD70djeC5	MD70djeC2	0.731605968	Jejunum	PD70djeC5	MD70djeC2	0.953178514	Jejunum
PD70djeC6	MD70djeC2	0.991545711	Jejunum	PD70djeC6	MD70djeC2	0.880367826	Jejunum	PD70djeC6	MD70djeC2	0.965600222	Jejunum
SDQJeC1	MD70djeC2	0.989726376	Jejunum	SDQJeC1	MD70djeC2	0.935019716	Jejunum	SDQJeC1	MD70djeC2	0.975924005	Jejunum
SDQJeC2	MD70djeC2	0.99233302	Jejunum	SDQJeC2	MD70djeC2	0.962622911	Jejunum	SDQJeC2	MD70djeC2	0.983892311	Jejunum
SDQJeC4	MD70djeC2	0.989474468	Jejunum	SDQJeC4	MD70djeC2	0.928395887	Jejunum	SDQJeC4	MD70djeC2	0.970672249	Jejunum
SDQJeC5	MD70djeC2	0.99148586	Jejunum	SDQJeC5	MD70djeC2	0.94942345	Jejunum	SDQJeC5	MD70djeC2	0.979933418	Jejunum
SDQJeC7	MD70djeC2	0.991304064	Jejunum	SDQJeC7	MD70djeC2	0.952707865	Jejunum	SDQJeC7	MD70djeC2	0.982516981	Jejunum
SDQJeC9	MD70djeC2	0.994293723	Jejunum	SDQJeC9	MD70djeC2	0.962250986	Jejunum	SDQJeC9	MD70djeC2	0.985040792	Jejunum
WHYJeC1	MD70djeC2	0.989639399	Jejunum	WHYJeC1	MD70djeC2	0.920624047	Jejunum	WHYJeC1	MD70djeC2	0.958620747	Jejunum
WHYJeC2	MD70djeC2	0.989926978	Jejunum	WHYJeC2	MD70djeC2	0.928775549	Jejunum	WHYJeC2	MD70djeC2	0.967469783	Jejunum
WHYJeC3	MD70djeC2	0.988034413	Jejunum	WHYJeC3	MD70djeC2	0.907332531	Jejunum	WHYJeC3	MD70djeC2	0.964644243	Jejunum
WHYJeC5	MD70djeC2	0.988319524	Jejunum	WHYJeC5	MD70djeC2	0.921338606	Jejunum	WHYJeC5	MD70djeC2	0.969482139	Jejunum
WHYJeC7	MD70djeC2	0.988105413	Jejunum	WHYJeC7	MD70djeC2	0.85743067	Jejunum	WHYJeC7	MD70djeC2	0.955575138	Jejunum
WHYJeC8	MD70djeC2	0.989377821	Jejunum	WHYJeC8	MD70djeC2	0.920784092	Jejunum	WHYJeC8	MD70djeC2	0.972218545	Jejunum
MD70djeC1	MD70djeC3	0.167347074	Jejunum	MD70djeC1	MD70djeC3	0.156056248	Jejunum	MD70djeC1	MD70djeC3	0.659257361	Jejunum
MD70djeC2	MD70djeC3	0.169284974	Jejunum	MD70djeC2	MD70djeC3	0.250150871	Jejunum	MD70djeC2	MD70djeC3	0.788926846	Jejunum
MD70djeC4	MD70djeC3	0.20640949	Jejunum	MD70djeC4	MD70djeC3	0.295045597	Jejunum	MD70djeC4	MD70djeC3	0.790014424	Jejunum
MD70djeC5	MD70djeC3	0.162480641	Jejunum	MD70djeC5	MD70djeC3	0.146900614	Jejunum	MD70djeC5	MD70djeC3	0.5895177	Jejunum
MD70djeC6	MD70djeC3	0.142066907	Jejunum	MD70djeC6	MD70djeC3	0.161188797	Jejunum	MD70djeC6	MD70djeC3	0.600253294	Jejunum
PD70djeC1	MD70djeC3	0.99075338	Jejunum	PD70djeC1	MD70djeC3	0.757383722	Jejunum	PD70djeC1	MD70djeC3	0.985200825	Jejunum
PD70djeC2	MD70djeC3	0.98904473	Jejunum	PD70djeC2	MD70djeC3	0.866404409	Jejunum	PD70djeC2	MD70djeC3	0.990275564	Jejunum
PD70djeC3	MD70djeC3	0.989919741	Jejunum	PD70djeC3	MD70djeC3	0.81388559	Jejunum	PD70djeC3	MD70djeC3	0.981597076	Jejunum
PD70djeC4	MD70djeC3	0.989148791	Jejunum	PD70djeC4	MD70djeC3	0.747712391	Jejunum	PD70djeC4	MD70djeC3	0.97530891	Jejunum
PD70djeC5	MD70djeC3	0.990148445	Jejunum	PD70djeC5	MD70djeC3	0.740988711	Jejunum	PD70djeC5	MD70djeC3	0.982947625	Jejunum
PD70djeC6	MD70djeC3	0.990719245	Jejunum	PD70djeC6	MD70djeC3	0.882674392	Jejunum	PD70djeC6	MD70djeC3	0.991046329	Jejunum
SDQJeC1	MD70djeC3	0.98765295	Jejunum	SDQJeC1	MD70djeC3	0.934984574	Jejunum	SDQJeC1	MD70djeC3	0.993203479	Jejunum
SDQJeC2	MD70djeC3	0.989717192	Jejunum	SDQJeC2	MD70djeC3	0.960612409	Jejunum	SDQJeC2	MD70djeC3	0.995444201	Jejunum
SDQJeC4	MD70djeC3	0.986628367	Jejunum	SDQJeC4	MD70djeC3	0.915780501	Jejunum	SDQJeC4	MD70djeC3	0.992322157	Jejunum
SDQJeC5	MD70djeC3	0.989847679	Jejunum	SDQJeC5	MD70djeC3	0.95107711	Jejunum	SDQJeC5	MD70djeC3	0.994535617	Jejunum
SDQJeC7	MD70djeC3	0.989028707	Jejunum	SDQJeC7	MD70djeC3	0.953993534	Jejunum	SDQJeC7	MD70djeC3	0.995046316	Jejunum
SDQJeC9	MD70djeC3	0.992508957	Jejunum	SDQJeC9	MD70djeC3	0.964002093	Jejunum	SDQJeC9	MD70djeC3	0.996137364	Jejunum
WHYJeC1	MD70djeC3	0.985878812	Jejunum	WHYJeC1	MD70djeC3	0.919202682	Jejunum	WHYJeC1	MD70djeC3	0.988702659	Jejunum
WHYJeC2	MD70djeC3	0.987070361	Jejunum	WHYJeC2	MD70djeC3	0.915555447	Jejunum	WHYJeC2	MD70djeC3	0.989980253	Jejunum
WHYJeC3	MD70djeC3	0.986070709	Jejunum	WHYJeC3	MD70djeC3	0.900552101	Jejunum	WHYJeC3	MD70djeC3	0.990062518	Jejunum
WHYJeC5	MD70djeC3	0.985776775	Jejunum	WHYJeC5	MD70djeC3	0.9112935	Jejunum	WHYJeC5	MD70djeC3	0.991218846	Jejunum
WHYJeC7	MD70djeC3	0.987015291	Jejunum	WHYJeC7	MD70djeC3	0.843240562	Jejunum	WHYJeC7	MD70djeC3	0.985750525	Jejunum
WHYJeC8	MD70djeC3	0.987390719	Jejunum	WHYJeC8	MD70djeC3	0.918415328	Jejunum	WHYJeC8	MD70djeC3	0.992535179	Jejunum
MD70djeC1	MD70djeC4	0.186785037	Jejunum	MD70djeC1	MD70djeC4	0.257527493	Jejunum	MD70djeC1	MD70djeC4	0.775113508	Jejunum
MD70djeC2	MD70djeC4	0.171673234	Jejunum	MD70djeC2	MD70djeC4	0.311246113	Jejunum	MD70djeC2	MD70djeC4	0.824071378	Jejunum
MD70djeC3	MD70djeC4	0.20640949	Jejunum	MD70djeC3	MD70djeC4	0.295045597	Jejunum	MD70djeC3	MD70djeC4	0.790014424	Jejunum
MD70djeC5	MD70djeC4	0.197738371	Jejunum	MD70djeC5	MD70djeC4	0.268790074	Jejunum	MD70djeC5	MD70djeC4	0.792051549	Jejunum
MD70djeC6	MD70djeC4	0.212411781	Jejunum	MD70djeC6	MD70djeC4	0.296950521	Jejunum	MD70djeC6	MD70djeC4	0.768911116	Jejunum
PD70djeC1	MD70djeC4	0.99188797	Jejunum	PD70djeC1	MD70djeC4	0.759495968	Jejunum	PD70djeC1	MD70djeC4	0.973386376	Jejunum
PD70djeC2	MD70djeC4	0.991448572	Jejunum	PD70djeC2	MD70djeC4	0.884739918	Jejunum	PD70djeC2	MD70djeC4	0.981408248	Jejunum
PD70djeC3	MD70djeC4	0.992170032	Jejunum	PD70djeC3	MD70djeC4	0.818372899	Jejunum	PD70djeC3	MD70djeC4	0.97074289	Jejunum
PD70djeC4	MD70djeC4	0.991772606	Jejunum	PD70djeC4	MD70djeC4	0.776779672	Jejunum	PD70djeC4	MD70djeC4	0.967874986	Jejunum
PD70djeC5	MD70djeC4	0.992207971	Jejunum	PD70djeC5	MD70djeC4	0.751553611	Jejunum	PD70djeC5	MD70djeC4	0.970620287	Jejunum
PD70djeC6	MD70djeC4	0.992820716	Jejunum	PD70djeC6	MD70djeC4	0.896901582	Jejunum	PD70djeC6	MD70djeC4	0.983271278	Jejunum
SDQJeC1	MD70djeC4	0.990797721	Jejunum	SDQJeC1	MD70djeC4	0.941823714	Jejunum	SDQJeC1	MD70djeC4	0.982803908	Jejunum
SDQJeC2	MD70djeC4	0.992614561	Jejunum	SDQJeC2	MD70djeC4	0.962438928	Jejunum	SDQJeC2	MD70djeC4	0.988134045	Jejunum
SDQJeC4	MD70djeC4	0.989934454	Jejunum	SDQJeC4	MD70djeC4	0.925527633	Jejunum	SDQJeC4	MD70djeC4	0.978143144	Jejunum
SDQJeC5	MD70djeC4	0.992016549	Jejunum	SDQJeC5	MD70djeC4	0.954364983	Jejunum	SDQJeC5	MD70djeC4	0.986378481	Jejunum
SDQJeC7	MD70djeC4	0.992054591	Jejunum	SDQJeC7	MD70djeC4	0.957302782	Jejunum	SDQJeC7	MD70djeC4	0.98793397	Jejunum
SDQJeC9	MD70djeC4	0.994712283	Jejunum	SDQJeC9	MD70djeC4	0.965862191	Jejunum	SDQJeC9	MD70djeC4	0.99045161	Jejunum
WHYJeC1	MD70djeC4	0.989963263	Jejunum	WHYJeC1	MD70djeC4	0.930198812	Jejunum	WHYJeC1	MD70djeC4	0.972551217	Jejunum
WHYJeC2	MD70djeC4	0.990699879	Jejunum	WHYJeC2	MD70djeC4	0.925508446	Jejunum	WHYJeC2	MD70djeC4	0.974910982	Jejunum
WHYJeC3	MD70djeC4	0.98898659	Jejunum	WHYJeC3	MD70djeC4	0.906957361	Jejunum	WHYJeC3	MD70djeC4	0.975764713	Jejunum
WHYJeC5	MD70djeC4	0.989059817	Jejunum	WHYJeC5	MD70djeC4	0.924696724	Jejunum	WHYJeC5	MD70djeC4	0.978360605	Jejunum
WHYJeC7	MD70djeC4	0.98933476	Jejunum	WHYJeC7	MD70djeC4	0.857736728	Jejunum	WHYJeC7	MD70djeC4	0.968347578	Jejunum
WHYJeC8	MD70djeC4	0.990431991	Jejunum	WHYJeC8	MD70djeC4	0.92699629	Jejunum	WHYJeC8	MD70djeC4	0.981038076	Jejunum
MD70djeC1	MD70djeC5	0.136284345	Jejunum	MD70djeC1	MD70djeC5	0.121461943	Jejunum	MD70djeC1	MD70djeC5	0.629858408	Jejunum
MD70djeC2	MD70djeC5	0.181345585	Jejunum	MD70djeC2	MD70djeC5	0.217698999	Jejunum	MD70djeC2	MD70djeC5	0.800743245	Jejunum
MD70djeC3	MD70djeC5	0.162480641	Jejunum	MD70djeC3	MD70djeC5	0.146900614	Jejunum	MD70djeC3	MD70djeC5	0.5895177	Jejunum
MD70djeC4	MD70djeC5	0.197738371	Jejunum	MD70djeC4	MD70djeC5	0.268790074	Jejunum	MD70djeC4	MD70djeC5	0.792051549	Jejunum
MD70djeC6	MD70djeC5	0.162070465	Jejunum	MD70djeC6	MD70djeC5	0.156958607	Jejunum	MD70djeC6	MD70djeC5	0.666820143	Jejunum
PD70djeC1	MD70djeC5	0.990696302	Jejunum	PD70djeC1	MD70djeC5	0.778501661	Jejunum	PD70djeC1	MD70djeC5	0.99350741	Jejunum
PD70djeC2	MD70djeC5	0.990327584	Jejunum	PD70djeC2	MD70djeC5	0.882920639	Jejunum	PD70djeC2	MD70djeC5	0.990140372	Jejunum
PD70djeC3	MD70djeC5	0.98999976	Jejunum	PD70djeC3	MD70djeC5	0.828031358	Jejunum	PD70djeC3	MD70djeC5	0.9842745	Jejunum
PD70djeC4	MD70djeC5	0.989453415	Jejunum	PD70djeC4	MD70djeC5	0.775193044	Jejunum	PD70djeC4	MD70djeC5	0.972396004	Jejunum
PD70djeC5	MD70djeC5	0.990492836	Jejunum	PD70djeC5	MD70djeC5	0.769075686	Jejunum	PD70djeC5	MD70djeC5	0.981855767	Jejunum
PD70djeC6	MD70djeC5	0.991676027	Jejunum	PD70djeC6	MD70djeC5	0.895002728	Jejunum	PD70djeC6	MD70djeC5	0.989612269	Jejunum
SDQJeC1	MD70djeC5	0.988600896	Jejunum	SDQJeC1	MD70djeC5	0.943678059	Jejunum	SDQJeC1	MD70djeC5	0.992269916	Jejunum
SDQJeC2	MD70djeC5	0.991477855	Jejunum	SDQJeC2	MD70djeC5	0.965620367	Jejunum	SDQJeC2	MD70djeC5	0.994558954	Jejunum
SDQJeC4	MD70djeC5	0.988241147	Jejunum	SDQJeC4	MD70djeC5	0.926536006	Jejunum	SDQJeC4	MD70djeC5	0.991707724	Jejunum
SDQJeC5	MD70djeC5	0.99032508	Jejunum	SDQJeC5	MD70djeC5	0.957339801	Jejunum	SDQJeC5	MD70djeC5	0.994477649	Jejunum
SDQJeC7	MD70djeC5	0.989788704	Jejunum	SDQJeC7	MD70djeC5	0.959208586	Jejunum	SDQJeC7	MD70djeC5	0.994552898	Jejunum
SDQJeC9	MD70djeC5	0.993372258	Jejunum	SDQJeC9	MD70djeC5	0.968465975	Jejunum	SDQJeC9	MD70djeC5	0.995576909	Jejunum
WHYJeC1	MD70djeC5	0.987307442	Jejunum	WHYJeC1	MD70djeC5	0.929390855	Jejunum	WHYJeC1	MD70djeC5	0.986112856	Jejunum
WHYJeC2	MD70djeC5	0.988313913	Jejunum	WHYJeC2	MD70djeC5	0.926074375	Jejunum	WHYJeC2	MD70djeC5	0.988563751	Jejunum
WHYJeC3	MD70djeC5	0.986696646	Jejunum	WHYJeC3	MD70djeC5	0.911974423	Jejunum	WHYJeC3	MD70djeC5	0.98931586	Jejunum
WHYJeC5	MD70djeC5	0.986374796	Jejunum	WHYJeC5	MD70djeC5	0.922655061	Jejunum	WHYJeC5	MD70djeC5	0.989525222	Jejunum
WHYJeC7	MD70djeC5	0.988006551	Jejunum	WHYJeC7	MD70djeC5	0.861550361	Jejunum	WHYJeC7	MD70djeC5	0.981920822	Jejunum
WHYJeC8	MD70djeC5	0.987767166	Jejunum	WHYJeC8	MD70djeC5	0.929423018	Jejunum	WHYJeC8	MD70djeC5	0.991814168	Jejunum
MD70djeC1	MD70djeC6	0.164481795	Jejunum	MD70djeC1	MD70djeC6	0.173344401	Jejunum	MD70djeC1	MD70djeC6	0.670095578	Jejunum
MD70djeC2	MD70djeC6	0.175451056	Jejunum	MD70djeC2	MD70djeC6	0.242471295	Jejunum	MD70djeC2	MD70djeC6	0.836565662	Jejunum
MD70djeC3	MD70djeC6	0.142066907	Jejunum	MD70djeC3	MD70djeC6	0.161188797	Jejunum	MD70djeC3	MD70djeC6	0.600253294	Jejunum
MD70djeC4	MD70djeC6	0.212411781	Jejunum	MD70djeC4	MD70djeC6	0.296950521	Jejunum	MD70djeC4	MD70djeC6	0.768911116	Jejunum
MD70djeC5	MD70djeC6	0.162070465	Jejunum	MD70djeC5	MD70djeC6	0.156958607	Jejunum	MD70djeC5	MD70djeC6	0.666820143	Jejunum
PD70djeC1	MD70djeC6	0.989793322	Jejunum	PD70djeC1	MD70djeC6	0.749691116	Jejunum	PD70djeC1	MD70djeC6	0.980480262	Jejunum
PD70djeC2	MD70djeC6	0.989484129	Jejunum	PD70djeC2	MD70djeC6	0.868357229	Jejunum	PD70djeC2	MD70djeC6	0.989293576	Jejunum
PD70djeC3	MD70djeC6	0.989751693	Jejunum	PD70djeC3	MD70djeC6	0.807287278	Jejunum	PD70djeC3	MD70djeC6	0.981217905	Jejunum
PD70djeC4	MD70djeC6	0.988924418	Jejunum	PD70djeC4	MD70djeC6	0.75006515	Jejunum	PD70djeC4	MD70djeC6	0.969869914	Jejunum
PD70djeC5	MD70djeC6	0.989935839	Jejunum	PD70djeC5	MD70djeC6	0.742628655	Jejunum	PD70djeC5	MD70djeC6	0.985337807	Jejunum
PD70djeC6	MD70djeC6	0.989972134	Jejunum	PD70djeC6	MD70djeC6	0.882236775	Jejunum	PD70djeC6	MD70djeC6	0.990484491	Jejunum
SDQJeC1	MD70djeC6	0.987197541	Jejunum	SDQJeC1	MD70djeC6	0.934991209	Jejunum	SDQJeC1	MD70djeC6	0.992033623	Jejunum
SDQJeC2	MD70djeC6	0.99045629	Jejunum	SDQJeC2	MD70djeC6	0.960515171	Jejunum	SDQJeC2	MD70djeC6	0.994015743	Jejunum
SDQJeC4	MD70djeC6	0.987096641	Jejunum	SDQJeC4	MD70djeC6	0.914507619	Jejunum	SDQJeC4	MD70djeC6	0.989447425	Jejunum
SDQJeC5	MD70djeC6	0.990015016	Jejunum	SDQJeC5	MD70djeC6	0.951516052	Jejunum	SDQJeC5	MD70djeC6	0.993213877	Jejunum
SDQJeC7	MD70djeC6	0.988872194	Jejunum	SDQJeC7	MD70djeC6	0.953259663	Jejunum	SDQJeC7	MD70djeC6	0.994037929	Jejunum
SDQJeC9	MD70djeC6	0.992288875	Jejunum	SDQJeC9	MD70djeC6	0.963740518	Jejunum	SDQJeC9	MD70djeC6	0.994973096	Jejunum
