sample1	sample2	genes Abundance	Group	sample1	sample2	genus Abundance	Group	sample1	sample2	Kos Abundance	Group
HEBCeC-22	WHYCeC2R	0.71358223	WW	HEBCeC-22	WHYCeC2R	0.214520818	WW	HEBCeC-22	WHYCeC2R	0.098486029	WW
HEBCeC-25	WHYCeC2R	0.755005759	WW	HEBCeC-25	WHYCeC2R	0.2029942	WW	HEBCeC-25	WHYCeC2R	0.078853807	WW
HEBCeC-30	WHYCeC2R	0.648515473	WW	HEBCeC-30	WHYCeC2R	0.196642405	WW	HEBCeC-30	WHYCeC2R	0.077031569	WW
HEBCeC-4	WHYCeC2R	0.859128231	WW	HEBCeC-4	WHYCeC2R	0.564479859	WW	HEBCeC-4	WHYCeC2R	0.263031543	WW
HEBCeC-5	WHYCeC2R	0.849860429	WW	HEBCeC-5	WHYCeC2R	0.519063294	WW	HEBCeC-5	WHYCeC2R	0.237916157	WW
HEBCeC-7	WHYCeC2R	0.852393674	WW	HEBCeC-7	WHYCeC2R	0.510784409	WW	HEBCeC-7	WHYCeC2R	0.201753771	WW
HEBCeC-8	WHYCeC2R	0.859982877	WW	HEBCeC-8	WHYCeC2R	0.564337284	WW	HEBCeC-8	WHYCeC2R	0.301503288	WW
SDQCeC1L	WHYCeC2R	0.740665461	WW	SDQCeC1L	WHYCeC2R	0.385973823	WW	SDQCeC1L	WHYCeC2R	0.124799299	WW
SDQCeC2L	WHYCeC2R	0.527761176	WW	SDQCeC2L	WHYCeC2R	0.222022575	WW	SDQCeC2L	WHYCeC2R	0.083134453	WW
SDQCeC3L	WHYCeC2R	0.70301664	WW	SDQCeC3L	WHYCeC2R	0.334763154	WW	SDQCeC3L	WHYCeC2R	0.101590373	WW
SDQCeC4L	WHYCeC2R	0.740451549	WW	SDQCeC4L	WHYCeC2R	0.343724678	WW	SDQCeC4L	WHYCeC2R	0.104347297	WW
SDQCeC8L	WHYCeC2R	0.587802196	WW	SDQCeC8L	WHYCeC2R	0.275999521	WW	SDQCeC8L	WHYCeC2R	0.098138265	WW
SDQCeC9L	WHYCeC2R	0.592816917	WW	SDQCeC9L	WHYCeC2R	0.303044976	WW	SDQCeC9L	WHYCeC2R	0.101834842	WW
CeC105	WHYCeC2R	0.912005931	WW	CeC105	WHYCeC2R	0.521682986	WW	CeC105	WHYCeC2R	0.177424395	WW
CeC166	WHYCeC2R	0.869378205	WW	CeC166	WHYCeC2R	0.402564999	WW	CeC166	WHYCeC2R	0.126354459	WW
CeC192	WHYCeC2R	0.768358249	WW	CeC192	WHYCeC2R	0.308150103	WW	CeC192	WHYCeC2R	0.098351263	WW
CeC198	WHYCeC2R	0.783313514	WW	CeC198	WHYCeC2R	0.309255154	WW	CeC198	WHYCeC2R	0.112310967	WW
CeC28	WHYCeC2R	0.882386295	WW	CeC28	WHYCeC2R	0.409850287	WW	CeC28	WHYCeC2R	0.120333675	WW
CeC38	WHYCeC2R	0.897633099	WW	CeC38	WHYCeC2R	0.45649251	WW	CeC38	WHYCeC2R	0.156825836	WW
CeC6	WHYCeC2R	0.857191813	WW	CeC6	WHYCeC2R	0.423046246	WW	CeC6	WHYCeC2R	0.131585301	WW
CeC67	WHYCeC2R	0.890811338	WW	CeC67	WHYCeC2R	0.449981984	WW	CeC67	WHYCeC2R	0.13122978	WW
CeC68	WHYCeC2R	0.90545004	WW	CeC68	WHYCeC2R	0.47310788	WW	CeC68	WHYCeC2R	0.14269357	WW
CeC89	WHYCeC2R	0.855850894	WW	CeC89	WHYCeC2R	0.447827173	WW	CeC89	WHYCeC2R	0.14412789	WW
WHYCeC1L	WHYCeC2R	0.507356328	WW	WHYCeC1L	WHYCeC2R	0.176341273	WW	WHYCeC1L	WHYCeC2R	0.080905562	WW
WHYCeC2L	WHYCeC2R	0.342494125	WW	WHYCeC2L	WHYCeC2R	0.144700431	WW	WHYCeC2L	WHYCeC2R	0.068363022	WW
WHYCeC3L	WHYCeC2R	0.539956966	WW	WHYCeC3L	WHYCeC2R	0.240999964	WW	WHYCeC3L	WHYCeC2R	0.080741918	WW
WHYCeC4L	WHYCeC2R	0.433786613	WW	WHYCeC4L	WHYCeC2R	0.220440211	WW	WHYCeC4L	WHYCeC2R	0.099086595	WW
WHYCeC5L	WHYCeC2R	0.502964794	WW	WHYCeC5L	WHYCeC2R	0.206431019	WW	WHYCeC5L	WHYCeC2R	0.091167083	WW
WHYCeC7L	WHYCeC2R	0.441952903	WW	WHYCeC7L	WHYCeC2R	0.195913776	WW	WHYCeC7L	WHYCeC2R	0.071992955	WW
CeC108	WHYCeC2R	0.913433537	WW	CeC108	WHYCeC2R	0.523841733	WW	CeC108	WHYCeC2R	0.168626632	WW
CeC112	WHYCeC2R	0.87717118	WW	CeC112	WHYCeC2R	0.395478919	WW	CeC112	WHYCeC2R	0.136909429	WW
CeC113	WHYCeC2R	0.890812058	WW	CeC113	WHYCeC2R	0.397010951	WW	CeC113	WHYCeC2R	0.127553806	WW
CeC123	WHYCeC2R	0.914737233	WW	CeC123	WHYCeC2R	0.456945465	WW	CeC123	WHYCeC2R	0.162621814	WW
CeC124	WHYCeC2R	0.939135978	WW	CeC124	WHYCeC2R	0.390564291	WW	CeC124	WHYCeC2R	0.139846819	WW
CeC149	WHYCeC2R	0.85134765	WW	CeC149	WHYCeC2R	0.438533527	WW	CeC149	WHYCeC2R	0.131117206	WW
CeC186	WHYCeC2R	0.829165236	WW	CeC186	WHYCeC2R	0.319033809	WW	CeC186	WHYCeC2R	0.098505392	WW
CeC41	WHYCeC2R	0.877048248	WW	CeC41	WHYCeC2R	0.383940441	WW	CeC41	WHYCeC2R	0.126371412	WW
CeC42	WHYCeC2R	0.90258152	WW	CeC42	WHYCeC2R	0.431561165	WW	CeC42	WHYCeC2R	0.148657474	WW
CeC51	WHYCeC2R	0.839818263	WW	CeC51	WHYCeC2R	0.377873432	WW	CeC51	WHYCeC2R	0.119362752	WW
CeC61	WHYCeC2R	0.906440519	WW	CeC61	WHYCeC2R	0.451879064	WW	CeC61	WHYCeC2R	0.138642195	WW
CeC66	WHYCeC2R	0.79844909	WW	CeC66	WHYCeC2R	0.277573875	WW	CeC66	WHYCeC2R	0.095062604	WW
CeC69	WHYCeC2R	0.933505716	WW	CeC69	WHYCeC2R	0.49387062	WW	CeC69	WHYCeC2R	0.162428294	WW
CeC70	WHYCeC2R	0.946386394	WW	CeC70	WHYCeC2R	0.433509926	WW	CeC70	WHYCeC2R	0.153637082	WW
CeC139	WHYCeC2R	0.871600007	WW	CeC139	WHYCeC2R	0.451897629	WW	CeC139	WHYCeC2R	0.143885324	WW
CeC161	WHYCeC2R	0.906732129	WW	CeC161	WHYCeC2R	0.484184202	WW	CeC161	WHYCeC2R	0.148176686	WW
CeC1	WHYCeC2R	0.919318948	WW	CeC1	WHYCeC2R	0.48459829	WW	CeC1	WHYCeC2R	0.15769091	WW
CeC200	WHYCeC2R	0.891968219	WW	CeC200	WHYCeC2R	0.417516204	WW	CeC200	WHYCeC2R	0.123551204	WW
CeC35	WHYCeC2R	0.901005805	WW	CeC35	WHYCeC2R	0.416975119	WW	CeC35	WHYCeC2R	0.127154593	WW
CeC164	WHYCeC2R	0.906928652	WW	CeC164	WHYCeC2R	0.461460402	WW	CeC164	WHYCeC2R	0.135066834	WW
WHYCeC1R	WHYCeC3R	0.538210482	WW	WHYCeC1R	WHYCeC3R	0.163381404	WW	WHYCeC1R	WHYCeC3R	0.048823765	WW
WHYCeC2R	WHYCeC3R	0.477720705	WW	WHYCeC2R	WHYCeC3R	0.190975505	WW	WHYCeC2R	WHYCeC3R	0.045951345	WW
WHYCeC4R	WHYCeC3R	0.520553088	WW	WHYCeC4R	WHYCeC3R	0.264822666	WW	WHYCeC4R	WHYCeC3R	0.108215719	WW
WHYCeC5R	WHYCeC3R	0.513849947	WW	WHYCeC5R	WHYCeC3R	0.269348602	WW	WHYCeC5R	WHYCeC3R	0.071984807	WW
WHYCeC6R	WHYCeC3R	0.492799287	WW	WHYCeC6R	WHYCeC3R	0.260748859	WW	WHYCeC6R	WHYCeC3R	0.068612601	WW
WHYCeC7R	WHYCeC3R	0.574161927	WW	WHYCeC7R	WHYCeC3R	0.293771844	WW	WHYCeC7R	WHYCeC3R	0.06497296	WW
WHYCeC6L	WHYCeC3R	0.536066562	WW	WHYCeC6L	WHYCeC3R	0.287866476	WW	WHYCeC6L	WHYCeC3R	0.094135185	WW
WHYCeC8	WHYCeC3R	0.903200419	WW	WHYCeC8	WHYCeC3R	0.474134018	WW	WHYCeC8	WHYCeC3R	0.1973158	WW
WFHCeC1L	WHYCeC3R	0.568151716	WW	WFHCeC1L	WHYCeC3R	0.230721173	WW	WFHCeC1L	WHYCeC3R	0.06149671	WW
WFHCeC2L	WHYCeC3R	0.736723914	WW	WFHCeC2L	WHYCeC3R	0.291641619	WW	WFHCeC2L	WHYCeC3R	0.085644519	WW
WFHCeC3L	WHYCeC3R	0.616043954	WW	WFHCeC3L	WHYCeC3R	0.250174423	WW	WFHCeC3L	WHYCeC3R	0.072741729	WW
WFHCeC4L	WHYCeC3R	0.498382286	WW	WFHCeC4L	WHYCeC3R	0.176840075	WW	WFHCeC4L	WHYCeC3R	0.051233222	WW
WFHCeC6L	WHYCeC3R	0.528215628	WW	WFHCeC6L	WHYCeC3R	0.17964922	WW	WFHCeC6L	WHYCeC3R	0.057822108	WW
WFHCeC11L	WHYCeC3R	0.546340301	WW	WFHCeC11L	WHYCeC3R	0.173329318	WW	WFHCeC11L	WHYCeC3R	0.0601692	WW
WFHCeC12L	WHYCeC3R	0.549101166	WW	WFHCeC12L	WHYCeC3R	0.197070339	WW	WFHCeC12L	WHYCeC3R	0.05432645	WW
WFHCeC13L	WHYCeC3R	0.588379613	WW	WFHCeC13L	WHYCeC3R	0.222969715	WW	WFHCeC13L	WHYCeC3R	0.064442187	WW
WFHCeC14L	WHYCeC3R	0.775124565	WW	WFHCeC14L	WHYCeC3R	0.295712828	WW	WFHCeC14L	WHYCeC3R	0.088457279	WW
WFHCeC16L	WHYCeC3R	0.792596877	WW	WFHCeC16L	WHYCeC3R	0.327937272	WW	WFHCeC16L	WHYCeC3R	0.099510156	WW
WFHCeC21L	WHYCeC3R	0.655575102	WW	WFHCeC21L	WHYCeC3R	0.251575423	WW	WFHCeC21L	WHYCeC3R	0.071027973	WW
WFHCeC22L	WHYCeC3R	0.711698002	WW	WFHCeC22L	WHYCeC3R	0.25645445	WW	WFHCeC22L	WHYCeC3R	0.081218778	WW
WFHCeC23L	WHYCeC3R	0.606314091	WW	WFHCeC23L	WHYCeC3R	0.243557226	WW	WFHCeC23L	WHYCeC3R	0.068167912	WW
WFHCeC24L	WHYCeC3R	0.856269836	WW	WFHCeC24L	WHYCeC3R	0.35311383	WW	WFHCeC24L	WHYCeC3R	0.105467399	WW
WFHCeC25L	WHYCeC3R	0.716596434	WW	WFHCeC25L	WHYCeC3R	0.26047614	WW	WFHCeC25L	WHYCeC3R	0.075618617	WW
GZCeC-10	WHYCeC3R	0.76151412	WW	GZCeC-10	WHYCeC3R	0.25674594	WW	GZCeC-10	WHYCeC3R	0.089783582	WW
GZCeC-24	WHYCeC3R	0.971488366	WW	GZCeC-24	WHYCeC3R	0.754835413	WW	GZCeC-24	WHYCeC3R	0.618459355	WW
GZCeC-25	WHYCeC3R	0.964764819	WW	GZCeC-25	WHYCeC3R	0.81791694	WW	GZCeC-25	WHYCeC3R	0.357001446	WW
GZCeC-26	WHYCeC3R	0.765071638	WW	GZCeC-26	WHYCeC3R	0.316882702	WW	GZCeC-26	WHYCeC3R	0.112164241	WW
GZCeC-27	WHYCeC3R	0.972392144	WW	GZCeC-27	WHYCeC3R	0.780661807	WW	GZCeC-27	WHYCeC3R	0.617078033	WW
GZCeC-28	WHYCeC3R	0.852426897	WW	GZCeC-28	WHYCeC3R	0.524564733	WW	GZCeC-28	WHYCeC3R	0.230853753	WW
GZCeC-29	WHYCeC3R	0.979355159	WW	GZCeC-29	WHYCeC3R	0.902052276	WW	GZCeC-29	WHYCeC3R	0.783331728	WW
GZCeC-30	WHYCeC3R	0.860597433	WW	GZCeC-30	WHYCeC3R	0.429968667	WW	GZCeC-30	WHYCeC3R	0.133922342	WW
GZCeC-6	WHYCeC3R	0.809774699	WW	GZCeC-6	WHYCeC3R	0.370017238	WW	GZCeC-6	WHYCeC3R	0.146663427	WW
GZCeC-7	WHYCeC3R	0.887185658	WW	GZCeC-7	WHYCeC3R	0.429798839	WW	GZCeC-7	WHYCeC3R	0.346380914	WW
GZCeC-8	WHYCeC3R	0.919268873	WW	GZCeC-8	WHYCeC3R	0.559085533	WW	GZCeC-8	WHYCeC3R	0.197005189	WW
GZCeC-9	WHYCeC3R	0.908549117	WW	GZCeC-9	WHYCeC3R	0.686306776	WW	GZCeC-9	WHYCeC3R	0.285621407	WW
SSCeC-1	WHYCeC3R	0.691965418	WW	SSCeC-1	WHYCeC3R	0.229876828	WW	SSCeC-1	WHYCeC3R	0.082833368	WW
SSCeC-10	WHYCeC3R	0.801733527	WW	SSCeC-10	WHYCeC3R	0.363902777	WW	SSCeC-10	WHYCeC3R	0.117790737	WW
SSCeC-2	WHYCeC3R	0.719722094	WW	SSCeC-2	WHYCeC3R	0.264541375	WW	SSCeC-2	WHYCeC3R	0.09342314	WW
SSCeC-3	WHYCeC3R	0.616446884	WW	SSCeC-3	WHYCeC3R	0.272999026	WW	SSCeC-3	WHYCeC3R	0.083673724	WW
SSCeC-4	WHYCeC3R	0.587851995	WW	SSCeC-4	WHYCeC3R	0.257568869	WW	SSCeC-4	WHYCeC3R	0.073917923	WW
SSCeC-5	WHYCeC3R	0.708212549	WW	SSCeC-5	WHYCeC3R	0.23747239	WW	SSCeC-5	WHYCeC3R	0.100222224	WW
SSCeC-6	WHYCeC3R	0.760010986	WW	SSCeC-6	WHYCeC3R	0.30691616	WW	SSCeC-6	WHYCeC3R	0.141530953	WW
SSCeC-7	WHYCeC3R	0.785140631	WW	SSCeC-7	WHYCeC3R	0.401132703	WW	SSCeC-7	WHYCeC3R	0.139690023	WW
SSCeC-8	WHYCeC3R	0.625576895	WW	SSCeC-8	WHYCeC3R	0.219644779	WW	SSCeC-8	WHYCeC3R	0.090191593	WW
SSCeC-9	WHYCeC3R	0.872135874	WW	SSCeC-9	WHYCeC3R	0.491330165	WW	SSCeC-9	WHYCeC3R	0.169084167	WW
SDQCeC1R	WHYCeC3R	0.620520842	WW	SDQCeC1R	WHYCeC3R	0.216350322	WW	SDQCeC1R	WHYCeC3R	0.070737331	WW
SDQCeC4R	WHYCeC3R	0.659382689	WW	SDQCeC4R	WHYCeC3R	0.225825798	WW	SDQCeC4R	WHYCeC3R	0.069547845	WW
SDQCeC5L	WHYCeC3R	0.780330282	WW	SDQCeC5L	WHYCeC3R	0.51651253	WW	SDQCeC5L	WHYCeC3R	0.207052509	WW
SDQCeC7R	WHYCeC3R	0.849637243	WW	SDQCeC7R	WHYCeC3R	0.604570629	WW	SDQCeC7R	WHYCeC3R	0.24792056	WW
SDQCeC8R	WHYCeC3R	0.59154733	WW	SDQCeC8R	WHYCeC3R	0.250370625	WW	SDQCeC8R	WHYCeC3R	0.067937648	WW
SDQCeC9R	WHYCeC3R	0.582263099	WW	SDQCeC9R	WHYCeC3R	0.196248168	WW	SDQCeC9R	WHYCeC3R	0.05106876	WW
SDQCeC10L	WHYCeC3R	0.598698803	WW	SDQCeC10L	WHYCeC3R	0.299004935	WW	SDQCeC10L	WHYCeC3R	0.080762574	WW
SDQCeC11L	WHYCeC3R	0.796562251	WW	SDQCeC11L	WHYCeC3R	0.31594849	WW	SDQCeC11L	WHYCeC3R	0.115299709	WW
FJCeC1	WHYCeC3R	0.829005834	WW	FJCeC1	WHYCeC3R	0.332232713	WW	FJCeC1	WHYCeC3R	0.099516251	WW
FJCeC2	WHYCeC3R	0.714514853	WW	FJCeC2	WHYCeC3R	0.230336945	WW	FJCeC2	WHYCeC3R	0.061617878	WW
FJCeC3	WHYCeC3R	0.787462827	WW	FJCeC3	WHYCeC3R	0.289429434	WW	FJCeC3	WHYCeC3R	0.08529097	WW
FJCeC4	WHYCeC3R	0.583568856	WW	FJCeC4	WHYCeC3R	0.191589992	WW	FJCeC4	WHYCeC3R	0.059975146	WW
FJCeC5	WHYCeC3R	0.703981611	WW	FJCeC5	WHYCeC3R	0.331522452	WW	FJCeC5	WHYCeC3R	0.109888668	WW
FJCeC6	WHYCeC3R	0.689013854	WW	FJCeC6	WHYCeC3R	0.246034208	WW	FJCeC6	WHYCeC3R	0.075587776	WW
HEBCeC-10	WHYCeC3R	0.880852484	WW	HEBCeC-10	WHYCeC3R	0.524946987	WW	HEBCeC-10	WHYCeC3R	0.320256864	WW
HEBCeC-15	WHYCeC3R	0.718238426	WW	HEBCeC-15	WHYCeC3R	0.319028126	WW	HEBCeC-15	WHYCeC3R	0.13923318	WW
HEBCeC-17	WHYCeC3R	0.71770859	WW	HEBCeC-17	WHYCeC3R	0.29458332	WW	HEBCeC-17	WHYCeC3R	0.088405868	WW
HEBCeC-18	WHYCeC3R	0.774858584	WW	HEBCeC-18	WHYCeC3R	0.290688223	WW	HEBCeC-18	WHYCeC3R	0.102720611	WW
HEBCeC-21	WHYCeC3R	0.74051954	WW	HEBCeC-21	WHYCeC3R	0.349235056	WW	HEBCeC-21	WHYCeC3R	0.125398074	WW
HEBCeC-22	WHYCeC3R	0.764041311	WW	HEBCeC-22	WHYCeC3R	0.258096683	WW	HEBCeC-22	WHYCeC3R	0.100416515	WW
HEBCeC-25	WHYCeC3R	0.7474153	WW	HEBCeC-25	WHYCeC3R	0.287714172	WW	HEBCeC-25	WHYCeC3R	0.088146146	WW
HEBCeC-30	WHYCeC3R	0.677369438	WW	HEBCeC-30	WHYCeC3R	0.295594547	WW	HEBCeC-30	WHYCeC3R	0.093352432	WW
HEBCeC-4	WHYCeC3R	0.862831974	WW	HEBCeC-4	WHYCeC3R	0.527496076	WW	HEBCeC-4	WHYCeC3R	0.256042559	WW
HEBCeC-5	WHYCeC3R	0.856013975	WW	HEBCeC-5	WHYCeC3R	0.489068814	WW	HEBCeC-5	WHYCeC3R	0.231384434	WW
HEBCeC-7	WHYCeC3R	0.845488798	WW	HEBCeC-7	WHYCeC3R	0.474843074	WW	HEBCeC-7	WHYCeC3R	0.191512142	WW
HEBCeC-8	WHYCeC3R	0.866137222	WW	HEBCeC-8	WHYCeC3R	0.528707478	WW	HEBCeC-8	WHYCeC3R	0.296342692	WW
SDQCeC1L	WHYCeC3R	0.693773503	WW	SDQCeC1L	WHYCeC3R	0.349944308	WW	SDQCeC1L	WHYCeC3R	0.12029789	WW
SDQCeC2L	WHYCeC3R	0.540966728	WW	SDQCeC2L	WHYCeC3R	0.199375132	WW	SDQCeC2L	WHYCeC3R	0.079542517	WW
SDQCeC3L	WHYCeC3R	0.662531938	WW	SDQCeC3L	WHYCeC3R	0.309997127	WW	SDQCeC3L	WHYCeC3R	0.10144497	WW
SDQCeC4L	WHYCeC3R	0.701371796	WW	SDQCeC4L	WHYCeC3R	0.301069726	WW	SDQCeC4L	WHYCeC3R	0.10186856	WW
SDQCeC8L	WHYCeC3R	0.609281957	WW	SDQCeC8L	WHYCeC3R	0.266174237	WW	SDQCeC8L	WHYCeC3R	0.096086846	WW
SDQCeC9L	WHYCeC3R	0.618803309	WW	SDQCeC9L	WHYCeC3R	0.294953707	WW	SDQCeC9L	WHYCeC3R	0.101975957	WW
CeC105	WHYCeC3R	0.895983823	WW	CeC105	WHYCeC3R	0.495537747	WW	CeC105	WHYCeC3R	0.171465856	WW
CeC166	WHYCeC3R	0.852336852	WW	CeC166	WHYCeC3R	0.372645389	WW	CeC166	WHYCeC3R	0.12292963	WW
CeC192	WHYCeC3R	0.750947314	WW	CeC192	WHYCeC3R	0.270242365	WW	CeC192	WHYCeC3R	0.092390147	WW
CeC198	WHYCeC3R	0.807369639	WW	CeC198	WHYCeC3R	0.31328667	WW	CeC198	WHYCeC3R	0.110430767	WW
CeC28	WHYCeC3R	0.872259017	WW	CeC28	WHYCeC3R	0.385660963	WW	CeC28	WHYCeC3R	0.117316337	WW
CeC38	WHYCeC3R	0.87663307	WW	CeC38	WHYCeC3R	0.430893593	WW	CeC38	WHYCeC3R	0.150027522	WW
CeC6	WHYCeC3R	0.843664425	WW	CeC6	WHYCeC3R	0.390423698	WW	CeC6	WHYCeC3R	0.124943822	WW
CeC67	WHYCeC3R	0.876054388	WW	CeC67	WHYCeC3R	0.436285637	WW	CeC67	WHYCeC3R	0.126980532	WW
CeC68	WHYCeC3R	0.89747961	WW	CeC68	WHYCeC3R	0.454180325	WW	CeC68	WHYCeC3R	0.136873194	WW
CeC89	WHYCeC3R	0.836650954	WW	CeC89	WHYCeC3R	0.415585807	WW	CeC89	WHYCeC3R	0.135671392	WW
WHYCeC1L	WHYCeC3R	0.517521478	WW	WHYCeC1L	WHYCeC3R	0.234957947	WW	WHYCeC1L	WHYCeC3R	0.095900133	WW
WHYCeC2L	WHYCeC3R	0.529190406	WW	WHYCeC2L	WHYCeC3R	0.247928345	WW	WHYCeC2L	WHYCeC3R	0.088895644	WW
WHYCeC3L	WHYCeC3R	0.417774323	WW	WHYCeC3L	WHYCeC3R	0.195915027	WW	WHYCeC3L	WHYCeC3R	0.079806877	WW
WHYCeC4L	WHYCeC3R	0.562189448	WW	WHYCeC4L	WHYCeC3R	0.301938279	WW	WHYCeC4L	WHYCeC3R	0.117981629	WW
WHYCeC5L	WHYCeC3R	0.568739224	WW	WHYCeC5L	WHYCeC3R	0.308110522	WW	WHYCeC5L	WHYCeC3R	0.101911675	WW
WHYCeC7L	WHYCeC3R	0.594903474	WW	WHYCeC7L	WHYCeC3R	0.326448569	WW	WHYCeC7L	WHYCeC3R	0.094864887	WW
CeC108	WHYCeC3R	0.908370373	WW	CeC108	WHYCeC3R	0.502866718	WW	CeC108	WHYCeC3R	0.161245265	WW
CeC112	WHYCeC3R	0.862787519	WW	CeC112	WHYCeC3R	0.370799676	WW	CeC112	WHYCeC3R	0.127791386	WW
CeC113	WHYCeC3R	0.877820674	WW	CeC113	WHYCeC3R	0.382804173	WW	CeC113	WHYCeC3R	0.122901899	WW
CeC123	WHYCeC3R	0.904202848	WW	CeC123	WHYCeC3R	0.424051765	WW	CeC123	WHYCeC3R	0.154344911	WW
CeC124	WHYCeC3R	0.94043431	WW	CeC124	WHYCeC3R	0.357461349	WW	CeC124	WHYCeC3R	0.140387887	WW
CeC149	WHYCeC3R	0.837064257	WW	CeC149	WHYCeC3R	0.410903795	WW	CeC149	WHYCeC3R	0.123788292	WW
CeC186	WHYCeC3R	0.82606579	WW	CeC186	WHYCeC3R	0.315419793	WW	CeC186	WHYCeC3R	0.097273158	WW
CeC41	WHYCeC3R	0.868286144	WW	CeC41	WHYCeC3R	0.357308901	WW	CeC41	WHYCeC3R	0.121962429	WW
CeC42	WHYCeC3R	0.885020017	WW	CeC42	WHYCeC3R	0.402956326	WW	CeC42	WHYCeC3R	0.137799541	WW
CeC51	WHYCeC3R	0.818099039	WW	CeC51	WHYCeC3R	0.335440974	WW	CeC51	WHYCeC3R	0.108400781	WW
CeC61	WHYCeC3R	0.892787958	WW	CeC61	WHYCeC3R	0.433888128	WW	CeC61	WHYCeC3R	0.133150158	WW
CeC66	WHYCeC3R	0.821177187	WW	CeC66	WHYCeC3R	0.328046561	WW	CeC66	WHYCeC3R	0.099589444	WW
CeC69	WHYCeC3R	0.922921279	WW	CeC69	WHYCeC3R	0.465809162	WW	CeC69	WHYCeC3R	0.15644944	WW
CeC70	WHYCeC3R	0.93819844	WW	CeC70	WHYCeC3R	0.383957137	WW	CeC70	WHYCeC3R	0.145732362	WW
CeC139	WHYCeC3R	0.86225677	WW	CeC139	WHYCeC3R	0.428249003	WW	CeC139	WHYCeC3R	0.137983272	WW
CeC161	WHYCeC3R	0.889353062	WW	CeC161	WHYCeC3R	0.457838889	WW	CeC161	WHYCeC3R	0.13955471	WW
CeC1	WHYCeC3R	0.905472366	WW	CeC1	WHYCeC3R	0.459426788	WW	CeC1	WHYCeC3R	0.152293966	WW
CeC200	WHYCeC3R	0.871690246	WW	CeC200	WHYCeC3R	0.381114093	WW	CeC200	WHYCeC3R	0.115563007	WW
CeC35	WHYCeC3R	0.879526931	WW	CeC35	WHYCeC3R	0.386238809	WW	CeC35	WHYCeC3R	0.123703673	WW
CeC164	WHYCeC3R	0.895238654	WW	CeC164	WHYCeC3R	0.436143601	WW	CeC164	WHYCeC3R	0.131885851	WW
WHYCeC1R	WHYCeC4R	0.667227355	WW	WHYCeC1R	WHYCeC4R	0.315141041	WW	WHYCeC1R	WHYCeC4R	0.115720979	WW
WHYCeC2R	WHYCeC4R	0.443906565	WW	WHYCeC2R	WHYCeC4R	0.247127713	WW	WHYCeC2R	WHYCeC4R	0.12085725	WW
WHYCeC3R	WHYCeC4R	0.520553088	WW	WHYCeC3R	WHYCeC4R	0.264822666	WW	WHYCeC3R	WHYCeC4R	0.108215719	WW
WHYCeC5R	WHYCeC4R	0.486925522	WW	WHYCeC5R	WHYCeC4R	0.277168514	WW	WHYCeC5R	WHYCeC4R	0.120289674	WW
WHYCeC6R	WHYCeC4R	0.424071204	WW	WHYCeC6R	WHYCeC4R	0.249987019	WW	WHYCeC6R	WHYCeC4R	0.112721218	WW
WHYCeC7R	WHYCeC4R	0.47102723	WW	WHYCeC7R	WHYCeC4R	0.234886062	WW	WHYCeC7R	WHYCeC4R	0.089198698	WW
WHYCeC6L	WHYCeC4R	0.497339821	WW	WHYCeC6L	WHYCeC4R	0.292530122	WW	WHYCeC6L	WHYCeC4R	0.143612158	WW
WHYCeC8	WHYCeC4R	0.893127778	WW	WHYCeC8	WHYCeC4R	0.439647211	WW	WHYCeC8	WHYCeC4R	0.213209567	WW
WFHCeC1L	WHYCeC4R	0.573825763	WW	WFHCeC1L	WHYCeC4R	0.296343514	WW	WFHCeC1L	WHYCeC4R	0.111852966	WW
WFHCeC2L	WHYCeC4R	0.810892554	WW	WFHCeC2L	WHYCeC4R	0.421437844	WW	WFHCeC2L	WHYCeC4R	0.139097665	WW
WFHCeC3L	WHYCeC4R	0.722719425	WW	WFHCeC3L	WHYCeC4R	0.375631785	WW	WFHCeC3L	WHYCeC4R	0.129024407	WW
WFHCeC4L	WHYCeC4R	0.537514393	WW	WFHCeC4L	WHYCeC4R	0.23617263	WW	WFHCeC4L	WHYCeC4R	0.102367562	WW
WFHCeC6L	WHYCeC4R	0.617513048	WW	WFHCeC6L	WHYCeC4R	0.295202732	WW	WFHCeC6L	WHYCeC4R	0.10831716	WW
WFHCeC11L	WHYCeC4R	0.584938292	WW	WFHCeC11L	WHYCeC4R	0.271608423	WW	WFHCeC11L	WHYCeC4R	0.104300835	WW
WFHCeC12L	WHYCeC4R	0.592153957	WW	WFHCeC12L	WHYCeC4R	0.263106469	WW	WFHCeC12L	WHYCeC4R	0.11201618	WW
WFHCeC13L	WHYCeC4R	0.655078898	WW	WFHCeC13L	WHYCeC4R	0.305308226	WW	WFHCeC13L	WHYCeC4R	0.123838925	WW
WFHCeC14L	WHYCeC4R	0.840288216	WW	WFHCeC14L	WHYCeC4R	0.429913401	WW	WFHCeC14L	WHYCeC4R	0.144638154	WW
WFHCeC16L	WHYCeC4R	0.870969569	WW	WFHCeC16L	WHYCeC4R	0.486996178	WW	WFHCeC16L	WHYCeC4R	0.152561264	WW
WFHCeC21L	WHYCeC4R	0.696338968	WW	WFHCeC21L	WHYCeC4R	0.307843481	WW	WFHCeC21L	WHYCeC4R	0.111762995	WW
WFHCeC22L	WHYCeC4R	0.787302958	WW	WFHCeC22L	WHYCeC4R	0.382218744	WW	WFHCeC22L	WHYCeC4R	0.131417206	WW
