ARGs	ANCeC1	ANCeC2	ANCeC3	ANCeC4	ANCeC5	ANCeC6	ANCeC7	HBCeC1	HBCeC2	HBCeC3	HBCeC4	HBCeC5	HBCeC6	HNCeC10	HNCeC11	HNCeC12	HNCeC13	HNCeC14	HNCeC15	HNCeC16	HNCeC17	HNCeC18	HNCeC4	HNCeC5	HNCeC6	HNCeC7	HNCeC8	JSCeC1	JSCeC2	JSCeC3	JSCeC4	JSCeC5	JSCeC6	MD70dCeC1	MD70d_CeC1	MD70dCeC2	MD70d_CeC2	MD70dCeC3	MD70d_CeC3	MD70dCeC4	MD70d_CeC4	MD70dCeC5	MD70d_CeC5	MD70dCeC6	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD70dCeC1	PD70d_CeC1	PD70dCeC2	PD70d_CeC2	PD70dCeC3	PD70d_CeC3	PD70dCeC4	PD70d_CeC4	PD70dCeC5	PD70d_CeC5	PD70dCeC6	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	SDCeC1	SDCeC2	SDCeC3	SDCeC4	SDCeC5	SDCeC6	SHCeC1	SHCeC12	SHCeC15	SHCeC16	SHCeC17	SHCeC18	SHCeC24	SHCeC26	SHCeC27	SHCeC28	SHCeC4	SHCeC7	SXCeC1	SXCeC2	SXCeC3	SXCeC4	SXCeC5	SXCeC6	WNCeC1L	WNCeC2L	WNFCeC1L	WNFCeC2L	WNFCeC3L	WNFCeC4L	CeC1	CeC105	CeC108	CeC112	CeC113	CeC123	CeC124	CeC139	CeC149	CeC161	CeC164	CeC166	CeC186	CeC192	CeC198	CeC200	CeC28	CeC35	CeC38	CeC41	CeC42	CeC51	CeC6	CeC61	CeC66	CeC67	CeC68	CeC69	CeC70	CeC89	FJCeC1	FJCeC2	FJCeC3	FJCeC4	FJCeC5	FJCeC6	GZCeC-10	GZCeC-24	GZCeC-25	GZCeC-26	GZCeC-27	GZCeC-28	GZCeC-29	GZCeC-30	GZCeC-6	GZCeC-7	GZCeC-8	GZCeC-9	HEBCeC-10	HEBCeC-15	HEBCeC-17	HEBCeC-18	HEBCeC-21	HEBCeC-22	HEBCeC-25	HEBCeC-30	HEBCeC-4	HEBCeC-5	HEBCeC-7	HEBCeC-8	SDQCeC10L	SDQCeC11L	SDQCeC1L	SDQCeC1R	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC4R	SDQCeC5L	SDQCeC7R	SDQCeC8L	SDQCeC8R	SDQCeC9L	SDQCeC9R	SSCeC-1	SSCeC-10	SSCeC-2	SSCeC-3	SSCeC-4	SSCeC-5	SSCeC-6	SSCeC-7	SSCeC-8	SSCeC-9	WFHCeC11L	WFHCeC12L	WFHCeC13L	WFHCeC14L	WFHCeC16L	WFHCeC1L	WFHCeC21L	WFHCeC22L	WFHCeC23L	WFHCeC24L	WFHCeC25L	WFHCeC2L	WFHCeC3L	WFHCeC4L	WFHCeC6L	WHYCeC1L	WHYCeC1R	WHYCeC2L	WHYCeC2R	WHYCeC3L	WHYCeC3R	WHYCeC4L	WHYCeC4R	WHYCeC5L	WHYCeC5R	WHYCeC6L	WHYCeC6R	WHYCeC7L	WHYCeC7R	WHYCeC8
MD70d_CeC1	0.087536408	0.092402188	0.103454117	0.092003478	0.088149081	0.084266839	0.092364118	0.087357243	0.097106174	0.09469486	0.086887186	0.081535774	0.080811882	0.075067112	0.073796406	0.138201596	0.137139421	0.116713019	0.089934978	0.069869067	0.084431824	0.073522277	0.147571462	0.154379454	0.143075145	0.084922874	0.092138906	0.065646319	0.094393187	0.08722187	0.073930742	0.083789218	0.081599299	0.035339891	0	0.036964038	0.027751363	0.068523113	0.057653728	0.054624127	0.039872583	0.034170314	0.006836061	0.066796743	0.026851877	0.057968952	0.040929635	0.057920999	0.047288536	0.068245762	0.056347006	0.059110899	0.050167587	0.060641364	0.046041217	0.067308169	0.046379906	0.057317844	0.057181278	0.051767327	0.046460911	0.085580265	0.093326859	0.088133009	0.082034931	0.068389658	0.080378513	0.07383632	0.06392525	0.078399965	0.072056468	0.072140807	0.096930297	0.084274124	0.084228219	0.065211831	0.073100859	0.079237845	0.06590151	0.072887265	0.099500212	0.064793556	0.064198255	0.08932244	0.069877374	0.131596738	0.121603062	0.144989704	0.207066825	0.136674173	0.167845973	0.121784786	0.124881075	0.124876577	0.115682238	0.126496541	0.12113927	0.157856423	0.119975184	0.123290122	0.131906243	0.122681979	0.108147295	0.110753562	0.099039185	0.1212038	0.099511569	0.130750578	0.123068697	0.115488244	0.124822273	0.127410615	0.126339182	0.130399632	0.114098882	0.145672874	0.111285537	0.127468582	0.119795182	0.122367666	0.115178735	0.08045241	0.097088936	0.094176262	0.099194949	0.070974387	0.086983445	0.132640617	0.174546466	0.282378415	0.147130235	0.179507597	0.190794091	0.178278282	0.133450532	0.163460898	0.152847614	0.161263526	0.208530954	0.163081263	0.139665363	0.160025613	0.13896286	0.170759886	0.148909877	0.142394749	0.164719131	0.157202956	0.155814968	0.161976594	0.157921495	0.143600562	0.128913837	0.076803262	0.103754323	0.125179404	0.102035685	0.083551987	0.116126115	0.159626168	0.155157021	0.105002649	0.138814932	0.099039105	0.121028426	0.138209486	0.137020945	0.127159476	0.162865417	0.158532128	0.140176435	0.156110965	0.14927677	0.155595485	0.141756618	0.10130111	0.100756317	0.096035474	0.091493725	0.090361781	0.108392693	0.083387152	0.081002919	0.102194934	0.072502653	0.09119781	0.083560764	0.091767977	0.111441096	0.101332389	0.161754118	0.108251483	0.160279015	0.127703069	0.119989009	0.122822179	0.163536781	0.132617493	0.160961271	0.144864703	0.155530693	0.136640191	0.152332896	0.119870198	0.158754131
MD70dCeC2	0.088799683	0.092090899	0.102019534	0.092433017	0.090260139	0.08522283	0.092576609	0.084552423	0.099802792	0.096803456	0.080956112	0.073732342	0.075024316	0.084501755	0.086343029	0.124430346	0.124079282	0.105696006	0.087365082	0.075192504	0.091825942	0.087078925	0.136013687	0.142758648	0.133769773	0.080532582	0.085272488	0.079128409	0.104916694	0.100326692	0.085766494	0.097257776	0.093721768	0.02257415	0.036964038	0	0.030449237	0.062353761	0.065449887	0.035454743	0.041708255	0.022882884	0.03589939	0.060033451	0.032095032	0.067067502	0.041634398	0.06295126	0.059176816	0.069736669	0.06744795	0.059057731	0.057988217	0.05906765	0.052732792	0.06970184	0.05885471	0.057931486	0.066885111	0.058067998	0.0524576	0.088741413	0.088773089	0.088373429	0.078559498	0.069775293	0.074741006	0.083459509	0.071637545	0.085595554	0.082765315	0.083291868	0.109426578	0.097067147	0.096189975	0.07765647	0.081273037	0.085527854	0.072263358	0.083399742	0.111696759	0.077551561	0.07633982	0.099510676	0.081930638	0.123337069	0.109975461	0.132125744	0.19996406	0.126154675	0.155360496	0.123850694	0.132924907	0.131911049	0.110145923	0.120502419	0.122994712	0.149956907	0.119090839	0.11687908	0.129123134	0.114516603	0.103081396	0.10206121	0.092488938	0.11179744	0.095072335	0.120562339	0.117158075	0.116556805	0.11928172	0.121594751	0.119670178	0.125393719	0.109115184	0.13510803	0.107583111	0.126740729	0.12212954	0.114599703	0.116466484	0.072697174	0.088861791	0.08674308	0.090307498	0.066156994	0.079565492	0.120777712	0.157571906	0.280855738	0.134500444	0.165773344	0.180401778	0.17439879	0.123772905	0.151165932	0.142648118	0.157523949	0.199247751	0.155607758	0.131257577	0.148762681	0.129265239	0.158080031	0.135655156	0.130630505	0.150871638	0.150517492	0.149398436	0.168839297	0.15314287	0.135662533	0.12318368	0.074406712	0.095225012	0.113510199	0.094738899	0.077596806	0.107821613	0.152418417	0.158208525	0.09728615	0.130260676	0.089456054	0.112564998	0.128029781	0.129518489	0.118030301	0.150899471	0.147720747	0.128696496	0.145249844	0.141318887	0.14253655	0.14104926	0.09258276	0.091429007	0.0872907	0.081572802	0.083193821	0.099290933	0.077617153	0.07490381	0.09491098	0.066405312	0.082353581	0.078114434	0.085390913	0.102908606	0.095177789	0.148600562	0.103153242	0.147326648	0.119821357	0.109681292	0.114469298	0.150026759	0.13123074	0.148289553	0.136516594	0.143495169	0.128391034	0.140779083	0.114669068	0.147397195
MD70d_CeC2	0.094471035	0.100810441	0.11104521	0.096800184	0.096960894	0.091748247	0.101082009	0.095547233	0.106682324	0.103433048	0.092623186	0.083585194	0.085339168	0.085302215	0.078867324	0.139796453	0.138152253	0.119889533	0.095827211	0.080807429	0.091680706	0.08279119	0.147632687	0.154310787	0.148120148	0.089671755	0.095986827	0.077887574	0.104526097	0.10045845	0.085528606	0.096727872	0.094111754	0.042017902	0.027751363	0.030449237	0	0.068887223	0.060163412	0.054092789	0.041887353	0.04116902	0.02728725	0.06711181	0.008299113	0.059350771	0.040888308	0.072053769	0.052894195	0.080010914	0.061840528	0.071003604	0.053750471	0.071887062	0.050128313	0.078195587	0.053557258	0.069609434	0.062868984	0.053936724	0.050500803	0.095807586	0.098703387	0.094009176	0.087473325	0.075506866	0.087122439	0.079550974	0.06733089	0.083570499	0.075994876	0.078108975	0.100263994	0.088550227	0.089381764	0.070977765	0.074650145	0.085544346	0.070533282	0.084660235	0.112656825	0.076526396	0.077076616	0.102272411	0.083189118	0.137308093	0.124714372	0.145247423	0.206788309	0.138183657	0.169527201	0.132574826	0.14006471	0.136244441	0.118439967	0.130293392	0.128551023	0.163628494	0.125255276	0.127967914	0.139833745	0.125700906	0.111838749	0.115229495	0.10039633	0.122057958	0.105237537	0.13419597	0.12784196	0.120491785	0.128564109	0.131666861	0.129415245	0.136123645	0.11973351	0.148499497	0.116890282	0.133801796	0.128850023	0.127182761	0.121214124	0.086634936	0.10038373	0.099891917	0.102029547	0.072949243	0.091912444	0.135830152	0.172721106	0.284398041	0.150247005	0.180846014	0.190451772	0.176486846	0.135280269	0.164380169	0.156104222	0.167095506	0.205332233	0.167603146	0.143667983	0.162789921	0.142504881	0.171933881	0.151057187	0.144257257	0.165741247	0.164809106	0.160113835	0.174636163	0.16310301	0.145116393	0.133393037	0.078122319	0.107539265	0.128021217	0.106126363	0.089008817	0.119379862	0.163514918	0.165655638	0.109120037	0.140687013	0.103538677	0.12363191	0.141699736	0.144076358	0.131809211	0.164620309	0.161090083	0.142998624	0.161285313	0.153760582	0.156982175	0.152029953	0.104633054	0.10346927	0.099668604	0.095158598	0.095280371	0.111341252	0.087590377	0.086277394	0.105225475	0.080496976	0.094674685	0.08806209	0.0956835	0.114589387	0.105233023	0.163366907	0.113191889	0.16178122	0.130480493	0.123473601	0.125573734	0.164588284	0.139128249	0.162587175	0.146660813	0.15765041	0.138584499	0.153826243	0.123757953	0.160591186
MD70dCeC3	0.090773162	0.084116727	0.103005855	0.102625298	0.097402095	0.0816996	0.085928284	0.076313871	0.075593142	0.075228283	0.086440856	0.088986794	0.086695807	0.072389382	0.069272913	0.126368015	0.136777539	0.096855902	0.082323159	0.068721514	0.081412915	0.072211131	0.149385597	0.160925252	0.141159124	0.081299808	0.0824394	0.068326623	0.088047573	0.082879761	0.072166089	0.081901981	0.079027	0.066016957	0.068523113	0.062353761	0.068887223	0	0.029203218	0.065212783	0.071269731	0.065601968	0.066597028	0.009130543	0.069698425	0.033181947	0.070648827	0.051209616	0.055345885	0.04636232	0.048785895	0.048793082	0.0529074	0.050585981	0.055984108	0.045326661	0.054452288	0.050864827	0.047587142	0.051971935	0.056842287	0.068922424	0.078137834	0.068671353	0.078554185	0.070537794	0.072099314	0.055999568	0.057597112	0.060701424	0.06500617	0.066917452	0.088651663	0.080102258	0.071851951	0.062582705	0.069246469	0.054142758	0.064215088	0.073054997	0.094241512	0.07304533	0.066793317	0.082384558	0.070918894	0.137975067	0.112017297	0.148551737	0.19583165	0.131136328	0.169289692	0.101531506	0.106359447	0.103926987	0.097617822	0.108334067	0.099797886	0.142088769	0.101994822	0.101847692	0.107990535	0.100374673	0.090823219	0.100053223	0.099448949	0.10717523	0.084664085	0.107997827	0.10396056	0.096353864	0.106779009	0.105395567	0.104769428	0.110180161	0.092967996	0.131461862	0.090355689	0.10655312	0.098514997	0.09742705	0.095827243	0.080299088	0.100101545	0.091950866	0.099747406	0.072498077	0.084519375	0.128387666	0.171040134	0.247549081	0.145441567	0.159866707	0.171852325	0.149945454	0.135196308	0.174913491	0.15350187	0.142223331	0.173430401	0.135523546	0.124573896	0.147470266	0.122509287	0.176991954	0.131690172	0.13269177	0.154411277	0.129997349	0.130383319	0.140782606	0.132893517	0.141502363	0.118178476	0.067007349	0.101182207	0.107471335	0.089134586	0.077265981	0.114831661	0.145396059	0.14210095	0.09109644	0.135204448	0.086956753	0.11975014	0.11926019	0.113259485	0.109905855	0.14827388	0.149043069	0.121472055	0.13379128	0.124716654	0.140605172	0.113065861	0.103591287	0.102594667	0.097212174	0.088381988	0.077387723	0.110926285	0.092101932	0.080619744	0.106016912	0.070969854	0.092464283	0.083384651	0.091671601	0.114730385	0.104950324	0.158549052	0.103163626	0.153712825	0.129985197	0.107494805	0.121882301	0.158769053	0.135409861	0.154919612	0.145020468	0.149856582	0.144608866	0.154615639	0.120407721	0.153307266
MD70d_CeC3	0.084127972	0.078238597	0.095299217	0.097304083	0.091236395	0.072952102	0.081334951	0.07691454	0.081104166	0.078989898	0.088595393	0.088817429	0.08635995	0.071443788	0.066301531	0.135682562	0.139489018	0.107557235	0.089677959	0.075055951	0.085534713	0.071693355	0.150915461	0.163130387	0.144211447	0.088223544	0.090988806	0.056431402	0.077098461	0.074896723	0.061884615	0.070081029	0.069309592	0.068691196	0.057653728	0.065449887	0.060163412	0.029203218	0	0.067718118	0.061325068	0.068123527	0.055719533	0.028763334	0.060887289	0.011030395	0.061172863	0.059564186	0.048166396	0.057905138	0.042466974	0.059652917	0.048662117	0.062192555	0.050956105	0.055622029	0.048063817	0.061196547	0.042504451	0.048111306	0.052122422	0.072147688	0.082515913	0.074017775	0.079898836	0.071036937	0.07768197	0.05834962	0.056154276	0.061977478	0.062367361	0.062433483	0.08445687	0.077435061	0.069784987	0.058146854	0.066715717	0.059117684	0.06643546	0.064289537	0.084431232	0.062688453	0.058110926	0.075412187	0.060803318	0.141122303	0.119192697	0.152261744	0.197517134	0.134345478	0.174806075	0.108221165	0.10851434	0.105640697	0.100980098	0.112664615	0.107023764	0.147317117	0.108855335	0.111122258	0.11589345	0.106716638	0.096487985	0.107101512	0.100248789	0.109179089	0.086797787	0.116884564	0.111034601	0.09944272	0.112394805	0.112806259	0.114737834	0.116456107	0.099573478	0.14164947	0.096417907	0.11324206	0.103471288	0.107362713	0.100653957	0.081574023	0.101218772	0.091981874	0.100936116	0.071779128	0.087356573	0.137624067	0.178026709	0.255694231	0.153630205	0.169607459	0.179166842	0.159884529	0.140047368	0.178980119	0.15894244	0.150629097	0.183912874	0.143943882	0.133058894	0.157813979	0.131892681	0.179890409	0.143085022	0.138170063	0.166011706	0.140428648	0.137069867	0.143270159	0.13901286	0.141803535	0.12124553	0.073954637	0.102117377	0.121516827	0.098930088	0.082504069	0.115239028	0.150476741	0.14435129	0.101761837	0.135096712	0.097778395	0.119868292	0.131535961	0.122722249	0.122045116	0.159288901	0.157574109	0.133787225	0.146040709	0.135190491	0.151262028	0.123803098	0.10369774	0.10445786	0.099868838	0.09196192	0.078281806	0.110415401	0.090239072	0.082001284	0.107859185	0.071702664	0.09345825	0.083178205	0.090489341	0.113294033	0.103671988	0.167078053	0.104224795	0.161750037	0.130118159	0.116332077	0.122352941	0.167315474	0.134133547	0.163949934	0.147863531	0.158961908	0.142605042	0.158423138	0.118914944	0.160880596
MD70dCeC4	0.076771842	0.077298963	0.087663876	0.084167715	0.080374789	0.072976697	0.079124438	0.070352681	0.085290963	0.081953711	0.069844125	0.079640577	0.070246723	0.097200405	0.100046914	0.114741018	0.117730942	0.093542244	0.092337682	0.087736973	0.106441283	0.099577379	0.129899546	0.136046492	0.120412296	0.087703925	0.087663922	0.075811149	0.097783455	0.092223643	0.08138492	0.089480801	0.083600781	0.03638454	0.054624127	0.035454743	0.054092789	0.065212783	0.067718118	0	0.025683795	0.036203335	0.054088395	0.062230136	0.055108359	0.068681334	0.025380209	0.068686281	0.07407105	0.075259354	0.076382161	0.068142523	0.072854367	0.067758082	0.068433751	0.074387347	0.073208952	0.065104538	0.077093781	0.072037349	0.067601195	0.077516692	0.079670799	0.074522491	0.078152452	0.074256043	0.067863686	0.093277777	0.08579262	0.09772971	0.096533767	0.095646402	0.125094638	0.111003897	0.110049242	0.089196977	0.095814226	0.089024424	0.081420906	0.077720952	0.098155148	0.07950948	0.073195808	0.086545748	0.073826324	0.117152054	0.098579442	0.125033092	0.189323751	0.11587336	0.1434792	0.108306666	0.117216323	0.117612179	0.095766264	0.106899015	0.108484508	0.135364046	0.104413848	0.101562587	0.114710379	0.100068636	0.088675479	0.092423606	0.087507651	0.09740776	0.081675217	0.106426207	0.102077155	0.100468123	0.105672708	0.106624302	0.105412854	0.109950698	0.093779139	0.121211617	0.091061776	0.110503885	0.105574626	0.099807378	0.101467142	0.067454146	0.079958888	0.075209468	0.086555828	0.077411319	0.076700719	0.111944166	0.141892981	0.277958476	0.123498728	0.157724993	0.175670403	0.170864176	0.110061303	0.144247145	0.132059357	0.146580765	0.194858232	0.138274797	0.124732494	0.13934762	0.11578308	0.152745162	0.127298982	0.119940511	0.141806881	0.134407018	0.131738641	0.151582817	0.136320473	0.128562325	0.11142016	0.087218224	0.086987286	0.106755982	0.089972749	0.075345314	0.098213987	0.14567447	0.152647628	0.094335386	0.122358925	0.088779549	0.104121343	0.114789025	0.113753861	0.107102593	0.139525616	0.138025375	0.117549834	0.133141752	0.125113551	0.133205218	0.124709143	0.088358404	0.089618971	0.085029953	0.078234266	0.069078417	0.091855041	0.074909454	0.069341474	0.090446877	0.063770886	0.077045952	0.070945019	0.076920553	0.094380731	0.087456446	0.140544339	0.091081197	0.139544001	0.113112881	0.102607741	0.107223501	0.143310772	0.12081076	0.141055354	0.129871998	0.136166389	0.122566599	0.133814116	0.106247578	0.139506787
MD70d_CeC4	0.078365986	0.082813071	0.092666867	0.084148839	0.081026763	0.074996923	0.084249084	0.076830438	0.089154156	0.085031584	0.079627496	0.086842134	0.076908579	0.0948027	0.096406829	0.129728237	0.128209748	0.107876473	0.096359953	0.087837067	0.105426766	0.096051245	0.139276446	0.145685545	0.131904553	0.094008472	0.094398312	0.068555412	0.094270204	0.087941324	0.075705268	0.084345213	0.078775467	0.042549337	0.039872583	0.041708255	0.041887353	0.071269731	0.061325068	0.025683795	0	0.041340205	0.039721025	0.069042705	0.041124091	0.060735672	0.006805191	0.070640565	0.066461465	0.077400815	0.070710929	0.070604436	0.066188515	0.070752675	0.061388167	0.0760628	0.066276037	0.067895562	0.071679056	0.065454644	0.061393043	0.079576742	0.088185547	0.079025848	0.083891291	0.075034601	0.077091289	0.09322963	0.084426069	0.099571022	0.093100541	0.09293153	0.120989475	0.107434641	0.107003838	0.085965056	0.093175061	0.090225976	0.080383837	0.074657648	0.095482447	0.073908854	0.067382785	0.085261368	0.069444831	0.128200367	0.112933259	0.136010441	0.196190208	0.127464463	0.156400684	0.113959808	0.122331696	0.120886449	0.104029153	0.116282427	0.11339436	0.146314372	0.111387334	0.112702795	0.122765597	0.110557769	0.097406557	0.104613357	0.094328042	0.106813014	0.090585768	0.118738176	0.112039817	0.105334041	0.115273532	0.116704317	0.115874932	0.119790319	0.103126235	0.134914282	0.101066826	0.116230555	0.10977252	0.110851835	0.105772818	0.075042993	0.087885723	0.085492458	0.09353628	0.080676604	0.083370388	0.125589417	0.154833315	0.283792226	0.136753677	0.168596128	0.184889542	0.175179777	0.120000892	0.155207708	0.141888009	0.155293989	0.203867311	0.149608927	0.135577484	0.150882879	0.128396023	0.162925018	0.140098594	0.131896191	0.156636061	0.14771663	0.142991487	0.155096979	0.145689975	0.134496695	0.121081932	0.088053483	0.096543887	0.11962413	0.099213651	0.083369458	0.106892559	0.152567005	0.154786128	0.103660465	0.130224201	0.098200928	0.11289481	0.127929231	0.126584821	0.120302794	0.152728666	0.150677895	0.131660762	0.146176142	0.13771445	0.147245903	0.131493011	0.095925896	0.096043646	0.09127348	0.08716207	0.07637596	0.101440743	0.079280856	0.077526032	0.097462435	0.070856948	0.085894517	0.079967214	0.086226277	0.103952135	0.097065808	0.154340372	0.100319517	0.152456783	0.120402041	0.114288074	0.11581471	0.156090762	0.126695854	0.153135335	0.136679554	0.149057506	0.12904763	0.145133275	0.113578652	0.150492249
MD70dCeC5	0.08236578	0.084249454	0.094890264	0.09003299	0.083560055	0.077945876	0.084953826	0.075034243	0.088978429	0.086031452	0.075262242	0.071775648	0.070538868	0.084482494	0.085911254	0.120131898	0.120254125	0.10080571	0.079395198	0.075485309	0.094259627	0.085966089	0.132359863	0.139835769	0.127473041	0.078101387	0.081153297	0.073046426	0.103473537	0.096887621	0.084785665	0.094614641	0.086995365	0.005257474	0.034170314	0.022882884	0.04116902	0.065601968	0.068123527	0.036203335	0.041340205	0	0.03440333	0.063215633	0.041972838	0.069964842	0.041837211	0.05472418	0.062100765	0.068065769	0.066966062	0.056703432	0.06066683	0.056508583	0.056584267	0.068119111	0.061917008	0.048099485	0.066780682	0.060508706	0.056317568	0.078606508	0.083419815	0.078140048	0.072730661	0.061211729	0.068374552	0.083029659	0.070859708	0.087175965	0.083287615	0.081269852	0.109285563	0.097353588	0.095693547	0.076117315	0.081067584	0.084343949	0.068696005	0.076362589	0.101205105	0.072374458	0.073126719	0.090002474	0.073846787	0.116490133	0.104803421	0.129090517	0.201378943	0.121955192	0.151774718	0.112303448	0.122300132	0.122411152	0.106947305	0.116181836	0.113698112	0.14385273	0.111116037	0.111565973	0.120509998	0.110542374	0.098416565	0.097470448	0.090211025	0.109336892	0.089893727	0.116364084	0.112401373	0.109020186	0.114981756	0.117353925	0.11552075	0.118886068	0.103398827	0.131224533	0.100964029	0.117096929	0.112938957	0.109721084	0.107599055	0.066228567	0.084813104	0.080393438	0.085664641	0.069941485	0.075244648	0.11674331	0.155259378	0.280349416	0.130168798	0.169743684	0.184252068	0.175209847	0.120206596	0.148266246	0.138329957	0.148811932	0.201415119	0.150196662	0.125335199	0.144372766	0.124841589	0.154951821	0.131378804	0.126751664	0.146452196	0.144411165	0.14410408	0.157851884	0.147750706	0.132914971	0.118255537	0.075753559	0.089605695	0.108609078	0.088965208	0.072068567	0.103664769	0.147861812	0.15013342	0.095646216	0.127150945	0.086752318	0.108729877	0.122678935	0.122981242	0.11220565	0.147071043	0.143285944	0.123574662	0.140356869	0.135135135	0.138105584	0.129079215	0.087165101	0.087630931	0.083289008	0.076772418	0.078254771	0.093990386	0.074702877	0.069879413	0.090862308	0.06551525	0.077454026	0.072905966	0.079737803	0.097016807	0.088814624	0.144403812	0.096934192	0.143372188	0.115885474	0.104108369	0.109973121	0.146156428	0.125439941	0.144537594	0.132917878	0.139477337	0.124901781	0.136909991	0.109154506	0.143055784
MD70d_CeC5	0.088344269	0.093499355	0.104388283	0.092170712	0.089473479	0.085035932	0.093023647	0.087411167	0.096692013	0.094191234	0.087285536	0.081842205	0.081220156	0.074529568	0.074036057	0.138465519	0.137200913	0.116686544	0.09075055	0.071527702	0.08488212	0.073881476	0.147666602	0.154110154	0.143364686	0.086469747	0.092744781	0.065490356	0.093286924	0.087107857	0.072324291	0.083911332	0.081564346	0.035638356	0.006836061	0.03589939	0.02728725	0.066597028	0.055719533	0.054088395	0.039721025	0.03440333	0	0.065031036	0.026518076	0.056086788	0.04055835	0.059581179	0.047780399	0.068289675	0.057175853	0.060360124	0.051211855	0.062260725	0.046869561	0.067803514	0.047089512	0.059526556	0.057857088	0.052214072	0.04759367	0.085477931	0.093247411	0.088253622	0.081935063	0.069113157	0.080366293	0.074293056	0.064448159	0.078148408	0.071990879	0.072467083	0.097295893	0.084519511	0.084680731	0.065669043	0.07376222	0.078601736	0.066505017	0.073451205	0.099497431	0.064437947	0.06462999	0.08932053	0.070355336	0.132605389	0.121874276	0.144983219	0.207769507	0.136679327	0.167948455	0.122355303	0.125168873	0.124361442	0.115633507	0.126491567	0.120956658	0.158095131	0.119682737	0.123173581	0.132537387	0.122677286	0.10827666	0.110595104	0.099225842	0.120650042	0.099296718	0.130599954	0.122963739	0.115551093	0.124896042	0.127371851	0.12655534	0.131101617	0.113828274	0.145766173	0.111070291	0.12759851	0.119846511	0.121972964	0.115007948	0.080484386	0.097595239	0.094362182	0.099803942	0.070388639	0.087694112	0.13294415	0.173825223	0.281601444	0.146988575	0.179304817	0.190066596	0.176811159	0.133600716	0.163508359	0.151906778	0.161212055	0.207583865	0.163595174	0.140191998	0.160017748	0.139136896	0.170590826	0.148439698	0.141948543	0.164510249	0.157529254	0.155664024	0.161234864	0.158654377	0.144254333	0.129178009	0.076153497	0.104050017	0.125347948	0.102240491	0.08393401	0.116434609	0.161068958	0.156332472	0.105277802	0.139131936	0.099432609	0.121699864	0.13838123	0.137939678	0.12733146	0.163207212	0.15910281	0.140570007	0.156260143	0.149539214	0.156062101	0.142663802	0.102247436	0.101279984	0.09657017	0.092629046	0.090393186	0.109183707	0.084178081	0.082114797	0.103220723	0.073227853	0.09196233	0.084031583	0.092357037	0.111974358	0.102223191	0.161901281	0.108732773	0.160724451	0.128570876	0.120600033	0.123670566	0.163726741	0.133162481	0.161589629	0.14557796	0.15623629	0.137309124	0.152347983	0.119756587	0.158987322
MD70dCeC6	0.089488509	0.082578321	0.10119826	0.100716114	0.095209607	0.080374786	0.084549438	0.07436462	0.074804804	0.073818146	0.0843464	0.08726951	0.084995434	0.070943076	0.068325544	0.125401821	0.135182237	0.095604	0.081475301	0.068480599	0.080820665	0.071237732	0.14731416	0.158933279	0.138679026	0.08112327	0.0821024	0.067635098	0.087752497	0.082409273	0.071857748	0.081976731	0.07815893	0.063840451	0.066796743	0.060033451	0.06711181	0.009130543	0.028763334	0.062230136	0.069042705	0.063215633	0.065031036	0	0.068118065	0.032062514	0.068715709	0.050039879	0.054106458	0.04587176	0.047438001	0.04745986	0.051386601	0.049301021	0.054845111	0.044998605	0.053428336	0.049924374	0.046432959	0.050859727	0.05563996	0.067205243	0.077294368	0.068147501	0.07805505	0.070417162	0.0719911	0.057684917	0.056243031	0.059980068	0.063733084	0.06567628	0.090187975	0.078655642	0.073540553	0.061410865	0.067949015	0.053570068	0.063254688	0.072211342	0.093462508	0.072308398	0.065708204	0.081097384	0.069890601	0.136960316	0.110453162	0.146159292	0.194915889	0.12998538	0.166723627	0.10031782	0.104619086	0.102792298	0.097042529	0.107659589	0.099913705	0.140163195	0.101089692	0.101745301	0.107232668	0.099303774	0.089921884	0.098497881	0.098468029	0.105722578	0.083655612	0.107050826	0.10306493	0.096231154	0.105913765	0.105365865	0.10458522	0.109656466	0.093248654	0.129358942	0.0897692	0.105149218	0.098451456	0.097073665	0.096035583	0.080216192	0.099524399	0.09204169	0.099622101	0.072629974	0.084858225	0.126993269	0.169806729	0.249489382	0.143659989	0.158441475	0.171344762	0.14966019	0.133061261	0.173291973	0.151844812	0.14178918	0.175621865	0.135258661	0.124378713	0.146340919	0.120953527	0.174939178	0.130762397	0.131027912	0.153047314	0.130087507	0.131209002	0.140438814	0.133009959	0.140556084	0.11714426	0.066645876	0.100892705	0.107790718	0.088752187	0.07618752	0.113808279	0.144891768	0.141635329	0.090980672	0.134118793	0.086557346	0.119183485	0.119099933	0.112933412	0.109840257	0.14732851	0.148165623	0.120995558	0.13258682	0.124820772	0.139726268	0.113766816	0.10336412	0.102135617	0.096984062	0.088770135	0.077376607	0.11059297	0.091640904	0.080950599	0.105336169	0.07130872	0.092261046	0.083285568	0.091554163	0.113954527	0.104530655	0.156727593	0.102429728	0.15172194	0.128943322	0.106835576	0.121264352	0.156720293	0.135334635	0.153556786	0.144112062	0.148681434	0.143062932	0.153377893	0.119165807	0.152390796
