ARGs	ANCeC1	ANCeC2	ANCeC3	ANCeC4	ANCeC5	ANCeC6	ANCeC7	HBCeC1	HBCeC2	HBCeC3	HBCeC4	HBCeC5	HBCeC6	HNCeC10	HNCeC11	HNCeC12	HNCeC13	HNCeC14	HNCeC15	HNCeC16	HNCeC17	HNCeC18	HNCeC4	HNCeC5	HNCeC6	HNCeC7	HNCeC8	JSCeC1	JSCeC2	JSCeC3	JSCeC4	JSCeC5	JSCeC6	MD70dCeC1	MD70d_CeC1	MD70dCeC2	MD70d_CeC2	MD70dCeC3	MD70d_CeC3	MD70dCeC4	MD70d_CeC4	MD70dCeC5	MD70d_CeC5	MD70dCeC6	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD70dCeC1	PD70d_CeC1	PD70dCeC2	PD70d_CeC2	PD70dCeC3	PD70d_CeC3	PD70dCeC4	PD70d_CeC4	PD70dCeC5	PD70d_CeC5	PD70dCeC6	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	SDCeC1	SDCeC2	SDCeC3	SDCeC4	SDCeC5	SDCeC6	SHCeC1	SHCeC12	SHCeC15	SHCeC16	SHCeC17	SHCeC18	SHCeC24	SHCeC26	SHCeC27	SHCeC28	SHCeC4	SHCeC7	SXCeC1	SXCeC2	SXCeC3	SXCeC4	SXCeC5	SXCeC6	WNCeC1L	WNCeC2L	WNFCeC1L	WNFCeC2L	WNFCeC3L	WNFCeC4L	CeC1	CeC105	CeC108	CeC112	CeC113	CeC123	CeC124	CeC139	CeC149	CeC161	CeC164	CeC166	CeC186	CeC192	CeC198	CeC200	CeC28	CeC35	CeC38	CeC41	CeC42	CeC51	CeC6	CeC61	CeC66	CeC67	CeC68	CeC69	CeC70	CeC89	FJCeC1	FJCeC2	FJCeC3	FJCeC4	FJCeC5	FJCeC6	GZCeC-10	GZCeC-24	GZCeC-25	GZCeC-26	GZCeC-27	GZCeC-28	GZCeC-29	GZCeC-30	GZCeC-6	GZCeC-7	GZCeC-8	GZCeC-9	HEBCeC-10	HEBCeC-15	HEBCeC-17	HEBCeC-18	HEBCeC-21	HEBCeC-22	HEBCeC-25	HEBCeC-30	HEBCeC-4	HEBCeC-5	HEBCeC-7	HEBCeC-8	SDQCeC10L	SDQCeC11L	SDQCeC1L	SDQCeC1R	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC4R	SDQCeC5L	SDQCeC7R	SDQCeC8L	SDQCeC8R	SDQCeC9L	SDQCeC9R	SSCeC-1	SSCeC-10	SSCeC-2	SSCeC-3	SSCeC-4	SSCeC-5	SSCeC-6	SSCeC-7	SSCeC-8	SSCeC-9	WFHCeC11L	WFHCeC12L	WFHCeC13L	WFHCeC14L	WFHCeC16L	WFHCeC1L	WFHCeC21L	WFHCeC22L	WFHCeC23L	WFHCeC24L	WFHCeC25L	WFHCeC2L	WFHCeC3L	WFHCeC4L	WFHCeC6L	WHYCeC1L	WHYCeC1R	WHYCeC2L	WHYCeC2R	WHYCeC3L	WHYCeC3R	WHYCeC4L	WHYCeC4R	WHYCeC5L	WHYCeC5R	WHYCeC6L	WHYCeC6R	WHYCeC7L	WHYCeC7R	WHYCeC8
CeC164	0.062231341	0.055589542	0.060342495	0.06882936	0.073705971	0.062376925	0.057411345	0.065045262	0.059911335	0.059038579	0.067536424	0.080184507	0.069310057	0.095377368	0.101434603	0.084467071	0.09731634	0.056942433	0.078557984	0.091800726	0.107833203	0.097132829	0.110525555	0.121404861	0.094007071	0.084327383	0.077232738	0.086999	0.097183147	0.088548194	0.084313659	0.092732748	0.084065604	0.110525522	0.122681979	0.114516603	0.125700906	0.100374673	0.106716638	0.100068636	0.110557769	0.110542374	0.122677286	0.099303774	0.126927955	0.105868969	0.109794377	0.097377438	0.112605863	0.09856105	0.109666964	0.101042847	0.112525247	0.100907718	0.111591288	0.09856469	0.112446323	0.098222031	0.110170761	0.112056989	0.112078756	0.060068575	0.057369031	0.055758751	0.07618718	0.08054606	0.065353868	0.097379295	0.10088527	0.104751967	0.096882311	0.105054394	0.135306799	0.114612022	0.11645061	0.101121478	0.108528289	0.082121023	0.093413227	0.08212179	0.067890183	0.08767159	0.085556101	0.06449248	0.078907547	0.096447772	0.080630567	0.111599885	0.194248427	0.088952393	0.118792523	0.048237168	0.059065217	0.061478978	0.049200275	0.042587321	0.0456881	0.077894208	0.045523563	0.039648129	0.045027918	0	0.033654768	0.056052915	0.062605369	0.060108416	0.043742924	0.036511895	0.028585376	0.042257685	0.038075762	0.040261626	0.040185663	0.040470168	0.032368011	0.074947411	0.034702642	0.042090468	0.040241483	0.037056388	0.043849662	0.069557637	0.073850923	0.064071032	0.08322669	0.088295869	0.081428133	0.082119302	0.124889413	0.255278865	0.105467586	0.13576188	0.14466551	0.150326226	0.087298168	0.135714447	0.111758298	0.093089549	0.164408215	0.077277409	0.077482511	0.095645403	0.066597802	0.129978889	0.079316005	0.081094442	0.105622599	0.070921423	0.065072443	0.094825672	0.065865566	0.094198229	0.066379833	0.088231892	0.063279149	0.06936024	0.059476076	0.066739588	0.068516379	0.107934288	0.138338527	0.076882837	0.084250082	0.075137513	0.074375219	0.062221266	0.051637222	0.053036837	0.090613554	0.091866959	0.062487624	0.074373	0.055466243	0.08134154	0.068077034	0.086202393	0.082927756	0.08676253	0.072753305	0.060219785	0.082711102	0.088146031	0.073781108	0.090923282	0.071685853	0.072449054	0.066381707	0.071185193	0.07850077	0.077246762	0.109678876	0.06345313	0.104441466	0.08698981	0.065031046	0.074464422	0.111658944	0.103648014	0.103936885	0.102321776	0.100145835	0.102396465	0.108019028	0.084349955	0.112063775
CeC166	0.047245436	0.043760937	0.053486211	0.056385405	0.055371771	0.048914147	0.04507004	0.054918134	0.05064585	0.046979564	0.053184269	0.061207738	0.051995933	0.082387683	0.087187288	0.074502098	0.084276644	0.053820314	0.062302297	0.075269641	0.094048362	0.08261848	0.098024851	0.109344645	0.087690247	0.067209487	0.061766817	0.070506544	0.087913463	0.074288435	0.070596978	0.081195418	0.074085205	0.098521432	0.108147295	0.103081396	0.111838749	0.090823219	0.096487985	0.088675479	0.097406557	0.098416565	0.10827666	0.089921884	0.113146357	0.096473682	0.097283124	0.087624119	0.101698084	0.091267834	0.102228674	0.093732551	0.102428433	0.093409597	0.099569048	0.091372843	0.101444655	0.088010735	0.102666821	0.102181174	0.100152053	0.047589984	0.039313326	0.043080639	0.060078527	0.065292705	0.052451425	0.087958409	0.08719978	0.09556543	0.086484028	0.093164766	0.124536301	0.102888458	0.106206806	0.086397917	0.095523124	0.074014303	0.081187351	0.068038081	0.060436897	0.074740286	0.070081269	0.050584364	0.063628146	0.089917566	0.081074159	0.103575111	0.189741043	0.080856378	0.112008061	0.051708528	0.060620357	0.05626862	0.040098232	0.035442103	0.0444402	0.083006366	0.042269903	0.038394898	0.05768591	0.033654768	0	0.043363716	0.045756412	0.053487464	0.030595741	0.035875451	0.030161943	0.037772509	0.040405359	0.043664907	0.043015313	0.051425073	0.034152032	0.071738278	0.037019136	0.054056972	0.047488723	0.037676724	0.040420649	0.057611403	0.05709388	0.052040372	0.067599453	0.073780044	0.062578479	0.075920386	0.124360948	0.264949746	0.096560021	0.135120166	0.145480203	0.15373253	0.082830666	0.127238074	0.105465201	0.099923874	0.173496479	0.078394439	0.075134599	0.093720936	0.061328665	0.122351854	0.075038148	0.074825207	0.098317105	0.07930248	0.06997564	0.098923487	0.069649382	0.087775198	0.064562931	0.071577902	0.048032934	0.058539279	0.044638423	0.049979265	0.057309546	0.110402596	0.139428765	0.063360316	0.076780332	0.065698557	0.065526269	0.057726595	0.059971431	0.047796684	0.087232775	0.088127922	0.060727157	0.075661779	0.061119706	0.080398375	0.077510022	0.070092454	0.06387125	0.067571829	0.057931255	0.054286035	0.066619065	0.068060189	0.057803627	0.075492855	0.060788873	0.056593136	0.053540645	0.055015001	0.062390071	0.06012552	0.102316948	0.052633335	0.094632296	0.073989381	0.052847626	0.064755524	0.102788278	0.092883438	0.096877768	0.091899989	0.091106375	0.090846148	0.099514155	0.071267081	0.115119914
CeC186	0.056747605	0.055099131	0.053316928	0.053319891	0.061835678	0.062460923	0.059300701	0.065404717	0.068605062	0.063775037	0.061525528	0.064205644	0.059812364	0.089280682	0.095947137	0.054444772	0.064046167	0.047952598	0.073024877	0.081397002	0.100575928	0.091290915	0.077868759	0.090344253	0.068668788	0.075148233	0.071778926	0.084794549	0.107008722	0.094376168	0.086849166	0.10040056	0.090859649	0.09789661	0.110753562	0.10206121	0.115229495	0.100053223	0.107101512	0.092423606	0.104613357	0.097470448	0.110595104	0.098497881	0.116548609	0.106991637	0.104699979	0.093547189	0.10842513	0.101497079	0.110844962	0.100005523	0.108664212	0.099420817	0.103741814	0.10237733	0.107664424	0.090806355	0.11069507	0.10835306	0.104521323	0.061034825	0.053785581	0.060804364	0.070273436	0.075169886	0.057661896	0.095462432	0.093068589	0.106957425	0.09366171	0.098787399	0.131701619	0.112325447	0.111785671	0.093658076	0.100695964	0.090894032	0.086840809	0.080105609	0.080177286	0.085869687	0.082199578	0.068624839	0.078092396	0.075778651	0.062849069	0.084655731	0.189670534	0.073117879	0.096653672	0.071838982	0.083648506	0.080314432	0.044197589	0.046808701	0.067834189	0.073231624	0.059511705	0.046383382	0.069547093	0.056052915	0.043363716	0	0.037933437	0.048638748	0.043635913	0.043816888	0.04853289	0.062028066	0.046541422	0.051574391	0.0466728	0.064046439	0.059029218	0.056387927	0.06216802	0.066956581	0.0718007	0.055836593	0.056412729	0.06367746	0.050933313	0.057682537	0.062399824	0.081383653	0.063931382	0.056600623	0.115002722	0.270846536	0.076134592	0.133476197	0.146487326	0.162424858	0.067217319	0.106819824	0.090871955	0.112405686	0.179749304	0.078675725	0.069709386	0.075327913	0.050146521	0.102704512	0.059095841	0.058447431	0.081711493	0.083445121	0.07376054	0.122196331	0.084829839	0.069311178	0.054237845	0.07851136	0.045985735	0.055783725	0.057261145	0.057607531	0.042789241	0.116058665	0.144034265	0.07058303	0.061130931	0.074411927	0.049287155	0.049949306	0.061517802	0.042324559	0.076557687	0.076974705	0.048615777	0.063077201	0.069006907	0.067089881	0.090016441	0.064412486	0.059991593	0.060838898	0.060234054	0.065140894	0.061000505	0.068705465	0.063513201	0.068256071	0.06820299	0.054526579	0.060298613	0.059751587	0.058272224	0.056274249	0.085616611	0.056435842	0.07962293	0.05789066	0.044148618	0.052868014	0.088347845	0.092012122	0.083344856	0.074922933	0.077135809	0.073899485	0.083095584	0.066415439	0.122173843
CeC192	0.044033352	0.051958269	0.046777785	0.034487508	0.04398548	0.052352604	0.053023351	0.064436036	0.07393568	0.068080313	0.052601861	0.049061912	0.045987934	0.085932152	0.09034026	0.060517019	0.062737751	0.055619117	0.069629925	0.079425047	0.094367243	0.087697147	0.075029673	0.086500906	0.076072611	0.070592635	0.069017238	0.072358695	0.103263888	0.085925909	0.076462755	0.092700526	0.082380072	0.09011246	0.099039185	0.092488938	0.10039633	0.099448949	0.100248789	0.087507651	0.094328042	0.090211025	0.099225842	0.098468029	0.100844977	0.100339786	0.09431562	0.094351421	0.100675747	0.103458307	0.106135234	0.100053415	0.101855224	0.100286724	0.097330269	0.104053873	0.101571793	0.09089793	0.105887818	0.101573108	0.097784653	0.061734154	0.051729841	0.061282881	0.063823629	0.068350313	0.057180335	0.094846182	0.083905369	0.103469651	0.088235619	0.089819763	0.118091447	0.10301194	0.104595758	0.081519155	0.087708469	0.092454457	0.082878594	0.069208491	0.077986338	0.072514038	0.070353962	0.063559056	0.066402939	0.082504888	0.078637958	0.084387902	0.192410018	0.075956344	0.106166217	0.079733572	0.087132656	0.084725127	0.044529868	0.054299891	0.071735971	0.091358165	0.063209204	0.058004113	0.081126486	0.062605369	0.045756412	0.037933437	0	0.053061457	0.04467892	0.057558328	0.056877805	0.065340136	0.05293701	0.062020763	0.056614372	0.074197285	0.068029899	0.073748076	0.071187745	0.077463419	0.078473608	0.066075453	0.060100092	0.061548643	0.051638865	0.053038954	0.062292972	0.075623589	0.061396965	0.06755105	0.12222128	0.27941464	0.08404595	0.146301346	0.156883969	0.166505135	0.075319272	0.111027101	0.096442638	0.120162119	0.188725762	0.095538238	0.076106694	0.087372766	0.064397624	0.101333318	0.075162977	0.067546268	0.088489408	0.093650156	0.085171802	0.125378022	0.088370056	0.074144422	0.066640043	0.078193324	0.044147082	0.069008769	0.057449562	0.055673041	0.049000806	0.118621002	0.146240083	0.074689157	0.067668918	0.077753615	0.055026604	0.06913852	0.07536158	0.059356521	0.090099642	0.090774073	0.067946158	0.083891663	0.081736968	0.083369268	0.099551169	0.066193749	0.057136171	0.060497388	0.064255556	0.064713299	0.06308388	0.063253875	0.059678492	0.067124765	0.066887129	0.053871829	0.057653898	0.054286413	0.060583962	0.058558459	0.092288385	0.054694234	0.084731294	0.056311857	0.052079728	0.050729533	0.091393644	0.094916833	0.08859631	0.075538152	0.083611928	0.070403696	0.084519689	0.065516725	0.11954993
CeC198	0.058379006	0.063955023	0.060579456	0.05727834	0.069870812	0.065290762	0.064232497	0.073171287	0.073613315	0.070739751	0.062771301	0.07313484	0.063801619	0.104001344	0.108866242	0.056999528	0.066249756	0.051636289	0.088595748	0.098393174	0.11133581	0.10653235	0.07562421	0.091282852	0.078109708	0.088296483	0.078903277	0.08642299	0.10319239	0.092475193	0.083739629	0.09472245	0.084750241	0.109522743	0.1212038	0.11179744	0.122057958	0.10717523	0.109179089	0.09740776	0.106813014	0.109336892	0.120650042	0.105722578	0.123098294	0.109842826	0.106226983	0.105832917	0.114299874	0.111292483	0.114614074	0.109425385	0.114880245	0.109300921	0.111900474	0.111304955	0.113938847	0.104565108	0.114526414	0.114277781	0.112078261	0.066782684	0.064122887	0.064704811	0.065437623	0.081740281	0.070644816	0.10842636	0.105110553	0.115117969	0.106386993	0.110362792	0.141246626	0.121472783	0.124362118	0.105422993	0.111843054	0.101530712	0.097152664	0.080560192	0.082652649	0.089373216	0.083768923	0.067041386	0.07853284	0.082241626	0.071310153	0.084482875	0.190173547	0.072570985	0.098028543	0.084415884	0.093223852	0.086977976	0.054268696	0.053470935	0.071297282	0.081453483	0.065596611	0.052503402	0.079191748	0.060108416	0.053487464	0.048638748	0.053061457	0	0.058374244	0.050286544	0.05432944	0.070199658	0.049937922	0.057673442	0.051472625	0.065179817	0.067239303	0.060988272	0.069333758	0.076307579	0.076980994	0.066033758	0.063067672	0.071603517	0.062795485	0.062210273	0.065165328	0.081557808	0.070939625	0.065600776	0.115941617	0.283333851	0.084899315	0.135311354	0.158762842	0.163235794	0.067121004	0.107961868	0.086709658	0.123727062	0.190688339	0.082995963	0.077682574	0.085753351	0.060302434	0.108446426	0.073158901	0.067536468	0.091153717	0.087464934	0.075730545	0.119383991	0.082647803	0.076030353	0.057427448	0.094442234	0.051188052	0.07126648	0.068228931	0.073396345	0.054435829	0.121933128	0.150193727	0.075958363	0.06707904	0.079763728	0.05591343	0.059905165	0.07133377	0.060528935	0.076410958	0.078852287	0.065429898	0.075308204	0.072551293	0.07178236	0.097333187	0.068406379	0.062108249	0.069823732	0.069167132	0.063468311	0.063069376	0.072924524	0.070719465	0.076711379	0.078744141	0.064927796	0.065576899	0.062129317	0.058940824	0.061223126	0.085093973	0.056745098	0.082115994	0.061022521	0.059300039	0.052518295	0.085887432	0.090177267	0.0851399	0.073800654	0.080875922	0.07173516	0.084854787	0.071011765	0.129950834
CeC200	0.044555561	0.035333105	0.050759903	0.055031148	0.055116323	0.043800727	0.038335209	0.045578474	0.047369226	0.041850808	0.048066367	0.063020626	0.052907399	0.07890113	0.082386427	0.080396021	0.088557886	0.051632533	0.062400817	0.072178376	0.092357211	0.079284739	0.102420771	0.113211815	0.090377453	0.06803276	0.065352903	0.059621596	0.082723679	0.068800256	0.063728525	0.074656582	0.066156363	0.089873347	0.099511569	0.095072335	0.105237537	0.084664085	0.086797787	0.081675217	0.090585768	0.089893727	0.099296718	0.083655612	0.106696923	0.087037212	0.089746027	0.082370452	0.095214061	0.087908145	0.095616292	0.088650228	0.096854469	0.08922227	0.092523892	0.087476598	0.094605759	0.082360179	0.096361903	0.096681049	0.093710553	0.041962188	0.037965153	0.041005996	0.05630951	0.062794112	0.051427153	0.079896679	0.079086681	0.090969599	0.081019235	0.083837846	0.114157566	0.098065129	0.096249271	0.077939058	0.086428208	0.072263567	0.073685739	0.061538028	0.055172017	0.066740647	0.063623353	0.042259326	0.056479384	0.094827634	0.082168853	0.10756569	0.194774686	0.08618461	0.117671973	0.051463238	0.059858468	0.05630469	0.036662007	0.044315623	0.04433827	0.085732212	0.041732008	0.041290881	0.057632363	0.043742924	0.030595741	0.043635913	0.04467892	0.058374244	0	0.048763138	0.043491579	0.039384126	0.043735617	0.043212451	0.048260799	0.051532949	0.037388677	0.079301751	0.040911204	0.054463733	0.046924886	0.044268882	0.037611521	0.061694809	0.063423042	0.057135609	0.074805799	0.072442335	0.067880019	0.078285496	0.12875967	0.262745422	0.100137975	0.143711427	0.155859358	0.154505969	0.086636033	0.130487398	0.110007276	0.100625956	0.175223374	0.086734492	0.081440036	0.0994227	0.069783447	0.127008456	0.082046413	0.080048023	0.106060176	0.083111834	0.079251903	0.098249692	0.080201686	0.089766095	0.069018554	0.071677879	0.055524877	0.069245358	0.057028846	0.05588337	0.064747629	0.109791442	0.134572651	0.073050657	0.081115731	0.076011986	0.072121434	0.069698255	0.06800556	0.058901069	0.099018108	0.099345766	0.071691883	0.084477176	0.07343457	0.089837633	0.0775294	0.076256595	0.07177958	0.074580887	0.068982796	0.052842741	0.076770519	0.076141122	0.062707627	0.077644804	0.059385987	0.063589229	0.057801982	0.061359609	0.071472008	0.068571429	0.109953018	0.056765914	0.103941644	0.082292974	0.06299239	0.072436787	0.111795469	0.100469587	0.106869845	0.097920473	0.100635463	0.095893343	0.106642595	0.078718304	0.12317472
CeC28	0.069232004	0.062308057	0.057699727	0.067260082	0.077090008	0.070672223	0.064151677	0.069557126	0.06748174	0.064960876	0.070296968	0.080083768	0.071439046	0.103175667	0.10983135	0.06670184	0.079134794	0.048788387	0.081923147	0.09482011	0.112388299	0.103658977	0.092870148	0.103595602	0.075161292	0.087362574	0.08052856	0.095307901	0.109409819	0.097068538	0.093057893	0.103342038	0.095301629	0.116710505	0.130750578	0.120562339	0.13419597	0.107997827	0.116884564	0.106426207	0.118738176	0.116364084	0.130599954	0.107050826	0.135505243	0.116162574	0.118119491	0.105962342	0.122074433	0.108408855	0.121155095	0.110224311	0.121633963	0.109630959	0.119358897	0.108747244	0.121478834	0.106702419	0.120808161	0.121046192	0.11990114	0.066579925	0.059342241	0.062558494	0.081311344	0.087519136	0.069562566	0.108912869	0.109435512	0.118138213	0.107907301	0.115083042	0.147874235	0.126023504	0.128265837	0.108103162	0.117171304	0.094262981	0.103346864	0.090166524	0.076063735	0.099823757	0.093926765	0.06914016	0.087274727	0.084930502	0.07586362	0.100962756	0.194277624	0.086466851	0.098398092	0.054231382	0.064248199	0.065205591	0.040478208	0.03720946	0.049524609	0.062467887	0.048032025	0.028569149	0.044186722	0.036511895	0.035875451	0.043816888	0.057558328	0.050286544	0.048763138	0	0.028059776	0.047808606	0.033216252	0.034028	0.032207172	0.03395613	0.040045307	0.055352557	0.045812313	0.043892922	0.04914621	0.035169542	0.046785846	0.076452221	0.071537703	0.066233312	0.082526325	0.095599728	0.078982492	0.067463063	0.109245414	0.262393634	0.087687529	0.132159653	0.141039077	0.149810218	0.070797464	0.118534702	0.097476775	0.094452056	0.168729814	0.061755649	0.067367361	0.076831447	0.050406131	0.11160631	0.059928253	0.064339926	0.084294759	0.059051768	0.054532151	0.0981504	0.056410141	0.076814248	0.051118284	0.091198625	0.060680063	0.063872289	0.064305529	0.072251157	0.055922682	0.10935287	0.138810198	0.076336918	0.068613868	0.079563982	0.061846237	0.046376287	0.046825135	0.041414113	0.072152434	0.074982629	0.046659687	0.058738282	0.044208285	0.06444437	0.071661875	0.084514167	0.080301599	0.084597123	0.076106037	0.06614711	0.080893157	0.089829299	0.078661307	0.089811009	0.080514387	0.074243752	0.069993117	0.071495111	0.076389587	0.077101623	0.088732076	0.061842763	0.083322066	0.073521793	0.059740027	0.060560716	0.092411072	0.098311271	0.085399387	0.082619861	0.082925793	0.085828006	0.089355917	0.079352001	0.112585736
CeC35	0.061524219	0.056397042	0.057456883	0.066998003	0.071511088	0.064511736	0.057153279	0.065479759	0.059116809	0.058268144	0.064925386	0.076607051	0.067222166	0.095819048	0.102634221	0.072742136	0.085952537	0.054874975	0.075302155	0.08924097	0.107336177	0.095075395	0.099726327	0.1104232	0.083345392	0.079394409	0.073894559	0.086373883	0.098204676	0.087251999	0.085361984	0.093878436	0.085875738	0.112494224	0.123068697	0.117158075	0.12784196	0.10396056	0.111034601	0.102077155	0.112039817	0.112401373	0.122963739	0.10306493	0.12908873	0.110106436	0.11150166	0.100907802	0.116494001	0.103180153	0.116042523	0.105229482	0.116567802	0.105100266	0.115155332	0.103339504	0.116156587	0.102127826	0.116341575	0.116190245	0.115762608	0.060008078	0.054962551	0.057237687	0.075692643	0.080941082	0.062250194	0.101507149	0.103001206	0.11167316	0.100172626	0.107424392	0.139490772	0.11845676	0.120395224	0.102185221	0.111221335	0.088195704	0.096447323	0.082594809	0.068540958	0.090153146	0.085423237	0.062214455	0.078714038	0.090714753	0.077654179	0.104504737	0.192387864	0.083763718	0.107643937	0.047763709	0.058984409	0.057931641	0.042844265	0.03762151	0.042400869	0.072478119	0.040496198	0.035136256	0.050198353	0.028585376	0.030161943	0.04853289	0.056877805	0.05432944	0.043491579	0.028059776	0	0.040899738	0.034343711	0.037488028	0.036711676	0.045236682	0.034103932	0.062564137	0.041288841	0.043077363	0.045929386	0.03376691	0.04233387	0.070020471	0.066940175	0.06019732	0.078574758	0.088102986	0.074950592	0.072128997	0.117110189	0.257902022	0.09329053	0.12888102	0.13821539	0.147730923	0.078340701	0.124592347	0.10041157	0.092359623	0.167375812	0.071875141	0.07040268	0.086062018	0.059159443	0.118894781	0.069997646	0.072111417	0.094746026	0.069461565	0.060061155	0.094392393	0.063195189	0.085736382	0.060721539	0.08567756	0.058048992	0.062707324	0.056464421	0.065058793	0.059898212	0.109391213	0.138029191	0.073637534	0.076082773	0.074950937	0.065209558	0.055010666	0.051578721	0.045206981	0.084284382	0.085700036	0.055775252	0.068458559	0.05146006	0.074131733	0.068508541	0.081381237	0.077643991	0.079878609	0.068536224	0.063133255	0.077370391	0.083874026	0.07321778	0.085350871	0.07363776	0.067626428	0.064240247	0.06974882	0.074025005	0.073674072	0.098975802	0.059343046	0.092843023	0.078859324	0.056147658	0.065435817	0.101496723	0.096584681	0.093100221	0.092227629	0.090980003	0.094718385	0.097848552	0.078206338	0.111223525
CeC38	0.058685486	0.04472993	0.059221191	0.071433088	0.070687592	0.055911424	0.04627785	0.064251364	0.047767329	0.049645953	0.064863092	0.084412789	0.072321926	0.08971822	0.092775716	0.093498076	0.104629079	0.061569704	0.069789622	0.084132149	0.098915767	0.088039222	0.116880569	0.128340355	0.103161996	0.079223626	0.069142239	0.072106466	0.082036021	0.073119435	0.071154119	0.077669847	0.070455871	0.108915528	0.115488244	0.116556805	0.120491785	0.096353864	0.09944272	0.100468123	0.105334041	0.109020186	0.115551093	0.096231154	0.12159292	0.098240592	0.104974352	0.093241331	0.103265177	0.09462821	0.102259123	0.098398475	0.103886199	0.098222534	0.10271024	0.094666204	0.103020296	0.095852895	0.102501329	0.103736871	0.103729114	0.050217644	0.048181068	0.046482654	0.06924865	0.072347025	0.062646241	0.091841709	0.09379172	0.100099218	0.090863897	0.098464198	0.129577217	0.107267796	0.10863231	0.091119477	0.101174574	0.077830701	0.086810653	0.062622849	0.049879269	0.075612185	0.06978525	0.046199958	0.063199004	0.10378337	0.095763549	0.122403119	0.191286951	0.094750207	0.126249316	0.036638995	0.043289894	0.0463873	0.04459814	0.048572605	0.036458068	0.095112428	0.035615635	0.04084164	0.045519656	0.042257685	0.037772509	0.062028066	0.065340136	0.070199658	0.039384126	0.047808606	0.040899738	0	0.046359965	0.036582372	0.046236759	0.040341984	0.032828597	0.083201093	0.033257414	0.039874418	0.040296118	0.042321741	0.034531137	0.072977284	0.076664152	0.068195262	0.083546808	0.081967575	0.07739144	0.092551829	0.138991306	0.252535142	0.113044871	0.140289719	0.148010217	0.142462975	0.095341898	0.144334499	0.120317411	0.089260196	0.167679075	0.08390648	0.080266576	0.106204152	0.077334831	0.139697275	0.089075894	0.09160003	0.112297645	0.078433927	0.074287191	0.083205425	0.070744902	0.096357133	0.067542782	0.079277753	0.065521707	0.069871738	0.061239926	0.070214355	0.072204669	0.106809018	0.129551276	0.077813939	0.085539034	0.079631949	0.07626808	0.070917055	0.063208323	0.061169344	0.101564976	0.099801308	0.072535991	0.090092964	0.065499589	0.093209645	0.067268333	0.085774546	0.082937119	0.084614183	0.079274467	0.062852871	0.083351787	0.08878902	0.073957697	0.08998686	0.073500123	0.075480528	0.064289386	0.071454827	0.078683132	0.078372235	0.118671198	0.058375748	0.110373649	0.085318475	0.070823082	0.074755607	0.120885885	0.098844644	0.110726702	0.10224942	0.107286749	0.103033305	0.114182781	0.079621817	0.119729641
CeC41	0.060956127	0.056427487	0.056362014	0.061948645	0.073816912	0.064902786	0.058421576	0.06892596	0.064476934	0.06261103	0.067688451	0.082304967	0.071526237	0.095877487	0.101802104	0.066081278	0.0805838	0.051313413	0.078986471	0.09191826	0.107891866	0.096054352	0.092914796	0.103366915	0.078603896	0.083689344	0.07787396	0.086221186	0.101187347	0.087394184	0.082935421	0.095015065	0.085037501	0.115207891	0.124822273	0.11928172	0.128564109	0.106779009	0.112394805	0.105672708	0.115273532	0.114981756	0.124896042	0.105913765	0.12987809	0.113244494	0.114493847	0.102927673	0.116770429	0.103734393	0.114561697	0.106787178	0.116532312	0.106621069	0.115084895	0.104075667	0.11659736	0.103673506	0.114931369	0.115950907	0.115864806	0.058785708	0.055103946	0.055951797	0.077614237	0.083338485	0.065616887	0.102843687	0.104351174	0.111236438	0.099434664	0.105922933	0.138782574	0.116591263	0.119142291	0.100771908	0.109659268	0.089397859	0.097118883	0.080014299	0.069669092	0.089043439	0.084559616	0.061318824	0.077351217	0.087888693	0.086290742	0.099004969	0.201745011	0.09077664	0.105581869	0.054610036	0.064917366	0.059682052	0.040072776	0.039083412	0.049276686	0.064627472	0.038939058	0.030419428	0.052886598	0.038075762	0.040405359	0.046541422	0.05293701	0.049937922	0.043735617	0.033216252	0.034343711	0.046359965	0	0.032845267	0.034658656	0.039647577	0.043228093	0.061535223	0.04846499	0.046517804	0.052098706	0.042459084	0.042030505	0.074440873	0.077024283	0.068809917	0.086640356	0.090269754	0.083617939	0.073681828	0.116063022	0.26521676	0.092289511	0.144235275	0.152366128	0.154572019	0.077601501	0.123433523	0.100548636	0.100329933	0.173141528	0.06963211	0.077024628	0.082506121	0.054214502	0.114183927	0.064551342	0.06680395	0.092177254	0.065057491	0.066850097	0.104227075	0.068034765	0.080745128	0.055184206	0.088770907	0.063131858	0.072327672	0.064686206	0.069860414	0.062617379	0.113729215	0.142515436	0.082621614	0.072568899	0.083028967	0.068569578	0.059344765	0.051759101	0.055185635	0.081394111	0.084090935	0.057871846	0.067337053	0.050592976	0.073271064	0.075489272	0.088422442	0.08473509	0.08808657	0.079504053	0.065769729	0.085104959	0.091889968	0.079214344	0.092281804	0.078749211	0.078802914	0.067875799	0.073455647	0.080234328	0.080861901	0.096758074	0.062042559	0.089871531	0.076974493	0.064782893	0.066854488	0.099216416	0.103648457	0.091076719	0.086962939	0.088352691	0.08799628	0.093584213	0.084434092	0.120349545
