tax	MD3d_CeC_1	MD3d_CeC_2	MD3d_CeC_3	MD3d_CeC_4	MD3d_CeC_5	MD3d_CeC_6	MD3d_CeC_7	MD3d_CeC_8	MD7d_CeC_1	MD7d_CeC_2	MD7d_CeC_3	MD7d_CeC_4	MD7d_CeC_5	MD7d_CeC_6	MD7d_CeC_7	MD7d_CeC_8	MD14d_CeC_1	MD14d_CeC_2	MD14d_CeC_3	MD14d_CeC_4	MD14d_CeC_5	MD14d_CeC_6	MD14d_CeC_7	MD14d_CeC_8	MD42d_CeC1	MD42d_CeC2	MD42d_CeC3	MD42d_CeC4	MD42d_CeC5	MD42d_CeC6	MD42d_CeC7	MD42d_CeC8	MD70d_CeC1	MD70d_CeC2	MD70d_CeC3	MD70d_CeC4	MD70d_CeC5	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD3d_CeC_1	PD3d_CeC_2	PD3d_CeC_3	PD3d_CeC_4	PD3d_CeC_5	PD3d_CeC_6	PD3d_CeC_7	PD3d_CeC_8	PD14d_CeC_1	PD14d_CeC_2	PD14d_CeC_3	PD14d_CeC_4	PD14d_CeC_5	PD14d_CeC_6	PD14d_CeC_7	PD14d_CeC_8	PD7d_CeC_1	PD7d_CeC_2	PD7d_CeC_4	PD7d_CeC_5	PD7d_CeC_6	PD7d_CeC_7	PD7d_CeC_8	PD7d_CeC_3	PD42d_CeC1	PD42d_CeC2	PD42d_CeC3	PD42d_CeC4	PD42d_CeC5	PD42d_CeC6	PD42d_CeC8	PD42d_CeC7	PD70d_CeC1	PD70d_CeC2	PD70d_CeC3	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	PD70d_CeC4	PD70d_CeC5
PD42d_CeC6	0.98341961	0.98379509	0.98690313	0.98791263	0.981919289	0.983923362	0.987208901	0.988519313	0.979849588	0.980436793	0.980667777	0.980381152	0.980347826	0.981064676	0.980372061	0.980133317	0.515838959	0.45448561	0.365780602	0.513833914	0.453246739	0.516138381	0.513296536	0.367329562	0.351214132	0.441530557	0.325420934	0.337200383	0.373864519	0.297441602	0.278818941	0.322421338	0.284499436	0.287161768	0.363307213	0.294137947	0.282512189	0.287606219	0.365689828	0.294887513	0.852563455	0.972223554	0.861558595	0.752478495	0.752833496	0.834699277	0.95633243	0.844397542	0.38236133	0.453746191	0.443185552	0.380029356	0.395335937	0.389913855	0.410332941	0.384254633	0.967726686	0.926458456	0.904004957	0.819268492	0.826518011	0.940929761	0.836029726	0.934886369	0.095402354	0.04605637	0.202651623	0.045430971	0.120729998	0	0.114139586	0.096111499	0.333347754	0.360907702	0.356783686	0.361286035	0.356771047	0.337289648	0.335913747	0.332616694
PD42d_CeC8	0.986952922	0.987527598	0.990613456	0.991612384	0.985427438	0.987621167	0.990883991	0.992207514	0.982997523	0.983506711	0.983726443	0.983370093	0.983283335	0.984196259	0.983421615	0.983276242	0.538571551	0.481010091	0.427736633	0.518417801	0.479524773	0.53856023	0.519114999	0.4292613	0.311046923	0.407441226	0.298710837	0.299121371	0.337681739	0.261648248	0.244476666	0.284132892	0.277899135	0.300206112	0.366442106	0.271071973	0.275651999	0.301241339	0.368333779	0.27120338	0.85390746	0.975318441	0.863387427	0.751872697	0.75323844	0.836660307	0.959280568	0.846301892	0.401431301	0.45689986	0.460982142	0.39724337	0.419459507	0.410455015	0.426948896	0.404929676	0.970658457	0.929942641	0.903762204	0.830603642	0.835725029	0.944450614	0.846176075	0.937193898	0.123704768	0.130160082	0.167147483	0.080575743	0.110640362	0.114139586	0	0.048304815	0.289846873	0.309360289	0.302235584	0.309929301	0.302315129	0.295584468	0.294804296	0.289299296
PD42d_CeC7	0.98655149	0.986830658	0.990479284	0.991539881	0.985025193	0.986942429	0.990750198	0.992130022	0.982707743	0.98321152	0.983426554	0.983066601	0.982992247	0.983900523	0.983127442	0.982985978	0.550368248	0.493049316	0.410064656	0.535778358	0.491557693	0.550289739	0.536448919	0.411637058	0.348802808	0.435302607	0.326695778	0.326740035	0.365593754	0.291303102	0.283381637	0.32248907	0.301663611	0.314306472	0.382694777	0.304898624	0.299234357	0.315211853	0.384808053	0.305391913	0.853665708	0.974877673	0.863229721	0.753246434	0.754664809	0.837126134	0.958892927	0.846357579	0.413109572	0.470056687	0.46853626	0.408894026	0.4295793	0.421424256	0.437841347	0.415498676	0.970087247	0.929553309	0.90460715	0.8317671	0.836399666	0.943966502	0.846991314	0.937097941	0.128794955	0.110301944	0.214952057	0.059656278	0.154066415	0.096111499	0.048304815	0	0.320006536	0.340213945	0.333465677	0.340736749	0.333447193	0.322639083	0.321712738	0.319481833
PD70d_CeC1	0.989216765	0.99005625	0.991748763	0.992641792	0.987716967	0.99014483	0.992035522	0.993219005	0.984866368	0.985412226	0.985566605	0.985244467	0.985140238	0.985965614	0.985303936	0.985123349	0.407004827	0.419410854	0.582504825	0.388608518	0.422148437	0.409273695	0.394773193	0.585136568	0.39349218	0.473825479	0.414951695	0.376347644	0.413778338	0.365292087	0.396615503	0.409308337	0.215538991	0.265365164	0.236616223	0.28781194	0.216589795	0.268513172	0.239506897	0.288949649	0.855648152	0.977762082	0.866295486	0.754230841	0.753430639	0.840775308	0.961804589	0.847929971	0.417862705	0.434183984	0.404666416	0.399835364	0.471110812	0.425687868	0.39987039	0.429054404	0.972970336	0.927155511	0.897156444	0.79977869	0.81019134	0.944209527	0.821416037	0.938917974	0.3092808	0.363797141	0.292738408	0.33821718	0.275518916	0.333347754	0.289846873	0.320006536	0	0.114995552	0.119538675	0.115347708	0.120037897	0.09151451	0.090183818	0.002986774
PD70d_CeC2	0.986557017	0.988205212	0.990904186	0.992389181	0.985035737	0.988302698	0.991184057	0.992984061	0.981947963	0.982500384	0.982582771	0.982244668	0.98210579	0.983802151	0.982375678	0.982201305	0.457749963	0.457973413	0.598155021	0.433948277	0.458965112	0.459531595	0.438862783	0.600638487	0.414842701	0.493990621	0.433414108	0.393625442	0.427532989	0.379829246	0.416032187	0.430853628	0.231867505	0.277958375	0.227371948	0.295618381	0.232204953	0.281063831	0.232161333	0.296351244	0.851691096	0.974830341	0.86263166	0.751327891	0.75015961	0.836948632	0.958660713	0.845045033	0.458262317	0.4564704	0.426044492	0.440163051	0.501134561	0.4697632	0.439632753	0.472938391	0.970798099	0.925087821	0.891516576	0.790142424	0.801156227	0.942271877	0.81587018	0.936540129	0.328316239	0.390265382	0.312255469	0.363267466	0.297410439	0.360907702	0.309360289	0.340213945	0.114995552	0	0.085670883	0.004869412	0.085836043	0.104419436	0.102264335	0.114650714
PD70d_CeC3	0.988085726	0.990320465	0.991691147	0.992574768	0.986208175	0.990414848	0.991977341	0.99316005	0.981094958	0.984245169	0.984767275	0.983153868	0.981536396	0.986024457	0.984081158	0.981347323	0.461740908	0.457506587	0.596839437	0.428257821	0.458791746	0.463432928	0.432569173	0.598818143	0.409294149	0.480910769	0.42902026	0.386670558	0.420410965	0.375106529	0.411768327	0.422996065	0.228355684	0.269940771	0.235508184	0.29707511	0.228790714	0.273604584	0.238287907	0.297812016	0.852023984	0.974328853	0.864159138	0.754971738	0.754202296	0.84098333	0.958281696	0.848022082	0.454050844	0.437506102	0.41710851	0.431438345	0.493724785	0.457563694	0.42852468	0.463160593	0.973125328	0.926863197	0.899279063	0.796637644	0.81045344	0.944055709	0.824773873	0.93908201	0.332523758	0.383341827	0.302915182	0.356173235	0.300725911	0.356783686	0.302235584	0.333465677	0.119538675	0.085670883	0	0.084702763	0.003298058	0.110196975	0.111117785	0.119195611
PD70d_CeC6	0.986651525	0.988260174	0.990936859	0.992411006	0.985127687	0.988357358	0.991217049	0.993004404	0.982008267	0.98256009	0.982646543	0.982302054	0.982169894	0.98383701	0.982431043	0.982261202	0.459240358	0.459394743	0.599581579	0.435195858	0.460376113	0.461028874	0.440102992	0.602062018	0.415034561	0.494366901	0.434381116	0.394235385	0.428181217	0.380437886	0.416896981	0.431276839	0.233304823	0.278110703	0.227810955	0.295283946	0.233654886	0.281292411	0.232663749	0.296016326	0.851792889	0.974895792	0.862728498	0.751638178	0.750305272	0.837063297	0.958736033	0.845124503	0.459476376	0.457246401	0.427338086	0.4408214	0.501784601	0.470425441	0.440893544	0.473549371	0.970840329	0.925181953	0.892125448	0.791211577	0.801911344	0.94235161	0.816634614	0.936588739	0.328987618	0.390710051	0.312840051	0.363791338	0.297752511	0.361286035	0.309929301	0.340736749	0.115347708	0.004869412	0.084702763	0	0.084850786	0.102669551	0.100728479	0.114969345
PD70d_CeC7	0.98813536	0.99034302	0.991718666	0.992603444	0.98625361	0.990430861	0.992003751	0.993177856	0.98121212	0.984319759	0.984828849	0.983218646	0.981617495	0.986080376	0.984158194	0.981465335	0.462879676	0.458577152	0.598189902	0.429359907	0.459856204	0.464623763	0.433681148	0.600134118	0.409884941	0.480918274	0.429411659	0.386642999	0.420364841	0.375588833	0.412220142	0.423472224	0.229087633	0.270078455	0.235120077	0.296772428	0.229525229	0.273737164	0.237899942	0.297525293	0.852054865	0.974354716	0.864205199	0.75497646	0.754154499	0.841022193	0.958319823	0.848070727	0.455204724	0.438119426	0.418113859	0.432192918	0.494309325	0.458615272	0.429616547	0.463969918	0.973174568	0.926897792	0.899762713	0.797497055	0.81096098	0.944078054	0.825307825	0.939122233	0.333306023	0.383412252	0.303503269	0.356175284	0.30129254	0.356771047	0.302315129	0.333447193	0.120037897	0.085836043	0.003298058	0.084850786	0	0.110267079	0.111211762	0.119713605
PD70d_CeC8	0.989786176	0.990752981	0.991943089	0.992848082	0.988287939	0.99086355	0.992229938	0.99342002	0.985841588	0.986292552	0.986484271	0.986162694	0.986094636	0.987029035	0.986181378	0.98609839	0.433808238	0.436226124	0.59704122	0.414195845	0.437504687	0.436010332	0.416037869	0.59971159	0.4138477	0.48853477	0.432505279	0.391052881	0.425841099	0.377680715	0.414215445	0.424174365	0.220157429	0.252645967	0.215973882	0.286303187	0.221064101	0.255429622	0.218431827	0.286925151	0.857315377	0.978673202	0.867809894	0.756753532	0.755242019	0.842294851	0.962864866	0.849459127	0.427862933	0.440919547	0.407019621	0.417068851	0.479637028	0.431922466	0.405388054	0.435029929	0.974163445	0.928768555	0.897073771	0.80670491	0.812864105	0.945439745	0.82445754	0.940117401	0.326503734	0.365159126	0.31055533	0.340200713	0.298830458	0.337289648	0.295584468	0.322639083	0.09151451	0.104419436	0.110196975	0.102669551	0.110267079	0	0.007740933	0.091675838
PD70d_CeC4	0.989736307	0.990714083	0.991911722	0.992820929	0.988235156	0.990822488	0.992193613	0.993394622	0.985797794	0.986225969	0.986412228	0.986096336	0.986030799	0.987003583	0.986118428	0.986051318	0.430345116	0.432908353	0.593943696	0.410730793	0.434287858	0.432547513	0.412523647	0.596611705	0.412821058	0.487447215	0.430640111	0.389484955	0.424442417	0.376300823	0.412235994	0.423047083	0.216328459	0.252073111	0.215644458	0.285034537	0.217216207	0.25484516	0.217992241	0.285564813	0.857184429	0.978605042	0.86769886	0.756643651	0.755022404	0.842225852	0.962786405	0.849395652	0.425494467	0.438707146	0.40345483	0.416260427	0.477884636	0.430305918	0.40181282	0.433846687	0.974138159	0.9284647	0.89591797	0.804932208	0.811221888	0.94534464	0.822761066	0.940042435	0.324950966	0.363859481	0.309403278	0.339139289	0.297450321	0.335913747	0.294804296	0.321712738	0.090183818	0.102264335	0.111117785	0.100728479	0.111211762	0.007740933	0	0.090339172
PD70d_CeC5	0.989141378	0.989984044	0.991696562	0.992598653	0.987638228	0.990069888	0.991983433	0.993183995	0.984792981	0.985339014	0.985502906	0.985178705	0.985080489	0.985898602	0.9852271	0.985054815	0.407036066	0.419381643	0.582308236	0.38859948	0.422091672	0.409328939	0.394756989	0.584877143	0.393157513	0.473230227	0.414552926	0.375858897	0.413155783	0.364717938	0.396160897	0.408813736	0.215096061	0.265374331	0.236576524	0.287401452	0.216135437	0.268550983	0.23946455	0.288535839	0.855591779	0.977692376	0.866174486	0.754166211	0.753361209	0.840655699	0.961739084	0.847832847	0.418283746	0.434002881	0.40465434	0.400427685	0.471176648	0.425990042	0.400090884	0.429547405	0.972907315	0.927151334	0.897199656	0.800030899	0.810381002	0.944211674	0.821440341	0.938885636	0.308904099	0.363190856	0.292365562	0.337598776	0.275305812	0.332616694	0.289299296	0.319481833	0.002986774	0.114650714	0.119195611	0.114969345	0.119713605	0.091675838	0.090339172	0
