tax	MD3d_CeC_1	MD3d_CeC_2	MD3d_CeC_3	MD3d_CeC_4	MD3d_CeC_5	MD3d_CeC_6	MD3d_CeC_7	MD3d_CeC_8	MD7d_CeC_1	MD7d_CeC_2	MD7d_CeC_3	MD7d_CeC_4	MD7d_CeC_5	MD7d_CeC_6	MD7d_CeC_7	MD7d_CeC_8	MD14d_CeC_1	MD14d_CeC_2	MD14d_CeC_3	MD14d_CeC_4	MD14d_CeC_5	MD14d_CeC_6	MD14d_CeC_7	MD14d_CeC_8	MD42d_CeC1	MD42d_CeC2	MD42d_CeC3	MD42d_CeC4	MD42d_CeC5	MD42d_CeC6	MD42d_CeC7	MD42d_CeC8	MD70d_CeC1	MD70d_CeC2	MD70d_CeC3	MD70d_CeC4	MD70d_CeC5	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD3d_CeC_1	PD3d_CeC_2	PD3d_CeC_3	PD3d_CeC_4	PD3d_CeC_5	PD3d_CeC_6	PD3d_CeC_7	PD3d_CeC_8	PD14d_CeC_1	PD14d_CeC_2	PD14d_CeC_3	PD14d_CeC_4	PD14d_CeC_5	PD14d_CeC_6	PD14d_CeC_7	PD14d_CeC_8	PD7d_CeC_1	PD7d_CeC_2	PD7d_CeC_4	PD7d_CeC_5	PD7d_CeC_6	PD7d_CeC_7	PD7d_CeC_8	PD7d_CeC_3	PD42d_CeC1	PD42d_CeC2	PD42d_CeC3	PD42d_CeC4	PD42d_CeC5	PD42d_CeC6	PD42d_CeC8	PD42d_CeC7	PD70d_CeC1	PD70d_CeC2	PD70d_CeC3	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	PD70d_CeC4	PD70d_CeC5
MD3d_CeC_1	0	0.278954253	0.34506854	0.205319145	0.01857746	0.288425538	0.354339609	0.209211851	0.381955421	0.368153733	0.433755142	0.447406407	0.452603722	0.434440034	0.370995605	0.386688104	0.985679884	0.986748276	0.974374239	0.988863868	0.986718027	0.98576375	0.989080496	0.974386738	0.988001031	0.987043294	0.98729039	0.986606646	0.983839107	0.986449525	0.98679332	0.986887254	0.989878029	0.98902596	0.989446896	0.989036428	0.989879546	0.988911142	0.989294528	0.988962388	0.455702169	0.44212585	0.495269221	0.740825315	0.770130719	0.76602988	0.430542244	0.579144577	0.984890273	0.986176034	0.985571698	0.983452368	0.982931985	0.984913803	0.985081447	0.983834238	0.45952815	0.449490657	0.45984891	0.499765357	0.462373738	0.453654132	0.464332931	0.439727481	0.990306133	0.979756096	0.987920593	0.982810136	0.989390459	0.98341961	0.986952922	0.98655149	0.989216765	0.986557017	0.988085726	0.986651525	0.98813536	0.989786176	0.989736307	0.989141378
MD3d_CeC_2	0.278954253	0	0.089670173	0.281518793	0.2959718	0.012266406	0.101469408	0.28262949	0.377941536	0.265861705	0.480344843	0.491603788	0.491738916	0.479043729	0.268978505	0.386462134	0.986648907	0.986955191	0.974492555	0.98914709	0.986902397	0.986761752	0.989328614	0.974477034	0.989715837	0.988847269	0.989781179	0.988861224	0.985316066	0.988891365	0.989398656	0.98890414	0.990267968	0.98990933	0.989463246	0.990104481	0.990252382	0.989854589	0.989325378	0.990007997	0.479995472	0.215953842	0.520731748	0.762839926	0.794936757	0.786662696	0.201625118	0.613676526	0.987617383	0.988633294	0.986583642	0.986240894	0.985622576	0.987595192	0.987738899	0.9865667	0.25778087	0.451650972	0.477863689	0.545089027	0.463377666	0.343166038	0.493128547	0.273078885	0.99058306	0.980271848	0.989614251	0.983188232	0.990188897	0.98379509	0.987527598	0.986830658	0.99005625	0.988205212	0.990320465	0.988260174	0.99034302	0.990752981	0.990714083	0.989984044
MD3d_CeC_3	0.34506854	0.089670173	0	0.340979358	0.361951193	0.078392049	0.013778541	0.34227773	0.36941153	0.267001359	0.471699141	0.487338348	0.516771121	0.470413522	0.270279292	0.377960956	0.989585962	0.989536662	0.981386649	0.991668029	0.989487103	0.989673745	0.991748013	0.981229899	0.990804042	0.990495783	0.990555657	0.990610098	0.98706826	0.990048275	0.990180753	0.990136644	0.992144593	0.99192789	0.99106541	0.991415839	0.992135239	0.991913588	0.991042833	0.991361167	0.492616165	0.141181409	0.53278939	0.774697717	0.80761157	0.799633432	0.138303018	0.619391414	0.990190675	0.990865729	0.98932874	0.989059711	0.988428158	0.99023577	0.990203198	0.989335137	0.206837755	0.441973025	0.467868126	0.533180787	0.452844865	0.334319597	0.482228271	0.264891648	0.991934742	0.984345383	0.991124695	0.986999504	0.991573	0.98690313	0.990613456	0.990479284	0.991748763	0.990904186	0.991691147	0.990936859	0.991718666	0.991943089	0.991911722	0.991696562
MD3d_CeC_4	0.205319145	0.281518793	0.340979358	0	0.221611877	0.29032342	0.350219732	0.007425138	0.422673713	0.401757493	0.481854513	0.493869571	0.49909755	0.480665521	0.404643106	0.427273505	0.991059842	0.990777845	0.983551246	0.992855962	0.99070716	0.991135699	0.99295438	0.983387204	0.991710412	0.991988418	0.991360868	0.991306441	0.988364023	0.990745909	0.9909627	0.991520103	0.99298579	0.992787989	0.991881345	0.992235393	0.992974796	0.992766259	0.991854755	0.992179398	0.50180974	0.471798591	0.5409911	0.779860031	0.812067926	0.804559473	0.456098588	0.626373532	0.991722995	0.992419874	0.990901344	0.990586139	0.98995276	0.991756077	0.991712105	0.990865176	0.488299513	0.479250426	0.49328817	0.544046333	0.493243272	0.48331975	0.497484377	0.472019027	0.992715148	0.98559895	0.992001112	0.988216069	0.99240171	0.98791263	0.991612384	0.991539881	0.992641792	0.992389181	0.992574768	0.992411006	0.992603444	0.992848082	0.992820929	0.992598653
MD3d_CeC_5	0.01857746	0.2959718	0.361951193	0.221611877	0	0.305277475	0.371156323	0.225472298	0.391161537	0.382462506	0.432710595	0.445359625	0.450557327	0.433430951	0.385180789	0.395865386	0.984066173	0.985247481	0.972820269	0.987364244	0.985221825	0.984164869	0.987583102	0.972894728	0.986418928	0.985465905	0.985699342	0.985027016	0.982338524	0.984870081	0.985207294	0.985271157	0.988346837	0.987498739	0.987871865	0.987491382	0.988347724	0.987378469	0.987724665	0.987419767	0.452620136	0.455037325	0.491910739	0.739668245	0.768888109	0.764720135	0.444019787	0.576005603	0.98288401	0.984315211	0.983927212	0.981449706	0.980940801	0.98291442	0.983079138	0.98183446	0.47335521	0.463081915	0.470128713	0.49805906	0.476073375	0.467302973	0.473819997	0.453006272	0.988796633	0.978266166	0.986373015	0.981301839	0.98787184	0.981919289	0.985427438	0.985025193	0.987716967	0.985035737	0.986208175	0.985127687	0.98625361	0.988287939	0.988235156	0.987638228
MD3d_CeC_6	0.288425538	0.012266406	0.078392049	0.29032342	0.305277475	0	0.089919202	0.291298213	0.38201206	0.2706456	0.483911333	0.495110863	0.495230175	0.482594683	0.273696408	0.390490734	0.98683124	0.987061625	0.974670526	0.989309693	0.987016129	0.986940079	0.989486992	0.974655474	0.989776474	0.98891884	0.989798374	0.988964511	0.985883589	0.988915468	0.989414393	0.988985287	0.99034381	0.989978288	0.98953622	0.990173369	0.990332357	0.989920578	0.989444555	0.990081124	0.4844059	0.2042941	0.525045889	0.765681357	0.797527647	0.789410665	0.195798435	0.617748912	0.987714946	0.988721629	0.986686755	0.986359962	0.985734255	0.987692211	0.987836669	0.986671094	0.25177062	0.455288553	0.481414381	0.548220123	0.466981546	0.347386712	0.496539484	0.2777203	0.990652909	0.980423752	0.989700875	0.98332196	0.99026758	0.983923362	0.987621167	0.986942429	0.99014483	0.988302698	0.990414848	0.988357358	0.990430861	0.99086355	0.990822488	0.990069888
MD3d_CeC_7	0.354339609	0.101469408	0.013778541	0.350219732	0.371156323	0.089919202	0	0.351210854	0.374469889	0.273138439	0.475812638	0.491549196	0.525067001	0.474512389	0.276340541	0.382906086	0.989919176	0.989853854	0.981812971	0.991986043	0.989805405	0.990003951	0.992065083	0.981655356	0.991173562	0.990797696	0.99096201	0.990882604	0.987910441	0.990348806	0.990590327	0.990449558	0.992430754	0.992207975	0.991350311	0.991699622	0.992422899	0.992195565	0.991329491	0.99164388	0.498556821	0.134279012	0.538702015	0.778387101	0.810874202	0.803113756	0.145639813	0.624297178	0.990487236	0.99114246	0.989630113	0.989372728	0.988736112	0.990529243	0.990492128	0.989635278	0.212963011	0.446386112	0.472139458	0.536861803	0.457212599	0.339562852	0.486370272	0.2708008	0.992214699	0.984672516	0.991415973	0.98728903	0.991866878	0.987208901	0.990883991	0.990750198	0.992035522	0.991184057	0.991977341	0.991217049	0.992003751	0.992229938	0.992193613	0.991983433
MD3d_CeC_8	0.209211851	0.28262949	0.34227773	0.007425138	0.225472298	0.291298213	0.351210854	0	0.424588766	0.402006921	0.485587759	0.497030302	0.502192636	0.484312545	0.404745804	0.428991711	0.991684512	0.991382144	0.984217471	0.993453737	0.991316371	0.991749497	0.993551587	0.984051846	0.99232602	0.992622672	0.99191853	0.991934261	0.989453113	0.991316149	0.991519914	0.992121029	0.993558857	0.993371423	0.992518404	0.992819686	0.993545845	0.99335391	0.99248852	0.992763326	0.506178282	0.472051297	0.545345126	0.782722925	0.814791737	0.807475008	0.45659009	0.6299747	0.992333044	0.993028631	0.99154133	0.991220175	0.990575351	0.992367831	0.992330265	0.99147879	0.488142002	0.479712389	0.494347473	0.547375405	0.493133695	0.483340726	0.498530564	0.472219061	0.9932883	0.9862175	0.992596429	0.988822517	0.992985378	0.988519313	0.992207514	0.992130022	0.993219005	0.992984061	0.99316005	0.993004404	0.993177856	0.99342002	0.993394622	0.993183995
MD7d_CeC_1	0.381955421	0.377941536	0.36941153	0.422673713	0.391161537	0.38201206	0.374469889	0.424588766	0	0.121755391	0.171304513	0.217898261	0.271227391	0.152669018	0.117641302	0.012099519	0.980028748	0.981245791	0.970657384	0.983833502	0.981245669	0.980233907	0.98402994	0.970757271	0.981190052	0.981480553	0.981854406	0.980294969	0.978853272	0.981266178	0.981604344	0.98099343	0.98544423	0.984871693	0.98549433	0.984490715	0.985482029	0.98468457	0.985341823	0.984427027	0.410919838	0.380935893	0.481734255	0.73593368	0.765820248	0.761769747	0.365032749	0.468748507	0.976967947	0.977856042	0.980302916	0.973654299	0.972920714	0.974966787	0.976574138	0.973896562	0.271316222	0.135438541	0.320078182	0.374490054	0.294953797	0.183777532	0.323309568	0.255311529	0.986305454	0.976436383	0.983274117	0.979206784	0.9851443	0.979849588	0.982997523	0.982707743	0.984866368	0.981947963	0.981094958	0.982008267	0.98121212	0.985841588	0.985797794	0.984792981
MD7d_CeC_2	0.368153733	0.265861705	0.267001359	0.401757493	0.382462506	0.2706456	0.273138439	0.402006921	0.121755391	0	0.222797273	0.259128333	0.30748786	0.224231911	0.006025829	0.130709424	0.98081055	0.981939327	0.971252475	0.984503603	0.981931192	0.981023484	0.984672599	0.971358578	0.981762968	0.982107251	0.982280663	0.980868994	0.979261696	0.98157147	0.981929212	0.981583875	0.9860607	0.985488311	0.985901325	0.985001461	0.986086822	0.98531316	0.985737381	0.98494308	0.414324269	0.302341686	0.483849292	0.736958914	0.766500098	0.763168487	0.278504089	0.473735321	0.979411992	0.981569466	0.981061643	0.977594744	0.976902536	0.978866495	0.980341808	0.977777151	0.212302148	0.198610137	0.344938141	0.408714715	0.308196378	0.12888512	0.349668227	0.189300105	0.98686469	0.977022477	0.983897998	0.979734715	0.985731041	0.980436793	0.983506711	0.98321152	0.985412226	0.982500384	0.984245169	0.98256009	0.984319759	0.986292552	0.986225969	0.985339014
MD7d_CeC_3	0.433755142	0.480344843	0.471699141	0.481854513	0.432710595	0.483911333	0.475812638	0.485587759	0.171304513	0.222797273	0	0.070993584	0.148962257	0.032870335	0.218192267	0.162167045	0.980759936	0.981887443	0.971194955	0.984675867	0.981901821	0.980984639	0.984864201	0.971329882	0.98178733	0.982426753	0.982471596	0.98114203	0.980019617	0.981794104	0.982247613	0.981737949	0.986232257	0.985719829	0.986241703	0.985166269	0.986259693	0.985533358	0.986055449	0.985107117	0.421202197	0.498790152	0.490254815	0.739933152	0.770092927	0.766509893	0.485402345	0.475537762	0.977133699	0.980755537	0.980712554	0.975034564	0.974188636	0.975967466	0.978215189	0.975003552	0.388886103	0.2331131	0.412512269	0.413133432	0.396978949	0.303871251	0.404236957	0.373371111	0.987028888	0.977268679	0.984071969	0.979998199	0.985902902	0.980667777	0.983726443	0.983426554	0.985566605	0.982582771	0.984767275	0.982646543	0.984828849	0.986484271	0.986412228	0.985502906
MD7d_CeC_4	0.447406407	0.491603788	0.487338348	0.493869571	0.445359625	0.495110863	0.491549196	0.497030302	0.217898261	0.259128333	0.070993584	0	0.0782429	0.103288882	0.255274281	0.20859541	0.980451453	0.981591083	0.970970762	0.984341315	0.981608115	0.980682037	0.984529089	0.971095716	0.981459305	0.982200553	0.982136788	0.980511912	0.979687584	0.981426761	0.981837147	0.981386833	0.985919987	0.985449697	0.986090046	0.984891346	0.985944731	0.98524774	0.98590517	0.984835971	0.462674414	0.543594668	0.488629071	0.739493234	0.769801238	0.766090631	0.528948495	0.474875656	0.976348329	0.979229679	0.980426136	0.974245853	0.97338465	0.975169659	0.977414903	0.974204618	0.44306891	0.285885831	0.459169798	0.464707032	0.443372012	0.356768096	0.452306246	0.418792392	0.986746927	0.97697624	0.983787488	0.979639294	0.985626697	0.980381152	0.983370093	0.983066601	0.985244467	0.982244668	0.983153868	0.982302054	0.983218646	0.986162694	0.986096336	0.985178705
MD7d_CeC_5	0.452603722	0.491738916	0.516771121	0.49909755	0.450557327	0.495230175	0.525067001	0.502192636	0.271227391	0.30748786	0.148962257	0.0782429	0	0.18110137	0.303249851	0.261906265	0.980341644	0.981412596	0.97095763	0.984317176	0.98143888	0.980548079	0.984500109	0.971089909	0.981289916	0.982104385	0.982102697	0.980315493	0.979488214	0.981363312	0.98178152	0.981267726	0.985889773	0.985391903	0.985948768	0.98484898	0.985917568	0.985204143	0.985770298	0.984792945	0.518820352	0.593872823	0.544792177	0.739070641	0.769739415	0.765775736	0.581263331	0.474236622	0.976856593	0.978371221	0.98046693	0.973660534	0.972795305	0.974572265	0.976820667	0.973600886	0.503430606	0.344230761	0.517139362	0.52225357	0.500560527	0.416614141	0.510059082	0.473316498	0.986721823	0.97693577	0.983744114	0.979586828	0.985600435	0.980347826	0.983283335	0.982992247	0.985140238	0.98210579	0.981536396	0.982169894	0.981617495	0.986094636	0.986030799	0.985080489
MD7d_CeC_6	0.434440034	0.479043729	0.470413522	0.480665521	0.433430951	0.482594683	0.474512389	0.484312545	0.152669018	0.224231911	0.032870335	0.103288882	0.18110137	0	0.219573767	0.142199762	0.981294085	0.982409792	0.971608468	0.985051083	0.982410523	0.981484751	0.985234967	0.971732716	0.982952582	0.983722049	0.983860246	0.982605122	0.981451202	0.983227487	0.983624466	0.983147964	0.986592594	0.986348201	0.986796404	0.985892459	0.986618106	0.986216894	0.986607873	0.985812921	0.424758549	0.481238399	0.493821537	0.741747668	0.771932704	0.768214149	0.468342631	0.478020014	0.977929819	0.981993268	0.98109569	0.975911875	0.975294394	0.976804952	0.979013425	0.975844023	0.364458746	0.209186579	0.392222336	0.390510075	0.376859014	0.27994292	0.384099846	0.353947377	0.987412466	0.977684268	0.985325883	0.9804502	0.98630452	0.981064676	0.984196259	0.983900523	0.985965614	0.983802151	0.986024457	0.98383701	0.986080376	0.987029035	0.987003583	0.985898602
MD7d_CeC_7	0.370995605	0.268978505	0.270279292	0.404643106	0.385180789	0.273696408	0.276340541	0.404745804	0.117641302	0.006025829	0.218192267	0.255274281	0.303249851	0.219573767	0	0.126422506	0.980548961	0.981722029	0.971078007	0.984379471	0.981707423	0.980771319	0.984568933	0.971185512	0.98165422	0.982027618	0.98219825	0.980773703	0.979411569	0.981515034	0.981853871	0.981484167	0.985959662	0.985387145	0.985773249	0.984907441	0.985986046	0.98520912	0.985598916	0.984845834	0.415978647	0.304207063	0.485409216	0.737605944	0.767262095	0.764233792	0.280524908	0.475370753	0.978948989	0.981256653	0.980714189	0.977309855	0.976460308	0.978331974	0.979907942	0.97731957	0.214436234	0.194070375	0.346519685	0.410121163	0.309672237	0.131809138	0.351156789	0.191366642	0.98676794	0.976965493	0.983795056	0.97968095	0.985631912	0.980372061	0.983421615	0.983127442	0.985303936	0.982375678	0.984081158	0.982431043	0.984158194	0.986181378	0.986118428	0.9852271
MD7d_CeC_8	0.386688104	0.386462134	0.377960956	0.427273505	0.395865386	0.390490734	0.382906086	0.428991711	0.012099519	0.130709424	0.162167045	0.20859541	0.261906265	0.142199762	0.126422506	0	0.980293015	0.981511774	0.970936603	0.984120477	0.98150344	0.980489619	0.984317879	0.97103231	0.981435011	0.981772672	0.982131705	0.980556595	0.979304239	0.981552075	0.981882191	0.981250675	0.985693933	0.985131667	0.985739111	0.984738867	0.985731379	0.984940612	0.98559873	0.984677136	0.413439681	0.387254897	0.48409146	0.737518324	0.76732039	0.763348783	0.371657291	0.471177459	0.977131135	0.977798619	0.980533083	0.973599917	0.972869712	0.974896515	0.976728784	0.973829908	0.277939038	0.127366897	0.322948336	0.376844288	0.297941819	0.19060272	0.326372269	0.262055034	0.986552386	0.976725143	0.983545635	0.979496935	0.985404781	0.980133317	0.983276242	0.982985978	0.985123349	0.982201305	0.981347323	0.982261202	0.981465335	0.98609839	0.986051318	0.985054815
MD14d_CeC_1	0.985679884	0.986648907	0.989585962	0.991059842	0.984066173	0.98683124	0.989919176	0.991684512	0.980028748	0.98081055	0.980759936	0.980451453	0.980341644	0.981294085	0.980548961	0.980293015	0	0.148493609	0.396657079	0.115493643	0.15169765	0.010299166	0.111644313	0.40185259	0.542273586	0.574142385	0.543530188	0.555043764	0.563381583	0.54454559	0.542556717	0.547467672	0.367727709	0.381520589	0.471785655	0.457783225	0.368639128	0.379343104	0.469021716	0.45917612	0.870618779	0.974815806	0.881969142	0.790440216	0.790635636	0.856526351	0.960613974	0.859767902	0.218790518	0.299013937	0.157268458	0.291486874	0.340018503	0.251465393	0.214922969	0.281586706	0.968542489	0.919912707	0.878351145	0.738958433	0.779863166	0.9384588	0.799421012	0.935136112	0.470335463	0.541415128	0.498427709	0.543844394	0.474696723	0.515838959	0.538571551	0.550368248	0.407004827	0.457749963	0.461740908	0.459240358	0.462879676	0.433808238	0.430345116	0.407036066
MD14d_CeC_2	0.986748276	0.986955191	0.989536662	0.990777845	0.985247481	0.987061625	0.989853854	0.991382144	0.981245791	0.981939327	0.981887443	0.981591083	0.981412596	0.982409792	0.981722029	0.981511774	0.148493609	0	0.338218804	0.140747674	0.009164718	0.146405527	0.138534844	0.34273683	0.478778963	0.548162904	0.480531789	0.502852588	0.528993929	0.481733921	0.481013811	0.487031433	0.314523759	0.327467535	0.483827965	0.400449077	0.313502137	0.32353318	0.481456734	0.401580008	0.869426899	0.975268839	0.880510838	0.788935884	0.788297761	0.855544513	0.960561186	0.857948585	0.17533382	0.252170323	0.134428902	0.22509214	0.276565904	0.190533663	0.164524027	0.221436603	0.969088399	0.921361367	0.882969731	0.740195553	0.784981246	0.939706733	0.80382962	0.936064658	0.417426437	0.478820106	0.437828317	0.484226722	0.420415224	0.45448561	0.481010091	0.493049316	0.419410854	0.457973413	0.457506587	0.459394743	0.458577152	0.436226124	0.432908353	0.419381643
MD14d_CeC_3	0.974374239	0.974492555	0.981386649	0.983551246	0.972820269	0.974670526	0.981812971	0.984217471	0.970657384	0.971252475	0.971194955	0.970970762	0.97095763	0.971608468	0.971078007	0.970936603	0.396657079	0.338218804	0	0.388843015	0.334381122	0.393435775	0.382445076	0.006626153	0.555076023	0.616356501	0.521984153	0.585432493	0.604250741	0.546192988	0.491654101	0.528738073	0.46477147	0.470754788	0.603549214	0.526836323	0.463159989	0.466390394	0.600119482	0.527173868	0.856741316	0.963930365	0.86715785	0.777873697	0.774777995	0.841261776	0.948529919	0.846895745	0.30178701	0.401103268	0.332075478	0.366845665	0.350701394	0.321452534	0.336170724	0.336444333	0.958348053	0.915250957	0.872349226	0.750593414	0.786559308	0.931434295	0.799526348	0.927085039	0.363500165	0.368985951	0.468602832	0.38821221	0.397635266	0.365780602	0.427736633	0.410064656	0.582504825	0.598155021	0.596839437	0.599581579	0.598189902	0.59704122	0.593943696	0.582308236
MD14d_CeC_4	0.988863868	0.98914709	0.991668029	0.992855962	0.987364244	0.989309693	0.991986043	0.993453737	0.983833502	0.984503603	0.984675867	0.984341315	0.984317176	0.985051083	0.984379471	0.984120477	0.115493643	0.140747674	0.388843015	0	0.144217033	0.11314678	0.017886909	0.393882918	0.511402382	0.547896782	0.514786886	0.524847974	0.539506218	0.51465153	0.51622603	0.521834688	0.336439441	0.369542352	0.46360489	0.442885918	0.337808118	0.367697389	0.460569388	0.443895748	0.873152017	0.977795009	0.884406533	0.793188305	0.793181772	0.860320118	0.963411527	0.862777966	0.22199904	0.271152403	0.140147925	0.274424331	0.340961298	0.248013534	0.203138229	0.286032127	0.971499295	0.924291411	0.886254899	0.743823843	0.788122998	0.94249081	0.807574159	0.938816078	0.462728639	0.54046405	0.472663061	0.536369625	0.458727626	0.513833914	0.518417801	0.535778358	0.388608518	0.433948277	0.428257821	0.435195858	0.429359907	0.414195845	0.410730793	0.38859948
MD14d_CeC_5	0.986718027	0.986902397	0.989487103	0.99070716	0.985221825	0.987016129	0.989805405	0.991316371	0.981245669	0.981931192	0.981901821	0.981608115	0.98143888	0.982410523	0.981707423	0.98150344	0.15169765	0.009164718	0.334381122	0.144217033	0	0.14945646	0.141534591	0.338891	0.477771796	0.549864286	0.479388692	0.504681886	0.531051749	0.480656357	0.479923401	0.485995103	0.316657161	0.329657995	0.486029797	0.399588436	0.315646571	0.325427028	0.483668185	0.400457602	0.869504929	0.975247989	0.880622591	0.789194527	0.788591817	0.855770996	0.960489569	0.858071476	0.176295203	0.253577257	0.134848141	0.224679731	0.275740158	0.190550915	0.163571645	0.221466402	0.969045716	0.921591272	0.882870459	0.74064891	0.785018327	0.93975619	0.803802722	0.936093964	0.41576377	0.477514009	0.4364642	0.482724867	0.418776762	0.453246739	0.479524773	0.491557693	0.422148437	0.458965112	0.458791746	0.460376113	0.459856204	0.437504687	0.434287858	0.422091672
MD14d_CeC_6	0.98576375	0.986761752	0.989673745	0.991135699	0.984164869	0.986940079	0.990003951	0.991749497	0.980233907	0.981023484	0.980984639	0.980682037	0.980548079	0.981484751	0.980771319	0.980489619	0.010299166	0.146405527	0.393435775	0.11314678	0.14945646	0	0.108329121	0.398622796	0.542981674	0.574147831	0.544279	0.555899237	0.563741172	0.545379913	0.543062302	0.547811318	0.369040681	0.383364661	0.473574019	0.458160979	0.369938841	0.381159842	0.47079094	0.459499852	0.871005906	0.974932868	0.882387344	0.791131457	0.791265751	0.857147242	0.960764237	0.860229631	0.221162868	0.298043434	0.155351304	0.294298998	0.340339711	0.253984029	0.214297313	0.282872251	0.968720308	0.920279068	0.877857252	0.739430809	0.7795331	0.938696038	0.799038671	0.935416185	0.470711754	0.541608619	0.49878476	0.54403709	0.474783129	0.516138381	0.53856023	0.550289739	0.409273695	0.459531595	0.463432928	0.461028874	0.464623763	0.436010332	0.432547513	0.409328939
MD14d_CeC_7	0.989080496	0.989328614	0.991748013	0.99295438	0.987583102	0.989486992	0.992065083	0.993551587	0.98402994	0.984672599	0.984864201	0.984529089	0.984500109	0.985234967	0.984568933	0.984317879	0.111644313	0.138534844	0.382445076	0.017886909	0.141534591	0.108329121	0	0.387482357	0.515904048	0.552660525	0.519489156	0.529799435	0.544716397	0.519596602	0.520839133	0.526589328	0.339058565	0.373634775	0.46651616	0.443593999	0.340070145	0.371715626	0.463474177	0.44465921	0.873490342	0.978002557	0.884770526	0.79375694	0.793773504	0.86073245	0.963600527	0.863054479	0.222005033	0.266341819	0.130224687	0.274772848	0.34023977	0.246206295	0.203813941	0.285955799	0.971662092	0.924536422	0.885217333	0.74420322	0.787153194	0.942644922	0.806582617	0.939064396	0.461597086	0.53989289	0.476750345	0.536794209	0.462698195	0.513296536	0.519114999	0.536448919	0.394773193	0.438862783	0.432569173	0.440102992	0.433681148	0.416037869	0.412523647	0.394756989
MD14d_CeC_8	0.974386738	0.974477034	0.981229899	0.983387204	0.972894728	0.974655474	0.981655356	0.984051846	0.970757271	0.971358578	0.971329882	0.971095716	0.971089909	0.971732716	0.971185512	0.97103231	0.40185259	0.34273683	0.006626153	0.393882918	0.338891	0.398622796	0.387482357	0	0.555966274	0.617074564	0.523303401	0.586101525	0.605030044	0.54713454	0.492788896	0.529777019	0.467713935	0.473849827	0.605472166	0.529524936	0.466119905	0.469473449	0.602009387	0.529870147	0.856526909	0.963889166	0.866888106	0.777802632	0.774516206	0.840946865	0.948479986	0.846803898	0.30605454	0.40470534	0.337038949	0.370800964	0.354390645	0.325444494	0.34026696	0.340339718	0.958359794	0.915458157	0.871844293	0.750932458	0.786308705	0.931638532	0.799134909	0.92724165	0.36567192	0.370730159	0.470304968	0.389697084	0.39956325	0.367329562	0.4292613	0.411637058	0.585136568	0.600638487	0.598818143	0.602062018	0.600134118	0.59971159	0.596611705	0.584877143
MD42d_CeC1	0.988001031	0.989715837	0.990804042	0.991710412	0.986418928	0.989776474	0.991173562	0.99232602	0.981190052	0.981762968	0.98178733	0.981459305	0.981289916	0.982952582	0.98165422	0.981435011	0.542273586	0.478778963	0.555076023	0.511402382	0.477771796	0.542981674	0.515904048	0.555966274	0	0.231160845	0.125023388	0.135884308	0.186749175	0.126325238	0.112954895	0.109717331	0.309580532	0.351115	0.429026037	0.301912764	0.308066495	0.347247361	0.425054981	0.301037523	0.851781847	0.975776732	0.861320542	0.748241344	0.749522703	0.834578021	0.959252687	0.840683079	0.470102987	0.475008723	0.480656889	0.451860859	0.502340235	0.477859608	0.453056144	0.482735066	0.969847793	0.930833131	0.897442229	0.827128197	0.831380175	0.942106474	0.838470326	0.934936523	0.326225183	0.368610328	0.205166754	0.35671707	0.270902342	0.351214132	0.311046923	0.348802808	0.39349218	0.414842701	0.409294149	0.415034561	0.409884941	0.4138477	0.412821058	0.393157513
MD42d_CeC2	0.987043294	0.988847269	0.990495783	0.991988418	0.985465905	0.98891884	0.990797696	0.992622672	0.981480553	0.982107251	0.982426753	0.982200553	0.982104385	0.983722049	0.982027618	0.981772672	0.574142385	0.548162904	0.616356501	0.547896782	0.549864286	0.574147831	0.552660525	0.617074564	0.231160845	0	0.23186527	0.246404235	0.238036482	0.249203731	0.26543643	0.17937103	0.397840053	0.442124909	0.499753212	0.385633079	0.397795381	0.441065074	0.4963127	0.385033531	0.850407561	0.974893478	0.860156804	0.744977854	0.74629479	0.832505947	0.958392775	0.842121797	0.544822098	0.50271629	0.529848069	0.534288675	0.552282373	0.537153394	0.516951606	0.53864289	0.970311266	0.932098311	0.904650396	0.850214222	0.852224567	0.94322512	0.860363846	0.935694356	0.427607794	0.455708991	0.330555669	0.443961208	0.386660923	0.441530557	0.407441226	0.435302607	0.473825479	0.493990621	0.480910769	0.494366901	0.480918274	0.48853477	0.487447215	0.473230227
MD42d_CeC3	0.98729039	0.989781179	0.990555657	0.991360868	0.985699342	0.989798374	0.99096201	0.99191853	0.981854406	0.982280663	0.982471596	0.982136788	0.982102697	0.983860246	0.98219825	0.982131705	0.543530188	0.480531789	0.521984153	0.514786886	0.479388692	0.544279	0.519489156	0.523303401	0.125023388	0.23186527	0	0.16032996	0.196013443	0.105259253	0.074248623	0.089155283	0.315773065	0.362686637	0.447013117	0.31704397	0.314030734	0.358627336	0.443673943	0.316096277	0.852570384	0.975656115	0.862643702	0.751732728	0.752506405	0.837511204	0.959497507	0.84324957	0.43741868	0.479984445	0.479408942	0.428858603	0.47248184	0.449081565	0.442007249	0.453640419	0.970691842	0.932513788	0.89026669	0.826669639	0.827933428	0.9434723	0.836069731	0.936279674	0.307287372	0.338880199	0.206739884	0.33076361	0.265842657	0.325420934	0.298710837	0.326695778	0.414951695	0.433414108	0.42902026	0.434381116	0.429411659	0.432505279	0.430640111	0.414552926
