sample1	sample2	Gene Abundance	Group	sample1	sample2	Genus Abundance	Group	sample1	sample2	Kos Abundance	Group
MD14d_CeC_8	MD14d_CeC_5	0.608618493	D14	MD14d_CeC_8	MD14d_CeC_5	0.338891	D14	MD14d_CeC_8	MD14d_CeC_5	0.147970955	D14
MD14d_CeC_1	MD14d_CeC_6	0.208823523	D14	MD14d_CeC_1	MD14d_CeC_6	0.010299166	D14	MD14d_CeC_1	MD14d_CeC_6	0.020417733	D14
MD14d_CeC_2	MD14d_CeC_6	0.456019016	D14	MD14d_CeC_2	MD14d_CeC_6	0.146405527	D14	MD14d_CeC_2	MD14d_CeC_6	0.056599445	D14
MD14d_CeC_3	MD14d_CeC_6	0.683651537	D14	MD14d_CeC_3	MD14d_CeC_6	0.393435775	D14	MD14d_CeC_3	MD14d_CeC_6	0.162091268	D14
MD14d_CeC_4	MD14d_CeC_6	0.466286627	D14	MD14d_CeC_4	MD14d_CeC_6	0.11314678	D14	MD14d_CeC_4	MD14d_CeC_6	0.041726626	D14
MD14d_CeC_5	MD14d_CeC_6	0.460828852	D14	MD14d_CeC_5	MD14d_CeC_6	0.14945646	D14	MD14d_CeC_5	MD14d_CeC_6	0.057943336	D14
MD14d_CeC_7	MD14d_CeC_6	0.458113797	D14	MD14d_CeC_7	MD14d_CeC_6	0.108329121	D14	MD14d_CeC_7	MD14d_CeC_6	0.040271631	D14
MD14d_CeC_8	MD14d_CeC_6	0.687728745	D14	MD14d_CeC_8	MD14d_CeC_6	0.398622796	D14	MD14d_CeC_8	MD14d_CeC_6	0.163515862	D14
MD14d_CeC_1	MD14d_CeC_7	0.46003559	D14	MD14d_CeC_1	MD14d_CeC_7	0.111644313	D14	MD14d_CeC_1	MD14d_CeC_7	0.041604076	D14
MD14d_CeC_2	MD14d_CeC_7	0.497867771	D14	MD14d_CeC_2	MD14d_CeC_7	0.138534844	D14	MD14d_CeC_2	MD14d_CeC_7	0.059894102	D14
MD14d_CeC_3	MD14d_CeC_7	0.708914108	D14	MD14d_CeC_3	MD14d_CeC_7	0.382445076	D14	MD14d_CeC_3	MD14d_CeC_7	0.160163525	D14
MD14d_CeC_4	MD14d_CeC_7	0.180403135	D14	MD14d_CeC_4	MD14d_CeC_7	0.017886909	D14	MD14d_CeC_4	MD14d_CeC_7	0.01571057	D14
MD14d_CeC_5	MD14d_CeC_7	0.501989917	D14	MD14d_CeC_5	MD14d_CeC_7	0.141534591	D14	MD14d_CeC_5	MD14d_CeC_7	0.060782799	D14
MD14d_CeC_6	MD14d_CeC_7	0.458113797	D14	MD14d_CeC_6	MD14d_CeC_7	0.108329121	D14	MD14d_CeC_6	MD14d_CeC_7	0.040271631	D14
MD14d_CeC_8	MD14d_CeC_7	0.708913197	D14	MD14d_CeC_8	MD14d_CeC_7	0.387482357	D14	MD14d_CeC_8	MD14d_CeC_7	0.16106553	D14
MD14d_CeC_1	MD14d_CeC_8	0.692059821	D14	MD14d_CeC_1	MD14d_CeC_8	0.40185259	D14	MD14d_CeC_1	MD14d_CeC_8	0.163647441	D14
MD14d_CeC_2	MD14d_CeC_8	0.613499661	D14	MD14d_CeC_2	MD14d_CeC_8	0.34273683	D14	MD14d_CeC_2	MD14d_CeC_8	0.149378353	D14
MD14d_CeC_3	MD14d_CeC_8	0.124742525	D14	MD14d_CeC_3	MD14d_CeC_8	0.006626153	D14	MD14d_CeC_3	MD14d_CeC_8	0.017751581	D14
MD14d_CeC_4	MD14d_CeC_8	0.713985003	D14	MD14d_CeC_4	MD14d_CeC_8	0.393882918	D14	MD14d_CeC_4	MD14d_CeC_8	0.161462483	D14
MD14d_CeC_5	MD14d_CeC_8	0.608618493	D14	MD14d_CeC_5	MD14d_CeC_8	0.338891	D14	MD14d_CeC_5	MD14d_CeC_8	0.147970955	D14
MD14d_CeC_6	MD14d_CeC_8	0.687728745	D14	MD14d_CeC_6	MD14d_CeC_8	0.398622796	D14	MD14d_CeC_6	MD14d_CeC_8	0.163515862	D14
MD14d_CeC_7	MD14d_CeC_8	0.708913197	D14	MD14d_CeC_7	MD14d_CeC_8	0.387482357	D14	MD14d_CeC_7	MD14d_CeC_8	0.16106553	D14
MD42d_CeC2	MD42d_CeC1	0.6917947	D42	MD42d_CeC2	MD42d_CeC1	0.231160845	D42	MD42d_CeC2	MD42d_CeC1	0.141650219	D42
MD42d_CeC3	MD42d_CeC1	0.359915501	D42	MD42d_CeC3	MD42d_CeC1	0.125023388	D42	MD42d_CeC3	MD42d_CeC1	0.060700877	D42
MD42d_CeC4	MD42d_CeC1	0.395992441	D42	MD42d_CeC4	MD42d_CeC1	0.135884308	D42	MD42d_CeC4	MD42d_CeC1	0.073490254	D42
MD42d_CeC5	MD42d_CeC1	0.516595154	D42	MD42d_CeC5	MD42d_CeC1	0.186749175	D42	MD42d_CeC5	MD42d_CeC1	0.149823043	D42
MD42d_CeC6	MD42d_CeC1	0.366789497	D42	MD42d_CeC6	MD42d_CeC1	0.126325238	D42	MD42d_CeC6	MD42d_CeC1	0.069613266	D42
MD42d_CeC7	MD42d_CeC1	0.298173833	D42	MD42d_CeC7	MD42d_CeC1	0.112954895	D42	MD42d_CeC7	MD42d_CeC1	0.076815052	D42
MD42d_CeC8	MD42d_CeC1	0.405442164	D42	MD42d_CeC8	MD42d_CeC1	0.109717331	D42	MD42d_CeC8	MD42d_CeC1	0.091170562	D42
MD42d_CeC1	MD42d_CeC2	0.6917947	D42	MD42d_CeC1	MD42d_CeC2	0.231160845	D42	MD42d_CeC1	MD42d_CeC2	0.141650219	D42
MD42d_CeC3	MD42d_CeC2	0.647374382	D42	MD42d_CeC3	MD42d_CeC2	0.23186527	D42	MD42d_CeC3	MD42d_CeC2	0.128701502	D42
MD42d_CeC4	MD42d_CeC2	0.727493752	D42	MD42d_CeC4	MD42d_CeC2	0.246404235	D42	MD42d_CeC4	MD42d_CeC2	0.142739135	D42
MD42d_CeC5	MD42d_CeC2	0.63320834	D42	MD42d_CeC5	MD42d_CeC2	0.238036482	D42	MD42d_CeC5	MD42d_CeC2	0.158210525	D42
MD42d_CeC6	MD42d_CeC2	0.673558559	D42	MD42d_CeC6	MD42d_CeC2	0.249203731	D42	MD42d_CeC6	MD42d_CeC2	0.13889664	D42
MD42d_CeC7	MD42d_CeC2	0.646971095	D42	MD42d_CeC7	MD42d_CeC2	0.26543643	D42	MD42d_CeC7	MD42d_CeC2	0.14080831	D42
MD42d_CeC8	MD42d_CeC2	0.455305952	D42	MD42d_CeC8	MD42d_CeC2	0.17937103	D42	MD42d_CeC8	MD42d_CeC2	0.097948593	D42
MD42d_CeC1	MD42d_CeC3	0.359915501	D42	MD42d_CeC1	MD42d_CeC3	0.125023388	D42	MD42d_CeC1	MD42d_CeC3	0.060700877	D42
MD42d_CeC2	MD42d_CeC3	0.647374382	D42	MD42d_CeC2	MD42d_CeC3	0.23186527	D42	MD42d_CeC2	MD42d_CeC3	0.128701502	D42
MD42d_CeC4	MD42d_CeC3	0.443307111	D42	MD42d_CeC4	MD42d_CeC3	0.16032996	D42	MD42d_CeC4	MD42d_CeC3	0.061093054	D42
MD42d_CeC5	MD42d_CeC3	0.507172084	D42	MD42d_CeC5	MD42d_CeC3	0.196013443	D42	MD42d_CeC5	MD42d_CeC3	0.128997719	D42
MD42d_CeC6	MD42d_CeC3	0.322388703	D42	MD42d_CeC6	MD42d_CeC3	0.105259253	D42	MD42d_CeC6	MD42d_CeC3	0.043887781	D42
MD42d_CeC7	MD42d_CeC3	0.241543761	D42	MD42d_CeC7	MD42d_CeC3	0.074248623	D42	MD42d_CeC7	MD42d_CeC3	0.042865226	D42
MD42d_CeC8	MD42d_CeC3	0.441695352	D42	MD42d_CeC8	MD42d_CeC3	0.089155283	D42	MD42d_CeC8	MD42d_CeC3	0.068872323	D42
MD42d_CeC1	MD42d_CeC4	0.395992441	D42	MD42d_CeC1	MD42d_CeC4	0.135884308	D42	MD42d_CeC1	MD42d_CeC4	0.073490254	D42
MD42d_CeC2	MD42d_CeC4	0.727493752	D42	MD42d_CeC2	MD42d_CeC4	0.246404235	D42	MD42d_CeC2	MD42d_CeC4	0.142739135	D42
MD42d_CeC3	MD42d_CeC4	0.443307111	D42	MD42d_CeC3	MD42d_CeC4	0.16032996	D42	MD42d_CeC3	MD42d_CeC4	0.061093054	D42
MD42d_CeC5	MD42d_CeC4	0.360674938	D42	MD42d_CeC5	MD42d_CeC4	0.116254603	D42	MD42d_CeC5	MD42d_CeC4	0.100429705	D42
MD42d_CeC6	MD42d_CeC4	0.258630654	D42	MD42d_CeC6	MD42d_CeC4	0.069176124	D42	MD42d_CeC6	MD42d_CeC4	0.034872672	D42
MD42d_CeC7	MD42d_CeC4	0.422288725	D42	MD42d_CeC7	MD42d_CeC4	0.158425135	D42	MD42d_CeC7	MD42d_CeC4	0.061620249	D42
MD42d_CeC8	MD42d_CeC4	0.510105477	D42	MD42d_CeC8	MD42d_CeC4	0.162143661	D42	MD42d_CeC8	MD42d_CeC4	0.078170617	D42
MD42d_CeC1	MD42d_CeC5	0.516595154	D42	MD42d_CeC1	MD42d_CeC5	0.186749175	D42	MD42d_CeC1	MD42d_CeC5	0.149823043	D42
MD42d_CeC2	MD42d_CeC5	0.63320834	D42	MD42d_CeC2	MD42d_CeC5	0.238036482	D42	MD42d_CeC2	MD42d_CeC5	0.158210525	D42
MD42d_CeC3	MD42d_CeC5	0.507172084	D42	MD42d_CeC3	MD42d_CeC5	0.196013443	D42	MD42d_CeC3	MD42d_CeC5	0.128997719	D42
MD42d_CeC4	MD42d_CeC5	0.360674938	D42	MD42d_CeC4	MD42d_CeC5	0.116254603	D42	MD42d_CeC4	MD42d_CeC5	0.100429705	D42
MD42d_CeC6	MD42d_CeC5	0.358481077	D42	MD42d_CeC6	MD42d_CeC5	0.124017961	D42	MD42d_CeC6	MD42d_CeC5	0.107216912	D42
MD42d_CeC7	MD42d_CeC5	0.481490389	D42	MD42d_CeC7	MD42d_CeC5	0.18347951	D42	MD42d_CeC7	MD42d_CeC5	0.114110512	D42
MD42d_CeC8	MD42d_CeC5	0.440091214	D42	MD42d_CeC8	MD42d_CeC5	0.17329793	D42	MD42d_CeC8	MD42d_CeC5	0.101305212	D42
MD42d_CeC1	MD42d_CeC6	0.366789497	D42	MD42d_CeC1	MD42d_CeC6	0.126325238	D42	MD42d_CeC1	MD42d_CeC6	0.069613266	D42
MD42d_CeC2	MD42d_CeC6	0.673558559	D42	MD42d_CeC2	MD42d_CeC6	0.249203731	D42	MD42d_CeC2	MD42d_CeC6	0.13889664	D42
MD42d_CeC3	MD42d_CeC6	0.322388703	D42	MD42d_CeC3	MD42d_CeC6	0.105259253	D42	MD42d_CeC3	MD42d_CeC6	0.043887781	D42
MD42d_CeC4	MD42d_CeC6	0.258630654	D42	MD42d_CeC4	MD42d_CeC6	0.069176124	D42	MD42d_CeC4	MD42d_CeC6	0.034872672	D42
MD42d_CeC5	MD42d_CeC6	0.358481077	D42	MD42d_CeC5	MD42d_CeC6	0.124017961	D42	MD42d_CeC5	MD42d_CeC6	0.107216912	D42
MD42d_CeC7	MD42d_CeC6	0.309411648	D42	MD42d_CeC7	MD42d_CeC6	0.104034382	D42	MD42d_CeC7	MD42d_CeC6	0.03883031	D42
MD42d_CeC8	MD42d_CeC6	0.443421044	D42	MD42d_CeC8	MD42d_CeC6	0.123261383	D42	MD42d_CeC8	MD42d_CeC6	0.065406085	D42
MD42d_CeC1	MD42d_CeC7	0.298173833	D42	MD42d_CeC1	MD42d_CeC7	0.112954895	D42	MD42d_CeC1	MD42d_CeC7	0.076815052	D42
MD42d_CeC2	MD42d_CeC7	0.646971095	D42	MD42d_CeC2	MD42d_CeC7	0.26543643	D42	MD42d_CeC2	MD42d_CeC7	0.14080831	D42
MD42d_CeC3	MD42d_CeC7	0.241543761	D42	MD42d_CeC3	MD42d_CeC7	0.074248623	D42	MD42d_CeC3	MD42d_CeC7	0.042865226	D42
MD42d_CeC4	MD42d_CeC7	0.422288725	D42	MD42d_CeC4	MD42d_CeC7	0.158425135	D42	MD42d_CeC4	MD42d_CeC7	0.061620249	D42
MD42d_CeC5	MD42d_CeC7	0.481490389	D42	MD42d_CeC5	MD42d_CeC7	0.18347951	D42	MD42d_CeC5	MD42d_CeC7	0.114110512	D42
MD42d_CeC6	MD42d_CeC7	0.309411648	D42	MD42d_CeC6	MD42d_CeC7	0.104034382	D42	MD42d_CeC6	MD42d_CeC7	0.03883031	D42
MD42d_CeC8	MD42d_CeC7	0.372696713	D42	MD42d_CeC8	MD42d_CeC7	0.099144626	D42	MD42d_CeC8	MD42d_CeC7	0.05731729	D42
MD42d_CeC1	MD42d_CeC8	0.405442164	D42	MD42d_CeC1	MD42d_CeC8	0.109717331	D42	MD42d_CeC1	MD42d_CeC8	0.091170562	D42
MD42d_CeC2	MD42d_CeC8	0.455305952	D42	MD42d_CeC2	MD42d_CeC8	0.17937103	D42	MD42d_CeC2	MD42d_CeC8	0.097948593	D42
MD42d_CeC3	MD42d_CeC8	0.441695352	D42	MD42d_CeC3	MD42d_CeC8	0.089155283	D42	MD42d_CeC3	MD42d_CeC8	0.068872323	D42
MD42d_CeC4	MD42d_CeC8	0.510105477	D42	MD42d_CeC4	MD42d_CeC8	0.162143661	D42	MD42d_CeC4	MD42d_CeC8	0.078170617	D42
MD42d_CeC5	MD42d_CeC8	0.440091214	D42	MD42d_CeC5	MD42d_CeC8	0.17329793	D42	MD42d_CeC5	MD42d_CeC8	0.101305212	D42
MD42d_CeC6	MD42d_CeC8	0.443421044	D42	MD42d_CeC6	MD42d_CeC8	0.123261383	D42	MD42d_CeC6	MD42d_CeC8	0.065406085	D42
MD42d_CeC7	MD42d_CeC8	0.372696713	D42	MD42d_CeC7	MD42d_CeC8	0.099144626	D42	MD42d_CeC7	MD42d_CeC8	0.05731729	D42
MD70d_CeC2	MD70d_CeC1	0.486717367	D70	MD70d_CeC2	MD70d_CeC1	0.129821948	D70	MD70d_CeC2	MD70d_CeC1	0.052086426	D70
MD70d_CeC3	MD70d_CeC1	0.582371587	D70	MD70d_CeC3	MD70d_CeC1	0.233541093	D70	MD70d_CeC3	MD70d_CeC1	0.080532241	D70
MD70d_CeC4	MD70d_CeC1	0.546905539	D70	MD70d_CeC4	MD70d_CeC1	0.182280906	D70	MD70d_CeC4	MD70d_CeC1	0.059847048	D70
MD70d_CeC5	MD70d_CeC1	0.24286512	D70	MD70d_CeC5	MD70d_CeC1	0.005156534	D70	MD70d_CeC5	MD70d_CeC1	0.014533363	D70
MD70d_CeC6	MD70d_CeC1	0.491802229	D70	MD70d_CeC6	MD70d_CeC1	0.127878684	D70	MD70d_CeC6	MD70d_CeC1	0.053216918	D70
MD70d_CeC7	MD70d_CeC1	0.579842895	D70	MD70d_CeC7	MD70d_CeC1	0.229782856	D70	MD70d_CeC7	MD70d_CeC1	0.083362606	D70
MD70d_CeC8	MD70d_CeC1	0.547674285	D70	MD70d_CeC8	MD70d_CeC1	0.183364357	D70	MD70d_CeC8	MD70d_CeC1	0.060545671	D70
MD70d_CeC1	MD70d_CeC2	0.486717367	D70	MD70d_CeC1	MD70d_CeC2	0.129821948	D70	MD70d_CeC1	MD70d_CeC2	0.052086426	D70
MD70d_CeC3	MD70d_CeC2	0.589736547	D70	MD70d_CeC3	MD70d_CeC2	0.209464659	D70	MD70d_CeC3	MD70d_CeC2	0.08322446	D70
MD70d_CeC4	MD70d_CeC2	0.565751493	D70	MD70d_CeC4	MD70d_CeC2	0.200865332	D70	MD70d_CeC4	MD70d_CeC2	0.070396739	D70
MD70d_CeC5	MD70d_CeC2	0.481968756	D70	MD70d_CeC5	MD70d_CeC2	0.128512642	D70	MD70d_CeC5	MD70d_CeC2	0.051760183	D70
MD70d_CeC6	MD70d_CeC2	0.283262749	D70	MD70d_CeC6	MD70d_CeC2	0.00947763	D70	MD70d_CeC6	MD70d_CeC2	0.018987823	D70
MD70d_CeC7	MD70d_CeC2	0.587960578	D70	MD70d_CeC7	MD70d_CeC2	0.207887471	D70	MD70d_CeC7	MD70d_CeC2	0.084928523	D70
MD70d_CeC8	MD70d_CeC2	0.565967861	D70	MD70d_CeC8	MD70d_CeC2	0.20221844	D70	MD70d_CeC8	MD70d_CeC2	0.071228935	D70
MD70d_CeC1	MD70d_CeC3	0.582371587	D70	MD70d_CeC1	MD70d_CeC3	0.233541093	D70	MD70d_CeC1	MD70d_CeC3	0.080532241	D70
MD70d_CeC2	MD70d_CeC3	0.589736547	D70	MD70d_CeC2	MD70d_CeC3	0.209464659	D70	MD70d_CeC2	MD70d_CeC3	0.08322446	D70
MD70d_CeC4	MD70d_CeC3	0.605016591	D70	MD70d_CeC4	MD70d_CeC3	0.252231984	D70	MD70d_CeC4	MD70d_CeC3	0.08443572	D70
MD70d_CeC5	MD70d_CeC3	0.580177478	D70	MD70d_CeC5	MD70d_CeC3	0.234449889	D70	MD70d_CeC5	MD70d_CeC3	0.079833183	D70
MD70d_CeC6	MD70d_CeC3	0.594971312	D70	MD70d_CeC6	MD70d_CeC3	0.213909066	D70	MD70d_CeC6	MD70d_CeC3	0.08355185	D70
MD70d_CeC7	MD70d_CeC3	0.28036613	D70	MD70d_CeC7	MD70d_CeC3	0.013550077	D70	MD70d_CeC7	MD70d_CeC3	0.023091218	D70
MD70d_CeC8	MD70d_CeC3	0.604554804	D70	MD70d_CeC8	MD70d_CeC3	0.252787089	D70	MD70d_CeC8	MD70d_CeC3	0.084900975	D70
MD70d_CeC1	MD70d_CeC4	0.546905539	D70	MD70d_CeC1	MD70d_CeC4	0.182280906	D70	MD70d_CeC1	MD70d_CeC4	0.059847048	D70
MD70d_CeC2	MD70d_CeC4	0.565751493	D70	MD70d_CeC2	MD70d_CeC4	0.200865332	D70	MD70d_CeC2	MD70d_CeC4	0.070396739	D70
MD70d_CeC3	MD70d_CeC4	0.605016591	D70	MD70d_CeC3	MD70d_CeC4	0.252231984	D70	MD70d_CeC3	MD70d_CeC4	0.08443572	D70
MD70d_CeC5	MD70d_CeC4	0.541692023	D70	MD70d_CeC5	MD70d_CeC4	0.180422159	D70	MD70d_CeC5	MD70d_CeC4	0.058885106	D70
MD70d_CeC6	MD70d_CeC4	0.569194639	D70	MD70d_CeC6	MD70d_CeC4	0.198929924	D70	MD70d_CeC6	MD70d_CeC4	0.071346705	D70
MD70d_CeC7	MD70d_CeC4	0.602330807	D70	MD70d_CeC7	MD70d_CeC4	0.249766909	D70	MD70d_CeC7	MD70d_CeC4	0.087254498	D70
MD70d_CeC8	MD70d_CeC4	0.257094918	D70	MD70d_CeC8	MD70d_CeC4	0.004567084	D70	MD70d_CeC8	MD70d_CeC4	0.016331186	D70
MD70d_CeC1	MD70d_CeC5	0.24286512	D70	MD70d_CeC1	MD70d_CeC5	0.005156534	D70	MD70d_CeC1	MD70d_CeC5	0.014533363	D70
MD70d_CeC2	MD70d_CeC5	0.481968756	D70	MD70d_CeC2	MD70d_CeC5	0.128512642	D70	MD70d_CeC2	MD70d_CeC5	0.051760183	D70
MD70d_CeC3	MD70d_CeC5	0.580177478	D70	MD70d_CeC3	MD70d_CeC5	0.234449889	D70	MD70d_CeC3	MD70d_CeC5	0.079833183	D70
MD70d_CeC4	MD70d_CeC5	0.541692023	D70	MD70d_CeC4	MD70d_CeC5	0.180422159	D70	MD70d_CeC4	MD70d_CeC5	0.058885106	D70
MD70d_CeC6	MD70d_CeC5	0.486905242	D70	MD70d_CeC6	MD70d_CeC5	0.126563481	D70	MD70d_CeC6	MD70d_CeC5	0.05285642	D70
MD70d_CeC7	MD70d_CeC5	0.577629525	D70	MD70d_CeC7	MD70d_CeC5	0.230680978	D70	MD70d_CeC7	MD70d_CeC5	0.082621574	D70
MD70d_CeC8	MD70d_CeC5	0.54248869	D70	MD70d_CeC8	MD70d_CeC5	0.181511204	D70	MD70d_CeC8	MD70d_CeC5	0.059636131	D70
MD70d_CeC1	MD70d_CeC6	0.491802229	D70	MD70d_CeC1	MD70d_CeC6	0.127878684	D70	MD70d_CeC1	MD70d_CeC6	0.053216918	D70
MD70d_CeC2	MD70d_CeC6	0.283262749	D70	MD70d_CeC2	MD70d_CeC6	0.00947763	D70	MD70d_CeC2	MD70d_CeC6	0.018987823	D70
MD70d_CeC3	MD70d_CeC6	0.594971312	D70	MD70d_CeC3	MD70d_CeC6	0.213909066	D70	MD70d_CeC3	MD70d_CeC6	0.08355185	D70
MD70d_CeC4	MD70d_CeC6	0.569194639	D70	MD70d_CeC4	MD70d_CeC6	0.198929924	D70	MD70d_CeC4	MD70d_CeC6	0.071346705	D70
MD70d_CeC5	MD70d_CeC6	0.486905242	D70	MD70d_CeC5	MD70d_CeC6	0.126563481	D70	MD70d_CeC5	MD70d_CeC6	0.05285642	D70
MD70d_CeC7	MD70d_CeC6	0.593071105	D70	MD70d_CeC7	MD70d_CeC6	0.212234337	D70	MD70d_CeC7	MD70d_CeC6	0.085634005	D70
MD70d_CeC8	MD70d_CeC6	0.569301894	D70	MD70d_CeC8	MD70d_CeC6	0.200260651	D70	MD70d_CeC8	MD70d_CeC6	0.072017629	D70
MD70d_CeC1	MD70d_CeC7	0.579842895	D70	MD70d_CeC1	MD70d_CeC7	0.229782856	D70	MD70d_CeC1	MD70d_CeC7	0.083362606	D70
MD70d_CeC2	MD70d_CeC7	0.587960578	D70	MD70d_CeC2	MD70d_CeC7	0.207887471	D70	MD70d_CeC2	MD70d_CeC7	0.084928523	D70
MD70d_CeC3	MD70d_CeC7	0.28036613	D70	MD70d_CeC3	MD70d_CeC7	0.013550077	D70	MD70d_CeC3	MD70d_CeC7	0.023091218	D70
MD70d_CeC4	MD70d_CeC7	0.602330807	D70	MD70d_CeC4	MD70d_CeC7	0.249766909	D70	MD70d_CeC4	MD70d_CeC7	0.087254498	D70
MD70d_CeC5	MD70d_CeC7	0.577629525	D70	MD70d_CeC5	MD70d_CeC7	0.230680978	D70	MD70d_CeC5	MD70d_CeC7	0.082621574	D70
MD70d_CeC6	MD70d_CeC7	0.593071105	D70	MD70d_CeC6	MD70d_CeC7	0.212234337	D70	MD70d_CeC6	MD70d_CeC7	0.085634005	D70
MD70d_CeC8	MD70d_CeC7	0.601782777	D70	MD70d_CeC8	MD70d_CeC7	0.250461749	D70	MD70d_CeC8	MD70d_CeC7	0.087199803	D70
MD70d_CeC1	MD70d_CeC8	0.547674285	D70	MD70d_CeC1	MD70d_CeC8	0.183364357	D70	MD70d_CeC1	MD70d_CeC8	0.060545671	D70
MD70d_CeC2	MD70d_CeC8	0.565967861	D70	MD70d_CeC2	MD70d_CeC8	0.20221844	D70	MD70d_CeC2	MD70d_CeC8	0.071228935	D70
MD70d_CeC3	MD70d_CeC8	0.604554804	D70	MD70d_CeC3	MD70d_CeC8	0.252787089	D70	MD70d_CeC3	MD70d_CeC8	0.084900975	D70
MD70d_CeC4	MD70d_CeC8	0.257094918	D70	MD70d_CeC4	MD70d_CeC8	0.004567084	D70	MD70d_CeC4	MD70d_CeC8	0.016331186	D70
MD70d_CeC5	MD70d_CeC8	0.54248869	D70	MD70d_CeC5	MD70d_CeC8	0.181511204	D70	MD70d_CeC5	MD70d_CeC8	0.059636131	D70
MD70d_CeC6	MD70d_CeC8	0.569301894	D70	MD70d_CeC6	MD70d_CeC8	0.200260651	D70	MD70d_CeC6	MD70d_CeC8	0.072017629	D70
MD70d_CeC7	MD70d_CeC8	0.601782777	D70	MD70d_CeC7	MD70d_CeC8	0.250461749	D70	MD70d_CeC7	MD70d_CeC8	0.087199803	D70
PD3d_CeC_2	PD3d_CeC_1	0.645858717	D03	PD3d_CeC_2	PD3d_CeC_1	0.417699654	D03	PD3d_CeC_2	PD3d_CeC_1	0.355141714	D03
PD3d_CeC_3	PD3d_CeC_1	0.467492397	D03	PD3d_CeC_3	PD3d_CeC_1	0.117936217	D03	PD3d_CeC_3	PD3d_CeC_1	0.355167028	D03
PD3d_CeC_4	PD3d_CeC_1	0.563806696	D03	PD3d_CeC_4	PD3d_CeC_1	0.391856241	D03	PD3d_CeC_4	PD3d_CeC_1	0.497141103	D03
PD3d_CeC_5	PD3d_CeC_1	0.581616049	D03	PD3d_CeC_5	PD3d_CeC_1	0.426572208	D03	PD3d_CeC_5	PD3d_CeC_1	0.538454706	D03
PD3d_CeC_6	PD3d_CeC_1	0.547003656	D03	PD3d_CeC_6	PD3d_CeC_1	0.436289787	D03	PD3d_CeC_6	PD3d_CeC_1	0.535957523	D03
PD3d_CeC_7	PD3d_CeC_1	0.594845409	D03	PD3d_CeC_7	PD3d_CeC_1	0.362934234	D03	PD3d_CeC_7	PD3d_CeC_1	0.333758001	D03
PD3d_CeC_8	PD3d_CeC_1	0.489484011	D03	PD3d_CeC_8	PD3d_CeC_1	0.227373433	D03	PD3d_CeC_8	PD3d_CeC_1	0.356143786	D03
PD3d_CeC_1	PD3d_CeC_2	0.645858717	D03	PD3d_CeC_1	PD3d_CeC_2	0.417699654	D03	PD3d_CeC_1	PD3d_CeC_2	0.355141714	D03
PD3d_CeC_3	PD3d_CeC_2	0.703812051	D03	PD3d_CeC_3	PD3d_CeC_2	0.463102098	D03	PD3d_CeC_3	PD3d_CeC_2	0.42010932	D03
PD3d_CeC_4	PD3d_CeC_2	0.877096252	D03	PD3d_CeC_4	PD3d_CeC_2	0.72234455	D03	PD3d_CeC_4	PD3d_CeC_2	0.615596129	D03
PD3d_CeC_5	PD3d_CeC_2	0.901981936	D03	PD3d_CeC_5	PD3d_CeC_2	0.752123041	D03	PD3d_CeC_5	PD3d_CeC_2	0.653597803	D03
PD3d_CeC_6	PD3d_CeC_2	0.888395857	D03	PD3d_CeC_6	PD3d_CeC_2	0.745795052	D03	PD3d_CeC_6	PD3d_CeC_2	0.668436959	D03
PD3d_CeC_7	PD3d_CeC_2	0.254386984	D03	PD3d_CeC_7	PD3d_CeC_2	0.063349395	D03	PD3d_CeC_7	PD3d_CeC_2	0.107979273	D03
PD3d_CeC_8	PD3d_CeC_2	0.765436915	D03	PD3d_CeC_8	PD3d_CeC_2	0.555039327	D03	PD3d_CeC_8	PD3d_CeC_2	0.433871188	D03
PD3d_CeC_1	PD3d_CeC_3	0.467492397	D03	PD3d_CeC_1	PD3d_CeC_3	0.117936217	D03	PD3d_CeC_1	PD3d_CeC_3	0.355167028	D03
PD3d_CeC_2	PD3d_CeC_3	0.703812051	D03	PD3d_CeC_2	PD3d_CeC_3	0.463102098	D03	PD3d_CeC_2	PD3d_CeC_3	0.42010932	D03
PD3d_CeC_4	PD3d_CeC_3	0.508649536	D03	PD3d_CeC_4	PD3d_CeC_3	0.358784011	D03	PD3d_CeC_4	PD3d_CeC_3	0.499367686	D03
PD3d_CeC_5	PD3d_CeC_3	0.523857933	D03	PD3d_CeC_5	PD3d_CeC_3	0.395870692	D03	PD3d_CeC_5	PD3d_CeC_3	0.526730418	D03
PD3d_CeC_6	PD3d_CeC_3	0.482320071	D03	PD3d_CeC_6	PD3d_CeC_3	0.368854504	D03	PD3d_CeC_6	PD3d_CeC_3	0.530157916	D03
PD3d_CeC_7	PD3d_CeC_3	0.647067647	D03	PD3d_CeC_7	PD3d_CeC_3	0.408924495	D03	PD3d_CeC_7	PD3d_CeC_3	0.396366571	D03
PD3d_CeC_8	PD3d_CeC_3	0.470980002	D03	PD3d_CeC_8	PD3d_CeC_3	0.226438207	D03	PD3d_CeC_8	PD3d_CeC_3	0.382755318	D03
PD3d_CeC_1	PD3d_CeC_4	0.563806696	D03	PD3d_CeC_1	PD3d_CeC_4	0.391856241	D03	PD3d_CeC_1	PD3d_CeC_4	0.497141103	D03
PD3d_CeC_2	PD3d_CeC_4	0.877096252	D03	PD3d_CeC_2	PD3d_CeC_4	0.72234455	D03	PD3d_CeC_2	PD3d_CeC_4	0.615596129	D03
