ID	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
GT87	0	0	0	0	0	0	0	0	0	0	615.008356	0	20.931267	14.985962	68.232992	0	139.103363	78.887688	0	0	0	0	0	0	0	0	0	0	0	0	978.982498	0	0	0	943.610717	0	20.737771	0	20.663865	221.883671	81.323173	129.319735	0	0	0	0	0	325.203011	81.525437	0	23.220739	213.977169	0	12.982585	458.033554	13.097666	0	19.982474	0	237.459716	4.449366	83.434551	191.716895	379.572914	125.753326	0	440.557729	599.655427	31.338926	7.847023	188.642896	29.585224	9.912269	9.061369	95.798923	30.365899	6.796886	25.278875	6.274121	4.70398	4.75286	6.519792	9.758464	5.781018	6.030211	3.120477	4.916153	2.348145	12.227141	3.267322	13.033105	3.737468	14.388103	14.134277	42.290357	28.693467	87.321891	96.958735	30.218687	52.616765	81.072793	18.715169	22.159888	15.724717	10.056085	21.930365	50.455056	32.566037	34.290745	110.277736	178.200335	37.759425	247.255763	4.499973	175.13492	3.928976	20.579018	19.043318	49.284773
CBM12	0	0	0	0	0	0	0	0	0	0	0	0	68.902593	53.871948	33.072894	0	0	36.515538	392.852648	0	55.580393	214.66754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.059942	0	0	68.36088	31.71024	0	0	0	0	0	0	166.570102	0	0	0	0	0	0	0	5.784683	0	0	0	38.187607	0.198413	1.421372	4.082634	2.863179	2.17263	0	3.720326	0	9.508202	0	0	121.360342	105.877453	119.177573	123.91867	133.343652	113.588862	75.549819	84.216948	82.815019	73.997813	81.281158	84.11036	23.208215	15.269284	26.694423	35.406795	15.420683	20.018104	14.782536	19.318174	57.390124	20.78937	13.391872	18.901973	0	0	102.305939	135.27535	10.395031	101.3189	61.058921	84.955375	36.388576	56.341481	63.530186	34.12028	32.920388	26.576475	11.235007	2.715816	17.453766	2.419992	16.399877	4.626764	40.542574	2.491984	29.890735	18.264174
CBM20	0	0	0	0	0	0	0	0	0	0	0	0	185.604912	148.245811	137.219058	84.472549	299.087772	90.224342	316.843979	230.459229	405.12508	162.548207	106.353409	0	0	0	0	0	0	0	0	0	0	0	0	49.96843	224.705128	98.696884	163.209043	118.472569	9.547169	246.818211	466.497778	124.688831	325.829488	441.728655	191.448148	0	0	211.155507	8.767097	130.841885	0	6.185732	0	8.581849	0	5.059059	253.802852	73.392031	18.868221	4.107997	22.194462	91.200462	14.975525	233.742809	11.580398	51.117496	521.745698	63.625418	167.754196	201.261395	178.386721	136.096714	171.904185	195.902495	140.111318	170.769157	172.174534	202.220018	202.566001	173.83307	178.834644	218.477272	295.660607	256.811247	241.11087	239.737464	259.036356	444.664038	386.229289	329.51788	443.499193	446.751739	380.193358	10.308325	46.919225	149.95072	164.008102	11.721344	142.827383	157.96237	146.380433	94.525037	111.879645	168.121489	145.778614	74.870505	118.804561	88.537491	17.891638	114.806943	38.454637	423.508403	4.329154	111.997944	583.803584	322.283156	76.800489
CBM4	0	0	442.171954	0	0	0	0	0	0	0	0	0	112.229665	198.44495	117.574512	16.963611	168.097527	111.25979	130.475644	366.996755	407.405195	123.869021	224.462547	0	0	0	0	0	0	646.494975	0	0	0	0	0	87.226141	88.366867	155.915313	121.119119	129.82657	53.069805	422.320149	410.705005	165.974067	386.547889	0	0	127.720809	27.681432	0	11.003886	63.099094	471.879707	39.183803	0	5.748477	0	0	0	46.948536	5.426783	64.253488	31.227824	57.272112	9.515181	308.395971	13.009223	0	207.959385	15.421454	143.627548	180.5024	162.359884	151.86615	207.557362	181.71806	160.160895	210.536002	191.641055	203.993172	210.788281	194.006782	193.538706	213.922599	175.884316	133.446709	190.788209	122.781878	151.567731	304.428375	264.617952	274.380675	302.682423	253.017745	220.341999	44.373743	52.527821	184.901053	200.033858	21.014408	197.763839	221.641274	105.753759	106.700406	195.280777	235.410143	116.647031	156.396674	83.418838	83.965696	20.288991	81.28175	43.3121	287.339398	19.891587	129.036556	280.15981	145.831577	69.969723
CBM56	0	0	0	296.304456	0	0	0	0	0	0	0	0	41.500311	44.251921	51.558064	80.286957	35.275721	41.281095	366.586197	130.683026	53.3719	68.469895	119.90624	0	0	0	0	0	0	0	0	0	0	0	0	74.562552	77.297058	58.595378	29.644051	20.790891	0	64.412468	75.757368	148.993571	309.644003	0	108.565122	125.828357	0	197.547203	10.43047	0	0	0	0	4.469136	0	0	0	8.465911	0.314917	0.902126	7.006879	22.064736	2.849642	222.726081	2.176661	9.514	250.751088	14.79663	49.424724	130.75542	103.522411	91.248684	95.583319	131.525591	95.375431	75.101279	75.198884	63.725599	65.338106	71.951783	76.212703	84.243915	102.448593	129.568347	100.159662	100.080313	76.68124	105.340963	114.084374	121.639407	182.198649	175.686059	107.416918	4.264497	0	90.878679	102.064374	14.968474	87.929836	65.192089	39.760003	35.134284	67.335069	69.456495	39.384642	67.124776	68.407736	28.976989	6.608453	81.967924	13.650212	86.454998	1.283639	66.361471	189.033119	103.77488	42.258611
CBM9	0	0	579.231485	0	0	0	0	0	0	0	0	0	94.517611	246.390414	34.799927	228.617068	65.438269	119.672591	281.007908	212.583468	334.879639	248.397563	217.681229	0	0	0	0	0	0	0	0	286.26799	0	0	0	0	53.091309	206.407208	0	0	36.870856	336.930658	193.224978	159.249663	426.080034	0	0	0	3.629847	0	0	52.960417	0	4.664738	0	0	0	0	0	33.151021	0.403085	2.074849	16.522511	64.36536	8.99497	305.396266	6.24183	0	234.004652	32.156979	52.170542	258.327987	199.4897	147.689634	216.292044	262.299798	167.593309	214.427405	187.122017	202.005083	205.861054	191.21025	200.814364	198.772835	250.014947	245.022796	235.145205	229.329454	220.633066	281.148674	285.570287	289.228672	298.376085	274.693177	282.303444	32.531711	282.22821	194.283237	211.28609	33.650867	201.85037	203.414568	183.99319	123.910387	189.273544	205.449566	110.834287	72.013647	120.290082	74.779545	15.572149	141.105562	26.59451	284.431185	5.492573	151.134781	295.943356	251.506298	102.772598
CE11	0	0	529.72452	0	0	0	0	0	0	0	592.668309	0	96.4786	93.77827	109.495076	0	0	93.067194	226.187888	167.381666	279.105004	385.814281	497.17159	0	0	0	0	0	0	0	0	0	2241.611755	0	0	95.345744	39.046388	208.705622	72.922714	140.956706	48.913535	224.496012	71.32375	160.636166	590.099096	0	0	49.69624	0	0	11.302906	0	0	5.830923	0	11.742413	0	9.415471	0	6.1623	5.943377	180.735226	2.027229	5.939515	4.546426	77.401563	5.093541	100.466993	280.731629	259.497066	0	197.508134	200.52436	238.331973	230.098965	196.437933	247.794501	189.001661	219.366679	224.505475	228.309124	224.342578	207.013744	164.41476	304.909805	207.689843	203.082294	243.225061	216.267543	309.822257	323.830985	215.208697	292.506438	343.582829	322.082414	38.857306	0	182.713824	208.934888	9.99	202.633664	193.197085	131.308757	98.180289	154.155107	201.970471	134.767897	69.534674	117.549601	141.951913	1.222504	126.617228	12.050926	284.458109	8.294034	108.691507	389.671377	240.659511	157.311872
CE2	0	0	0	0	0	0	0	0	0	0	0	0	95.071244	50.762287	99.926054	0	315.317852	60.497264	0	132.608353	0	0	209.088549	0	0	0	0	0	0	0	297.144749	0	0	0	0	140.762802	123.928986	0	62.966121	0	46.608226	133.318251	87.21168	284.195285	80.457865	0	114.403183	0	0	0	0	0	0	0	0	1.488641	0	0	0	20.633974	8.389901	2.750153	57.472241	25.219345	3.969676	97.971293	195.386243	0	237.950429	52.892879	86.906199	98.545287	77.799229	73.100766	81.888974	94.379684	64.892744	77.641833	54.58137	71.526095	69.335766	52.404349	73.987866	180.111784	162.24025	136.772509	194.949447	101.571277	167.418552	189.894579	165.667086	198.725577	173.093812	222.312112	137.919897	2.661856	0	84.162077	81.710328	10.142856	67.846096	73.719003	46.269004	46.92512	81.312405	69.622913	43.980198	151.596314	88.273158	68.923273	41.091041	89.954203	16.272349	184.740015	33.765741	90.189219	263.141943	120.193334	51.109727
GH10	0	0	0	0	0	0	0	0	0	0	0	0	92.300087	126.949432	55.675979	43.765307	192.405703	37.761779	0	183.883989	22.324534	166.021142	0	0	0	0	0	0	0	0	0	646.095983	0	0	0	134.809088	52.786567	201.720876	32.258629	57.074467	21.241309	143.302093	269.646618	34.537585	144.549979	0	55.234341	0	0	693.553564	9.285364	52.960417	0	0	0	2.172291	0	0	0	71.539802	0.433666	9.513789	47.841645	177.520041	28.958633	352.639942	55.760893	112.026793	315.900787	9.896798	134.212052	179.570147	201.270567	63.3184	212.353801	172.775225	65.424522	118.321308	77.989545	69.199906	70.91216	73.181514	89.07386	139.441897	134.261293	112.974648	151.017696	108.126135	92.961369	308.53276	230.050991	172.374752	260.031001	291.910702	234.106618	3.423443	0	210.072064	149.261697	39.01967	223.658456	113.011444	44.542263	43.512247	61.983415	118.931418	64.767847	79.478613	61.354734	51.816558	44.031738	63.210356	85.821632	272.675013	43.203871	121.665307	295.951711	163.328937	53.846948
GH102	0	0	0	0	0	0	0	0	0	0	683.174307	0	0	0	18.274515	0	0	7.507954	0	0	0	0	65.125941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.365262	0	0	0	0	0	0	0	108.300296	0	0	0	0	0	0	0	5.46311	0	0	0	0.494905	3.239914	67.462444	0.103109	3.606354	2.186114	0	0.422347	0	5.797818	29.565694	0	28.901554	62.377536	192.15957	128.902525	27.872771	198.988839	43.71398	104.083741	80.125075	82.345905	105.727642	47.132917	11.734686	13.054978	15.045133	14.30637	12.489885	15.873958	13.322911	12.254797	15.535822	9.773132	5.819051	12.202478	0	96.383596	97.489285	97.163893	16.336369	82.574125	28.295364	13.274744	27.423834	38.73534	33.54674	10.478743	15.597004	30.115413	13.878524	0.147468	9.30691	3.048132	8.034913	10.32575	5.708398	11.322481	7.473157	23.261227
GH105	0	0	609.118122	0	0	0	0	0	2097.16311	0	0	0	167.850204	126.439642	200.874056	0	615.737	304.413962	141.240359	182.094284	195.629536	152.612805	435.837644	0	0	0	0	0	0	0	0	0	735.48751	0	0	243.170617	194.223637	75.423227	44.753863	101.512523	57.781876	239.433992	430.511407	203.659503	217.622976	264.793816	75.726404	131.198073	0	0	52.933184	0	0	7.24163	0	31.480217	0	0	0	52.827558	9.470446	8.578152	21.043119	46.768688	7.430086	200.738542	45.826683	0	237.925736	144.125287	48.226122	377.623727	434.611174	202.426482	510.051951	389.419868	201.483097	211.507787	136.304393	151.205231	146.667737	135.207431	213.879583	269.079367	230.022313	205.153895	255.29399	192.831264	227.931769	358.394389	303.70726	259.129286	305.43916	428.124206	364.022589	52.506168	43.707642	510.03667	390.465991	57.186167	512.296334	229.539555	99.628986	84.909747	136.491437	222.984021	172.754271	155.164696	140.593203	98.367788	21.752681	116.485204	74.690928	319.480079	121.145296	123.11967	433.506834	278.921092	95.723884
GH106	0	0	226.196237	0	0	0	0	0	0	0	0	0	81.425191	36.240496	112.394425	61.535784	105.791053	56.381512	151.740019	156.816829	231.189215	153.098058	0	0	0	0	0	0	0	594.860256	0	0	0	499.290373	0	0	52.98688	174.628948	100.566694	48.496679	20.042589	189.068413	309.475521	125.505272	64.2618	0	39.171822	39.314491	0	253.328438	13.386404	29.189405	0	0	0	3.140942	0	0	0	14.615091	1.734918	2.949456	5.081487	23.243958	5.123477	62.462047	10.343213	35.253521	118.745546	2.841661	171.800109	200.480592	206.031036	86.669828	251.331459	201.590815	85.243314	92.202606	60.593831	88.717879	84.302563	60.947887	113.123366	159.623871	135.571077	133.738915	158.524268	90.757218	120.04009	154.623961	142.244676	198.397592	133.649025	114.907938	110.695836	29.611641	0	242.170149	153.6561	22.270471	243.362601	96.773552	93.802814	39.318086	102.5399	98.885148	78.109003	80.953494	72.274046	43.576169	4.226153	68.714941	13.309613	159.626851	5.016441	115.523834	135.382407	92.272291	28.854445
GH110	0	0	0	0	0	0	0	0	0	1658.8113	469.321097	0	60.866934	53.292053	34.128715	174.761072	0	76.192377	0	96.831974	117.72236	86.133688	321.024844	0	0	0	0	0	0	0	0	0	0	0	0	216.53209	32.258754	0	44.714086	30.811548	6.174456	82.76102	110.500529	0	464.701326	150.834175	35.149126	0	0	0	5.589885	0	0	0	0	0	0	0	0	4.591702	0.517277	1.144224	0.458703	5.281496	1.499489	214.116586	1.370736	7.837419	291.938906	37.990226	90.987463	126.638949	92.128717	110.626237	153.730336	126.466309	113.657488	125.330709	134.619595	150.978157	149.540015	138.529615	139.220906	109.613129	148.301944	135.939543	150.39804	130.13198	144.836048	184.539934	193.470738	171.145029	252.379519	297.739223	179.781333	12.857821	0	118.512194	182.733002	9.575377	112.406762	100.672116	59.942173	59.353556	81.550203	114.36755	106.448583	34.822866	64.872321	50.091381	0.224779	54.699325	2.893927	173.135855	0.31426	68.168263	375.531289	222.091282	42.004731
GH115	0	0	287.933886	0	0	0	0	0	0	926.306507	0	0	66.032269	92.324518	84.475035	28.298863	135.561132	96.271314	223.83109	178.135813	88.537182	163.551146	55.49731	0	0	0	0	0	0	0	0	0	0	0	0	60.256589	107.623076	110.618197	72.707488	98.674229	10.495115	191.929168	72.318744	182.21122	404.461649	0	84.272778	0	3.065774	0	5.168114	250.690914	0	0	0	0	0	0	0	18.369038	0.403561	2.48556	6.233108	7.611293	4.095531	160.892738	6.949866	0	246.817577	39.721139	133.772682	195.092302	214.801959	75.423085	226.819394	189.666855	78.16162	100.498885	54.287384	63.787394	62.791678	52.410552	81.039641	139.709976	141.468876	106.44056	142.241275	83.510234	99.201854	321.776953	202.916761	197.717824	208.990679	279.235382	185.322967	31.561557	124.38457	240.949662	160.520265	9.813236	239.995672	100.352883	102.371941	37.969342	34.842291	97.322465	88.395379	53.241741	56.331136	50.989	3.562513	57.699316	12.199378	289.927863	2.795124	88.552389	279.015154	131.485659	31.368754
GH116	0	0	0	0	0	0	766.809646	0	753.434488	0	0	0	0	12.701516	4.469372	0	0	4.326144	0	107.752445	57.089659	0	0	0	0	0	0	0	0	0	592.877884	0	0	0	239.666638	0	14.658294	0	0	42.972008	0	45.831224	0	0	35.051892	0	125.455124	109.072032	14.433168	0	7.899218	0	0	0	0	7.786194	0	2.616651	0	3.499508	0	0.33396	0.161892	1.662375	0	42.02059	4.595718	0	139.898219	0	44.599619	171.835363	143.475444	122.717675	125.364877	171.761257	136.717902	208.40107	198.904021	210.18966	210.891507	200.702507	223.288359	44.392231	59.637095	42.27304	52.605251	51.98847	42.272532	58.675506	61.952628	108.315316	95.725585	75.73136	44.747563	18.036992	41.154728	120.080854	147.666455	12.76448	121.64945	197.309558	110.945129	109.705867	154.784369	198.78457	155.27377	35.504402	20.249669	23.586842	0.143583	45.646541	1.932182	61.446152	3.573957	66.192856	89.275456	75.50669	24.278948
GH127	0	0	0	0	0	0	729.8364	0	0	0	202.458955	0	167.951627	104.790313	209.991501	109.499307	83.146494	214.495616	296.340388	831.472019	423.398971	34.837117	360.016368	0	0	0	0	0	0	0	0	429.401985	0	0	0	98.409862	219.916379	0	86.708308	247.77992	56.946137	294.767335	171.875697	350.718743	741.309456	470.152122	164.923684	338.6287	41.399765	0	29.454734	448.809928	143.995223	0	0	15.438894	0	4.995964	0	53.2982	6.842236	10.181308	12.31583	47.616756	11.769324	370.679293	39.355649	86.569854	528.633279	75.835971	228.81178	516.525785	541.656311	276.892777	533.305056	505.712061	294.007196	397.833148	332.211038	365.44938	369.768488	320.707072	386.19556	292.749277	339.346328	308.854311	319.700503	275.646038	321.947133	413.57497	440.195918	437.132349	480.32799	572.374279	418.098449	77.545754	81.286234	580.83754	460.613678	61.577266	559.790146	392.247991	298.530169	188.758443	278.351297	399.30562	302.021312	187.788141	175.271706	118.292728	8.754493	210.333375	35.412827	415.116842	21.338649	310.77027	637.953456	456.17747	200.705925
GH130	0	0	710.346921	1116.43286	0	0	0	0	0	0	713.030253	0	133.526025	145.037577	155.201905	318.112717	0	163.470647	600.079201	195.90944	180.289318	385.110165	0	0	0	0	0	0	0	0	0	0	0	0	0	489.233149	137.641557	0	0	0	26.346787	178.546008	193.38629	271.76202	137.448852	333.155618	124.277268	185.178055	0	0	32.114714	488.219728	0	13.850316	0	13.007886	0	0	0	47.040941	1.319081	27.066196	5.671552	9.305191	9.896776	110.368895	5.692877	110.996268	335.862585	72.42706	86.683363	418.128941	421.423441	333.37603	421.088537	414.933385	349.679396	420.832979	389.299495	431.596062	425.12626	385.768758	426.67214	272.879647	268.75958	213.642077	267.727501	222.554505	345.825865	366.267	355.654415	266.762425	381.061987	363.430916	413.12843	73.925076	157.583463	418.146604	389.651526	23.723997	378.109611	392.921507	281.27897	194.302062	352.709273	404.317861	326.00208	251.263527	127.2741	120.527972	3.675658	140.132723	21.511927	365.931239	4.963995	200.937521	384.286339	334.368732	195.802149
GH133	0	0	1331.558038	0	0	0	455.327025	0	0	0	0	0	172.537309	188.420186	204.378986	215.123055	165.07472	167.606774	352.781357	314.434467	245.483607	245.244975	0	0	0	0	921.228667	0	0	0	0	0	0	0	284.62526	332.238213	276.913068	93.716766	78.945431	75.723613	31.640348	504.927263	445.49507	281.831795	403.647092	313.822118	219.089765	203.908137	0	0	16.942224	101.271637	0	0	0	3.85283	0	0	0	12.854802	17.026959	4.580655	1.408395	8.455328	9.882959	657.17112	8.447751	28.733232	380.043728	605.038705	26.085271	263.172256	276.069775	231.903762	262.952028	270.58424	243.620721	260.656044	285.526917	284.182671	291.428203	279.929176	285.587379	280.624614	300.029934	327.813303	319.425353	291.852389	292.764964	445.062447	396.611359	337.072087	363.873059	351.163009	465.608993	27.604425	325.178002	231.17197	254.146242	18.919163	231.846702	258.606001	211.172895	150.892108	255.632584	275.960922	184.466142	160.946456	173.92744	149.787675	1.494367	152.514094	7.788284	400.054379	8.937749	200.380945	332.576314	269.691439	107.422507
GH140	0	0	0	0	0	0	501.283945	0	0	0	0	0	55.398041	63.08363	51.226637	0	92.343674	27.489752	53.424747	271.60149	101.873869	203.154999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.625848	195.073479	115.808073	76.924118	16.596013	97.656949	68.936344	0	125.413448	369.896144	147.03226	0	0	0	0	0	0	0	0	7.018775	0	0	0	13.98655	0.202565	0.786369	3.343734	2.09512	2.478653	36.267264	6.259933	0	39.376521	9.013434	134.119098	97.251542	109.653005	68.750706	116.592797	98.036257	68.883052	77.081453	60.112228	61.857064	59.759081	60.097453	87.066898	87.519797	85.044436	70.042444	61.762418	70.315962	70.805291	88.812846	81.240486	101.896046	107.862986	60.408976	67.944436	10.060731	192.479366	131.852735	91.24725	20.289376	127.815777	73.574375	79.38386	27.923851	58.422956	76.374991	49.848028	58.664942	43.421497	26.043102	1.579984	58.988087	2.729588	100.848852	3.63455	107.264898	61.649313	66.358365	39.002045
GH141	0	1293.51485	0	0	0	0	404.038624	0	0	0	0	0	4.115081	31.758764	4.126415	0	0	0	206.972666	158.928581	455.346678	82.612038	91.616686	0	0	0	0	0	0	0	0	0	0	0	0	0	32.042051	0	0	54.352125	23.772067	126.808376	108.002272	0	228.983181	0	88.636469	93.928749	4.078097	0	6.180476	0	0	0	0	3.666653	0	5.914685	0	5.002815	0.104027	0.316257	0.332742	2.264024	2.334922	117.027851	2.377739	79.238086	220.097551	12.286447	82.651699	211.105447	181.694911	156.328898	222.524243	203.730685	164.490409	208.364194	216.748716	222.321823	223.301203	214.382834	241.909839	79.445849	119.221736	86.720739	102.91712	123.423594	99.803631	176.297873	165.565548	127.576866	297.984873	172.150388	101.149403	12.835226	54.854557	172.755812	179.285407	26.467529	184.608694	209.37343	160.231486	111.503518	218.36064	237.639354	184.05292	38.953322	45.581484	34.620551	0.121363	69.042413	1.577971	189.787816	2.160974	64.807334	209.550016	130.340025	27.725086
GH144	0	0	0	0	0	0	0	0	0	0	0	0	18.63835	7.53363	23.157272	0	0	19.19982	0	0	56.854723	0	21.047324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.05994	0	0	12.246713	0	145.481558	0	279.367529	0	0	104.125454	0	0	15.507353	242.866535	0	5.025908	0	2.494663	0	0	497.888028	2.824542	0	0.424633	3.929782	11.149241	1.541354	0	0.824362	0	47.540171	9.683822	0	199.284994	188.78098	71.498745	197.291851	198.614995	73.692082	71.357332	43.316027	44.909027	44.897687	38.426872	66.494987	28.704428	43.078448	38.253539	26.028756	32.469142	36.809591	74.774681	70.589611	53.055774	84.375726	66.724098	88.495242	19.825873	0	177.534689	167.781857	28.240087	175.846153	81.651202	48.798094	33.34149	18.904001	75.121584	28.061552	8.049591	23.313691	8.815793	3.379494	19.155503	3.163972	67.413747	0.34459	25.69653	71.275722	84.691973	17.077589
GH146	0	0	318.651768	954.10466	0	0	0	0	0	0	178.257563	0	81.114968	100.09176	116.844946	0	175.713018	125.479104	434.757629	431.08186	163.117925	192.091871	231.370629	0	0	0	0	0	0	0	0	694.786187	0	0	129.691073	57.688181	112.133324	39.063585	45.329457	39.136442	24.172138	290.777438	195.151621	58.128511	278.640078	146.041854	217.408004	195.821547	13.047443	228.184176	5.514364	115.631661	765.136569	3.412142	0	10.07217	0	0	0	34.634465	0.63033	4.078776	5.533492	17.829367	5.891783	351.300749	8.332072	21.727693	327.938918	53.186312	172.089722	321.06415	363.403837	209.683311	348.994112	308.471582	214.172357	309.174822	242.887548	288.712537	293.674539	239.860331	285.325598	207.686608	203.029396	204.036842	183.19936	173.921698	199.65424	323.922713	267.544188	320.661087	284.066662	321.791254	287.959824	41.718717	52.259136	347.895545	369.475288	19.846036	356.282827	298.34225	177.550916	168.540941	210.651765	298.083942	157.462249	100.992726	126.787027	75.707526	3.897373	210.621249	16.957635	285.550787	7.237739	175.878463	301.474742	241.897026	221.058351
GH151	0	0	0	0	0	0	0	0	0	0	0	0	67.002134	18.29911	74.939079	73.942192	148.513247	19.843099	229.134587	112.292922	103.320939	336.088822	40.606635	0	0	0	0	0	0	0	0	0	0	0	0	63.38325	44.17211	0	17.414305	30.181572	0	93.437707	155.815018	113.053209	269.224608	0	71.136562	0	0	279.933708	0	0	0	0	0	0	0	0	0	20.116079	0.239527	2.31829	8.188794	27.688966	5.029191	150.695739	2.441121	40.426007	179.319735	25.051868	50.307309	46.283116	51.944542	22.079002	38.957401	44.614393	25.483875	43.257772	32.685768	35.736966	33.432618	33.063291	38.556606	74.728195	150.214951	116.990756	111.341466	134.042989	117.52677	174.064252	207.596607	119.511059	216.631424	244.076427	189.881328	12.725294	0	42.413113	28.182969	0	47.615971	47.692151	17.54682	13.305437	25.433575	41.630943	31.661418	24.359772	57.808167	40.067003	3.477762	68.995445	15.464307	150.848614	3.56287	57.076709	288.106532	214.556909	45.563602
GH16	0	0	0	0	0	0	0	0	0	0	566.058711	0	219.852875	100.4538	145.476291	80.077133	198.763818	202.657426	784.074447	660.59228	500.05247	0	269.099052	0	0	0	0	0	0	0	0	0	0	0	0	345.757451	255.056783	75.481238	135.261317	224.675828	50.971373	486.736369	380.106819	395.558477	553.844771	0	65.863031	218.092034	21.060884	0	12.286487	0	0	76.217106	0	8.247921	105.703415	14.987892	0	57.141455	1.719095	16.275051	26.080935	59.302967	22.77081	543.20847	13.835703	9.682478	690.165385	19.40002	299.719642	423.151971	353.745445	427.701924	418.324269	404.013876	460.360133	578.509013	627.729404	590.030227	593.951401	622.054665	597.158597	308.467956	393.046804	370.759754	362.562343	386.962896	350.992428	550.489432	483.234311	471.94406	535.544553	525.125485	473.671006	60.265657	135.929137	336.601652	460.029786	45.632175	314.747224	527.174118	239.546427	309.507019	443.742182	554.727051	448.143139	146.52503	187.512695	122.630821	24.368076	238.317686	44.419688	586.767837	4.431049	201.746319	664.453894	458.881705	167.870313
GH163	0	0	394.135256	0	0	0	0	0	0	0	0	0	41.166512	8.513823	19.018556	24.983193	0	13.05704	71.184472	113.708828	109.03231	190.211226	132.025301	0	0	0	0	0	0	0	0	0	0	0	0	0	61.376218	0	0	0	0	139.614149	277.2196	47.832387	40.503345	0	0	0	0	0	3.47776	0	0	0	0	0	43.551622	0	0	3.270497	0.202947	0.157031	0.523003	1.83323	2.269446	90.074363	1.002483	0	92.682502	6.301097	0	62.861037	32.197887	42.781544	59.43813	53.812501	47.8569	41.021962	39.421432	30.860102	31.065683	39.974132	57.413807	82.497116	99.304888	101.286718	100.191584	92.407123	101.430225	129.019337	125.212506	95.754494	134.806441	75.900653	139.87119	13.764179	0	51.475573	61.768908	0	52.904931	39.80579	25.994813	10.537775	36.411162	43.478854	37.559575	29.227636	59.014807	35.408534	0.151931	58.616634	4.640978	133.690351	1.397753	61.564111	75.195082	118.41395	33.140935
GH2	0	2165.85388	6031.046104	1900.239658	0	0	3041.437287	0	1377.210966	1766.304512	2358.805052	1468.78785	1751.879588	1441.035213	1750.093924	1414.104124	1895.030396	1545.649386	3309.860898	3282.895636	4158.255916	2103.47193	2893.268096	6328.16116	0	0	2355.63153	0	0	536.195536	0	2627.366506	4132.646177	1608.436037	0	1587.802884	2141.994233	996.266337	1152.814893	1417.4521	817.335638	2962.691776	3816.618229	2554.085468	4542.589384	2229.981888	2086.139446	1705.651814	115.978616	1100.71865	536.376439	1349.750831	1548.116089	321.008487	297.450785	638.561142	418.171815	237.504091	471.402259	531.680592	748.2869	404.819659	472.799244	570.10213	319.217898	3031.495457	522.528395	1015.298029	4753.814075	1034.381261	1748.727719	3563.156518	3202.875473	2479.300519	3595.315069	3536.089795	2536.285923	3176.405363	3094.882339	3140.544348	3206.285804	3087.989159	3262.020975	2479.216955	3061.432577	2699.761805	2580.507615	2882.943908	2979.122559	3781.261877	3663.329059	3341.971168	4143.306847	4498.743547	3558.00373	488.799943	1572.560228	3446.462269	3463.754618	471.371213	3363.047639	3181.507713	2336.41524	1836.016578	2863.893666	3277.322548	2463.54402	1617.085908	1591.856624	1184.137581	434.167709	2114.031727	572.783071	3810.59064	193.327119	2449.318933	5048.229061	3861.159521	2260.671359
