ID	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
GH89	0	0	0	0	0	0	0	3401.87562	0	0	0	0	98.086215	0	71.484941	50.034553	146.598393	75.464153	319.304367	327.942725	686.043858	189.720436	66.303462	0	0	0	0	0	0	0	0	0	0	0	0	0	100.534918	0	0	0	0	213.16301	285.655656	319.381678	552.834348	280.108867	0	109.723597	0	0	18.610934	73.805755	0	0	0	1.764027	0	0	0	5.136418	0.438208	0.964671	1.24892	23.40344	3.732439	198.665157	6.67078	65.39392	526.271781	36.365151	52.413196	105.740809	90.810318	63.071413	144.723236	110.317231	66.017859	93.369985	82.257197	58.549699	59.362033	82.734527	99.215133	166.382052	258.047607	239.81501	220.747066	278.822434	213.507165	316.142633	326.390552	261.885485	424.954866	472.374189	327.73338	31.53821	0	131.128971	111.802012	14.738043	142.169996	106.644935	68.825527	37.565286	104.162406	105.741077	47.145851	63.380602	105.237449	71.644089	0.395947	182.928419	3.557562	302.651896	3.270161	121.170176	576.308357	469.907889	142.806756
PL27	0	0	0	0	857.415806	0	0	0	0	0	0	0	0	0	4.535313	0	0	5.134116	0	0	0	0	54.607319	0	0	0	0	0	0	622.797564	0	0	0	0	0	0	0	0	0	0	0	41.798692	0	0	0	0	0	0	3.280974	0	0	0	0	0	0	2.472087	0	0	0	0.8014	0	0	0.055486	0	0.239662	0	0.371703	0	0	0	0	25.751276	36.381027	18.155953	33.781782	24.447739	17.580278	24.985647	14.554643	18.099912	17.892514	14.607537	17.413495	18.232126	11.267684	9.126626	22.630912	6.753274	8.888177	25.343899	17.618528	24.57959	6.672362	3.45425	6.013285	0	0	32.661672	23.604312	2.003961	35.05835	25.303436	13.716596	7.779235	15.910067	25.434743	12.267119	9.450986	3.683008	5.192966	0.196089	5.363285	0	33.154151	0.241739	13.961479	1.408078	5.39688	2.359239
PL6	0	0	0	0	0	0	0	0	0	0	0	4141.16574	10.879491	11.680647	12.424895	0	0	3.324951	0	100.14324	94.535565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.497773	10.277016	10.158887	44.872827	45.766073	0	0	0	0	0	0	0	0	0	0	7.136123	0	1.807548	0	0	0	0.543613	1.513449	0.14623	10.170453	0	0.339511	67.983882	0.866972	0	29.176116	5.877808	0	41.430726	50.164101	17.273847	59.390832	45.83189	19.935969	18.36148	21.627254	24.053796	24.619288	19.903498	27.301925	20.61079	37.479044	26.324827	27.667407	30.228999	20.455816	77.460039	50.733745	30.452266	83.747098	35.321949	62.142914	11.813045	0	62.986158	41.35265	7.354035	61.355742	22.456672	11.745399	12.83854	15.037266	20.741032	18.181067	4.929738	11.363727	6.429517	13.403292	6.151074	1.225952	63.897208	0.375273	10.314722	42.271563	20.48025	7.467828
CBM67	0	1213.68837	603.752517	424.826094	0	2279.29047	564.655098	0	1359.896762	1121.78606	828.906117	0	365.205002	256.046705	381.32627	379.862258	373.782546	263.740437	551.817971	662.408352	491.155416	110.840275	777.135323	0	0	7405.82772	3037.085146	0	0	1212.650013	0	646.054804	0	0	778.396563	143.262093	386.450532	309.693973	85.388055	219.206666	74.509006	685.273423	485.728074	379.703293	726.778332	107.085734	104.548078	383.184432	27.944628	197.123737	46.810457	692.169009	225.483428	26.845422	228.496284	28.507668	0	4.722873	0	72.335007	4.079391	19.61913	31.094012	92.825987	35.761674	848.377978	170.398804	367.267491	633.14292	69.777094	601.291985	829.98449	745.575831	603.680175	870.688892	814.766314	612.45803	746.10357	702.10096	762.584923	792.120001	705.306653	729.321142	546.356938	588.724206	490.169856	533.866984	410.479795	544.690066	650.159851	640.838034	770.471758	652.012205	703.176166	503.059786	124.684822	206.072395	795.15464	793.017342	78.527801	761.658743	732.097658	703.537638	401.70326	591.210901	773.081174	556.480371	355.98392	271.807214	188.296875	26.332685	289.065665	41.05404	636.458711	72.291046	426.968976	845.853443	615.829825	237.032337
CE9	4160.44395	0	537.76806	0	0	0	0	0	0	0	347.57991	0	582.441602	1148.216915	593.430312	1131.964917	867.397732	542.62668	677.415903	393.334698	529.020995	315.239828	744.213892	0	2368.94836	0	0	0	5044.35868	2142.447651	435.604868	1054.478898	0	0	0	579.228605	582.252532	160.885883	1086.782678	868.699618	924.415925	391.143458	216.08216	620.244009	510.380335	890.270605	599.448704	536.613324	532.11029	241.995324	527.896014	277.108814	0	537.85438	1583.303213	417.987278	878.511334	346.89393	3764.576794	699.725972	1338.53013	694.450388	950.512379	541.35118	933.266778	368.304985	658.902158	883.345703	700.284957	712.373368	347.638511	414.740262	379.797266	381.014536	407.235388	415.521035	371.717246	403.285663	380.339354	331.249315	332.685048	384.35281	408.418885	563.169059	644.070228	561.146117	536.223406	666.684513	629.851514	617.776146	587.723514	553.396778	635.027509	737.330397	677.088485	441.368777	416.241447	438.169812	354.134723	491.077382	446.596115	417.930288	571.37973	441.112919	443.540765	432.480923	506.173313	570.394886	712.870084	895.347587	987.21717	632.491928	605.678223	615.618688	771.078389	582.698274	684.86464	750.180919	726.691082
GH108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.593411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722.81281	0	0	0	256.447173	0	0	0	0	0	0	290.322227	0	0	0	0	263.904168	0	0	11.57442	0	0	0	0	6.27967	0	0	0	2.2923	0.15221	0.767706	0.339017	0	0	0	0	0	0	231.879519	0	53.710132	96.344644	141.366869	109.348612	58.060376	155.134375	40.948096	66.18641	66.137426	63.376614	65.236372	51.721366	7.445477	6.691699	14.038786	18.445115	16.777237	10.039206	19.01664	26.334167	30.08392	15.161803	10.601999	28.267441	0	0	78.08891	128.083811	5.33238	97.867253	32.202504	13.618057	11.488358	49.721851	29.503504	0	12.856191	28.450821	50.944782	0	5.939502	0	18.827696	8.347488	7.99181	3.596899	7.588529	8.39484
GH139	0	0	0	0	0	0	845.096494	0	0	0	363.048126	0	0	0	7.157933	0	0	0	0	0	168.078529	0	0	0	0	0	0	0	0	0	0	372.073448	747.03967	0	0	0	12.17888	0	0	0	0	37.307505	0	144.663867	0	0	0	0	2.055603	0	0	0	0	0	0	2.860372	0	0	0	2.231594	0.039898	0	0.390108	5.189747	0	98.025116	0.650882	0	34.201397	3.963752	89.868691	116.88527	123.402968	84.510218	113.642811	112.232448	85.693734	101.393547	106.808553	126.480575	127.501501	111.897363	119.046935	33.519152	35.981224	29.18577	44.560297	37.244787	25.368289	60.070693	54.95453	35.587464	85.216252	22.828332	31.692151	12.902365	19.105491	103.959143	115.394774	9.79563	110.987101	120.568321	71.544219	61.166385	86.350125	120.386114	94.358841	14.109451	11.870207	13.219987	0.091558	13.038687	1.462144	52.440189	0.220297	21.590967	30.918804	38.470834	9.073396
GH67	0	0	0	0	0	0	0	0	0	0	0	0	37.707462	18.682051	18.499131	0	66.80768	39.926288	328.314399	244.599732	252.765249	144.540287	228.927551	0	0	0	535.56637	5417.58284	0	0	0	0	0	0	0	66.302835	53.765309	0	139.632552	24.271578	19.868216	173.565065	172.155107	151.868363	336.357251	0	0	179.723387	0	0	3.112449	0	0	0	0	1.572176	0	0	0	56.161781	0.517916	7.315578	15.459502	56.687674	4.915149	271.201812	50.034296	138.42397	196.394539	26.73012	51.691914	86.22375	94.121805	24.448805	97.295783	93.407871	24.286908	27.371392	21.109476	22.079921	24.905674	22.187027	26.457217	84.687849	107.707402	89.121589	78.528907	92.402791	85.689238	217.447883	176.658076	121.226024	209.603323	199.098687	170.453545	10.965983	0	111.409387	57.470862	8.034527	101.17831	26.017368	34.746935	10.524411	5.601541	26.284646	9.555302	53.248365	50.629006	37.9018	11.9945	50.606023	40.840244	196.445183	73.374648	85.013779	242.496833	126.713747	54.374092
GH78	0	1213.68837	1068.005467	424.826094	0	2279.29047	564.655098	0	1359.896762	1121.78606	828.906117	0	380.99919	229.742135	393.07734	310.923673	578.802444	283.427221	543.634936	618.484399	604.594377	325.173586	518.263527	4200.1892	0	7405.82772	3037.085146	0	0	1212.650013	0	646.054804	0	0	0	287.64575	354.216284	272.992916	151.369559	210.895636	74.43747	437.564562	545.509297	456.716971	555.687492	107.085734	57.996058	453.9384	26.49174	197.123737	48.155294	293.126363	225.483428	34.898894	228.496284	27.677439	0	4.722873	0	70.141245	6.636651	29.750593	25.659218	38.113177	12.237499	761.345493	46.368535	153.18332	691.636991	86.441277	439.564603	881.468064	782.987691	643.536679	950.083028	866.802574	661.984607	812.768815	766.875884	807.658192	839.279669	770.358788	766.211503	604.939599	630.577024	584.599217	645.694518	475.963968	601.972009	666.813776	644.318129	716.503188	709.088992	679.119516	524.311352	105.759627	82.608211	847.85957	880.859051	87.098099	832.183994	774.537425	692.628181	419.165789	627.810397	831.855739	569.453328	405.829523	324.227968	219.771783	21.657817	324.701635	25.545261	661.487645	71.485396	481.398805	837.147707	591.977003	207.055776
GT30	0	0	0	0	0	0	0	0	0	0	0	0	110.27753	59.971781	118.903924	222.352138	109.411028	131.066083	210.996441	161.469562	479.383674	109.962055	0	0	0	0	1699.731766	0	0	0	0	0	0	2627.07306	0	109.635892	76.728248	0	0	75.791078	0	88.489109	39.134884	252.182206	677.038722	0	168.482335	0	7.428318	0	21.787273	62.949393	0	13.173039	0	15.03509	71.461464	0	0	6.931419	7.691935	123.607477	0.811931	5.591683	6.678048	395.614533	6.374307	0	307.162356	291.145679	0	197.991024	192.597676	171.922493	217.742888	193.519309	189.568219	182.706037	179.026459	211.641468	214.105097	185.532654	199.009722	131.226389	222.825225	126.151677	143.709871	143.507295	165.020295	246.329977	232.796401	185.773873	245.914651	304.4984	217.185398	2.667618	99.918447	215.782569	203.110326	22.463705	196.691986	183.482487	86.57328	109.428071	172.960369	197.883042	215.700496	53.929197	79.783233	93.570217	0.043562	106.304743	19.711075	279.017727	10.539257	79.492133	384.532139	236.00156	126.510551
GT51	0	1086.612783	1230.184041	3798.203346	0	0	1214.193052	0	0	0	344.129986	0	918.651189	999.439024	845.833244	1379.414689	1864.423879	1099.166973	1181.157127	864.532947	1260.377625	941.159976	828.893241	0	4535.59984	0	0	6696.16972	0	2337.644756	2927.957144	0	1417.983374	0	1414.32066	867.968432	858.75872	659.86966	1135.062341	1150.163601	1837.335233	493.882516	535.655546	1023.004337	919.383772	902.705762	673.28371	1324.261432	1379.430522	1516.758353	1346.457897	1040.652802	246.491201	534.619092	1091.713744	1343.813661	493.978824	604.888575	1351.916576	1405.024504	1912.121479	1215.900049	1904.287451	1209.878392	1998.96575	271.705521	1259.907249	1089.01693	1154.192985	1004.954267	842.936329	691.496161	662.035932	903.007361	778.82533	704.027174	901.579087	767.712489	843.785809	777.922604	771.506534	824.951452	732.760924	761.948292	950.383502	769.716238	756.937609	843.647696	826.391416	797.721428	834.569521	797.992849	772.979814	921.458002	718.21969	1355.516148	1120.487712	726.479357	733.939	1392.500745	746.342043	752.994182	934.758478	819.683607	723.553677	747.952114	856.021788	847.687292	1416.464981	1315.447698	2189.528162	904.313759	1633.27497	736.519821	2373.638091	827.579032	921.301503	788.085435	856.675898
CBM34	0	0	0	1246.872344	0	0	0	0	0	0	392.87361	0	324.557386	851.939389	309.846299	841.812295	340.079411	490.440395	74.017156	187.883201	55.484729	448.731105	269.78968	0	0	0	0	0	0	0	0	816.223313	835.634419	939.224547	0	290.206203	425.87712	677.906036	749.119335	502.106171	1299.382618	211.95033	95.511805	329.906038	98.402499	169.140545	124.815765	231.962646	367.027704	0	413.741826	266.504779	1001.811634	110.982748	0	276.751747	153.616242	88.219879	0	525.066684	1619.063626	840.501636	707.652515	225.04636	1330.343437	227.767862	263.152448	833.921924	85.003074	663.334329	329.072381	228.312066	187.949239	198.323165	227.018969	223.241126	189.835654	262.018053	241.608285	239.240719	236.8938	240.981304	229.870278	275.258713	138.079703	177.135096	241.046568	161.784278	193.613883	93.95172	66.343884	141.886839	71.633432	79.435802	64.111111	389.120528	333.798793	270.571544	221.83583	472.509503	269.138379	252.670332	223.94021	288.432895	279.668267	253.22419	285.055877	409.601218	204.705283	771.168073	640.529818	273.942666	239.726444	157.998138	130.629108	332.575532	49.47519	184.967455	217.053028
CBM41	0	0	0	0	0	0	0	0	0	0	0	0	4.949508	31.964941	4.649718	8.263931	0	7.559419	0	0	0	0	0	0	0	0	0	0	0	0	499.951858	384.313809	0	0	96.003477	0	66.507545	0	7.785034	10.949215	33.556037	0	0	0	20.50342	0	0	117.789566	558.011822	82.882581	443.959542	83.700848	0	11.119403	0	400.514801	41.157166	5.957332	99.622481	5.787344	38.708189	217.211927	5.07657	5.847005	10.08347	49.323479	23.801536	40.253311	4.811484	281.675817	69.343493	2.572442	1.030617	0.632811	0.262636	2.732693	0.053204	0.999582	1.602477	0.689383	0.706639	1.455924	0.409077	15.122699	7.419351	5.16994	15.82861	6.946051	7.925121	14.34778	10.729223	6.609739	8.719646	13.835816	6.138272	532.658208	229.55354	2.763338	0.767338	636.334561	2.034528	5.237546	53.621358	136.294531	17.409141	4.700897	59.191518	29.167821	7.582235	76.060986	7.100242	10.447493	12.397428	11.754004	8.114482	5.464666	13.309289	14.436493	7.753417
CE4	0	0	446.686622	835.45978	0	0	0	0	3347.92396	4176.64987	0	0	836.876172	793.067784	928.944257	332.71144	450.446349	663.466796	710.659978	792.403792	656.15552	368.135284	1092.93324	0	0	0	0	0	0	569.918526	343.803842	1499.879339	0	0	0	503.6031	998.829778	1309.620917	988.159737	433.366356	305.775298	665.864943	362.500806	754.119737	767.261052	607.442245	763.056507	500.251414	1013.963919	1605.872718	1725.697246	1205.740031	0	672.641831	2302.972405	1538.444413	1246.59813	1165.098509	2950.091166	526.081871	734.436835	271.886056	532.044646	801.574656	170.757601	1040.565768	331.545433	676.630256	776.206663	1497.182574	673.144034	1056.307068	1140.108543	1059.840315	1111.472937	1086.820033	1054.013462	1058.095551	983.039234	1029.540486	1019.354915	980.65751	989.118758	908.18937	728.418541	832.757801	823.119626	831.528084	831.514705	607.33366	606.345397	729.18842	636.687272	624.984945	666.40817	884.036217	988.146987	1110.981966	1163.469949	962.017803	1148.244345	1056.988096	1290.93712	1345.214222	1125.039638	1062.468827	1206.995036	1112.19941	768.357229	796.208069	510.874683	940.761219	1002.256338	711.700031	440.548757	1042.397365	609.274044	969.991965	941.314377
CE6	0	0	0	0	0	0	0	0	587.944244	1949.10327	255.875248	0	206.68726	68.446014	166.584765	0	123.238064	82.589473	619.271354	579.546938	654.649046	102.091087	477.325913	0	0	0	1411.473162	0	0	0	0	0	0	0	0	303.879728	157.321696	308.624444	97.807792	117.489962	0	711.984083	633.898431	356.171297	610.428145	208.749406	300.789071	183.811681	21.421213	0	36.610892	205.826573	0	2106.354075	761.654282	200.760534	1037.81535	1351.97598	0	30.888185	4.173583	4.537654	6.4958	10.364984	5.678206	1264.230111	14.998926	91.208465	534.649397	138.365156	163.874978	671.536613	699.543617	261.105475	715.07674	672.022688	257.204952	329.282697	245.706304	281.945761	281.645396	244.195572	329.268199	389.430588	458.022671	412.859144	436.891998	380.641104	407.932562	785.209525	598.855022	533.476378	680.558435	653.943564	605.059854	80.010537	167.711472	715.490159	545.495854	85.255541	717.248462	369.21719	488.11504	441.067574	201.617921	367.401871	454.016304	144.574311	226.698695	144.968113	2.752611	221.298993	37.029256	773.664213	6.312277	323.019035	673.827449	482.816823	201.669006
GH13	0	2965.13404	2011.073715	3887.721376	0	3212.35348	3832.272819	3257.48361	1062.6329	2071.582333	2886.753323	0	3146.641998	3877.429095	3281.992485	3033.094677	2119.02185	3100.740249	2132.438195	2026.994775	2884.021921	2818.969204	3090.705997	3961.6743	1871.27013	0	0	0	0	0	4479.69405	2714.85779	2212.566409	8470.384013	3261.591302	2579.052837	3132.937013	3443.01028	3670.496431	3466.178924	3641.491158	1813.114494	1614.423459	2770.741321	2142.399594	2207.424109	2531.281669	3173.933902	2918.139507	1836.036941	3387.323685	2361.350166	3019.232834	1113.392435	4282.805272	2853.962245	1618.939128	807.581773	2486.749894	3922.328138	3792.737287	3089.650425	3985.983038	4792.86178	3293.70329	2553.258395	2914.751732	2865.682877	2117.256227	3176.10777	3060.719974	2628.465274	2396.490817	2314.836076	2267.764042	2632.179212	2288.160268	2668.216362	2675.497105	2668.817609	2668.018619	2644.21496	2622.332981	3002.751119	2180.750114	2431.058705	2717.514972	2342.375341	2593.053076	2123.930978	1918.613699	2326.697858	2020.652073	1928.251329	1917.715479	3114.764845	2673.013708	2553.9966	2377.048628	3514.272424	2517.927454	2771.556061	2859.961049	2827.207955	3207.115248	2703.305242	2558.024034	3482.79837	3157.553769	3111.260099	4214.017751	2801.195698	4081.57292	2355.684863	4002.254745	3386.703952	1831.410508	2380.92347	2805.928908
GH26	0	0	0	0	0	0	550.89908	0	0	0	0	0	49.757065	0	78.224886	0	0	72.232	347.284273	133.456668	35.039813	0	0	0	0	0	0	0	0	0	0	0	0	773.002073	0	0	65.729885	0	0	49.056453	13.534858	16.777525	44.893151	0	64.123007	0	146.903058	0	29.982058	604.98831	78.166043	427.960506	0	0	0	7.188569	0	0	727.178567	31.744269	0.383412	4.506448	17.964509	102.679003	16.433059	137.717248	2.723719	50.177225	96.993219	15.239393	223.542708	181.172289	197.232097	66.024736	185.761121	189.629339	63.828159	93.476598	34.763754	44.634882	43.82592	35.095814	75.752053	115.79685	75.382263	85.467759	134.867076	47.378912	86.095315	125.763264	86.407988	126.732328	104.25823	115.355566	121.541587	39.82286	0	193.523601	155.287038	52.033987	196.477603	87.9527	47.781231	34.690094	33.194056	91.967675	52.055084	98.381121	50.519768	49.741385	14.214662	52.500069	38.946933	126.237089	0.536697	54.054296	115.830749	100.070918	43.487733
GH32	0	0	1001.085843	0	0	0	707.953642	0	0	0	0	0	576.952779	1053.525409	591.208561	470.930893	976.006245	740.952334	503.406599	693.848193	675.170695	753.669475	711.287518	0	0	0	0	0	0	0	336.84425	462.218072	0	330.810616	1529.623647	235.556508	663.889547	549.993252	1004.894801	695.15217	1051.67357	836.099553	757.236295	406.412398	813.695727	782.613538	499.619781	943.139718	864.293954	0	999.335037	1355.534636	0	428.194147	553.930387	711.699593	580.027916	274.667263	1235.664762	788.214365	1527.962289	557.479751	1171.980471	799.45231	733.727253	847.389253	789.57481	882.273232	694.548404	544.639846	863.557904	509.45195	448.482895	469.907352	528.792176	512.048049	451.695341	603.914888	665.163094	568.926805	571.986097	663.090134	537.130148	768.439354	705.25302	623.279437	741.612071	619.345283	639.155786	805.532217	674.52494	794.275978	760.171167	804.911892	680.573123	770.786912	969.577397	554.794539	556.988366	808.399821	566.541554	642.766418	768.05526	750.516109	734.068503	632.503257	567.716504	816.11954	850.844929	787.392679	1282.723038	680.445409	924.554352	923.261883	1530.992773	797.865315	760.439052	846.313287	733.553606
GH36	0	0	337.29398	1337.93442	0	0	868.643268	0	0	0	256.348215	0	596.901145	783.420228	618.668598	518.8715	1040.476232	658.18576	732.861972	696.650965	450.602208	568.510744	703.708505	0	0	0	0	0	0	743.77876	0	797.242371	0	0	0	512.297886	761.956419	222.06463	822.640571	527.787115	611.65749	632.213975	719.752699	758.574513	630.099893	588.079322	576.743105	381.778924	711.902855	1544.531989	1094.556583	550.117918	742.503388	617.966079	901.689374	1163.770375	1551.370081	936.185722	634.325064	502.216705	1229.189913	298.713927	838.961769	499.387338	306.556593	803.143125	654.867467	572.164759	841.663721	616.778212	507.919821	537.920869	454.083008	425.144876	516.454914	543.678934	422.488138	472.495212	429.774112	431.706955	431.363368	419.783523	444.701104	748.795459	620.792424	615.544929	719.945173	575.063301	681.000438	684.652572	559.713644	713.035277	624.346597	709.249039	579.916582	747.360434	834.446093	568.105257	512.087415	660.822319	556.529217	526.981786	748.948094	750.930083	638.480048	518.510988	742.138887	788.869613	725.181762	593.531914	865.561402	656.80417	1025.556788	785.868519	649.502625	865.114958	718.256635	718.234684	803.018045
GH42	0	0	0	0	0	0	0	0	0	0	0	0	254.728643	246.433517	140.621168	108.667636	210.165894	202.221018	155.737307	115.130965	183.510419	214.555488	284.75281	0	0	0	0	0	0	0	0	1253.507012	0	803.044008	0	340.458477	147.691073	145.23878	95.514548	71.967921	54.996882	126.838521	130.396544	273.970964	128.895594	530.060014	186.785879	255.107364	121.784293	656.638069	310.777165	153.283275	304.800947	230.843645	308.873626	349.020425	609.901822	296.838968	679.146803	285.009488	31.115326	24.95772	65.241295	218.504779	27.607477	186.854045	78.162539	259.337369	195.652021	82.584084	148.49911	272.565885	257.281477	204.748185	245.761405	275.762784	201.152402	236.62663	184.085739	191.916711	183.857004	181.217021	182.550065	220.816911	138.228935	147.613702	201.265408	150.684345	177.214842	102.122961	101.018789	139.572152	97.546595	149.932298	105.441665	97.506915	517.502495	267.068239	231.231977	123.249674	265.420908	256.865187	308.901104	263.50627	224.64706	248.477301	390.531651	238.653503	114.970564	152.71197	53.351381	195.711846	362.021513	102.398019	45.005875	325.30953	176.136712	139.047205	166.217762
GH65	0	0	0	0	0	0	429.862664	0	0	0	0	0	108.548317	248.152976	95.040589	1138.703814	87.635957	224.383732	0	95.83654	114.21892	95.084836	61.831633	0	0	0	0	0	0	0	379.477901	0	0	0	1733.596416	275.635027	221.401588	253.804599	584.728895	419.555459	963.879381	22.043238	98.147588	189.442106	153.781377	151.992655	23.80682	444.913811	976.793973	1179.947683	740.37487	546.888539	570.109356	45.913985	0	700.559326	170.922716	78.250276	0	700.771144	621.744066	755.767797	611.39953	661.419313	1262.870323	301.21238	640.95268	561.321721	105.386987	149.451634	50.009632	158.2444	170.873717	64.484699	132.09734	160.201007	68.474803	86.707369	88.133912	74.21122	74.669078	88.385738	93.916578	112.778422	100.344534	87.78641	112.710746	94.639351	89.229062	112.206182	99.261408	132.717759	125.978317	92.64037	101.634984	1136.576974	326.4183	146.458665	113.14303	1131.379443	142.152272	100.341834	214.015317	260.977401	104.173037	111.430319	174.57798	184.947455	224.709254	760.8353	537.830362	168.673155	503.211681	120.536051	383.074622	60.585302	126.43274	101.32644	78.404787
GH73	0	0	810.166913	0	0	0	0	0	0	0	0	0	543.883593	549.786556	437.534337	953.935077	385.987451	530.76013	456.864581	1164.798384	447.053246	827.774704	763.518715	0	0	0	0	0	0	916.867241	0	551.969154	1103.94257	0	309.508143	372.562802	325.030506	313.486237	493.030997	475.300631	1198.396168	527.257852	499.543712	585.666467	346.813305	703.830235	555.114317	488.557461	1177.162621	1036.194176	1151.797963	239.037558	0	2095.864726	1340.663005	1168.004639	1015.230024	1982.207952	944.710618	714.878034	815.042826	769.32565	811.404245	668.319773	1314.858237	530.315506	1121.642134	396.472417	534.738821	564.974613	168.661872	438.984503	413.046963	327.775739	425.949078	446.583428	317.292618	321.76681	307.167379	347.411614	341.494566	294.739924	360.56691	410.011173	390.473054	425.065042	424.545053	422.650049	402.363763	473.764181	484.741003	438.080884	463.835238	412.994805	529.55707	1134.219622	545.629964	377.122187	366.303716	1128.580561	389.481884	350.256703	616.968612	697.503216	421.176139	335.450651	563.840642	421.31568	644.357651	844.650146	878.214632	485.027006	954.550744	476.667397	1029.13954	447.995671	475.16726	541.408056	501.353404
GT27	0	0	0	0	0	0	0	0	0	0	0	0	23.39277	0	40.317973	0	394.361805	108.18091	0	160.342356	0	71.104496	0	0	0	0	0	0	0	0	0	1101.79889	0	0	0	262.481224	53.020394	0	0	0	85.653394	105.661069	96.91639	0	174.128752	0	0	177.981881	246.035375	712.854443	169.115377	0	0	7.993728	0	156.961081	0	0	0	67.739779	14.655041	51.379919	54.40608	90.289664	32.65278	0	105.5987	27.258588	93.464662	18.615091	0	89.859859	79.507243	107.145661	64.592484	88.870053	101.353227	129.770477	128.558682	140.000674	141.687989	124.942031	132.708162	60.774162	97.876936	83.583625	64.412433	79.565133	83.087987	119.963484	108.394169	77.958783	100.735271	113.329414	93.673939	236.737999	194.316233	60.613427	99.168487	223.19197	49.006023	110.566121	112.536026	112.257812	96.087528	121.728035	104.067448	34.482251	75.048111	54.290465	53.051358	60.287861	90.577479	95.597871	112.499929	43.990607	120.226686	76.055866	17.756087
GT8	0	0	0	1441.213749	0	0	0	0	0	4318.01341	0	0	205.96532	291.514162	156.721352	248.831513	218.479978	361.134152	308.298984	127.511602	104.325656	141.379785	321.024842	0	0	0	0	0	0	0	0	0	0	0	0	321.270861	153.94038	363.422018	307.229094	500.647902	1031.570838	457.76271	251.798658	388.134942	160.431298	298.033791	384.234679	922.622902	2205.611726	1215.569172	1327.190702	287.627803	2196.59133	69.369117	0	101.499299	89.801131	0	0	551.932307	314.141789	608.522955	535.980095	255.973399	1475.381505	348.583697	807.023015	672.375137	296.437786	662.453244	52.413196	150.391697	138.478546	153.943812	169.854609	154.554032	138.368522	158.197917	188.933527	170.337683	158.307822	191.447966	185.633308	192.862922	191.952508	159.896985	193.131703	171.592587	171.352105	223.920526	218.664331	223.250377	220.976046	258.783484	196.528985	1655.067682	353.766523	188.847288	141.481427	1895.708817	199.607322	162.890541	169.530794	121.979183	119.642928	138.729197	116.920542	285.162466	250.773906	596.978088	498.085778	225.036635	227.13675	234.965975	344.104103	172.547364	225.557069	278.796996	121.289711
